GeographyCode,LC5101NI0001,LC5101NI0002,LC5101NI0003,LC5101NI0004,LC5101NI0005,LC5101NI0006,LC5101NI0007,LC5101NI0008,LC5101NI0009,LC5101NI0010,LC5101NI0011,LC5101NI0012,LC5101NI0013,LC5101NI0014,LC5101NI0015,LC5101NI0016,LC5101NI0017,LC5101NI0018,LC5101NI0019,LC5101NI0020,LC5101NI0021,LC5101NI0022,LC5101NI0023,LC5101NI0024,LC5101NI0025,LC5101NI0026,LC5101NI0027,LC5101NI0028,LC5101NI0029,LC5101NI0030,LC5101NI0031,LC5101NI0032,LC5101NI0033,LC5101NI0034,LC5101NI0035,LC5101NI0036,LC5101NI0037,LC5101NI0038,LC5101NI0039,LC5101NI0040,LC5101NI0041,LC5101NI0042,LC5101NI0043,LC5101NI0044,LC5101NI0045,LC5101NI0046,LC5101NI0047,LC5101NI0048,LC5101NI0049
N00004287,487,175,74,80,53,70,35,88,19,23,19,14,10,3,74,11,10,16,18,17,2,73,17,13,13,4,22,4,97,35,13,18,11,12,8,58,21,11,8,4,5,9,97,72,4,6,2,4,9
N00004288,173,65,32,23,17,24,12,21,6,5,6,3,1,0,38,3,7,10,7,10,1,28,7,11,2,0,6,2,32,12,5,4,5,4,2,21,10,2,1,2,1,5,33,27,2,0,0,2,2
N00004289,178,58,16,32,22,25,25,27,6,6,9,4,1,1,34,3,4,6,6,9,6,19,6,3,4,3,3,0,38,13,1,8,4,4,8,30,15,1,3,3,4,4,30,15,1,2,2,4,6
N00004290,508,188,61,72,54,91,42,53,8,8,17,15,5,0,61,4,3,12,12,28,2,71,12,17,13,8,20,1,79,24,16,13,7,15,4,68,32,6,6,6,8,10,176,108,11,11,6,15,25
N00004291,290,51,32,45,47,92,23,34,5,4,10,9,6,0,37,0,2,2,7,24,2,58,4,7,6,18,20,3,76,6,9,19,11,27,4,39,12,7,3,2,7,8,46,24,3,5,0,8,6
N00004292,150,50,34,29,10,13,14,25,5,7,7,4,2,0,28,5,9,7,3,4,0,31,5,11,7,1,5,2,22,7,4,6,0,1,4,24,13,3,2,1,0,5,20,15,0,0,1,1,3
N00004293,202,39,17,25,19,78,24,15,2,1,4,2,6,0,51,1,2,13,5,20,10,21,4,2,1,3,8,3,30,5,2,3,6,12,2,25,5,4,0,0,14,2,60,22,6,4,3,18,7
N00004294,734,105,177,169,100,126,57,267,63,71,72,28,12,21,302,31,78,65,52,56,20,131,8,25,26,17,45,10,23,1,2,5,3,10,2,7,1,1,1,0,2,2,4,1,0,0,0,1,2
N00004295,241,54,22,34,23,96,12,15,1,2,3,6,3,0,10,0,3,2,0,5,0,22,4,1,1,1,14,1,30,2,6,6,2,11,3,47,7,4,4,6,23,3,117,40,6,18,8,40,5
N00004296,289,99,24,40,26,84,16,22,4,4,6,6,2,0,23,0,1,1,7,14,0,44,5,4,9,1,21,4,30,3,4,8,5,9,1,28,5,3,2,3,14,1,142,82,8,14,4,24,10
N00004297,282,51,21,39,28,132,11,25,6,4,7,3,5,0,41,4,6,3,8,19,1,52,5,3,4,4,35,1,57,8,5,9,1,30,4,50,8,2,13,2,23,2,57,20,1,3,10,20,3
N00004298,301,15,24,41,29,183,9,38,2,7,10,11,8,0,24,0,1,4,4,15,0,49,0,2,4,9,34,0,61,3,5,6,3,42,2,69,3,4,8,0,52,2,60,7,5,9,2,32,5
N00004299,459,94,41,59,46,196,23,59,8,7,14,16,12,2,37,3,5,3,3,20,3,70,7,4,2,8,47,2,84,9,5,15,9,42,4,89,15,13,11,7,39,4,120,52,7,14,3,36,8
N00004300,173,63,3,18,21,45,23,9,2,0,2,3,2,0,5,0,0,0,1,4,0,5,0,0,1,2,2,0,16,0,0,3,4,9,0,34,7,1,6,4,11,5,104,54,2,6,7,17,18
N00004301,293,25,24,46,34,153,11,28,4,5,10,7,2,0,18,2,0,1,4,10,1,50,1,1,11,4,32,1,46,1,4,5,5,29,2,54,1,4,9,4,35,1,97,16,10,10,10,45,6
N00004302,372,67,28,55,33,167,22,46,3,10,18,10,5,0,14,3,0,2,0,8,1,40,4,2,3,5,26,0,78,11,4,8,4,48,3,65,15,5,4,7,30,4,129,31,7,20,7,50,14
N00004303,221,57,37,28,32,40,27,29,3,5,6,11,3,1,22,1,3,3,4,7,4,40,7,11,4,7,9,2,54,12,10,7,4,14,7,46,16,5,6,5,5,9,30,18,3,2,1,2,4
N00004304,266,29,37,46,47,84,23,30,2,4,9,11,3,1,19,0,3,1,4,11,0,37,1,7,7,4,16,2,50,6,9,8,8,14,5,69,12,9,9,10,19,10,61,8,5,12,10,21,5
N00004305,214,58,30,34,28,44,20,22,1,2,8,5,6,0,27,1,4,2,7,13,0,38,4,9,8,6,6,5,28,5,6,4,3,6,4,41,13,2,9,5,7,5,58,34,7,3,2,6,6
N00004306,336,93,46,51,39,74,33,39,4,6,15,7,6,1,83,3,8,12,18,32,10,66,9,16,11,6,20,4,56,22,8,7,4,10,5,47,20,7,4,3,4,9,45,35,1,2,1,2,4
N00004307,213,56,26,43,27,40,21,36,9,3,8,9,3,4,44,3,3,13,6,18,1,51,4,13,12,7,11,4,27,7,2,7,4,5,2,15,6,1,2,1,2,3,40,27,4,1,0,1,7
N00004308,220,61,27,39,24,46,23,30,1,8,11,4,5,1,39,0,5,6,7,15,6,23,2,4,4,5,6,2,44,15,7,5,3,12,2,38,12,0,7,4,6,9,46,31,3,6,1,2,3
N00004309,214,75,23,38,15,41,22,19,0,4,6,4,4,1,16,0,2,5,1,8,0,22,2,3,4,2,9,2,24,5,5,5,3,2,4,44,9,4,10,5,7,9,89,59,5,8,0,11,6
N00004310,203,51,33,32,30,39,18,20,1,2,9,8,0,0,30,1,4,3,7,14,1,32,0,8,5,6,13,0,30,8,7,7,3,2,3,30,15,4,4,2,2,3,61,26,8,4,4,8,11
N00004311,182,43,23,38,23,38,17,30,5,5,10,7,1,2,52,2,3,12,8,19,8,32,2,8,8,3,11,0,19,4,4,5,3,1,2,17,9,1,1,1,3,2,32,21,2,2,1,3,3
N00004312,262,71,39,35,39,49,29,39,6,8,8,8,5,4,39,3,4,6,10,13,3,52,8,9,7,11,11,6,53,14,12,7,3,10,7,34,12,2,2,4,8,6,45,28,4,5,3,2,3
N00004313,275,106,32,38,27,56,16,30,6,5,9,5,3,2,52,1,8,10,6,25,2,47,13,5,7,9,12,1,49,17,9,10,4,6,3,31,18,3,2,2,2,4,66,51,2,0,1,8,4
N00004314,525,91,83,64,72,180,35,49,3,10,9,15,11,1,171,4,20,20,32,92,3,91,9,20,12,7,36,7,65,6,15,9,7,17,11,62,20,14,4,8,10,6,87,49,4,10,3,14,7
N00004315,190,69,21,35,19,32,14,34,8,7,12,3,4,0,35,5,5,8,4,12,1,38,7,5,9,8,6,3,27,10,1,6,2,4,4,18,12,1,0,1,2,2,38,27,2,0,1,4,4
N00004316,224,43,29,35,47,58,12,29,4,6,5,9,4,1,58,2,4,13,14,24,1,46,3,7,6,11,18,1,30,8,10,1,4,4,3,34,9,2,8,7,5,3,27,17,0,2,2,3,3
N00004317,221,51,29,40,31,51,19,24,3,6,8,5,2,0,67,5,4,15,14,27,2,53,3,10,12,9,16,3,21,4,6,3,1,5,2,11,5,0,1,1,1,3,45,31,3,1,1,0,9
N00004318,207,40,27,33,27,48,32,26,1,3,10,6,6,0,44,3,5,4,8,23,1,38,2,7,10,6,9,4,41,13,7,6,5,3,7,18,3,4,2,2,2,5,40,18,1,1,0,5,15
N00004319,233,49,29,40,37,55,23,33,5,7,6,8,7,0,50,3,3,7,11,22,4,52,8,7,13,8,13,3,38,5,6,8,7,10,2,28,9,4,3,3,1,8,32,19,2,3,0,2,6
N00004320,314,91,26,45,26,94,32,45,6,7,14,5,11,2,68,4,5,8,10,40,1,37,3,2,5,5,19,3,47,14,4,10,1,13,5,54,20,5,7,5,6,11,63,44,3,1,0,5,10
N00004321,555,86,63,81,92,201,32,69,3,11,16,24,13,2,51,2,5,3,10,31,0,61,1,6,14,13,26,1,97,3,18,12,8,52,4,138,19,15,26,26,40,12,139,58,8,10,11,39,13
N00004322,270,68,35,36,51,57,23,34,2,11,8,10,3,0,43,0,5,7,13,17,1,37,2,7,4,8,12,4,41,12,7,5,7,8,2,48,15,4,9,7,7,6,67,37,1,3,6,10,10
N00004323,284,69,29,45,36,77,28,29,5,6,7,5,6,0,44,2,1,5,11,23,2,63,5,10,11,12,20,5,50,7,8,12,2,14,7,51,26,3,6,5,5,6,47,24,1,4,1,9,8
N00004324,211,57,21,21,29,66,17,12,2,0,4,4,2,0,27,1,0,6,5,14,1,28,1,5,3,3,16,0,24,6,2,2,4,9,1,30,4,9,1,3,8,5,90,43,5,5,10,17,10
N00004325,227,36,23,39,38,71,20,27,2,5,5,7,8,0,25,0,0,1,8,15,1,30,2,2,11,5,8,2,39,2,8,5,9,13,2,32,5,4,4,3,14,2,74,25,4,13,6,13,13
N00004326,246,52,25,33,33,75,28,14,1,0,3,6,4,0,32,0,3,4,4,20,1,33,2,5,4,5,14,3,41,6,8,7,4,11,5,41,10,2,4,7,14,4,85,33,7,11,7,12,15
N00004327,238,65,35,35,28,46,29,26,3,4,9,7,1,2,22,0,3,5,4,10,0,32,2,8,4,7,8,3,43,2,12,10,4,9,6,38,12,5,5,4,6,6,77,46,3,2,2,12,12
N00004328,239,64,26,33,33,59,24,23,4,2,4,9,3,1,31,1,1,7,5,17,0,45,4,8,9,3,15,6,29,4,6,3,5,7,4,43,17,6,1,6,9,4,68,34,3,9,5,8,9
N00004329,219,86,32,37,21,24,19,32,10,5,12,4,0,1,39,3,4,12,6,13,1,41,12,12,4,4,6,3,42,19,8,7,2,4,2,27,16,1,2,3,1,4,38,26,2,0,2,0,8
N00004330,236,42,35,43,38,52,26,37,4,7,9,13,2,2,22,0,2,5,4,10,1,51,4,8,10,7,19,3,49,5,7,13,8,9,7,33,9,7,4,2,8,3,44,20,4,2,4,4,10
N00004331,232,49,31,27,35,62,28,15,3,2,3,5,2,0,56,4,3,6,14,25,4,47,4,11,10,8,12,2,30,3,6,5,3,9,4,42,12,7,2,3,8,10,42,23,2,1,2,6,8
N00004332,275,86,23,37,38,56,35,25,8,2,4,9,1,1,45,0,6,6,9,22,2,48,7,6,9,7,17,2,40,12,4,5,5,7,7,25,7,3,3,4,3,5,92,52,2,10,4,6,18
N00004333,219,63,39,41,25,25,26,38,6,9,11,9,2,1,45,4,10,9,10,8,4,18,6,5,0,1,6,0,31,6,8,8,1,3,5,39,14,7,7,3,2,6,48,27,0,6,1,4,10
N00004334,184,70,35,26,14,20,19,17,3,6,5,1,2,0,30,5,6,3,9,4,3,34,10,9,8,0,4,3,36,16,8,4,2,3,3,28,14,2,2,1,4,5,39,22,4,4,1,3,5
N00004335,189,76,31,27,21,20,14,29,5,10,7,4,2,1,28,4,2,7,3,9,3,21,5,5,2,4,4,1,40,14,9,6,5,4,2,22,8,3,4,3,1,3,49,40,2,1,2,0,4
N00004336,230,79,37,45,34,20,15,49,11,11,14,9,2,2,46,5,7,9,12,11,2,39,13,6,8,4,5,3,50,14,12,10,6,2,6,17,11,1,3,2,0,0,29,25,0,1,1,0,2
N00004337,197,83,24,29,21,21,19,26,5,5,11,3,1,1,28,5,4,4,5,6,4,43,9,11,7,6,6,4,24,8,1,4,5,4,2,22,13,0,2,2,3,2,54,43,3,1,0,1,6
N00004338,285,86,22,33,41,84,19,39,7,5,11,9,4,3,40,4,3,1,11,20,1,51,7,5,6,11,19,3,42,11,3,5,6,15,2,57,18,5,9,3,15,7,56,39,1,1,1,11,3
N00004339,392,86,29,73,37,129,38,55,9,7,21,9,3,6,56,2,5,6,6,34,3,101,11,9,23,12,37,9,67,9,7,15,2,25,9,43,14,0,4,6,12,7,70,41,1,4,2,18,4
N00004340,321,75,40,55,44,92,15,45,6,3,19,8,8,1,45,1,6,6,7,25,0,69,11,13,7,14,24,0,64,10,13,13,11,11,6,41,17,4,4,3,8,5,57,30,1,6,1,16,3
N00004341,330,84,38,51,47,91,19,56,11,6,16,14,9,0,58,0,8,5,10,35,0,59,6,8,10,12,19,4,66,17,11,10,6,15,7,47,16,3,5,5,10,8,44,34,2,5,0,3,0
N00004342,551,199,57,66,68,105,56,92,21,13,22,13,15,8,93,16,8,12,18,26,13,105,28,12,11,20,21,13,82,25,17,10,9,12,9,72,36,5,5,6,10,10,107,73,2,6,2,21,3
N00004343,216,63,27,34,24,44,24,32,4,9,11,5,3,0,44,4,3,5,8,14,10,34,9,3,7,5,6,4,49,15,7,9,4,12,2,32,10,4,2,2,9,5,25,21,1,0,0,0,3
N00004344,250,98,18,41,32,52,9,32,4,1,17,4,4,2,25,3,0,3,8,9,2,11,3,4,2,1,1,0,58,23,5,7,12,9,2,43,18,5,3,5,11,1,81,47,3,9,2,18,2
N00004345,379,132,22,48,34,111,32,48,10,1,16,13,7,1,58,5,3,7,5,25,13,36,7,3,8,1,16,1,60,13,5,8,9,23,2,56,23,5,6,5,12,5,121,74,5,3,1,28,10
N00004346,284,77,37,55,29,60,26,49,9,5,26,5,0,4,49,2,8,11,9,13,6,61,11,12,12,6,15,5,53,18,5,4,6,17,3,44,22,4,1,2,10,5,28,15,3,1,1,5,3
N00004347,345,73,34,60,39,111,28,56,6,8,18,17,7,0,54,5,4,12,7,20,6,65,9,11,7,7,25,6,65,7,4,14,4,29,7,42,11,3,4,2,19,3,63,35,4,5,2,11,6
N00004348,184,84,18,27,21,18,16,21,3,4,5,5,1,3,29,3,6,7,8,4,1,25,14,4,3,3,1,0,29,8,2,7,2,7,3,23,17,1,2,1,0,2,57,39,1,3,2,5,7
N00004349,215,97,28,30,24,21,15,35,6,6,10,9,3,1,45,8,6,8,9,11,3,28,11,6,4,3,2,2,35,21,4,4,2,2,2,38,24,4,3,1,3,3,34,27,2,1,0,0,4
N00004350,857,249,78,104,105,253,68,109,20,12,27,27,15,8,122,11,5,14,25,57,10,195,36,24,21,24,79,11,158,45,24,21,16,44,8,134,52,9,15,10,30,18,139,85,4,6,3,28,13
N00004351,384,99,47,63,47,91,37,66,12,6,20,19,6,3,75,6,9,12,10,28,10,75,8,15,12,10,27,3,62,13,10,11,4,16,8,50,26,4,3,4,6,7,56,34,3,5,0,8,6
N00004352,442,103,45,67,56,137,34,75,12,8,27,12,11,5,86,7,8,12,19,36,4,97,12,15,12,10,41,7,70,14,7,11,7,24,7,55,25,5,4,5,11,5,59,33,2,1,3,14,6
N00004353,369,111,36,50,46,108,18,57,10,11,13,12,10,1,61,3,5,6,9,36,2,87,6,11,15,14,34,7,56,20,7,8,5,14,2,55,29,2,5,6,8,5,53,43,0,3,0,6,1
N00004354,284,90,41,49,33,59,12,41,5,4,14,14,4,0,45,3,7,7,7,18,3,60,11,11,12,6,16,4,44,12,12,7,3,8,2,50,22,6,8,3,9,2,44,37,1,1,0,4,1
N00004355,307,75,29,46,33,92,32,37,4,3,14,7,9,0,45,2,5,2,10,21,5,38,4,6,7,7,9,5,35,8,5,7,2,8,5,66,19,6,9,5,19,8,86,38,4,7,2,26,9
N00004356,246,131,19,25,13,36,22,32,12,2,9,3,4,2,35,10,2,3,6,8,6,40,19,5,5,1,5,5,51,23,6,4,2,10,6,37,25,3,1,1,5,2,51,42,1,3,0,4,1
N00004357,1085,308,138,161,134,255,89,173,34,23,45,46,21,4,209,26,21,28,38,77,19,237,42,32,44,24,69,26,193,58,32,23,14,46,20,136,56,20,16,9,23,12,137,92,10,5,3,19,8
N00004358,250,89,19,40,30,52,20,35,7,3,13,9,3,0,45,9,2,11,7,12,4,29,9,3,4,4,6,3,46,15,5,5,3,13,5,52,24,4,6,4,9,5,43,25,2,1,3,9,3
N00004359,766,198,69,114,102,209,74,122,28,14,34,22,16,8,229,30,12,33,39,88,27,179,37,28,21,25,49,19,99,31,8,12,9,32,7,76,36,5,11,4,14,6,61,36,2,3,3,10,7
N00004360,418,115,39,54,31,130,49,47,8,9,10,8,9,3,42,3,3,4,4,21,7,42,2,7,6,5,17,5,89,18,9,14,4,35,9,59,18,5,6,4,18,8,139,66,6,14,6,30,17
N00004361,444,200,42,49,32,68,53,55,15,6,9,6,12,7,70,7,14,13,12,11,13,58,25,9,4,2,10,8,69,34,8,10,4,8,5,78,38,4,6,5,13,12,114,81,1,7,3,14,8
N00004362,559,140,57,91,58,170,43,51,2,7,16,16,8,2,85,8,5,11,15,38,8,97,12,16,18,8,34,9,98,13,13,20,9,36,7,94,28,6,18,7,26,9,134,77,10,8,3,28,8
N00004363,369,111,37,62,47,84,28,78,10,11,20,19,10,8,50,4,3,9,8,19,7,60,6,9,9,13,18,5,80,25,10,15,5,22,3,54,25,4,7,2,11,5,47,41,0,2,0,4,0
N00004364,324,99,45,48,28,75,29,62,12,8,20,5,11,6,49,3,5,6,8,23,4,53,15,12,8,4,9,5,57,13,13,10,5,10,6,52,20,4,3,5,16,4,51,36,3,1,1,6,4
N00004365,369,119,45,59,38,75,33,58,9,9,20,10,8,2,77,7,9,20,16,18,7,100,31,15,8,8,27,11,49,15,9,7,2,11,5,40,24,2,3,1,6,4,45,33,1,1,1,5,4
N00004366,223,96,29,31,26,20,21,25,7,4,6,6,0,2,53,10,6,12,11,9,5,38,10,10,5,6,4,3,31,16,5,3,3,1,3,40,22,4,4,0,5,5,36,31,0,1,0,1,3
N00004367,554,208,40,79,53,127,47,94,10,7,34,21,17,5,91,12,8,11,12,44,4,69,19,5,10,10,17,8,96,35,12,14,6,20,9,85,45,6,7,3,12,12,119,87,2,3,1,17,9
N00004368,378,112,44,59,53,94,16,67,11,7,18,20,8,3,56,5,7,9,11,21,3,79,9,10,13,16,28,3,76,25,12,14,3,20,2,41,16,5,5,3,9,3,59,46,3,0,0,8,2
N00004369,295,121,32,36,32,56,18,54,10,6,13,16,6,3,45,11,8,4,5,15,2,59,16,10,10,4,14,5,47,15,7,5,5,11,4,44,32,1,3,0,4,4,46,37,0,1,2,6,0
N00004370,430,143,41,63,52,95,36,86,12,12,29,17,11,5,86,7,3,10,15,37,14,85,24,11,8,13,24,5,66,29,6,14,4,7,6,54,32,8,0,3,8,3,53,39,1,2,0,8,3
N00004371,350,88,33,45,35,120,29,51,2,6,20,12,9,2,52,7,3,4,5,30,3,56,6,3,10,9,21,7,66,14,15,8,5,19,5,51,20,4,0,3,17,7,74,39,2,3,1,24,5
N00004372,361,117,30,50,52,92,20,80,13,8,22,25,8,4,44,3,3,2,14,19,3,74,12,9,6,8,34,5,69,25,8,12,5,17,2,47,26,2,6,0,10,3,47,38,0,2,0,4,3
N00004373,360,113,43,62,36,78,28,75,10,10,27,13,12,3,58,2,8,6,11,25,6,56,10,8,10,7,14,7,79,27,12,14,4,16,6,46,30,3,5,0,5,3,46,34,2,0,1,6,3
N00004374,347,132,31,46,37,67,34,46,10,9,10,9,7,1,69,9,6,12,10,25,7,78,17,11,13,7,21,9,63,30,3,9,9,4,8,35,20,1,0,2,7,5,56,46,1,2,0,3,4
N00004375,665,292,76,97,39,119,42,104,29,23,28,12,9,3,101,13,15,27,12,29,5,147,49,21,21,10,35,11,133,57,15,19,4,27,11,68,48,2,1,1,11,5,112,96,0,1,0,8,7
N00004376,345,136,36,50,42,60,21,61,11,11,14,13,8,4,45,6,2,9,11,14,3,66,15,11,12,8,18,2,67,30,7,8,9,8,5,47,25,2,6,0,9,5,59,49,3,1,1,3,2
N00004377,355,111,44,52,38,81,29,59,9,7,15,14,7,7,49,8,7,7,13,12,2,60,9,6,9,5,29,2,86,23,16,14,6,18,9,44,22,6,3,0,7,6,57,40,2,4,0,8,3
N00004378,184,50,19,23,17,36,39,38,7,6,13,3,2,7,44,10,5,1,4,9,15,38,8,2,3,5,10,10,31,9,3,3,5,8,3,17,6,2,3,0,3,3,16,10,1,0,0,4,1
N00004379,226,80,30,35,19,35,27,41,5,4,18,9,3,2,33,4,6,1,5,12,5,25,7,4,3,3,4,4,36,16,3,6,1,4,6,35,19,5,4,1,1,5,56,29,8,3,0,11,5
N00004380,259,66,28,38,24,78,25,34,3,4,12,9,4,2,37,8,5,5,4,14,1,30,5,5,3,3,7,7,54,10,11,9,4,18,2,42,16,3,3,2,15,3,62,24,0,6,2,20,10
N00004381,253,63,29,43,29,50,39,37,7,3,10,7,5,5,37,6,3,4,6,9,9,47,7,8,13,8,7,4,49,5,10,7,5,13,9,43,17,4,7,2,6,7,40,21,1,2,1,10,5
N00004382,382,141,34,48,40,86,33,55,10,8,13,12,8,4,57,7,6,12,8,14,10,53,12,4,11,6,14,6,67,33,7,6,8,10,3,53,19,8,4,4,17,1,97,60,1,2,2,23,9
N00004383,238,69,33,34,25,52,25,30,7,4,4,8,5,2,34,1,5,7,6,8,7,27,3,5,7,3,7,2,44,11,10,7,3,9,4,37,11,7,5,2,11,1,66,36,2,4,3,12,9
N00004384,212,69,21,35,17,44,26,26,7,5,6,2,5,1,28,4,4,8,5,5,2,29,4,4,7,4,5,5,25,6,4,7,2,3,3,41,15,2,3,3,9,9,63,33,2,4,1,17,6
N00004385,228,39,29,30,33,82,15,43,7,3,10,16,7,0,16,0,0,3,3,9,1,35,5,4,2,5,18,1,66,10,13,9,3,24,7,35,9,4,4,4,10,4,33,8,5,2,2,14,2
N00004386,340,88,42,64,37,84,25,70,8,8,27,14,10,3,28,5,2,2,3,16,0,66,12,9,12,7,23,3,71,12,17,14,10,14,4,49,18,4,3,3,14,7,56,33,2,6,0,7,8
N00004387,287,96,23,54,31,71,12,40,2,4,19,9,5,1,21,2,3,2,3,11,0,44,5,9,7,8,13,2,58,15,4,15,8,13,3,38,17,3,3,1,11,3,86,55,0,8,2,18,3
N00004388,346,89,31,59,39,111,17,51,7,6,19,13,5,1,39,3,3,6,4,22,1,51,1,5,8,8,29,0,77,14,7,16,5,27,8,57,22,7,4,8,12,4,71,42,3,6,1,16,3
N00004389,385,114,37,58,51,96,29,72,8,10,18,23,11,2,51,1,4,7,10,26,3,71,10,9,10,7,27,8,82,23,12,12,9,19,7,48,23,1,8,1,7,8,61,49,1,3,1,6,1
N00004390,360,93,38,64,36,107,22,62,7,8,19,14,12,2,57,2,6,9,11,25,4,61,6,7,10,7,30,1,56,12,6,11,3,18,6,57,25,5,9,1,11,6,67,41,6,6,0,11,3
N00004391,371,131,39,39,37,99,26,55,5,7,11,15,17,0,70,5,12,9,6,34,4,67,14,10,5,10,24,4,55,25,5,5,1,14,5,65,30,4,7,5,9,10,59,52,1,2,0,1,3
N00004392,268,121,27,35,31,37,17,47,8,5,12,17,3,2,62,19,8,8,7,14,6,32,10,7,4,4,5,2,51,26,5,7,2,8,3,39,26,1,3,1,5,3,37,32,1,1,0,2,1
N00004393,265,111,35,36,24,42,17,37,6,11,12,6,1,1,28,4,1,2,7,12,2,45,18,8,8,6,3,2,50,24,7,6,3,8,2,42,19,6,4,1,8,4,63,40,2,4,1,10,6
N00004394,176,80,25,22,11,21,17,32,11,6,7,2,2,4,30,7,6,6,3,3,5,41,20,5,4,4,7,1,28,13,6,4,1,1,3,21,12,2,0,1,5,1,24,17,0,1,0,3,3
N00004395,208,126,18,17,13,22,12,30,9,6,10,5,0,0,25,6,2,5,3,6,3,22,12,4,1,2,2,1,39,24,5,0,3,4,3,31,24,0,0,0,5,2,61,51,1,1,0,5,3
N00004396,349,101,29,50,48,90,31,43,6,2,15,12,6,2,67,1,2,9,14,33,8,62,15,8,5,12,17,5,57,14,8,13,6,12,4,64,25,5,6,3,16,9,56,40,4,2,1,6,3
N00004397,257,94,15,36,24,66,22,27,7,1,8,5,3,3,46,3,5,10,6,18,4,47,12,7,10,4,12,2,40,7,1,3,7,15,7,29,15,1,3,1,7,2,68,50,0,2,1,11,4
N00004398,392,96,31,63,59,104,39,46,6,6,13,15,4,2,86,6,9,14,14,40,3,76,6,6,17,16,24,7,77,21,6,10,9,18,13,50,22,3,6,5,9,5,57,35,1,3,0,9,9
N00004399,504,150,38,58,56,161,41,71,8,2,19,22,16,4,46,0,3,6,3,31,3,106,13,15,11,12,47,8,116,29,8,16,13,39,11,61,19,9,3,5,19,6,104,81,1,3,1,9,9
N00004400,411,119,30,54,48,126,34,54,13,4,11,17,9,0,44,4,2,10,10,15,3,79,12,7,13,14,30,3,71,12,11,10,4,26,8,61,20,4,6,1,19,11,102,58,2,4,2,27,9
N00004401,561,124,70,87,69,152,59,103,18,19,27,25,7,7,149,11,12,25,19,63,19,100,16,19,8,13,36,8,96,23,14,15,7,23,14,66,26,6,10,3,16,5,47,30,0,2,2,7,6
N00004402,848,229,105,149,96,208,61,143,26,15,48,35,15,4,195,20,25,26,33,70,21,156,32,27,28,15,43,11,146,43,23,27,10,35,8,114,47,11,15,2,29,10,94,61,4,5,1,16,7
N00004403,243,36,37,51,34,64,21,39,4,6,14,9,5,1,60,7,8,9,10,19,7,62,6,12,17,6,18,3,39,7,2,5,6,17,2,22,7,6,3,1,3,2,21,5,3,3,2,2,6
N00004404,572,200,73,82,48,109,60,80,15,16,17,11,14,7,107,8,11,20,19,38,11,96,24,22,21,6,17,6,97,32,13,18,7,16,11,91,50,10,4,4,13,10,101,71,1,2,1,11,15
N00004405,534,237,64,73,50,70,40,76,19,13,15,13,9,7,78,9,9,17,14,18,11,86,33,10,16,10,12,5,89,31,20,11,6,11,10,103,67,5,9,7,13,2,102,78,7,5,0,7,5
N00004406,301,121,44,43,30,41,22,51,13,10,15,8,4,1,95,23,14,11,12,25,10,58,20,12,11,7,4,4,51,35,5,5,1,3,2,32,20,3,1,1,3,4,14,10,0,0,1,2,1
N00004407,264,61,32,40,35,78,18,52,8,7,16,13,7,1,48,4,6,3,11,19,5,51,8,8,3,6,18,8,63,15,8,13,3,22,2,27,13,3,4,0,7,0,23,13,0,1,2,5,2
N00004408,263,73,18,43,26,81,22,38,9,3,6,10,6,4,54,2,4,14,5,26,3,48,12,4,4,6,19,3,52,10,6,12,3,15,6,37,16,0,6,2,8,5,34,24,1,1,0,7,1
N00004409,328,52,30,51,41,133,21,71,11,7,27,19,7,0,32,2,4,4,6,14,2,59,8,5,7,5,28,6,81,9,8,8,6,47,3,43,9,5,2,3,18,6,42,13,1,3,2,19,4
N00004410,502,107,69,80,66,136,44,96,13,15,26,22,12,8,97,12,13,16,18,29,9,85,11,14,14,13,29,4,112,19,20,13,8,40,12,57,22,5,6,4,11,9,55,30,2,5,1,15,2
N00004411,356,76,46,67,43,101,23,63,6,10,21,14,9,3,83,9,12,21,8,28,5,77,13,5,11,10,30,8,73,14,16,11,7,20,5,41,21,3,3,3,10,1,19,13,0,0,1,4,1
N00004412,324,94,35,48,48,72,27,56,13,13,15,10,3,2,77,9,6,9,21,25,7,65,19,8,10,7,16,5,52,15,4,11,6,15,1,34,15,2,2,3,6,6,40,23,2,1,1,7,6
N00004413,191,78,20,26,13,41,13,13,2,2,6,0,2,1,31,1,5,4,3,15,3,18,3,3,4,1,6,1,26,6,4,5,3,4,4,31,17,3,5,2,3,1,72,49,3,2,4,11,3
N00004414,136,45,11,23,9,33,15,16,4,2,7,1,2,0,17,0,2,2,2,9,2,14,0,2,6,2,2,2,18,8,0,2,1,4,3,22,11,1,4,1,4,1,49,22,4,2,2,12,7
N00004415,766,306,106,126,83,87,58,148,40,28,35,23,13,9,183,43,27,31,31,35,16,156,58,29,28,13,17,11,132,66,16,19,10,10,11,87,55,6,8,5,7,6,60,44,0,5,1,5,5
N00004416,437,123,49,75,57,87,46,75,21,8,20,14,10,2,107,16,10,15,22,24,20,87,22,13,15,10,14,13,79,21,13,15,6,19,5,31,16,3,5,1,5,1,58,27,2,5,4,15,5
N00004417,385,121,52,49,35,100,28,69,11,9,21,14,12,2,57,10,10,1,4,26,6,65,7,10,10,10,22,6,91,27,15,10,5,26,8,51,24,7,4,2,8,6,52,42,1,3,0,6,0
