GeographyCode,KS403NI0001,KS403NI0002,KS403NI0003,KS403NI0004,KS403NI0005,KS403NI0006,KS403NI0007,KS403NI0008,KS403NI0009,KS403NI0010,KS403NI0011,KS403NI0012,KS403NI0013,KS403NI0014,KS403NI0015,KS403NI0016,KS403NI0017,KS403NI0018
N00000687,135,18,48,29,29,6,3,2,0,2.81,13.33,35.56,21.48,21.48,4.44,2.22,1.48,0
N00000688,132,20,40,25,17,18,11,0,1,3.08,15.15,30.30,18.94,12.88,13.64,8.33,0,0.76
N00000689,136,31,34,23,25,15,7,1,0,2.88,22.79,25.00,16.91,18.38,11.03,5.15,0.74,0
N00000690,119,33,41,24,13,6,1,1,0,2.37,27.73,34.45,20.17,10.92,5.04,0.84,0.84,0
N00000691,129,43,36,23,19,5,3,0,0,2.35,33.33,27.91,17.83,14.73,3.88,2.33,0,0
N00000692,129,54,47,19,6,3,0,0,0,1.89,41.86,36.43,14.73,4.65,2.33,0,0,0
N00000693,125,46,32,24,17,6,0,0,0,2.24,36.80,25.60,19.20,13.60,4.80,0,0,0
N00000694,356,95,123,53,63,13,7,2,0,2.45,26.69,34.55,14.89,17.70,3.65,1.97,0.56,0
N00000695,201,39,70,46,32,11,3,0,0,2.58,19.40,34.83,22.89,15.92,5.47,1.49,0,0
N00000696,114,75,24,6,7,1,1,0,0,1.58,65.79,21.05,5.26,6.14,0.88,0.88,0,0
N00000697,149,35,54,24,23,8,3,1,1,2.55,23.49,36.24,16.11,15.44,5.37,2.01,0.67,0.67
N00000698,187,49,69,35,17,11,6,0,0,2.41,26.20,36.90,18.72,9.09,5.88,3.21,0,0
N00000699,148,87,28,22,8,3,0,0,0,1.73,58.78,18.92,14.86,5.41,2.03,0,0,0
N00000700,120,51,30,17,15,3,3,1,0,2.18,42.50,25.00,14.17,12.50,2.50,2.50,0.83,0
N00000701,94,24,35,13,11,8,3,0,0,2.50,25.53,37.23,13.83,11.70,8.51,3.19,0,0
N00000702,311,78,114,48,47,14,7,3,0,2.48,25.08,36.66,15.43,15.11,4.50,2.25,0.96,0
N00000703,131,27,43,29,20,10,2,0,0,2.61,20.61,32.82,22.14,15.27,7.63,1.53,0,0
N00000704,238,42,77,47,49,16,6,1,0,2.76,17.65,32.35,19.75,20.59,6.72,2.52,0.42,0
N00000705,242,42,73,48,53,21,4,1,0,2.81,17.36,30.17,19.83,21.90,8.68,1.65,0.41,0
N00000706,154,44,36,24,24,8,13,5,0,2.84,28.57,23.38,15.58,15.58,5.19,8.44,3.25,0
N00000707,132,31,35,25,24,14,3,0,0,2.73,23.48,26.52,18.94,18.18,10.61,2.27,0,0
N00000708,155,23,47,32,29,12,8,3,1,3.01,14.84,30.32,20.65,18.71,7.74,5.16,1.94,0.65
N00000709,165,31,53,27,29,20,4,1,0,2.82,18.79,32.12,16.36,17.58,12.12,2.42,0.61,0
N00000710,117,18,38,17,28,12,2,0,2,2.95,15.38,32.48,14.53,23.93,10.26,1.71,0,1.71
N00000711,195,42,61,35,39,11,7,0,0,2.68,21.54,31.28,17.95,20.00,5.64,3.59,0,0
N00000712,134,30,35,25,22,14,6,0,2,2.87,22.39,26.12,18.66,16.42,10.45,4.48,0,1.49
N00000713,135,20,33,25,30,22,5,0,0,3.12,14.81,24.44,18.52,22.22,16.30,3.70,0,0
N00000714,128,22,27,16,32,15,9,1,6,3.42,17.19,21.09,12.50,25.00,11.72,7.03,0.78,4.69
N00000715,254,62,78,40,56,16,1,0,1,2.58,24.41,30.71,15.75,22.05,6.30,0.39,0,0.39
N00000716,328,55,118,58,64,24,8,0,1,2.73,16.77,35.98,17.68,19.51,7.32,2.44,0,0.30
N00000717,199,43,59,26,51,18,2,0,0,2.74,21.61,29.65,13.07,25.63,9.05,1.01,0,0
N00000718,719,149,233,141,126,56,10,3,1,2.66,20.72,32.41,19.61,17.52,7.79,1.39,0.42,0.14
N00000719,86,11,26,16,21,7,5,0,0,3.02,12.79,30.23,18.60,24.42,8.14,5.81,0,0
N00000720,154,15,36,36,53,8,5,1,0,3.14,9.74,23.38,23.38,34.42,5.19,3.25,0.65,0
N00000721,154,35,37,16,37,19,10,0,0,2.99,22.73,24.03,10.39,24.03,12.34,6.49,0,0
N00000722,162,29,44,30,27,18,10,2,2,3.06,17.90,27.16,18.52,16.67,11.11,6.17,1.23,1.23
N00000723,145,35,28,27,23,16,12,3,1,3.07,24.14,19.31,18.62,15.86,11.03,8.28,2.07,0.69
N00000724,160,31,38,29,23,28,9,1,1,3.09,19.38,23.75,18.13,14.38,17.50,5.63,0.63,0.63
N00000725,165,36,44,28,29,21,3,3,1,2.89,21.82,26.67,16.97,17.58,12.73,1.82,1.82,0.61
N00000726,137,24,33,19,22,27,10,1,1,3.25,17.52,24.09,13.87,16.06,19.71,7.30,0.73,0.73
N00000727,124,47,34,25,11,3,3,1,0,2.21,37.90,27.42,20.16,8.87,2.42,2.42,0.81,0
N00000728,187,40,64,24,43,13,3,0,0,2.65,21.39,34.22,12.83,22.99,6.95,1.60,0,0
N00000729,121,23,29,26,26,11,5,1,0,2.93,19.01,23.97,21.49,21.49,9.09,4.13,0.83,0
N00000730,121,27,44,19,22,9,0,0,0,2.52,22.31,36.36,15.70,18.18,7.44,0,0,0
N00000731,123,47,38,20,9,6,3,0,0,2.17,38.21,30.89,16.26,7.32,4.88,2.44,0,0
N00000732,239,53,95,49,34,5,3,0,0,2.38,22.18,39.75,20.50,14.23,2.09,1.26,0,0
N00000733,112,17,38,21,20,9,5,2,0,2.90,15.18,33.93,18.75,17.86,8.04,4.46,1.79,0
N00000734,142,14,48,31,34,13,2,0,0,2.93,9.86,33.80,21.83,23.94,9.15,1.41,0,0
N00000735,143,23,42,30,23,19,4,2,0,2.95,16.08,29.37,20.98,16.08,13.29,2.80,1.40,0
N00000736,137,36,37,16,23,20,3,2,0,2.79,26.28,27.01,11.68,16.79,14.60,2.19,1.46,0
N00000737,124,14,40,25,24,13,6,1,1,3.08,11.29,32.26,20.16,19.35,10.48,4.84,0.81,0.81
N00000738,138,23,42,19,25,12,13,2,2,3.13,16.67,30.43,13.77,18.12,8.70,9.42,1.45,1.45
N00000739,143,13,47,21,40,19,2,1,0,3.10,9.09,32.87,14.69,27.97,13.29,1.40,0.70,0
N00000740,177,27,41,32,37,28,10,2,0,3.20,15.25,23.16,18.08,20.90,15.82,5.65,1.13,0
N00000741,140,22,66,24,22,5,1,0,0,2.46,15.71,47.14,17.14,15.71,3.57,0.71,0,0
N00000742,120,33,44,18,17,6,1,1,0,2.38,27.50,36.67,15.00,14.17,5.00,0.83,0.83,0
N00000743,116,31,39,31,10,3,1,1,0,2.33,26.72,33.62,26.72,8.62,2.59,0.86,0.86,0
N00000744,123,48,29,19,19,4,4,0,0,2.30,39.02,23.58,15.45,15.45,3.25,3.25,0,0
N00000745,184,49,53,35,31,10,6,0,0,2.55,26.63,28.80,19.02,16.85,5.43,3.26,0,0
N00000746,263,133,61,37,21,8,3,0,0,1.93,50.57,23.19,14.07,7.98,3.04,1.14,0,0
N00000747,173,51,58,31,26,5,2,0,0,2.32,29.48,33.53,17.92,15.03,2.89,1.16,0,0
N00000748,173,30,68,29,32,12,1,1,0,2.62,17.34,39.31,16.76,18.50,6.94,0.58,0.58,0
N00000749,140,29,57,22,28,3,1,0,0,2.44,20.71,40.71,15.71,20.00,2.14,0.71,0,0
N00000750,146,53,53,22,13,5,0,0,0,2.07,36.30,36.30,15.07,8.90,3.42,0,0,0
N00000751,198,61,71,26,26,10,3,0,1,2.34,30.81,35.86,13.13,13.13,5.05,1.52,0,0.51
N00000752,163,51,46,14,40,9,2,0,1,2.53,31.29,28.22,8.59,24.54,5.52,1.23,0,0.61
N00000753,138,16,41,21,36,18,3,2,1,3.16,11.59,29.71,15.22,26.09,13.04,2.17,1.45,0.72
N00000754,162,42,43,21,41,11,2,2,0,2.69,25.93,26.54,12.96,25.31,6.79,1.23,1.23,0
N00000755,125,19,28,28,27,18,3,1,1,3.13,15.20,22.40,22.40,21.60,14.40,2.40,0.80,0.80
N00000756,153,38,62,24,19,6,3,0,1,2.39,24.84,40.52,15.69,12.42,3.92,1.96,0,0.65
N00000757,142,15,39,27,36,19,5,0,1,3.18,10.56,27.46,19.01,25.35,13.38,3.52,0,0.70
N00000758,185,41,63,39,28,11,1,2,0,2.55,22.16,34.05,21.08,15.14,5.95,0.54,1.08,0
N00000759,102,17,22,26,26,5,6,0,0,2.98,16.67,21.57,25.49,25.49,4.90,5.88,0,0
N00000760,132,64,38,15,11,3,1,0,0,1.89,48.48,28.79,11.36,8.33,2.27,0.76,0,0
N00000761,178,58,51,30,29,9,0,0,1,2.37,32.58,28.65,16.85,16.29,5.06,0,0,0.56
N00000762,133,78,40,6,6,2,1,0,0,1.62,58.65,30.08,4.51,4.51,1.50,0.75,0,0
N00000763,166,40,66,26,18,10,4,2,0,2.47,24.10,39.76,15.66,10.84,6.02,2.41,1.20,0
N00000764,93,13,25,19,28,5,1,1,1,2.99,13.98,26.88,20.43,30.11,5.38,1.08,1.08,1.08
N00000765,165,52,42,34,15,18,3,1,0,2.50,31.52,25.45,20.61,9.09,10.91,1.82,0.61,0
N00000766,387,186,110,47,32,8,3,1,0,1.91,48.06,28.42,12.14,8.27,2.07,0.78,0.26,0
N00000767,108,20,25,25,25,11,2,0,0,2.89,18.52,23.15,23.15,23.15,10.19,1.85,0,0
N00000768,120,44,33,19,16,3,5,0,0,2.30,36.67,27.50,15.83,13.33,2.50,4.17,0,0
N00000769,137,20,47,22,30,15,3,0,0,2.87,14.60,34.31,16.06,21.90,10.95,2.19,0,0
N00000770,117,18,28,17,27,21,6,0,0,3.20,15.38,23.93,14.53,23.08,17.95,5.13,0,0
N00000771,124,63,33,14,9,4,1,0,0,1.88,50.81,26.61,11.29,7.26,3.23,0.81,0,0
N00000772,157,29,51,17,35,19,4,1,1,2.90,18.47,32.48,10.83,22.29,12.10,2.55,0.64,0.64
N00000773,154,37,39,34,24,13,7,0,0,2.73,24.03,25.32,22.08,15.58,8.44,4.55,0,0
N00000774,430,153,112,73,53,25,9,4,1,2.38,35.58,26.05,16.98,12.33,5.81,2.09,0.93,0.23
N00000775,123,38,37,18,22,7,1,0,0,2.40,30.89,30.08,14.63,17.89,5.69,0.81,0,0
N00000776,136,43,46,23,10,8,3,0,3,2.40,31.62,33.82,16.91,7.35,5.88,2.21,0,2.21
N00000777,323,63,90,66,67,25,9,2,1,2.82,19.50,27.86,20.43,20.74,7.74,2.79,0.62,0.31
N00000778,142,20,47,20,28,17,9,1,0,3.04,14.08,33.10,14.08,19.72,11.97,6.34,0.70,0
N00000779,204,39,63,45,33,14,8,2,0,2.76,19.12,30.88,22.06,16.18,6.86,3.92,0.98,0
N00000780,181,32,53,32,34,21,7,2,0,2.93,17.68,29.28,17.68,18.78,11.60,3.87,1.10,0
N00000781,204,53,70,35,28,10,8,0,0,2.49,25.98,34.31,17.16,13.73,4.90,3.92,0,0
N00000782,162,21,41,27,37,23,12,1,0,3.25,12.96,25.31,16.67,22.84,14.20,7.41,0.62,0
N00000783,195,51,39,38,36,17,8,4,2,2.90,26.15,20.00,19.49,18.46,8.72,4.10,2.05,1.03
N00000784,145,21,50,19,24,25,5,0,1,3.01,14.48,34.48,13.10,16.55,17.24,3.45,0,0.69
N00000785,118,17,44,17,26,12,2,0,0,2.81,14.41,37.29,14.41,22.03,10.17,1.69,0,0
N00000786,129,20,40,22,25,17,2,3,0,2.98,15.50,31.01,17.05,19.38,13.18,1.55,2.33,0
N00000787,144,22,40,25,36,11,9,1,0,3.03,15.28,27.78,17.36,25.00,7.64,6.25,0.69,0
N00000788,142,26,39,29,24,14,6,2,2,3.01,18.31,27.46,20.42,16.90,9.86,4.23,1.41,1.41
N00000789,403,107,139,71,50,24,9,2,1,2.47,26.55,34.49,17.62,12.41,5.96,2.23,0.50,0.25
N00000790,193,41,59,41,26,16,8,0,2,2.75,21.24,30.57,21.24,13.47,8.29,4.15,0,1.04
N00000791,146,39,54,22,24,4,3,0,0,2.38,26.71,36.99,15.07,16.44,2.74,2.05,0,0
N00000792,130,19,37,22,28,18,5,0,1,3.07,14.62,28.46,16.92,21.54,13.85,3.85,0,0.77
N00000793,146,23,36,28,31,21,6,1,0,3.09,15.75,24.66,19.18,21.23,14.38,4.11,0.68,0
N00000794,154,22,48,29,27,21,4,1,2,3.03,14.29,31.17,18.83,17.53,13.64,2.60,0.65,1.30
N00000795,170,26,41,30,36,28,7,1,1,3.17,15.29,24.12,17.65,21.18,16.47,4.12,0.59,0.59
N00000796,141,46,41,21,15,12,4,1,1,2.49,32.62,29.08,14.89,10.64,8.51,2.84,0.71,0.71
N00000797,144,41,41,29,26,7,0,0,0,2.42,28.47,28.47,20.14,18.06,4.86,0,0,0
N00000798,175,26,55,34,31,16,10,1,2,3.01,14.86,31.43,19.43,17.71,9.14,5.71,0.57,1.14
N00000799,193,57,56,32,32,14,2,0,0,2.46,29.53,29.02,16.58,16.58,7.25,1.04,0,0
N00000800,145,21,52,19,28,17,7,1,0,2.95,14.48,35.86,13.10,19.31,11.72,4.83,0.69,0
N00000801,176,27,46,35,39,25,4,0,0,3.01,15.34,26.14,19.89,22.16,14.20,2.27,0,0
N00000802,114,31,46,14,13,6,3,1,0,2.39,27.19,40.35,12.28,11.40,5.26,2.63,0.88,0
N00000803,140,16,54,26,28,12,4,0,0,2.84,11.43,38.57,18.57,20.00,8.57,2.86,0,0
N00000804,153,24,54,25,38,9,3,0,0,2.76,15.69,35.29,16.34,24.84,5.88,1.96,0,0
N00000805,134,30,39,23,27,11,4,0,0,2.72,22.39,29.10,17.16,20.15,8.21,2.99,0,0
N00000806,143,52,39,16,21,12,2,1,0,2.38,36.36,27.27,11.19,14.69,8.39,1.40,0.70,0
N00000807,187,43,57,22,35,22,8,0,0,2.79,22.99,30.48,11.76,18.72,11.76,4.28,0,0
N00000808,119,55,37,11,9,5,2,0,0,1.97,46.22,31.09,9.24,7.56,4.20,1.68,0,0
N00000809,204,61,60,36,26,15,5,1,0,2.48,29.90,29.41,17.65,12.75,7.35,2.45,0.49,0
N00000810,151,31,40,33,21,18,6,2,0,2.87,20.53,26.49,21.85,13.91,11.92,3.97,1.32,0
N00000811,148,60,29,26,20,10,2,1,0,2.33,40.54,19.59,17.57,13.51,6.76,1.35,0.68,0
N00000812,121,33,38,27,10,10,2,1,0,2.47,27.27,31.40,22.31,8.26,8.26,1.65,0.83,0
N00000813,191,48,54,45,27,11,5,1,0,2.57,25.13,28.27,23.56,14.14,5.76,2.62,0.52,0
N00000814,118,35,46,23,9,4,1,0,0,2.19,29.66,38.98,19.49,7.63,3.39,0.85,0,0
N00000815,159,24,39,32,41,16,4,3,0,3.06,15.09,24.53,20.13,25.79,10.06,2.52,1.89,0
N00000816,232,99,61,23,36,11,2,0,0,2.16,42.67,26.29,9.91,15.52,4.74,0.86,0,0
N00000817,104,25,40,17,12,9,0,1,0,2.46,24.04,38.46,16.35,11.54,8.65,0,0.96,0
N00000818,123,24,41,28,18,10,2,0,0,2.63,19.51,33.33,22.76,14.63,8.13,1.63,0,0
N00000819,132,60,39,19,13,0,1,0,0,1.92,45.45,29.55,14.39,9.85,0,0.76,0,0
N00000820,179,67,66,19,18,7,2,0,0,2.09,37.43,36.87,10.61,10.06,3.91,1.12,0,0
N00000821,129,58,30,20,15,5,1,0,0,2.09,44.96,23.26,15.50,11.63,3.88,0.78,0,0
N00000822,127,79,31,7,5,3,2,0,0,1.65,62.20,24.41,5.51,3.94,2.36,1.57,0,0
N00000823,146,34,58,19,21,10,4,0,0,2.50,23.29,39.73,13.01,14.38,6.85,2.74,0,0
N00000824,144,80,41,11,10,1,1,0,0,1.71,55.56,28.47,7.64,6.94,0.69,0.69,0,0
N00000825,136,33,39,27,18,14,4,0,1,2.70,24.26,28.68,19.85,13.24,10.29,2.94,0,0.74
N00000826,115,29,32,26,19,3,5,1,0,2.60,25.22,27.83,22.61,16.52,2.61,4.35,0.87,0
N00000827,121,28,43,28,12,8,2,0,0,2.46,23.14,35.54,23.14,9.92,6.61,1.65,0,0
N00000828,104,40,36,11,6,5,5,1,0,2.22,38.46,34.62,10.58,5.77,4.81,4.81,0.96,0
N00000829,131,39,50,18,13,5,4,0,2,2.37,29.77,38.17,13.74,9.92,3.82,3.05,0,1.53
N00000830,132,57,44,17,9,2,3,0,0,1.97,43.18,33.33,12.88,6.82,1.52,2.27,0,0
N00000831,134,51,34,23,17,5,3,1,0,2.28,38.06,25.37,17.16,12.69,3.73,2.24,0.75,0
N00000832,122,46,37,17,11,8,3,0,0,2.24,37.70,30.33,13.93,9.02,6.56,2.46,0,0
N00000833,120,54,32,12,12,9,1,0,0,2.11,45.00,26.67,10.00,10.00,7.50,0.83,0,0
N00000834,136,46,35,26,15,8,5,1,0,2.43,33.82,25.74,19.12,11.03,5.88,3.68,0.74,0
N00000835,112,29,33,18,15,13,1,3,0,2.69,25.89,29.46,16.07,13.39,11.61,0.89,2.68,0
N00000836,126,31,34,25,18,10,5,3,0,2.75,24.60,26.98,19.84,14.29,7.94,3.97,2.38,0
N00000837,122,25,36,26,14,13,4,3,1,2.88,20.49,29.51,21.31,11.48,10.66,3.28,2.46,0.82
N00000838,119,45,26,24,12,6,6,0,0,2.38,37.82,21.85,20.17,10.08,5.04,5.04,0,0
N00000839,156,59,38,31,13,10,3,1,1,2.33,37.82,24.36,19.87,8.33,6.41,1.92,0.64,0.64
N00000840,118,37,41,21,8,8,3,0,0,2.31,31.36,34.75,17.80,6.78,6.78,2.54,0,0
N00000841,123,36,39,23,17,5,2,1,0,2.40,29.27,31.71,18.70,13.82,4.07,1.63,0.81,0
N00000842,209,49,67,37,31,15,9,0,1,2.66,23.44,32.06,17.70,14.83,7.18,4.31,0,0.48
N00000843,107,42,31,15,14,3,1,1,0,2.18,39.25,28.97,14.02,13.08,2.80,0.93,0.93,0
N00000844,98,35,33,17,6,6,0,1,0,2.17,35.71,33.67,17.35,6.12,6.12,0,1.02,0
N00000845,98,40,33,9,12,3,1,0,0,2.06,40.82,33.67,9.18,12.24,3.06,1.02,0,0
N00000846,114,43,37,11,19,4,0,0,0,2.16,37.72,32.46,9.65,16.67,3.51,0,0,0
N00000847,367,99,104,66,55,28,12,3,0,2.61,26.98,28.34,17.98,14.99,7.63,3.27,0.82,0
N00000848,112,34,43,24,8,2,1,0,0,2.14,30.36,38.39,21.43,7.14,1.79,0.89,0,0
N00000849,144,59,36,28,14,6,1,0,0,2.13,40.97,25.00,19.44,9.72,4.17,0.69,0,0
N00000850,121,42,37,21,15,5,1,0,0,2.23,34.71,30.58,17.36,12.40,4.13,0.83,0,0
N00000851,115,48,28,24,10,3,2,0,0,2.11,41.74,24.35,20.87,8.70,2.61,1.74,0,0
N00000852,543,233,131,88,57,20,10,1,3,2.17,42.91,24.13,16.21,10.50,3.68,1.84,0.18,0.55
N00000853,108,35,29,14,13,10,4,3,0,2.61,32.41,26.85,12.96,12.04,9.26,3.70,2.78,0
N00000854,309,90,88,65,41,15,7,3,0,2.47,29.13,28.48,21.04,13.27,4.85,2.27,0.97,0
N00000855,104,55,39,7,1,1,1,0,0,1.63,52.88,37.50,6.73,0.96,0.96,0.96,0,0
N00000856,90,38,30,10,6,6,0,0,0,2.02,42.22,33.33,11.11,6.67,6.67,0,0,0
N00000857,157,56,46,21,22,9,2,1,0,2.31,35.67,29.30,13.38,14.01,5.73,1.27,0.64,0
N00000858,131,61,43,18,7,2,0,0,0,1.82,46.56,32.82,13.74,5.34,1.53,0,0,0
N00000859,138,52,51,12,18,5,0,0,0,2.08,37.68,36.96,8.70,13.04,3.62,0,0,0
N00000860,151,32,50,24,26,13,6,0,0,2.71,21.19,33.11,15.89,17.22,8.61,3.97,0,0
N00000861,124,39,36,17,22,8,1,1,0,2.44,31.45,29.03,13.71,17.74,6.45,0.81,0.81,0
N00000862,388,142,110,70,39,19,6,1,1,2.26,36.60,28.35,18.04,10.05,4.90,1.55,0.26,0.26
N00000863,128,39,47,16,18,7,1,0,0,2.30,30.47,36.72,12.50,14.06,5.47,0.78,0,0
N00000864,125,35,40,21,21,5,3,0,0,2.44,28.00,32.00,16.80,16.80,4.00,2.40,0,0
N00000865,126,26,33,21,32,9,5,0,0,2.84,20.63,26.19,16.67,25.40,7.14,3.97,0,0
N00000866,164,61,58,22,18,3,2,0,0,2.09,37.20,35.37,13.41,10.98,1.83,1.22,0,0
N00000867,159,83,41,20,13,1,1,0,0,1.81,52.20,25.79,12.58,8.18,0.63,0.63,0,0
N00000868,130,41,46,17,18,7,1,0,0,2.28,31.54,35.38,13.08,13.85,5.38,0.77,0,0
N00000869,106,61,28,6,5,5,1,0,0,1.75,57.55,26.42,5.66,4.72,4.72,0.94,0,0
N00000870,157,46,54,30,20,5,1,0,1,2.31,29.30,34.39,19.11,12.74,3.18,0.64,0,0.64
N00000871,155,58,46,23,20,7,1,0,0,2.19,37.42,29.68,14.84,12.90,4.52,0.65,0,0
N00000872,134,54,56,9,13,1,1,0,0,1.91,40.30,41.79,6.72,9.70,0.75,0.75,0,0
N00000873,132,41,34,31,14,8,4,0,0,2.44,31.06,25.76,23.48,10.61,6.06,3.03,0,0
N00000874,268,116,78,48,15,9,2,0,0,1.99,43.28,29.10,17.91,5.60,3.36,0.75,0,0
N00000875,124,44,33,27,12,4,3,1,0,2.29,35.48,26.61,21.77,9.68,3.23,2.42,0.81,0
N00000876,119,70,27,9,6,5,2,0,0,1.78,58.82,22.69,7.56,5.04,4.20,1.68,0,0
N00000877,158,52,55,22,18,9,2,0,0,2.26,32.91,34.81,13.92,11.39,5.70,1.27,0,0
N00000878,119,60,29,13,12,3,1,0,1,1.97,50.42,24.37,10.92,10.08,2.52,0.84,0,0.84
N00000879,398,130,89,78,57,28,10,4,2,2.55,32.66,22.36,19.60,14.32,7.04,2.51,1.01,0.50
N00000880,123,42,26,19,22,10,2,2,0,2.56,34.15,21.14,15.45,17.89,8.13,1.63,1.63,0
N00000881,148,62,50,19,9,7,1,0,0,2.00,41.89,33.78,12.84,6.08,4.73,0.68,0,0
N00000882,139,63,49,16,11,0,0,0,0,1.82,45.32,35.25,11.51,7.91,0,0,0,0
N00000883,133,57,46,14,12,2,1,0,1,1.98,42.86,34.59,10.53,9.02,1.50,0.75,0,0.75
N00000884,113,64,22,14,10,3,0,0,0,1.81,56.64,19.47,12.39,8.85,2.65,0,0,0
N00000885,323,159,87,39,25,11,1,1,0,1.91,49.23,26.93,12.07,7.74,3.41,0.31,0.31,0
N00000886,128,52,46,15,12,2,1,0,0,1.98,40.63,35.94,11.72,9.38,1.56,0.78,0,0
N00000887,133,51,48,15,11,2,5,1,0,2.13,38.35,36.09,11.28,8.27,1.50,3.76,0.75,0
N00000888,143,52,48,27,12,4,0,0,0,2.08,36.36,33.57,18.88,8.39,2.80,0,0,0
N00000889,110,41,25,19,16,7,2,0,0,2.35,37.27,22.73,17.27,14.55,6.36,1.82,0,0
N00000890,150,49,55,15,21,9,1,0,0,2.26,32.67,36.67,10.00,14.00,6.00,0.67,0,0
N00000891,181,80,58,26,14,2,1,0,0,1.91,44.20,32.04,14.36,7.73,1.10,0.55,0,0
N00000892,137,43,42,26,20,4,1,1,0,2.32,31.39,30.66,18.98,14.60,2.92,0.73,0.73,0
N00000893,135,45,52,22,12,3,1,0,0,2.10,33.33,38.52,16.30,8.89,2.22,0.74,0,0
N00000894,141,65,45,17,13,1,0,0,0,1.87,46.10,31.91,12.06,9.22,0.71,0,0,0
N00000895,121,47,38,11,15,8,1,0,1,2.25,38.84,31.40,9.09,12.40,6.61,0.83,0,0.83
N00000896,139,66,38,25,6,2,1,0,1,1.91,47.48,27.34,17.99,4.32,1.44,0.72,0,0.72
N00000897,137,44,46,28,15,4,0,0,0,2.19,32.12,33.58,20.44,10.95,2.92,0,0,0
N00000898,138,50,36,29,18,4,1,0,0,2.22,36.23,26.09,21.01,13.04,2.90,0.72,0,0
N00000899,158,73,47,21,12,3,1,1,0,1.94,46.20,29.75,13.29,7.59,1.90,0.63,0.63,0
N00000900,109,51,32,12,8,4,1,1,0,1.98,46.79,29.36,11.01,7.34,3.67,0.92,0.92,0
N00000901,140,47,48,19,19,6,0,1,0,2.24,33.57,34.29,13.57,13.57,4.29,0,0.71,0
N00000902,143,51,49,29,13,0,1,0,0,2.06,35.66,34.27,20.28,9.09,0,0.70,0,0
N00000903,94,45,20,4,20,4,0,0,1,2.19,47.87,21.28,4.26,21.28,4.26,0,0,1.06
N00000904,219,86,79,30,15,4,3,2,0,2.04,39.27,36.07,13.70,6.85,1.83,1.37,0.91,0
N00000905,144,40,53,30,16,5,0,0,0,2.26,27.78,36.81,20.83,11.11,3.47,0,0,0
N00000906,105,19,45,23,11,3,3,0,1,2.50,18.10,42.86,21.90,10.48,2.86,2.86,0,0.95
N00000907,129,33,35,35,14,5,6,1,0,2.57,25.58,27.13,27.13,10.85,3.88,4.65,0.78,0
N00000908,146,44,59,19,14,8,1,0,1,2.25,30.14,40.41,13.01,9.59,5.48,0.68,0,0.68
N00000909,81,20,34,15,7,4,1,0,0,2.31,24.69,41.98,18.52,8.64,4.94,1.23,0,0
N00000910,129,37,56,23,11,1,1,0,0,2.12,28.68,43.41,17.83,8.53,0.78,0.78,0,0
N00000911,109,35,40,20,8,5,0,1,0,2.19,32.11,36.70,18.35,7.34,4.59,0,0.92,0
N00000912,95,24,33,20,11,2,2,0,3,2.56,25.26,34.74,21.05,11.58,2.11,2.11,0,3.16
N00000913,127,38,33,23,19,12,2,0,0,2.53,29.92,25.98,18.11,14.96,9.45,1.57,0,0
N00000914,123,30,46,25,14,7,1,0,0,2.39,24.39,37.40,20.33,11.38,5.69,0.81,0,0
N00000915,116,55,36,17,5,2,1,0,0,1.84,47.41,31.03,14.66,4.31,1.72,0.86,0,0
N00000916,122,49,47,16,7,3,0,0,0,1.92,40.16,38.52,13.11,5.74,2.46,0,0,0
N00000917,116,50,38,18,8,1,0,0,1,1.95,43.10,32.76,15.52,6.90,0.86,0,0,0.86
N00000918,121,44,39,20,12,5,1,0,0,2.16,36.36,32.23,16.53,9.92,4.13,0.83,0,0
N00000919,108,37,43,13,9,5,1,0,0,2.12,34.26,39.81,12.04,8.33,4.63,0.93,0,0
N00000920,79,44,18,5,9,2,0,1,0,1.87,55.70,22.78,6.33,11.39,2.53,0,1.27,0
N00000921,209,14,38,52,69,25,11,0,0,3.41,6.70,18.18,24.88,33.01,11.96,5.26,0,0
N00000922,127,39,41,23,20,2,2,0,0,2.30,30.71,32.28,18.11,15.75,1.57,1.57,0,0
N00000923,114,31,49,17,11,5,0,0,1,2.25,27.19,42.98,14.91,9.65,4.39,0,0,0.88
N00000924,106,46,28,14,12,4,2,0,0,2.11,43.40,26.42,13.21,11.32,3.77,1.89,0,0
N00000925,119,34,31,31,17,5,1,0,0,2.42,28.57,26.05,26.05,14.29,4.20,0.84,0,0
N00000926,121,37,39,21,15,8,1,0,0,2.35,30.58,32.23,17.36,12.40,6.61,0.83,0,0
N00000927,202,90,44,39,21,6,2,0,0,2.08,44.55,21.78,19.31,10.40,2.97,0.99,0,0
N00000928,149,48,41,29,20,7,4,0,0,2.39,32.21,27.52,19.46,13.42,4.70,2.68,0,0
N00000929,155,45,37,29,19,16,6,3,0,2.70,29.03,23.87,18.71,12.26,10.32,3.87,1.94,0
N00000930,169,66,52,20,24,5,1,1,0,2.15,39.05,30.77,11.83,14.20,2.96,0.59,0.59,0
N00000931,246,65,55,59,32,19,8,6,2,2.77,26.42,22.36,23.98,13.01,7.72,3.25,2.44,0.81
N00000932,174,59,52,27,23,6,4,1,2,2.41,33.91,29.89,15.52,13.22,3.45,2.30,0.57,1.15
N00000933,134,43,47,32,6,5,1,0,0,2.15,32.09,35.07,23.88,4.48,3.73,0.75,0,0
