GeographyCode,KS403NI0001,KS403NI0002,KS403NI0003,KS403NI0004,KS403NI0005,KS403NI0006,KS403NI0007,KS403NI0008,KS403NI0009,KS403NI0010,KS403NI0011,KS403NI0012,KS403NI0013,KS403NI0014,KS403NI0015,KS403NI0016,KS403NI0017,KS403NI0018
N00000246,127,41,37,27,12,3,5,2,0,2.39,32.28,29.13,21.26,9.45,2.36,3.94,1.57,0
N00000247,122,19,54,24,17,6,2,0,0,2.53,15.57,44.26,19.67,13.93,4.92,1.64,0,0
N00000248,124,17,52,27,14,9,3,1,1,2.72,13.71,41.94,21.77,11.29,7.26,2.42,0.81,0.81
N00000249,131,16,42,24,34,13,1,1,0,2.95,12.21,32.06,18.32,25.95,9.92,0.76,0.76,0
N00000250,166,35,65,37,22,5,2,0,0,2.42,21.08,39.16,22.29,13.25,3.01,1.20,0,0
N00000251,155,25,40,32,38,17,3,0,0,2.94,16.13,25.81,20.65,24.52,10.97,1.94,0,0
N00000252,132,32,44,21,18,12,5,0,0,2.61,24.24,33.33,15.91,13.64,9.09,3.79,0,0
N00000253,175,30,56,32,32,17,8,0,0,2.85,17.14,32.00,18.29,18.29,9.71,4.57,0,0
N00000254,117,21,42,23,18,9,4,0,0,2.69,17.95,35.90,19.66,15.38,7.69,3.42,0,0
N00000255,127,14,56,18,27,9,3,0,0,2.76,11.02,44.09,14.17,21.26,7.09,2.36,0,0
N00000256,308,73,113,38,59,19,6,0,0,2.53,23.70,36.69,12.34,19.16,6.17,1.95,0,0
N00000257,173,61,36,33,30,11,2,0,0,2.42,35.26,20.81,19.08,17.34,6.36,1.16,0,0
N00000258,140,28,45,27,30,7,1,0,2,2.71,20.00,32.14,19.29,21.43,5.00,0.71,0,1.43
N00000259,161,25,55,30,27,15,6,3,0,2.89,15.53,34.16,18.63,16.77,9.32,3.73,1.86,0
N00000260,210,50,69,33,34,15,6,1,2,2.67,23.81,32.86,15.71,16.19,7.14,2.86,0.48,0.95
N00000261,179,23,62,19,40,22,7,5,1,3.13,12.85,34.64,10.61,22.35,12.29,3.91,2.79,0.56
N00000262,156,36,51,24,22,17,6,0,0,2.69,23.08,32.69,15.38,14.10,10.90,3.85,0,0
N00000263,110,39,40,13,12,4,1,1,0,2.17,35.45,36.36,11.82,10.91,3.64,0.91,0.91,0
N00000264,196,42,46,42,34,22,10,0,0,2.89,21.43,23.47,21.43,17.35,11.22,5.10,0,0
N00000265,149,54,40,26,13,10,5,1,0,2.36,36.24,26.85,17.45,8.72,6.71,3.36,0.67,0
N00000266,126,32,40,18,22,10,4,0,0,2.60,25.40,31.75,14.29,17.46,7.94,3.17,0,0
N00000267,152,19,57,26,30,20,0,0,0,2.84,12.50,37.50,17.11,19.74,13.16,0,0,0
N00000268,142,26,52,22,25,14,3,0,0,2.70,18.31,36.62,15.49,17.61,9.86,2.11,0,0
N00000269,135,31,43,30,18,10,3,0,0,2.57,22.96,31.85,22.22,13.33,7.41,2.22,0,0
N00000270,133,22,45,27,24,9,5,1,0,2.79,16.54,33.83,20.30,18.05,6.77,3.76,0.75,0
N00000271,142,28,47,23,32,11,1,0,0,2.68,19.72,33.10,16.20,22.54,7.75,0.70,0,0
N00000272,133,43,53,14,14,6,3,0,0,2.22,32.33,39.85,10.53,10.53,4.51,2.26,0,0
N00000273,163,26,54,32,30,16,5,0,0,2.82,15.95,33.13,19.63,18.40,9.82,3.07,0,0
N00000274,176,30,66,32,37,7,4,0,0,2.64,17.05,37.50,18.18,21.02,3.98,2.27,0,0
N00000275,126,40,45,12,20,9,0,0,0,2.31,31.75,35.71,9.52,15.87,7.14,0,0,0
N00000276,126,31,41,22,25,6,1,0,0,2.50,24.60,32.54,17.46,19.84,4.76,0.79,0,0
N00000277,117,20,42,21,28,5,1,0,0,2.65,17.09,35.90,17.95,23.93,4.27,0.85,0,0
N00000278,121,32,38,22,19,7,2,1,0,2.51,26.45,31.40,18.18,15.70,5.79,1.65,0.83,0
N00000279,83,23,34,18,5,2,1,0,0,2.18,27.71,40.96,21.69,6.02,2.41,1.20,0,0
N00000280,154,42,45,28,23,12,4,0,0,2.55,27.27,29.22,18.18,14.94,7.79,2.60,0,0
N00000281,117,17,40,24,24,9,3,0,0,2.80,14.53,34.19,20.51,20.51,7.69,2.56,0,0
N00000282,132,22,45,29,22,7,7,0,0,2.76,16.67,34.09,21.97,16.67,5.30,5.30,0,0
N00000283,142,33,56,21,23,8,1,0,0,2.44,23.24,39.44,14.79,16.20,5.63,0.70,0,0
N00000284,157,47,47,25,26,10,2,0,0,2.43,29.94,29.94,15.92,16.56,6.37,1.27,0,0
N00000285,124,28,40,26,17,10,3,0,0,2.60,22.58,32.26,20.97,13.71,8.06,2.42,0,0
N00000286,126,47,44,13,14,7,1,0,0,2.15,37.30,34.92,10.32,11.11,5.56,0.79,0,0
N00000287,137,52,45,18,14,5,1,2,0,2.17,37.96,32.85,13.14,10.22,3.65,0.73,1.46,0
N00000288,138,29,54,24,15,13,2,1,0,2.56,21.01,39.13,17.39,10.87,9.42,1.45,0.72,0
N00000289,197,41,78,36,26,12,3,0,1,2.52,20.81,39.59,18.27,13.20,6.09,1.52,0,0.51
N00000290,128,47,42,21,13,5,0,0,0,2.12,36.72,32.81,16.41,10.16,3.91,0,0,0
N00000291,204,46,74,40,24,18,2,0,0,2.51,22.55,36.27,19.61,11.76,8.82,0.98,0,0
N00000292,262,41,89,44,65,18,5,0,0,2.79,15.65,33.97,16.79,24.81,6.87,1.91,0,0
N00000293,162,16,37,30,56,21,1,1,0,3.22,9.88,22.84,18.52,34.57,12.96,0.62,0.62,0
N00000294,140,23,44,33,24,12,3,0,1,2.80,16.43,31.43,23.57,17.14,8.57,2.14,0,0.71
N00000295,144,30,53,25,25,10,1,0,0,2.55,20.83,36.81,17.36,17.36,6.94,0.69,0,0
N00000296,114,25,38,24,21,6,0,0,0,2.52,21.93,33.33,21.05,18.42,5.26,0,0,0
N00000297,128,25,48,25,25,3,1,1,0,2.53,19.53,37.50,19.53,19.53,2.34,0.78,0.78,0
N00000298,119,17,42,24,22,10,4,0,0,2.82,14.29,35.29,20.17,18.49,8.40,3.36,0,0
N00000299,147,47,52,28,14,4,1,1,0,2.20,31.97,35.37,19.05,9.52,2.72,0.68,0.68,0
N00000300,133,47,46,21,12,5,2,0,0,2.16,35.34,34.59,15.79,9.02,3.76,1.50,0,0
N00000301,124,20,35,16,41,8,4,0,0,2.95,16.13,28.23,12.90,33.06,6.45,3.23,0,0
N00000302,127,13,46,30,26,9,2,1,0,2.86,10.24,36.22,23.62,20.47,7.09,1.57,0.79,0
N00000303,110,13,31,28,31,7,0,0,0,2.89,11.82,28.18,25.45,28.18,6.36,0,0,0
N00000304,117,15,34,29,28,7,3,1,0,2.92,12.82,29.06,24.79,23.93,5.98,2.56,0.85,0
N00000305,121,4,40,25,36,11,5,0,0,3.21,3.31,33.06,20.66,29.75,9.09,4.13,0,0
N00000306,128,23,26,26,38,14,1,0,0,2.98,17.97,20.31,20.31,29.69,10.94,0.78,0,0
N00000307,122,17,38,26,26,10,5,0,0,2.91,13.93,31.15,21.31,21.31,8.20,4.10,0,0
N00000308,110,21,40,28,15,4,2,0,0,2.52,19.09,36.36,25.45,13.64,3.64,1.82,0,0
N00000309,124,14,34,27,35,9,5,0,0,3.05,11.29,27.42,21.77,28.23,7.26,4.03,0,0
N00000310,149,33,50,30,20,9,6,1,0,2.62,22.15,33.56,20.13,13.42,6.04,4.03,0.67,0
N00000311,160,69,45,21,15,9,1,0,0,2.08,43.13,28.13,13.13,9.38,5.63,0.63,0,0
N00000312,175,35,51,28,31,18,8,3,1,2.93,20.00,29.14,16.00,17.71,10.29,4.57,1.71,0.57
N00000313,193,33,42,36,42,30,7,2,1,3.15,17.10,21.76,18.65,21.76,15.54,3.63,1.04,0.52
N00000314,137,35,40,28,19,12,2,0,1,2.61,25.55,29.20,20.44,13.87,8.76,1.46,0,0.73
N00000315,133,45,32,19,17,13,3,4,0,2.59,33.83,24.06,14.29,12.78,9.77,2.26,3.01,0
N00000316,130,25,40,21,20,21,1,1,1,2.88,19.23,30.77,16.15,15.38,16.15,0.77,0.77,0.77
N00000317,213,94,53,35,19,8,2,2,0,2.10,44.13,24.88,16.43,8.92,3.76,0.94,0.94,0
N00000318,129,28,43,20,23,12,3,0,0,2.67,21.71,33.33,15.50,17.83,9.30,2.33,0,0
N00000319,310,71,100,55,51,23,6,4,0,2.64,22.90,32.26,17.74,16.45,7.42,1.94,1.29,0
N00000320,128,33,50,16,16,13,0,0,0,2.42,25.78,39.06,12.50,12.50,10.16,0,0,0
N00000321,211,61,63,40,31,12,3,0,1,2.45,28.91,29.86,18.96,14.69,5.69,1.42,0,0.47
N00000322,154,38,52,25,28,6,5,0,0,2.53,24.68,33.77,16.23,18.18,3.90,3.25,0,0
N00000323,163,30,48,28,31,19,6,1,0,2.90,18.40,29.45,17.18,19.02,11.66,3.68,0.61,0
N00000324,151,29,69,18,22,11,2,0,0,2.49,19.21,45.70,11.92,14.57,7.28,1.32,0,0
N00000325,198,49,57,27,38,22,4,0,1,2.72,24.75,28.79,13.64,19.19,11.11,2.02,0,0.51
N00000326,377,101,135,54,53,20,10,3,1,2.48,26.79,35.81,14.32,14.06,5.31,2.65,0.80,0.27
N00000327,130,33,44,22,23,4,3,0,1,2.50,25.38,33.85,16.92,17.69,3.08,2.31,0,0.77
N00000328,126,48,33,17,19,5,3,1,0,2.31,38.10,26.19,13.49,15.08,3.97,2.38,0.79,0
N00000329,137,26,43,29,27,9,3,0,0,2.70,18.98,31.39,21.17,19.71,6.57,2.19,0,0
N00000330,203,36,75,34,42,14,1,1,0,2.66,17.73,36.95,16.75,20.69,6.90,0.49,0.49,0
N00000331,233,61,57,46,51,14,3,1,0,2.63,26.18,24.46,19.74,21.89,6.01,1.29,0.43,0
N00000332,124,49,36,14,20,4,1,0,0,2.17,39.52,29.03,11.29,16.13,3.23,0.81,0,0
N00000333,125,40,40,23,12,6,2,2,0,2.34,32.00,32.00,18.40,9.60,4.80,1.60,1.60,0
N00000334,116,27,42,23,13,7,2,1,1,2.53,23.28,36.21,19.83,11.21,6.03,1.72,0.86,0.86
N00000335,136,33,58,16,20,7,1,0,1,2.40,24.26,42.65,11.76,14.71,5.15,0.74,0,0.74
N00000336,131,22,62,20,17,6,2,2,0,2.52,16.79,47.33,15.27,12.98,4.58,1.53,1.53,0
N00000337,120,29,45,24,19,3,0,0,0,2.35,24.17,37.50,20.00,15.83,2.50,0,0,0
N00000338,129,35,47,20,21,3,2,0,1,2.39,27.13,36.43,15.50,16.28,2.33,1.55,0,0.78
N00000339,122,31,46,19,19,4,3,0,0,2.41,25.41,37.70,15.57,15.57,3.28,2.46,0,0
N00000340,138,21,50,25,30,10,2,0,0,2.74,15.22,36.23,18.12,21.74,7.25,1.45,0,0
N00000341,130,23,47,23,26,10,0,0,1,2.68,17.69,36.15,17.69,20.00,7.69,0,0,0.77
N00000342,133,24,42,28,29,9,1,0,0,2.70,18.05,31.58,21.05,21.80,6.77,0.75,0,0
N00000343,122,18,34,28,32,7,3,0,0,2.88,14.75,27.87,22.95,26.23,5.74,2.46,0,0
N00000344,128,36,40,25,17,8,1,0,1,2.45,28.13,31.25,19.53,13.28,6.25,0.78,0,0.78
N00000345,163,36,51,46,17,8,3,2,0,2.55,22.09,31.29,28.22,10.43,4.91,1.84,1.23,0
N00000346,209,30,51,44,45,23,13,2,1,3.15,14.35,24.40,21.05,21.53,11.00,6.22,0.96,0.48
N00000347,130,60,35,19,10,6,0,0,0,1.98,46.15,26.92,14.62,7.69,4.62,0,0,0
N00000348,125,22,38,25,21,13,4,1,1,2.90,17.60,30.40,20.00,16.80,10.40,3.20,0.80,0.80
N00000349,149,50,41,21,23,6,7,0,1,2.47,33.56,27.52,14.09,15.44,4.03,4.70,0,0.67
N00000350,169,26,38,34,29,29,11,2,0,3.22,15.38,22.49,20.12,17.16,17.16,6.51,1.18,0
N00000351,137,28,38,25,17,15,9,2,3,3.02,20.44,27.74,18.25,12.41,10.95,6.57,1.46,2.19
N00000352,142,25,28,28,20,29,9,2,1,3.28,17.61,19.72,19.72,14.08,20.42,6.34,1.41,0.70
N00000353,140,32,28,31,24,12,9,2,2,3.01,22.86,20.00,22.14,17.14,8.57,6.43,1.43,1.43
N00000354,133,23,37,21,28,15,7,1,1,3.05,17.29,27.82,15.79,21.05,11.28,5.26,0.75,0.75
N00000355,154,37,45,22,21,13,14,1,1,2.86,24.03,29.22,14.29,13.64,8.44,9.09,0.65,0.65
N00000356,146,33,40,28,20,17,6,1,1,2.84,22.60,27.40,19.18,13.70,11.64,4.11,0.68,0.68
N00000357,452,116,115,89,81,33,17,0,1,2.68,25.66,25.44,19.69,17.92,7.30,3.76,0,0.22
N00000358,140,31,49,25,17,11,5,2,0,2.65,22.14,35.00,17.86,12.14,7.86,3.57,1.43,0
N00000359,389,187,91,54,34,14,8,0,1,2.04,48.07,23.39,13.88,8.74,3.60,2.06,0,0.26
N00000360,130,24,27,21,26,22,7,3,0,3.22,18.46,20.77,16.15,20.00,16.92,5.38,2.31,0
N00000361,148,45,40,30,20,8,5,0,0,2.47,30.41,27.03,20.27,13.51,5.41,3.38,0,0
N00000362,126,35,20,17,25,13,14,1,1,3.10,27.78,15.87,13.49,19.84,10.32,11.11,0.79,0.79
N00000363,150,26,41,21,22,18,20,1,1,3.23,17.33,27.33,14.00,14.67,12.00,13.33,0.67,0.67
N00000364,150,25,42,28,18,20,14,1,2,3.15,16.67,28.00,18.67,12.00,13.33,9.33,0.67,1.33
N00000365,86,22,18,15,15,8,4,4,0,2.97,25.58,20.93,17.44,17.44,9.30,4.65,4.65,0
N00000366,187,43,56,22,28,26,11,1,0,2.87,22.99,29.95,11.76,14.97,13.90,5.88,0.53,0
N00000367,143,50,41,14,21,11,5,0,1,2.45,34.97,28.67,9.79,14.69,7.69,3.50,0,0.70
N00000368,170,36,39,29,28,25,11,1,1,3.05,21.18,22.94,17.06,16.47,14.71,6.47,0.59,0.59
N00000369,141,31,41,19,24,13,12,0,1,2.91,21.99,29.08,13.48,17.02,9.22,8.51,0,0.71
N00000370,172,38,48,30,37,9,8,0,2,2.82,22.09,27.91,17.44,21.51,5.23,4.65,0,1.16
N00000371,141,29,36,20,18,23,8,5,2,3.17,20.57,25.53,14.18,12.77,16.31,5.67,3.55,1.42
N00000372,135,32,35,25,24,9,9,0,1,2.81,23.70,25.93,18.52,17.78,6.67,6.67,0,0.74
N00000373,178,49,60,30,21,14,4,0,0,2.46,27.53,33.71,16.85,11.80,7.87,2.25,0,0
N00000374,132,29,42,25,21,14,1,0,0,2.64,21.97,31.82,18.94,15.91,10.61,0.76,0,0
N00000375,134,40,58,16,14,4,1,1,0,2.19,29.85,43.28,11.94,10.45,2.99,0.75,0.75,0
N00000376,116,39,35,22,14,6,0,0,0,2.25,33.62,30.17,18.97,12.07,5.17,0,0,0
N00000377,119,40,43,16,10,7,2,1,0,2.25,33.61,36.13,13.45,8.40,5.88,1.68,0.84,0
N00000378,118,41,38,17,12,6,1,3,0,2.31,34.75,32.20,14.41,10.17,5.08,0.85,2.54,0
N00000379,164,31,40,28,40,19,3,2,1,2.99,18.90,24.39,17.07,24.39,11.59,1.83,1.22,0.61
N00000380,168,34,34,26,38,21,11,3,1,3.17,20.24,20.24,15.48,22.62,12.50,6.55,1.79,0.60
N00000381,333,73,85,58,60,37,14,5,1,2.94,21.92,25.53,17.42,18.02,11.11,4.20,1.50,0.30
N00000382,183,43,41,31,28,21,16,2,1,3.04,23.50,22.40,16.94,15.30,11.48,8.74,1.09,0.55
N00000383,144,26,32,22,25,22,14,2,1,3.28,18.06,22.22,15.28,17.36,15.28,9.72,1.39,0.69
N00000384,145,31,23,23,25,24,14,4,1,3.38,21.38,15.86,15.86,17.24,16.55,9.66,2.76,0.69
N00000385,135,20,35,21,17,31,8,3,0,3.30,14.81,25.93,15.56,12.59,22.96,5.93,2.22,0
N00000386,125,39,40,22,15,8,1,0,0,2.33,31.20,32.00,17.60,12.00,6.40,0.80,0,0
N00000387,106,44,29,16,10,5,2,0,0,2.14,41.51,27.36,15.09,9.43,4.72,1.89,0,0
N00000388,603,166,181,100,85,51,17,2,1,2.57,27.53,30.02,16.58,14.10,8.46,2.82,0.33,0.17
N00000389,156,37,42,20,31,16,10,0,0,2.85,23.72,26.92,12.82,19.87,10.26,6.41,0,0
N00000390,321,56,98,41,71,39,10,3,3,2.99,17.45,30.53,12.77,22.12,12.15,3.12,0.93,0.93
N00000391,173,22,54,25,46,23,1,2,0,3.03,12.72,31.21,14.45,26.59,13.29,0.58,1.16,0
N00000392,518,118,161,94,91,39,9,5,1,2.66,22.78,31.08,18.15,17.57,7.53,1.74,0.97,0.19
N00000393,178,39,65,31,24,14,4,1,0,2.58,21.91,36.52,17.42,13.48,7.87,2.25,0.56,0
N00000394,141,21,51,21,26,17,4,1,0,2.88,14.89,36.17,14.89,18.44,12.06,2.84,0.71,0
N00000395,142,30,35,25,26,14,7,5,0,3.00,21.13,24.65,17.61,18.31,9.86,4.93,3.52,0
N00000396,134,22,46,27,22,11,4,2,0,2.81,16.42,34.33,20.15,16.42,8.21,2.99,1.49,0
N00000397,189,40,54,38,33,21,2,0,1,2.75,21.16,28.57,20.11,17.46,11.11,1.06,0,0.53
N00000398,165,31,60,26,22,19,2,3,2,2.81,18.79,36.36,15.76,13.33,11.52,1.21,1.82,1.21
N00000399,130,42,35,32,9,12,0,0,0,2.34,32.31,26.92,24.62,6.92,9.23,0,0,0
N00000400,112,41,40,15,10,2,4,0,0,2.14,36.61,35.71,13.39,8.93,1.79,3.57,0,0
N00000401,117,38,31,22,18,3,3,1,1,2.44,32.48,26.50,18.80,15.38,2.56,2.56,0.85,0.85
N00000402,123,52,41,16,9,1,3,1,0,2.02,42.28,33.33,13.01,7.32,0.81,2.44,0.81,0
N00000403,208,72,49,35,30,14,7,1,0,2.47,34.62,23.56,16.83,14.42,6.73,3.37,0.48,0
N00000404,121,43,39,17,10,10,0,2,0,2.28,35.54,32.23,14.05,8.26,8.26,0,1.65,0
N00000405,105,44,32,10,12,5,2,0,0,2.12,41.90,30.48,9.52,11.43,4.76,1.90,0,0
N00000406,121,15,31,22,26,15,10,1,1,3.28,12.40,25.62,18.18,21.49,12.40,8.26,0.83,0.83
N00000407,344,69,59,62,63,58,25,6,2,3.27,20.06,17.15,18.02,18.31,16.86,7.27,1.74,0.58
N00000408,146,26,40,17,23,23,16,0,1,3.21,17.81,27.40,11.64,15.75,15.75,10.96,0,0.68
N00000409,143,40,37,30,22,10,3,0,1,2.58,27.97,25.87,20.98,15.38,6.99,2.10,0,0.70
N00000410,136,25,42,27,21,12,6,2,1,2.88,18.38,30.88,19.85,15.44,8.82,4.41,1.47,0.74
N00000411,128,38,28,17,24,13,7,1,0,2.77,29.69,21.88,13.28,18.75,10.16,5.47,0.78,0
N00000412,138,25,38,20,27,15,7,4,2,3.17,18.12,27.54,14.49,19.57,10.87,5.07,2.90,1.45
N00000413,131,20,26,20,32,21,9,2,1,3.37,15.27,19.85,15.27,24.43,16.03,6.87,1.53,0.76
N00000414,125,25,40,12,24,8,10,5,1,3.04,20.00,32.00,9.60,19.20,6.40,8.00,4.00,0.80
N00000415,162,41,45,30,22,16,6,2,0,2.71,25.31,27.78,18.52,13.58,9.88,3.70,1.23,0
N00000416,133,19,37,25,26,15,7,3,1,3.16,14.29,27.82,18.80,19.55,11.28,5.26,2.26,0.75
N00000417,187,32,51,43,38,20,3,0,0,2.85,17.11,27.27,22.99,20.32,10.70,1.60,0,0
N00000418,313,61,99,59,56,31,7,0,0,2.74,19.49,31.63,18.85,17.89,9.90,2.24,0,0
N00000419,139,36,46,25,18,7,5,2,0,2.55,25.90,33.09,17.99,12.95,5.04,3.60,1.44,0
N00000420,138,41,48,21,21,5,2,0,0,2.33,29.71,34.78,15.22,15.22,3.62,1.45,0,0
N00000421,185,29,60,24,52,19,1,0,0,2.86,15.68,32.43,12.97,28.11,10.27,0.54,0,0
N00000422,170,50,51,27,27,10,4,1,0,2.48,29.41,30.00,15.88,15.88,5.88,2.35,0.59,0
N00000423,152,22,45,30,29,18,6,0,2,3.03,14.47,29.61,19.74,19.08,11.84,3.95,0,1.32
N00000424,180,32,44,35,34,18,11,4,2,3.12,17.78,24.44,19.44,18.89,10.00,6.11,2.22,1.11
N00000425,121,23,31,23,23,11,9,0,1,3.00,19.01,25.62,19.01,19.01,9.09,7.44,0,0.83
N00000426,123,36,39,23,13,10,2,0,0,2.41,29.27,31.71,18.70,10.57,8.13,1.63,0,0
N00000427,133,37,36,30,16,9,4,1,0,2.55,27.82,27.07,22.56,12.03,6.77,3.01,0.75,0
N00000428,146,35,38,26,29,15,3,0,0,2.73,23.97,26.03,17.81,19.86,10.27,2.05,0,0
N00000429,152,28,41,22,27,19,11,3,1,3.12,18.42,26.97,14.47,17.76,12.50,7.24,1.97,0.66
N00000430,154,17,43,27,34,24,6,3,0,3.23,11.04,27.92,17.53,22.08,15.58,3.90,1.95,0
N00000431,137,40,34,27,16,13,6,1,0,2.64,29.20,24.82,19.71,11.68,9.49,4.38,0.73,0
N00000432,118,40,36,19,10,6,5,1,1,2.42,33.90,30.51,16.10,8.47,5.08,4.24,0.85,0.85
N00000433,141,69,44,16,7,3,1,1,0,1.85,48.94,31.21,11.35,4.96,2.13,0.71,0.71,0
N00000434,179,53,54,33,18,13,8,0,0,2.49,29.61,30.17,18.44,10.06,7.26,4.47,0,0
N00000435,173,52,46,36,22,13,3,1,0,2.49,30.06,26.59,20.81,12.72,7.51,1.73,0.58,0
N00000436,174,31,49,29,30,24,11,0,0,3.00,17.82,28.16,16.67,17.24,13.79,6.32,0,0
N00000437,195,27,42,33,35,45,8,4,1,3.39,13.85,21.54,16.92,17.95,23.08,4.10,2.05,0.51
N00000438,153,29,31,36,29,16,9,2,1,3.08,18.95,20.26,23.53,18.95,10.46,5.88,1.31,0.65
N00000439,134,23,36,24,18,22,8,2,1,3.13,17.16,26.87,17.91,13.43,16.42,5.97,1.49,0.75
N00000440,127,20,35,18,22,17,10,1,4,3.28,15.75,27.56,14.17,17.32,13.39,7.87,0.79,3.15
N00000441,121,36,31,20,22,7,5,0,0,2.57,29.75,25.62,16.53,18.18,5.79,4.13,0,0
N00000442,167,43,45,33,23,18,5,0,0,2.66,25.75,26.95,19.76,13.77,10.78,2.99,0,0
N00000443,164,27,42,38,36,12,7,0,2,2.98,16.46,25.61,23.17,21.95,7.32,4.27,0,1.22
N00000444,257,104,72,39,22,12,5,1,2,2.20,40.47,28.02,15.18,8.56,4.67,1.95,0.39,0.78
N00000445,141,19,53,27,22,17,3,0,0,2.82,13.48,37.59,19.15,15.60,12.06,2.13,0,0
N00000446,130,33,43,20,19,10,4,1,0,2.58,25.38,33.08,15.38,14.62,7.69,3.08,0.77,0
N00000447,117,35,40,19,12,10,1,0,0,2.36,29.91,34.19,16.24,10.26,8.55,0.85,0,0
N00000448,128,66,27,20,11,3,0,1,0,1.92,51.56,21.09,15.63,8.59,2.34,0,0.78,0
N00000449,146,31,37,23,29,15,8,2,1,2.98,21.23,25.34,15.75,19.86,10.27,5.48,1.37,0.68
N00000450,178,44,47,32,34,10,8,2,1,2.76,24.72,26.40,17.98,19.10,5.62,4.49,1.12,0.56
N00000451,189,46,59,28,37,17,2,0,0,2.61,24.34,31.22,14.81,19.58,8.99,1.06,0,0
N00000452,157,38,39,26,26,17,9,1,1,2.88,24.20,24.84,16.56,16.56,10.83,5.73,0.64,0.64
N00000453,149,59,45,16,16,8,4,0,1,2.25,39.60,30.20,10.74,10.74,5.37,2.68,0,0.67
N00000454,162,24,40,30,37,21,5,3,2,3.17,14.81,24.69,18.52,22.84,12.96,3.09,1.85,1.23
N00000455,111,37,25,28,10,8,2,0,1,2.46,33.33,22.52,25.23,9.01,7.21,1.80,0,0.90
N00000456,118,27,32,19,28,10,2,0,0,2.73,22.88,27.12,16.10,23.73,8.47,1.69,0,0
N00000457,126,23,35,30,27,10,1,0,0,2.75,18.25,27.78,23.81,21.43,7.94,0.79,0,0
N00000458,129,25,41,25,17,10,11,0,0,2.84,19.38,31.78,19.38,13.18,7.75,8.53,0,0
N00000459,247,56,73,52,49,12,3,2,0,2.62,22.67,29.55,21.05,19.84,4.86,1.21,0.81,0
N00000460,138,35,37,31,22,9,4,0,0,2.60,25.36,26.81,22.46,15.94,6.52,2.90,0,0
N00000461,157,40,43,26,29,14,4,1,0,2.68,25.48,27.39,16.56,18.47,8.92,2.55,0.64,0
N00000462,101,32,33,17,14,3,2,0,0,2.30,31.68,32.67,16.83,13.86,2.97,1.98,0,0
N00000463,343,112,125,41,41,18,5,0,1,2.27,32.65,36.44,11.95,11.95,5.25,1.46,0,0.29
N00000464,156,38,40,21,35,17,5,0,0,2.79,24.36,25.64,13.46,22.44,10.90,3.21,0,0
N00000465,129,38,38,27,21,4,1,0,0,2.36,29.46,29.46,20.93,16.28,3.10,0.78,0,0
N00000466,138,25,55,19,20,12,6,1,0,2.72,18.12,39.86,13.77,14.49,8.70,4.35,0.72,0
N00000467,131,46,43,21,12,8,0,1,0,2.21,35.11,32.82,16.03,9.16,6.11,0,0.76,0
N00000468,116,27,39,17,21,10,2,0,0,2.60,23.28,33.62,14.66,18.10,8.62,1.72,0,0
N00000469,154,21,54,28,33,15,2,0,1,2.86,13.64,35.06,18.18,21.43,9.74,1.30,0,0.65
N00000470,122,47,30,21,12,4,8,0,0,2.34,38.52,24.59,17.21,9.84,3.28,6.56,0,0
N00000471,126,36,44,30,9,6,1,0,0,2.27,28.57,34.92,23.81,7.14,4.76,0.79,0,0
N00000472,133,77,39,8,4,4,0,1,0,1.67,57.89,29.32,6.02,3.01,3.01,0,0.75,0
N00000473,108,52,30,17,6,3,0,0,0,1.87,48.15,27.78,15.74,5.56,2.78,0,0,0
N00000474,118,56,37,9,8,5,2,0,1,1.98,47.46,31.36,7.63,6.78,4.24,1.69,0,0.85
N00000475,116,55,29,17,6,5,3,1,0,2.05,47.41,25.00,14.66,5.17,4.31,2.59,0.86,0
N00000476,119,47,38,16,9,6,2,1,0,2.15,39.50,31.93,13.45,7.56,5.04,1.68,0.84,0
N00000477,283,57,110,50,40,22,4,0,0,2.55,20.14,38.87,17.67,14.13,7.77,1.41,0,0
N00000478,129,50,29,26,13,10,1,0,0,2.28,38.76,22.48,20.16,10.08,7.75,0.78,0,0
N00000479,117,20,60,15,15,7,0,0,0,2.39,17.09,51.28,12.82,12.82,5.98,0,0,0
N00000480,132,18,65,24,14,8,2,1,0,2.54,13.64,49.24,18.18,10.61,6.06,1.52,0.76,0
N00000481,175,51,66,27,21,7,3,0,0,2.29,29.14,37.71,15.43,12.00,4.00,1.71,0,0
N00000482,121,64,32,12,6,5,2,0,0,1.86,52.89,26.45,9.92,4.96,4.13,1.65,0,0
N00000483,115,22,46,25,16,4,2,0,0,2.48,19.13,40.00,21.74,13.91,3.48,1.74,0,0
N00000484,139,32,57,30,11,5,3,1,0,2.37,23.02,41.01,21.58,7.91,3.60,2.16,0.72,0
N00000485,108,37,34,18,13,6,0,0,0,2.23,34.26,31.48,16.67,12.04,5.56,0,0,0
N00000486,116,12,26,28,31,14,5,0,0,3.21,10.34,22.41,24.14,26.72,12.07,4.31,0,0
N00000487,113,29,32,25,18,6,2,0,1,2.57,25.66,28.32,22.12,15.93,5.31,1.77,0,0.88
N00000488,134,15,39,27,32,19,2,0,0,3.05,11.19,29.10,20.15,23.88,14.18,1.49,0,0
N00000489,107,21,34,22,24,5,1,0,0,2.64,19.63,31.78,20.56,22.43,4.67,0.93,0,0
N00000490,194,36,63,50,28,11,6,0,0,2.65,18.56,32.47,25.77,14.43,5.67,3.09,0,0
