GeographyCode,KS107NI0001,KS107NI0002,KS107NI0003,KS107NI0004,KS107NI0005,KS107NI0006,KS107NI0007,KS107NI0008,KS107NI0009,KS107NI0010,KS107NI0011,KS107NI0012,KS107NI0013,KS107NI0014,KS107NI0015,KS107NI0016,KS107NI0017,KS107NI0018,KS107NI0019,KS107NI0020,KS107NI0021
N00001117,58,19,5,34,3,2,0,1,55,17,5,33,32.76,8.62,58.62,66.67,0,33.33,30.91,9.09,60.00
N00001118,19,4,3,12,1,0,0,1,18,4,3,11,21.05,15.79,63.16,0,0,100.00,22.22,16.67,61.11
N00001119,12,2,1,9,0,0,0,0,12,2,1,9,16.67,8.33,75.00,0,0,0,16.67,8.33,75.00
N00001120,19,4,5,10,0,0,0,0,19,4,5,10,21.05,26.32,52.63,0,0,0,21.05,26.32,52.63
N00001121,28,9,2,17,1,0,0,1,27,9,2,16,32.14,7.14,60.71,0,0,100.00,33.33,7.41,59.26
N00001122,3,2,0,1,0,0,0,0,3,2,0,1,66.67,0,33.33,0,0,0,66.67,0,33.33
N00001123,8,0,1,7,2,0,0,2,6,0,1,5,0,12.50,87.50,0,0,100.00,0,16.67,83.33
N00001124,63,25,7,31,2,2,0,0,61,23,7,31,39.68,11.11,49.21,100.00,0,0,37.70,11.48,50.82
N00001125,39,7,5,27,4,0,2,2,35,7,3,25,17.95,12.82,69.23,0,50.00,50.00,20.00,8.57,71.43
N00001126,22,5,0,17,1,0,0,1,21,5,0,16,22.73,0,77.27,0,0,100.00,23.81,0,76.19
N00001127,65,22,4,39,3,0,1,2,62,22,3,37,33.85,6.15,60.00,0,33.33,66.67,35.48,4.84,59.68
N00001128,15,4,2,9,1,0,0,1,14,4,2,8,26.67,13.33,60.00,0,0,100.00,28.57,14.29,57.14
N00001129,43,16,2,25,3,0,0,3,40,16,2,22,37.21,4.65,58.14,0,0,100.00,40.00,5.00,55.00
N00001130,10,4,2,4,0,0,0,0,10,4,2,4,40.00,20.00,40.00,0,0,0,40.00,20.00,40.00
N00001131,52,17,5,30,5,1,0,4,47,16,5,26,32.69,9.62,57.69,20.00,0,80.00,34.04,10.64,55.32
N00001132,16,6,0,10,1,0,0,1,15,6,0,9,37.50,0,62.50,0,0,100.00,40.00,0,60.00
N00001133,55,16,5,34,5,0,3,2,50,16,2,32,29.09,9.09,61.82,0,60.00,40.00,32.00,4.00,64.00
N00001134,9,2,2,5,0,0,0,0,9,2,2,5,22.22,22.22,55.56,0,0,0,22.22,22.22,55.56
N00001135,20,6,1,13,1,0,0,1,19,6,1,12,30.00,5.00,65.00,0,0,100.00,31.58,5.26,63.16
N00001136,15,5,1,9,1,1,0,0,14,4,1,9,33.33,6.67,60.00,100.00,0,0,28.57,7.14,64.29
N00001137,25,7,1,17,4,0,1,3,21,7,0,14,28.00,4.00,68.00,0,25.00,75.00,33.33,0,66.67
N00001138,13,6,0,7,0,0,0,0,13,6,0,7,46.15,0,53.85,0,0,0,46.15,0,53.85
N00001139,30,12,9,9,1,0,1,0,29,12,8,9,40.00,30.00,30.00,0,100.00,0,41.38,27.59,31.03
N00001140,25,2,3,20,5,0,1,4,20,2,2,16,8.00,12.00,80.00,0,20.00,80.00,10.00,10.00,80.00
N00001141,19,5,4,10,0,0,0,0,19,5,4,10,26.32,21.05,52.63,0,0,0,26.32,21.05,52.63
N00001142,16,5,2,9,1,0,0,1,15,5,2,8,31.25,12.50,56.25,0,0,100.00,33.33,13.33,53.33
N00001143,7,2,1,4,0,0,0,0,7,2,1,4,28.57,14.29,57.14,0,0,0,28.57,14.29,57.14
N00001144,23,8,2,13,5,0,1,4,18,8,1,9,34.78,8.70,56.52,0,20.00,80.00,44.44,5.56,50.00
N00001145,27,6,1,20,0,0,0,0,27,6,1,20,22.22,3.70,74.07,0,0,0,22.22,3.70,74.07
N00001146,23,9,0,14,0,0,0,0,23,9,0,14,39.13,0,60.87,0,0,0,39.13,0,60.87
N00001147,17,4,4,9,1,0,0,1,16,4,4,8,23.53,23.53,52.94,0,0,100.00,25.00,25.00,50.00
N00001148,24,8,1,15,3,1,0,2,21,7,1,13,33.33,4.17,62.50,33.33,0,66.67,33.33,4.76,61.90
N00001149,32,7,2,23,1,0,0,1,31,7,2,22,21.88,6.25,71.88,0,0,100.00,22.58,6.45,70.97
N00001150,38,5,1,32,3,0,0,3,35,5,1,29,13.16,2.63,84.21,0,0,100.00,14.29,2.86,82.86
N00001151,40,14,2,24,1,0,0,1,39,14,2,23,35.00,5.00,60.00,0,0,100.00,35.90,5.13,58.97
N00001152,47,10,2,35,5,0,0,5,42,10,2,30,21.28,4.26,74.47,0,0,100.00,23.81,4.76,71.43
N00001153,23,6,1,16,1,0,0,1,22,6,1,15,26.09,4.35,69.57,0,0,100.00,27.27,4.55,68.18
N00001154,30,10,3,17,1,0,0,1,29,10,3,16,33.33,10.00,56.67,0,0,100.00,34.48,10.34,55.17
N00001155,21,6,8,7,0,0,0,0,21,6,8,7,28.57,38.10,33.33,0,0,0,28.57,38.10,33.33
N00001156,118,33,8,77,8,0,0,8,110,33,8,69,27.97,6.78,65.25,0,0,100.00,30.00,7.27,62.73
N00001157,11,3,1,7,2,0,1,1,9,3,0,6,27.27,9.09,63.64,0,50.00,50.00,33.33,0,66.67
N00001158,4,2,1,1,1,1,0,0,3,1,1,1,50.00,25.00,25.00,100.00,0,0,33.33,33.33,33.33
N00001159,15,7,6,2,1,0,1,0,14,7,5,2,46.67,40.00,13.33,0,100.00,0,50.00,35.71,14.29
N00001160,26,6,3,17,0,0,0,0,26,6,3,17,23.08,11.54,65.38,0,0,0,23.08,11.54,65.38
N00001161,17,12,0,5,2,2,0,0,15,10,0,5,70.59,0,29.41,100.00,0,0,66.67,0,33.33
N00001162,6,4,0,2,1,0,0,1,5,4,0,1,66.67,0,33.33,0,0,100.00,80.00,0,20.00
N00001163,3,2,0,1,0,0,0,0,3,2,0,1,66.67,0,33.33,0,0,0,66.67,0,33.33
N00001164,13,5,3,5,1,0,0,1,12,5,3,4,38.46,23.08,38.46,0,0,100.00,41.67,25.00,33.33
N00001165,13,6,3,4,0,0,0,0,13,6,3,4,46.15,23.08,30.77,0,0,0,46.15,23.08,30.77
N00001166,28,10,3,15,1,0,0,1,27,10,3,14,35.71,10.71,53.57,0,0,100.00,37.04,11.11,51.85
N00001167,8,6,0,2,0,0,0,0,8,6,0,2,75.00,0,25.00,0,0,0,75.00,0,25.00
N00001168,24,6,6,12,1,0,0,1,23,6,6,11,25.00,25.00,50.00,0,0,100.00,26.09,26.09,47.83
N00001169,12,5,2,5,1,0,1,0,11,5,1,5,41.67,16.67,41.67,0,100.00,0,45.45,9.09,45.45
N00001170,15,6,3,6,1,0,0,1,14,6,3,5,40.00,20.00,40.00,0,0,100.00,42.86,21.43,35.71
N00001171,25,12,2,11,0,0,0,0,25,12,2,11,48.00,8.00,44.00,0,0,0,48.00,8.00,44.00
N00001172,11,2,7,2,0,0,0,0,11,2,7,2,18.18,63.64,18.18,0,0,0,18.18,63.64,18.18
N00001173,11,4,4,3,0,0,0,0,11,4,4,3,36.36,36.36,27.27,0,0,0,36.36,36.36,27.27
N00001174,4,2,0,2,0,0,0,0,4,2,0,2,50.00,0,50.00,0,0,0,50.00,0,50.00
N00001175,7,1,4,2,0,0,0,0,7,1,4,2,14.29,57.14,28.57,0,0,0,14.29,57.14,28.57
N00001176,5,3,0,2,0,0,0,0,5,3,0,2,60.00,0,40.00,0,0,0,60.00,0,40.00
N00001177,2,1,0,1,0,0,0,0,2,1,0,1,50.00,0,50.00,0,0,0,50.00,0,50.00
N00001178,10,6,4,0,0,0,0,0,10,6,4,0,60.00,40.00,0,0,0,0,60.00,40.00,0
N00001179,2,1,0,1,0,0,0,0,2,1,0,1,50.00,0,50.00,0,0,0,50.00,0,50.00
N00001180,7,1,2,4,2,0,1,1,5,1,1,3,14.29,28.57,57.14,0,50.00,50.00,20.00,20.00,60.00
N00001181,7,4,1,2,0,0,0,0,7,4,1,2,57.14,14.29,28.57,0,0,0,57.14,14.29,28.57
N00001182,4,0,4,0,1,0,1,0,3,0,3,0,0,100.00,0,0,100.00,0,0,100.00,0
N00001183,14,7,7,0,3,1,2,0,11,6,5,0,50.00,50.00,0,33.33,66.67,0,54.55,45.45,0
N00001184,8,2,3,3,0,0,0,0,8,2,3,3,25.00,37.50,37.50,0,0,0,25.00,37.50,37.50
N00001185,3,1,0,2,0,0,0,0,3,1,0,2,33.33,0,66.67,0,0,0,33.33,0,66.67
N00001186,6,3,1,2,1,0,0,1,5,3,1,1,50.00,16.67,33.33,0,0,100.00,60.00,20.00,20.00
N00001187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
N00001188,14,6,4,4,1,0,0,1,13,6,4,3,42.86,28.57,28.57,0,0,100.00,46.15,30.77,23.08
N00001189,7,4,1,2,0,0,0,0,7,4,1,2,57.14,14.29,28.57,0,0,0,57.14,14.29,28.57
N00001190,14,4,2,8,0,0,0,0,14,4,2,8,28.57,14.29,57.14,0,0,0,28.57,14.29,57.14
N00001191,12,3,4,5,0,0,0,0,12,3,4,5,25.00,33.33,41.67,0,0,0,25.00,33.33,41.67
N00001192,15,4,3,8,0,0,0,0,15,4,3,8,26.67,20.00,53.33,0,0,0,26.67,20.00,53.33
N00001193,14,5,3,6,0,0,0,0,14,5,3,6,35.71,21.43,42.86,0,0,0,35.71,21.43,42.86
N00001194,13,4,4,5,3,0,2,1,10,4,2,4,30.77,30.77,38.46,0,66.67,33.33,40.00,20.00,40.00
N00001195,9,4,2,3,1,1,0,0,8,3,2,3,44.44,22.22,33.33,100.00,0,0,37.50,25.00,37.50
N00001196,9,2,2,5,0,0,0,0,9,2,2,5,22.22,22.22,55.56,0,0,0,22.22,22.22,55.56
N00001197,20,5,1,14,0,0,0,0,20,5,1,14,25.00,5.00,70.00,0,0,0,25.00,5.00,70.00
N00001198,8,3,3,2,1,0,1,0,7,3,2,2,37.50,37.50,25.00,0,100.00,0,42.86,28.57,28.57
N00001199,10,4,0,6,1,1,0,0,9,3,0,6,40.00,0,60.00,100.00,0,0,33.33,0,66.67
N00001200,4,3,1,0,0,0,0,0,4,3,1,0,75.00,25.00,0,0,0,0,75.00,25.00,0
N00001201,3,1,2,0,0,0,0,0,3,1,2,0,33.33,66.67,0,0,0,0,33.33,66.67,0
N00001202,35,7,4,24,1,0,1,0,34,7,3,24,20.00,11.43,68.57,0,100.00,0,20.59,8.82,70.59
N00001203,18,5,4,9,0,0,0,0,18,5,4,9,27.78,22.22,50.00,0,0,0,27.78,22.22,50.00
N00001204,38,18,5,15,3,1,0,2,35,17,5,13,47.37,13.16,39.47,33.33,0,66.67,48.57,14.29,37.14
N00001205,29,12,7,10,2,1,1,0,27,11,6,10,41.38,24.14,34.48,50.00,50.00,0,40.74,22.22,37.04
N00001206,15,7,2,6,1,0,1,0,14,7,1,6,46.67,13.33,40.00,0,100.00,0,50.00,7.14,42.86
N00001207,10,5,3,2,1,0,0,1,9,5,3,1,50.00,30.00,20.00,0,0,100.00,55.56,33.33,11.11
N00001208,12,4,3,5,1,0,0,1,11,4,3,4,33.33,25.00,41.67,0,0,100.00,36.36,27.27,36.36
N00001209,16,9,2,5,0,0,0,0,16,9,2,5,56.25,12.50,31.25,0,0,0,56.25,12.50,31.25
N00001210,16,6,4,6,0,0,0,0,16,6,4,6,37.50,25.00,37.50,0,0,0,37.50,25.00,37.50
N00001211,20,7,3,10,4,0,0,4,16,7,3,6,35.00,15.00,50.00,0,0,100.00,43.75,18.75,37.50
N00001212,18,7,2,9,3,1,0,2,15,6,2,7,38.89,11.11,50.00,33.33,0,66.67,40.00,13.33,46.67
N00001213,25,8,3,14,2,1,0,1,23,7,3,13,32.00,12.00,56.00,50.00,0,50.00,30.43,13.04,56.52
N00001214,24,10,3,11,2,1,0,1,22,9,3,10,41.67,12.50,45.83,50.00,0,50.00,40.91,13.64,45.45
N00001215,12,2,1,9,1,0,1,0,11,2,0,9,16.67,8.33,75.00,0,100.00,0,18.18,0,81.82
N00001216,31,17,3,11,2,0,0,2,29,17,3,9,54.84,9.68,35.48,0,0,100.00,58.62,10.34,31.03
N00001217,21,10,3,8,1,0,0,1,20,10,3,7,47.62,14.29,38.10,0,0,100.00,50.00,15.00,35.00
N00001218,9,1,4,4,2,0,2,0,7,1,2,4,11.11,44.44,44.44,0,100.00,0,14.29,28.57,57.14
N00001219,29,11,4,14,2,2,0,0,27,9,4,14,37.93,13.79,48.28,100.00,0,0,33.33,14.81,51.85
N00001220,25,7,4,14,1,0,0,1,24,7,4,13,28.00,16.00,56.00,0,0,100.00,29.17,16.67,54.17
N00001221,31,13,2,16,1,0,0,1,30,13,2,15,41.94,6.45,51.61,0,0,100.00,43.33,6.67,50.00
N00001222,19,4,4,11,2,0,0,2,17,4,4,9,21.05,21.05,57.89,0,0,100.00,23.53,23.53,52.94
N00001223,19,8,4,7,2,0,1,1,17,8,3,6,42.11,21.05,36.84,0,50.00,50.00,47.06,17.65,35.29
N00001224,18,7,1,10,2,1,0,1,16,6,1,9,38.89,5.56,55.56,50.00,0,50.00,37.50,6.25,56.25
N00001225,27,8,2,17,2,0,1,1,25,8,1,16,29.63,7.41,62.96,0,50.00,50.00,32.00,4.00,64.00
N00001226,20,5,2,13,1,0,0,1,19,5,2,12,25.00,10.00,65.00,0,0,100.00,26.32,10.53,63.16
N00001227,25,9,6,10,2,0,0,2,23,9,6,8,36.00,24.00,40.00,0,0,100.00,39.13,26.09,34.78
N00001228,12,2,0,10,0,0,0,0,12,2,0,10,16.67,0,83.33,0,0,0,16.67,0,83.33
N00001229,12,5,0,7,2,0,0,2,10,5,0,5,41.67,0,58.33,0,0,100.00,50.00,0,50.00
N00001230,14,9,2,3,1,0,1,0,13,9,1,3,64.29,14.29,21.43,0,100.00,0,69.23,7.69,23.08
N00001231,13,6,1,6,0,0,0,0,13,6,1,6,46.15,7.69,46.15,0,0,0,46.15,7.69,46.15
N00001232,10,4,2,4,1,0,1,0,9,4,1,4,40.00,20.00,40.00,0,100.00,0,44.44,11.11,44.44
N00001233,41,24,3,14,3,1,0,2,38,23,3,12,58.54,7.32,34.15,33.33,0,66.67,60.53,7.89,31.58
N00001234,25,12,6,7,0,0,0,0,25,12,6,7,48.00,24.00,28.00,0,0,0,48.00,24.00,28.00
N00001235,72,26,8,38,3,0,1,2,69,26,7,36,36.11,11.11,52.78,0,33.33,66.67,37.68,10.14,52.17
N00001236,35,9,8,18,1,0,1,0,34,9,7,18,25.71,22.86,51.43,0,100.00,0,26.47,20.59,52.94
N00001237,17,6,1,10,0,0,0,0,17,6,1,10,35.29,5.88,58.82,0,0,0,35.29,5.88,58.82
N00001238,12,2,3,7,1,0,1,0,11,2,2,7,16.67,25.00,58.33,0,100.00,0,18.18,18.18,63.64
N00001239,4,2,0,2,0,0,0,0,4,2,0,2,50.00,0,50.00,0,0,0,50.00,0,50.00
N00001240,89,35,16,38,12,4,2,6,77,31,14,32,39.33,17.98,42.70,33.33,16.67,50.00,40.26,18.18,41.56
N00001241,28,9,3,16,1,0,0,1,27,9,3,15,32.14,10.71,57.14,0,0,100.00,33.33,11.11,55.56
N00001242,20,9,2,9,3,0,0,3,17,9,2,6,45.00,10.00,45.00,0,0,100.00,52.94,11.76,35.29
N00001243,20,5,0,15,2,0,0,2,18,5,0,13,25.00,0,75.00,0,0,100.00,27.78,0,72.22
N00001244,23,10,4,9,4,1,1,2,19,9,3,7,43.48,17.39,39.13,25.00,25.00,50.00,47.37,15.79,36.84
N00001245,29,14,1,14,3,1,0,2,26,13,1,12,48.28,3.45,48.28,33.33,0,66.67,50.00,3.85,46.15
N00001246,26,12,5,9,2,0,2,0,24,12,3,9,46.15,19.23,34.62,0,100.00,0,50.00,12.50,37.50
N00001247,20,7,2,11,0,0,0,0,20,7,2,11,35.00,10.00,55.00,0,0,0,35.00,10.00,55.00
N00001248,15,4,5,6,2,0,2,0,13,4,3,6,26.67,33.33,40.00,0,100.00,0,30.77,23.08,46.15
N00001249,7,1,3,3,1,0,1,0,6,1,2,3,14.29,42.86,42.86,0,100.00,0,16.67,33.33,50.00
N00001250,22,5,8,9,4,0,1,3,18,5,7,6,22.73,36.36,40.91,0,25.00,75.00,27.78,38.89,33.33
N00001251,23,7,2,14,1,0,0,1,22,7,2,13,30.43,8.70,60.87,0,0,100.00,31.82,9.09,59.09
N00001252,20,6,7,7,2,0,1,1,18,6,6,6,30.00,35.00,35.00,0,50.00,50.00,33.33,33.33,33.33
N00001253,15,8,1,6,0,0,0,0,15,8,1,6,53.33,6.67,40.00,0,0,0,53.33,6.67,40.00
N00001254,6,3,1,2,0,0,0,0,6,3,1,2,50.00,16.67,33.33,0,0,0,50.00,16.67,33.33
N00001255,10,1,1,8,1,0,0,1,9,1,1,7,10.00,10.00,80.00,0,0,100.00,11.11,11.11,77.78
N00001256,4,2,1,1,0,0,0,0,4,2,1,1,50.00,25.00,25.00,0,0,0,50.00,25.00,25.00
N00001257,25,9,2,14,1,0,0,1,24,9,2,13,36.00,8.00,56.00,0,0,100.00,37.50,8.33,54.17
N00001258,18,6,2,10,1,0,0,1,17,6,2,9,33.33,11.11,55.56,0,0,100.00,35.29,11.76,52.94
N00001259,28,13,2,13,1,0,0,1,27,13,2,12,46.43,7.14,46.43,0,0,100.00,48.15,7.41,44.44
N00001260,44,15,6,23,1,0,1,0,43,15,5,23,34.09,13.64,52.27,0,100.00,0,34.88,11.63,53.49
N00001261,23,7,1,15,1,0,0,1,22,7,1,14,30.43,4.35,65.22,0,0,100.00,31.82,4.55,63.64
N00001262,31,17,6,8,1,1,0,0,30,16,6,8,54.84,19.35,25.81,100.00,0,0,53.33,20.00,26.67
N00001263,8,2,5,1,2,0,2,0,6,2,3,1,25.00,62.50,12.50,0,100.00,0,33.33,50.00,16.67
N00001264,15,4,2,9,0,0,0,0,15,4,2,9,26.67,13.33,60.00,0,0,0,26.67,13.33,60.00
N00001265,61,23,5,33,5,0,0,5,56,23,5,28,37.70,8.20,54.10,0,0,100.00,41.07,8.93,50.00
N00001266,24,10,3,11,2,0,1,1,22,10,2,10,41.67,12.50,45.83,0,50.00,50.00,45.45,9.09,45.45
N00001267,33,10,3,20,4,0,1,3,29,10,2,17,30.30,9.09,60.61,0,25.00,75.00,34.48,6.90,58.62
N00001268,25,12,4,9,6,1,2,3,19,11,2,6,48.00,16.00,36.00,16.67,33.33,50.00,57.89,10.53,31.58
N00001269,26,13,6,7,1,0,1,0,25,13,5,7,50.00,23.08,26.92,0,100.00,0,52.00,20.00,28.00
N00001270,13,6,2,5,0,0,0,0,13,6,2,5,46.15,15.38,38.46,0,0,0,46.15,15.38,38.46
N00001271,87,32,18,37,6,0,1,5,81,32,17,32,36.78,20.69,42.53,0,16.67,83.33,39.51,20.99,39.51
N00001272,11,3,0,8,0,0,0,0,11,3,0,8,27.27,0,72.73,0,0,0,27.27,0,72.73
N00001273,13,3,4,6,4,0,3,1,9,3,1,5,23.08,30.77,46.15,0,75.00,25.00,33.33,11.11,55.56
N00001274,15,5,2,8,0,0,0,0,15,5,2,8,33.33,13.33,53.33,0,0,0,33.33,13.33,53.33
N00001275,9,1,1,7,0,0,0,0,9,1,1,7,11.11,11.11,77.78,0,0,0,11.11,11.11,77.78
N00001276,14,8,2,4,0,0,0,0,14,8,2,4,57.14,14.29,28.57,0,0,0,57.14,14.29,28.57
N00001277,2,0,1,1,1,0,1,0,1,0,0,1,0,50.00,50.00,0,100.00,0,0,0,100.00
N00001278,2,2,0,0,0,0,0,0,2,2,0,0,100.00,0,0,0,0,0,100.00,0,0
N00001279,11,6,3,2,2,0,2,0,9,6,1,2,54.55,27.27,18.18,0,100.00,0,66.67,11.11,22.22
N00001280,9,5,0,4,0,0,0,0,9,5,0,4,55.56,0,44.44,0,0,0,55.56,0,44.44
N00001281,3,0,2,1,0,0,0,0,3,0,2,1,0,66.67,33.33,0,0,0,0,66.67,33.33
N00001282,5,2,2,1,0,0,0,0,5,2,2,1,40.00,40.00,20.00,0,0,0,40.00,40.00,20.00
N00001283,6,5,1,0,0,0,0,0,6,5,1,0,83.33,16.67,0,0,0,0,83.33,16.67,0
N00001284,10,6,1,3,0,0,0,0,10,6,1,3,60.00,10.00,30.00,0,0,0,60.00,10.00,30.00
N00001285,6,2,4,0,0,0,0,0,6,2,4,0,33.33,66.67,0,0,0,0,33.33,66.67,0
N00001286,7,5,2,0,1,1,0,0,6,4,2,0,71.43,28.57,0,100.00,0,0,66.67,33.33,0
N00001287,6,1,2,3,0,0,0,0,6,1,2,3,16.67,33.33,50.00,0,0,0,16.67,33.33,50.00
N00001288,8,3,2,3,2,0,2,0,6,3,0,3,37.50,25.00,37.50,0,100.00,0,50.00,0,50.00
N00001289,10,6,3,1,0,0,0,0,10,6,3,1,60.00,30.00,10.00,0,0,0,60.00,30.00,10.00
N00001290,8,5,0,3,0,0,0,0,8,5,0,3,62.50,0,37.50,0,0,0,62.50,0,37.50
N00001291,18,8,2,8,2,0,2,0,16,8,0,8,44.44,11.11,44.44,0,100.00,0,50.00,0,50.00
N00001292,53,23,15,15,4,2,1,1,49,21,14,14,43.40,28.30,28.30,50.00,25.00,25.00,42.86,28.57,28.57
N00001293,7,4,1,2,2,0,1,1,5,4,0,1,57.14,14.29,28.57,0,50.00,50.00,80.00,0,20.00
N00001294,8,1,3,4,0,0,0,0,8,1,3,4,12.50,37.50,50.00,0,0,0,12.50,37.50,50.00
N00001295,12,6,1,5,1,0,1,0,11,6,0,5,50.00,8.33,41.67,0,100.00,0,54.55,0,45.45
N00001296,23,6,3,14,2,0,1,1,21,6,2,13,26.09,13.04,60.87,0,50.00,50.00,28.57,9.52,61.90
N00001297,17,8,3,6,1,0,0,1,16,8,3,5,47.06,17.65,35.29,0,0,100.00,50.00,18.75,31.25
N00001298,40,15,4,21,4,1,0,3,36,14,4,18,37.50,10.00,52.50,25.00,0,75.00,38.89,11.11,50.00
N00001299,16,3,2,11,2,0,1,1,14,3,1,10,18.75,12.50,68.75,0,50.00,50.00,21.43,7.14,71.43
N00001300,8,2,3,3,1,0,1,0,7,2,2,3,25.00,37.50,37.50,0,100.00,0,28.57,28.57,42.86
N00001301,8,3,4,1,1,0,1,0,7,3,3,1,37.50,50.00,12.50,0,100.00,0,42.86,42.86,14.29
N00001302,123,35,16,72,4,0,1,3,119,35,15,69,28.46,13.01,58.54,0,25.00,75.00,29.41,12.61,57.98
N00001303,26,9,1,16,3,1,0,2,23,8,1,14,34.62,3.85,61.54,33.33,0,66.67,34.78,4.35,60.87
N00001304,14,5,2,7,0,0,0,0,14,5,2,7,35.71,14.29,50.00,0,0,0,35.71,14.29,50.00
N00001305,15,6,4,5,1,0,0,1,14,6,4,4,40.00,26.67,33.33,0,0,100.00,42.86,28.57,28.57
N00001306,20,7,1,12,2,0,0,2,18,7,1,10,35.00,5.00,60.00,0,0,100.00,38.89,5.56,55.56
N00001307,28,4,3,21,3,1,1,1,25,3,2,20,14.29,10.71,75.00,33.33,33.33,33.33,12.00,8.00,80.00
N00001308,25,8,7,10,3,0,2,1,22,8,5,9,32.00,28.00,40.00,0,66.67,33.33,36.36,22.73,40.91
N00001309,27,4,5,18,2,0,0,2,25,4,5,16,14.81,18.52,66.67,0,0,100.00,16.00,20.00,64.00
N00001310,85,35,10,40,8,2,1,5,77,33,9,35,41.18,11.76,47.06,25.00,12.50,62.50,42.86,11.69,45.45
N00001311,38,17,1,20,1,1,0,0,37,16,1,20,44.74,2.63,52.63,100.00,0,0,43.24,2.70,54.05
N00001312,65,20,9,36,3,1,2,0,62,19,7,36,30.77,13.85,55.38,33.33,66.67,0,30.65,11.29,58.06
N00001313,25,7,5,13,4,0,2,2,21,7,3,11,28.00,20.00,52.00,0,50.00,50.00,33.33,14.29,52.38
N00001314,21,10,1,10,2,1,0,1,19,9,1,9,47.62,4.76,47.62,50.00,0,50.00,47.37,5.26,47.37
N00001315,13,7,1,5,1,0,0,1,12,7,1,4,53.85,7.69,38.46,0,0,100.00,58.33,8.33,33.33
N00001316,21,11,0,10,0,0,0,0,21,11,0,10,52.38,0,47.62,0,0,0,52.38,0,47.62
N00001317,7,1,3,3,0,0,0,0,7,1,3,3,14.29,42.86,42.86,0,0,0,14.29,42.86,42.86
N00001318,12,5,1,6,0,0,0,0,12,5,1,6,41.67,8.33,50.00,0,0,0,41.67,8.33,50.00
N00001319,8,3,1,4,0,0,0,0,8,3,1,4,37.50,12.50,50.00,0,0,0,37.50,12.50,50.00
N00001320,7,2,2,3,1,0,1,0,6,2,1,3,28.57,28.57,42.86,0,100.00,0,33.33,16.67,50.00
N00001321,11,4,4,3,2,0,1,1,9,4,3,2,36.36,36.36,27.27,0,50.00,50.00,44.44,33.33,22.22
N00001322,28,10,2,16,0,0,0,0,28,10,2,16,35.71,7.14,57.14,0,0,0,35.71,7.14,57.14
N00001323,4,1,0,3,0,0,0,0,4,1,0,3,25.00,0,75.00,0,0,0,25.00,0,75.00
N00001324,9,2,2,5,0,0,0,0,9,2,2,5,22.22,22.22,55.56,0,0,0,22.22,22.22,55.56
N00001325,16,4,6,6,3,0,2,1,13,4,4,5,25.00,37.50,37.50,0,66.67,33.33,30.77,30.77,38.46
N00001326,2,0,0,2,0,0,0,0,2,0,0,2,0,0,100.00,0,0,0,0,0,100.00
N00001327,2,1,0,1,0,0,0,0,2,1,0,1,50.00,0,50.00,0,0,0,50.00,0,50.00
N00001328,14,5,4,5,0,0,0,0,14,5,4,5,35.71,28.57,35.71,0,0,0,35.71,28.57,35.71
N00001329,1,0,1,0,0,0,0,0,1,0,1,0,0,100.00,0,0,0,0,0,100.00,0
N00001330,3,2,1,0,1,0,1,0,2,2,0,0,66.67,33.33,0,0,100.00,0,100.00,0,0
N00001331,11,3,6,2,0,0,0,0,11,3,6,2,27.27,54.55,18.18,0,0,0,27.27,54.55,18.18
N00001332,6,2,2,2,2,0,2,0,4,2,0,2,33.33,33.33,33.33,0,100.00,0,50.00,0,50.00
N00001333,5,1,3,1,2,0,2,0,3,1,1,1,20.00,60.00,20.00,0,100.00,0,33.33,33.33,33.33
N00001334,4,1,2,1,0,0,0,0,4,1,2,1,25.00,50.00,25.00,0,0,0,25.00,50.00,25.00
N00001335,1,0,0,1,1,0,0,1,0,0,0,0,0,0,100.00,0,0,100.00,0,0,0
N00001336,5,2,3,0,2,0,2,0,3,2,1,0,40.00,60.00,0,0,100.00,0,66.67,33.33,0
N00001337,3,1,0,2,1,0,0,1,2,1,0,1,33.33,0,66.67,0,0,100.00,50.00,0,50.00
N00001338,10,6,3,1,0,0,0,0,10,6,3,1,60.00,30.00,10.00,0,0,0,60.00,30.00,10.00
N00001339,16,7,2,7,0,0,0,0,16,7,2,7,43.75,12.50,43.75,0,0,0,43.75,12.50,43.75
N00001340,35,14,9,12,1,0,1,0,34,14,8,12,40.00,25.71,34.29,0,100.00,0,41.18,23.53,35.29
N00001341,11,5,2,4,1,0,1,0,10,5,1,4,45.45,18.18,36.36,0,100.00,0,50.00,10.00,40.00
N00001342,7,3,1,3,2,1,0,1,5,2,1,2,42.86,14.29,42.86,50.00,0,50.00,40.00,20.00,40.00
N00001343,2,1,0,1,0,0,0,0,2,1,0,1,50.00,0,50.00,0,0,0,50.00,0,50.00
N00001344,6,3,2,1,0,0,0,0,6,3,2,1,50.00,33.33,16.67,0,0,0,50.00,33.33,16.67
N00001345,1,1,0,0,0,0,0,0,1,1,0,0,100.00,0,0,0,0,0,100.00,0,0
N00001346,17,6,7,4,2,1,1,0,15,5,6,4,35.29,41.18,23.53,50.00,50.00,0,33.33,40.00,26.67
N00001347,14,6,5,3,5,1,1,3,9,5,4,0,42.86,35.71,21.43,20.00,20.00,60.00,55.56,44.44,0
