GeographyCode,KS102NI0001,KS102NI0002,KS102NI0003,KS102NI0004,KS102NI0005,KS102NI0006,KS102NI0007,KS102NI0008,KS102NI0009,KS102NI0010,KS102NI0011,KS102NI0012,KS102NI0013,KS102NI0014,KS102NI0015,KS102NI0016,KS102NI0017,KS102NI0018,KS102NI0019,KS102NI0020,KS102NI0021,KS102NI0022,KS102NI0023,KS102NI0024,KS102NI0025,KS102NI0026,KS102NI0027,KS102NI0028,KS102NI0029,KS102NI0030,KS102NI0031,KS102NI0032,KS102NI0033,KS102NI0034,KS102NI0035
N00003348,599,26,19,10,35,12,18,24,70,32,72,154,37,38,28,11,13,40.02,41,4.34,3.17,1.67,5.84,2.00,3.01,4.01,11.69,5.34,12.02,25.71,6.18,6.34,4.67,1.84,2.17
N00003349,1063,115,60,38,106,15,28,22,57,70,294,152,25,54,21,5,1,30.62,31,10.82,5.64,3.57,9.97,1.41,2.63,2.07,5.36,6.59,27.66,14.30,2.35,5.08,1.98,0.47,0.09
N00003350,595,35,26,18,51,11,26,17,32,23,125,124,22,51,29,2,3,36.61,38,5.88,4.37,3.03,8.57,1.85,4.37,2.86,5.38,3.87,21.01,20.84,3.70,8.57,4.87,0.34,0.50
N00003351,413,20,12,13,42,12,13,16,27,12,75,93,23,32,20,3,0,37.51,40,4.84,2.91,3.15,10.17,2.91,3.15,3.87,6.54,2.91,18.16,22.52,5.57,7.75,4.84,0.73,0
N00003352,461,43,42,10,43,12,12,10,32,21,121,81,9,12,11,2,0,30.07,30,9.33,9.11,2.17,9.33,2.60,2.60,2.17,6.94,4.56,26.25,17.57,1.95,2.60,2.39,0.43,0
N00003353,414,42,28,16,34,9,7,15,25,27,91,78,11,22,3,3,3,31.03,30,10.14,6.76,3.86,8.21,2.17,1.69,3.62,6.04,6.52,21.98,18.84,2.66,5.31,0.72,0.72,0.72
N00003354,508,30,23,24,48,7,23,18,31,15,101,107,23,30,26,2,0,35.26,36,5.91,4.53,4.72,9.45,1.38,4.53,3.54,6.10,2.95,19.88,21.06,4.53,5.91,5.12,0.39,0
N00003355,492,28,23,15,47,4,15,19,36,27,78,112,24,34,23,7,0,36.51,39,5.69,4.67,3.05,9.55,0.81,3.05,3.86,7.32,5.49,15.85,22.76,4.88,6.91,4.67,1.42,0
N00003356,618,76,33,19,45,14,13,11,27,61,199,77,14,20,7,2,0,29.23,30,12.30,5.34,3.07,7.28,2.27,2.10,1.78,4.37,9.87,32.20,12.46,2.27,3.24,1.13,0.32,0
N00003357,336,12,13,5,25,4,13,11,22,20,48,91,30,25,13,3,1,40.17,44,3.57,3.87,1.49,7.44,1.19,3.87,3.27,6.55,5.95,14.29,27.08,8.93,7.44,3.87,0.89,0.30
N00003358,423,17,8,11,26,5,12,15,34,28,63,119,27,38,20,0,0,40.07,43,4.02,1.89,2.60,6.15,1.18,2.84,3.55,8.04,6.62,14.89,28.13,6.38,8.98,4.73,0,0
N00003359,374,25,9,8,23,5,13,11,23,18,59,94,22,40,16,5,3,40.13,43,6.68,2.41,2.14,6.15,1.34,3.48,2.94,6.15,4.81,15.78,25.13,5.88,10.70,4.28,1.34,0.80
N00003360,212,10,7,4,13,3,0,5,15,13,63,36,5,18,17,3,0,40.29,40,4.72,3.30,1.89,6.13,1.42,0,2.36,7.08,6.13,29.72,16.98,2.36,8.49,8.02,1.42,0
N00003361,279,9,9,3,13,3,5,4,14,17,51,35,19,46,37,11,3,47.99,48,3.23,3.23,1.08,4.66,1.08,1.79,1.43,5.02,6.09,18.28,12.54,6.81,16.49,13.26,3.94,1.08
N00003362,358,26,16,4,29,4,8,8,20,6,70,73,21,37,29,5,2,40.63,42,7.26,4.47,1.12,8.10,1.12,2.23,2.23,5.59,1.68,19.55,20.39,5.87,10.34,8.10,1.40,0.56
N00003363,706,24,22,15,55,7,19,19,42,24,140,150,33,93,40,13,10,42.45,44,3.40,3.12,2.12,7.79,0.99,2.69,2.69,5.95,3.40,19.83,21.25,4.67,13.17,5.67,1.84,1.42
N00003364,408,36,24,12,23,3,14,10,15,30,77,61,34,45,19,3,2,37.77,37,8.82,5.88,2.94,5.64,0.74,3.43,2.45,3.68,7.35,18.87,14.95,8.33,11.03,4.66,0.74,0.49
N00003365,470,16,8,7,24,2,12,15,35,19,51,108,67,73,23,5,5,46.32,54,3.40,1.70,1.49,5.11,0.43,2.55,3.19,7.45,4.04,10.85,22.98,14.26,15.53,4.89,1.06,1.06
N00003366,293,11,9,5,29,3,9,9,14,16,69,67,13,16,16,5,2,38.93,40,3.75,3.07,1.71,9.90,1.02,3.07,3.07,4.78,5.46,23.55,22.87,4.44,5.46,5.46,1.71,0.68
N00003367,328,9,12,4,21,5,7,9,19,12,64,71,34,21,34,3,3,43.76,45,2.74,3.66,1.22,6.40,1.52,2.13,2.74,5.79,3.66,19.51,21.65,10.37,6.40,10.37,0.91,0.91
N00003368,289,29,7,3,20,2,6,5,26,27,84,45,7,19,5,3,1,33.55,33,10.03,2.42,1.04,6.92,0.69,2.08,1.73,9.00,9.34,29.07,15.57,2.42,6.57,1.73,1.04,0.35
N00003369,284,24,4,3,5,4,3,4,24,28,60,67,15,24,16,3,0,40.37,39,8.45,1.41,1.06,1.76,1.41,1.06,1.41,8.45,9.86,21.13,23.59,5.28,8.45,5.63,1.06,0
N00003370,283,24,10,4,10,3,8,2,20,19,52,45,19,37,26,3,1,41.59,41,8.48,3.53,1.41,3.53,1.06,2.83,0.71,7.07,6.71,18.37,15.90,6.71,13.07,9.19,1.06,0.35
N00003371,321,13,7,9,9,4,6,14,24,34,75,56,12,32,23,1,2,39.76,35,4.05,2.18,2.80,2.80,1.25,1.87,4.36,7.48,10.59,23.36,17.45,3.74,9.97,7.17,0.31,0.62
N00003372,351,36,11,11,18,1,13,9,32,21,77,72,11,25,12,2,0,34.65,33,10.26,3.13,3.13,5.13,0.28,3.70,2.56,9.12,5.98,21.94,20.51,3.13,7.12,3.42,0.57,0
N00003373,309,21,10,9,28,4,10,9,18,25,61,59,10,17,22,3,3,36.68,34,6.80,3.24,2.91,9.06,1.29,3.24,2.91,5.83,8.09,19.74,19.09,3.24,5.50,7.12,0.97,0.97
N00003374,272,11,1,3,8,6,9,10,18,10,60,54,15,32,27,7,1,45.09,45,4.04,0.37,1.10,2.94,2.21,3.31,3.68,6.62,3.68,22.06,19.85,5.51,11.76,9.93,2.57,0.37
N00003375,243,17,9,4,9,2,4,8,15,25,51,50,11,18,13,4,3,38.81,36,7.00,3.70,1.65,3.70,0.82,1.65,3.29,6.17,10.29,20.99,20.58,4.53,7.41,5.35,1.65,1.23
N00003376,300,12,11,11,18,3,7,16,24,13,62,60,13,20,21,7,2,39.48,38,4.00,3.67,3.67,6.00,1.00,2.33,5.33,8.00,4.33,20.67,20.00,4.33,6.67,7.00,2.33,0.67
N00003377,252,30,7,2,10,4,7,6,21,22,53,47,10,19,12,1,1,35.60,34,11.90,2.78,0.79,3.97,1.59,2.78,2.38,8.33,8.73,21.03,18.65,3.97,7.54,4.76,0.40,0.40
N00003378,244,4,5,3,9,6,3,4,12,6,48,49,17,46,25,5,2,48.85,50,1.64,2.05,1.23,3.69,2.46,1.23,1.64,4.92,2.46,19.67,20.08,6.97,18.85,10.25,2.05,0.82
N00003379,283,21,7,2,16,3,7,5,18,19,47,68,18,32,20,0,0,40.97,44,7.42,2.47,0.71,5.65,1.06,2.47,1.77,6.36,6.71,16.61,24.03,6.36,11.31,7.07,0,0
N00003380,338,26,26,10,17,6,10,5,22,34,63,57,21,25,15,1,0,35.01,34,7.69,7.69,2.96,5.03,1.78,2.96,1.48,6.51,10.06,18.64,16.86,6.21,7.40,4.44,0.30,0
N00003381,330,35,15,6,22,4,18,13,27,26,63,46,16,25,12,2,0,33.16,29,10.61,4.55,1.82,6.67,1.21,5.45,3.94,8.18,7.88,19.09,13.94,4.85,7.58,3.64,0.61,0
N00003382,225,15,8,1,3,1,5,4,18,20,38,53,16,27,10,5,1,42.55,44,6.67,3.56,0.44,1.33,0.44,2.22,1.78,8.00,8.89,16.89,23.56,7.11,12.00,4.44,2.22,0.44
N00003383,263,24,15,5,6,1,2,8,17,14,51,34,17,41,23,4,1,41.90,41,9.13,5.70,1.90,2.28,0.38,0.76,3.04,6.46,5.32,19.39,12.93,6.46,15.59,8.75,1.52,0.38
N00003384,405,26,20,10,22,6,7,4,29,23,86,90,20,38,21,1,2,38.76,40,6.42,4.94,2.47,5.43,1.48,1.73,0.99,7.16,5.68,21.23,22.22,4.94,9.38,5.19,0.25,0.49
N00003385,448,34,15,11,29,8,17,9,13,21,90,87,29,55,25,3,2,40.26,41,7.59,3.35,2.46,6.47,1.79,3.79,2.01,2.90,4.69,20.09,19.42,6.47,12.28,5.58,0.67,0.45
N00003386,369,31,11,11,33,2,11,13,18,31,92,50,15,35,14,2,0,34.68,32,8.40,2.98,2.98,8.94,0.54,2.98,3.52,4.88,8.40,24.93,13.55,4.07,9.49,3.79,0.54,0
N00003387,341,19,14,13,21,6,10,9,10,8,45,89,21,52,19,5,0,42.70,48,5.57,4.11,3.81,6.16,1.76,2.93,2.64,2.93,2.35,13.20,26.10,6.16,15.25,5.57,1.47,0
N00003388,346,12,8,5,16,4,8,3,16,16,49,89,19,51,30,15,5,48.21,51,3.47,2.31,1.45,4.62,1.16,2.31,0.87,4.62,4.62,14.16,25.72,5.49,14.74,8.67,4.34,1.45
N00003389,376,19,6,8,22,9,29,8,15,14,54,105,37,32,15,2,1,40.66,45,5.05,1.60,2.13,5.85,2.39,7.71,2.13,3.99,3.72,14.36,27.93,9.84,8.51,3.99,0.53,0.27
N00003390,358,22,8,6,29,6,10,15,10,12,80,87,14,26,20,9,4,40.34,42,6.15,2.23,1.68,8.10,1.68,2.79,4.19,2.79,3.35,22.35,24.30,3.91,7.26,5.59,2.51,1.12
N00003391,372,34,9,2,15,1,4,2,8,20,102,64,30,54,22,4,1,42.97,42,9.14,2.42,0.54,4.03,0.27,1.08,0.54,2.15,5.38,27.42,17.20,8.06,14.52,5.91,1.08,0.27
N00003392,434,18,15,10,38,7,18,12,25,18,61,104,31,44,23,6,4,40.55,44,4.15,3.46,2.30,8.76,1.61,4.15,2.76,5.76,4.15,14.06,23.96,7.14,10.14,5.30,1.38,0.92
N00003393,424,29,16,10,15,5,8,10,20,11,79,92,31,33,32,15,18,44.94,46,6.84,3.77,2.36,3.54,1.18,1.89,2.36,4.72,2.59,18.63,21.70,7.31,7.78,7.55,3.54,4.25
N00003394,392,20,12,14,20,5,11,8,32,23,53,88,32,47,22,4,1,41.54,44,5.10,3.06,3.57,5.10,1.28,2.81,2.04,8.16,5.87,13.52,22.45,8.16,11.99,5.61,1.02,0.26
N00003395,279,11,2,1,4,0,2,3,14,17,45,61,12,47,38,14,8,52.94,55,3.94,0.72,0.36,1.43,0,0.72,1.08,5.02,6.09,16.13,21.86,4.30,16.85,13.62,5.02,2.87
N00003396,436,29,19,11,25,5,5,7,18,12,78,91,40,55,37,2,2,43.13,46,6.65,4.36,2.52,5.73,1.15,1.15,1.61,4.13,2.75,17.89,20.87,9.17,12.61,8.49,0.46,0.46
N00003397,258,11,8,7,28,4,15,10,16,15,57,69,9,8,1,0,0,33.36,37,4.26,3.10,2.71,10.85,1.55,5.81,3.88,6.20,5.81,22.09,26.74,3.49,3.10,0.39,0,0
N00003398,378,20,11,9,33,4,8,18,46,25,69,92,22,18,3,0,0,34.42,34,5.29,2.91,2.38,8.73,1.06,2.12,4.76,12.17,6.61,18.25,24.34,5.82,4.76,0.79,0,0
N00003399,416,16,4,5,28,8,17,14,43,27,64,88,34,25,19,10,14,41.28,41,3.85,0.96,1.20,6.73,1.92,4.09,3.37,10.34,6.49,15.38,21.15,8.17,6.01,4.57,2.40,3.37
N00003400,424,25,13,9,32,8,10,14,37,34,79,100,27,25,9,2,0,35.74,34,5.90,3.07,2.12,7.55,1.89,2.36,3.30,8.73,8.02,18.63,23.58,6.37,5.90,2.12,0.47,0
N00003401,369,17,9,6,23,4,15,12,37,21,52,95,29,35,12,1,1,39.56,42,4.61,2.44,1.63,6.23,1.08,4.07,3.25,10.03,5.69,14.09,25.75,7.86,9.49,3.25,0.27,0.27
N00003402,411,32,18,9,31,10,19,16,35,23,72,85,29,17,12,3,0,34.09,31,7.79,4.38,2.19,7.54,2.43,4.62,3.89,8.52,5.60,17.52,20.68,7.06,4.14,2.92,0.73,0
N00003403,269,21,11,9,20,5,17,11,24,22,46,47,20,10,6,0,0,32.22,29,7.81,4.09,3.35,7.43,1.86,6.32,4.09,8.92,8.18,17.10,17.47,7.43,3.72,2.23,0,0
N00003404,296,12,9,4,26,3,11,9,26,17,48,52,20,39,18,2,0,40.25,41,4.05,3.04,1.35,8.78,1.01,3.72,3.04,8.78,5.74,16.22,17.57,6.76,13.18,6.08,0.68,0
N00003405,343,37,12,8,23,3,8,8,25,27,78,65,19,21,6,2,1,33.86,32,10.79,3.50,2.33,6.71,0.87,2.33,2.33,7.29,7.87,22.74,18.95,5.54,6.12,1.75,0.58,0.29
N00003406,384,31,17,11,34,7,11,9,16,33,98,51,15,30,18,3,0,34.96,33,8.07,4.43,2.86,8.85,1.82,2.86,2.34,4.17,8.59,25.52,13.28,3.91,7.81,4.69,0.78,0
N00003407,558,59,10,4,15,5,9,5,25,61,154,77,45,67,18,2,2,38.59,35,10.57,1.79,0.72,2.69,0.90,1.61,0.90,4.48,10.93,27.60,13.80,8.06,12.01,3.23,0.36,0.36
N00003408,531,40,20,6,28,8,11,11,41,45,119,83,14,29,43,18,15,39.48,36,7.53,3.77,1.13,5.27,1.51,2.07,2.07,7.72,8.47,22.41,15.63,2.64,5.46,8.10,3.39,2.82
N00003409,341,22,8,6,25,4,5,4,17,37,97,41,12,40,19,4,0,38.54,38,6.45,2.35,1.76,7.33,1.17,1.47,1.17,4.99,10.85,28.45,12.02,3.52,11.73,5.57,1.17,0
N00003410,652,70,28,7,31,11,12,22,40,54,170,127,27,33,18,2,0,33.60,33,10.74,4.29,1.07,4.75,1.69,1.84,3.37,6.13,8.28,26.07,19.48,4.14,5.06,2.76,0.31,0
N00003411,283,15,19,11,22,7,7,5,15,14,92,47,11,13,4,1,0,32.96,35,5.30,6.71,3.89,7.77,2.47,2.47,1.77,5.30,4.95,32.51,16.61,3.89,4.59,1.41,0.35,0
N00003412,292,13,16,4,14,2,16,3,21,24,59,61,20,22,11,6,0,38.49,36,4.45,5.48,1.37,4.79,0.68,5.48,1.03,7.19,8.22,20.21,20.89,6.85,7.53,3.77,2.05,0
N00003413,271,10,6,6,18,3,6,11,26,26,58,48,15,22,12,3,1,38.13,36,3.69,2.21,2.21,6.64,1.11,2.21,4.06,9.59,9.59,21.40,17.71,5.54,8.12,4.43,1.11,0.37
N00003414,377,27,14,7,26,6,13,7,38,28,82,69,12,39,5,4,0,35.35,33,7.16,3.71,1.86,6.90,1.59,3.45,1.86,10.08,7.43,21.75,18.30,3.18,10.34,1.33,1.06,0
N00003415,309,21,8,8,20,4,7,8,24,19,71,60,19,29,9,2,0,37.39,38,6.80,2.59,2.59,6.47,1.29,2.27,2.59,7.77,6.15,22.98,19.42,6.15,9.39,2.91,0.65,0
N00003416,300,17,11,5,18,8,11,9,22,22,66,52,19,24,14,1,1,37.21,35,5.67,3.67,1.67,6.00,2.67,3.67,3.00,7.33,7.33,22.00,17.33,6.33,8.00,4.67,0.33,0.33
N00003417,253,21,8,5,13,0,9,14,21,12,43,45,11,21,20,6,4,39.51,36,8.30,3.16,1.98,5.14,0,3.56,5.53,8.30,4.74,17.00,17.79,4.35,8.30,7.91,2.37,1.58
N00003418,254,18,9,9,17,1,4,5,14,21,70,37,12,21,12,4,0,36.39,34,7.09,3.54,3.54,6.69,0.39,1.57,1.97,5.51,8.27,27.56,14.57,4.72,8.27,4.72,1.57,0
N00003419,314,20,13,5,15,6,10,7,18,20,61,60,15,45,15,1,3,40.12,39,6.37,4.14,1.59,4.78,1.91,3.18,2.23,5.73,6.37,19.43,19.11,4.78,14.33,4.78,0.32,0.96
N00003420,299,34,12,8,16,6,6,8,24,26,54,56,19,24,4,2,0,33.96,31,11.37,4.01,2.68,5.35,2.01,2.01,2.68,8.03,8.70,18.06,18.73,6.35,8.03,1.34,0.67,0
N00003421,295,37,16,7,12,6,6,16,24,27,59,42,6,24,11,0,2,32.40,29,12.54,5.42,2.37,4.07,2.03,2.03,5.42,8.14,9.15,20.00,14.24,2.03,8.14,3.73,0,0.68
N00003422,632,24,14,9,36,11,15,9,20,30,80,104,36,57,88,56,43,52.05,53,3.80,2.22,1.42,5.70,1.74,2.37,1.42,3.16,4.75,12.66,16.46,5.70,9.02,13.92,8.86,6.80
N00003423,516,45,18,6,24,8,11,3,23,32,121,63,24,50,48,30,10,42.98,39,8.72,3.49,1.16,4.65,1.55,2.13,0.58,4.46,6.20,23.45,12.21,4.65,9.69,9.30,5.81,1.94
N00003424,294,18,7,7,13,3,10,6,15,28,59,71,16,17,17,4,3,39.69,40,6.12,2.38,2.38,4.42,1.02,3.40,2.04,5.10,9.52,20.07,24.15,5.44,5.78,5.78,1.36,1.02
N00003425,196,14,10,4,6,2,6,4,5,16,51,37,9,17,13,1,1,38.98,38,7.14,5.10,2.04,3.06,1.02,3.06,2.04,2.55,8.16,26.02,18.88,4.59,8.67,6.63,0.51,0.51
N00003426,728,31,21,12,34,12,23,14,38,56,141,181,43,56,55,8,3,41.64,43,4.26,2.88,1.65,4.67,1.65,3.16,1.92,5.22,7.69,19.37,24.86,5.91,7.69,7.55,1.10,0.41
N00003427,300,15,7,2,16,4,7,6,26,19,64,70,13,34,15,2,0,40.23,41,5.00,2.33,0.67,5.33,1.33,2.33,2.00,8.67,6.33,21.33,23.33,4.33,11.33,5.00,0.67,0
N00003428,277,20,4,7,12,2,7,3,20,28,71,70,12,15,5,1,0,36.93,38,7.22,1.44,2.53,4.33,0.72,2.53,1.08,7.22,10.11,25.63,25.27,4.33,5.42,1.81,0.36,0
N00003429,285,24,10,10,15,1,6,11,21,17,72,40,13,24,19,0,2,36.78,34,8.42,3.51,3.51,5.26,0.35,2.11,3.86,7.37,5.96,25.26,14.04,4.56,8.42,6.67,0,0.70
N00003430,277,27,12,4,21,4,8,10,25,26,50,53,8,15,10,3,1,33.22,30,9.75,4.33,1.44,7.58,1.44,2.89,3.61,9.03,9.39,18.05,19.13,2.89,5.42,3.61,1.08,0.36
N00003431,308,25,12,8,14,3,8,12,18,26,53,47,12,33,32,3,2,39.69,36,8.12,3.90,2.60,4.55,0.97,2.60,3.90,5.84,8.44,17.21,15.26,3.90,10.71,10.39,0.97,0.65
N00003432,283,21,8,3,15,3,4,4,16,20,71,69,13,25,11,0,0,38.84,41,7.42,2.83,1.06,5.30,1.06,1.41,1.41,5.65,7.07,25.09,24.38,4.59,8.83,3.89,0,0
N00003433,279,21,22,9,22,3,7,4,15,16,76,38,9,13,22,1,1,34.31,33,7.53,7.89,3.23,7.89,1.08,2.51,1.43,5.38,5.73,27.24,13.62,3.23,4.66,7.89,0.36,0.36
N00003434,278,18,9,6,18,2,12,7,24,8,59,59,10,25,16,4,1,38.40,39,6.47,3.24,2.16,6.47,0.72,4.32,2.52,8.63,2.88,21.22,21.22,3.60,8.99,5.76,1.44,0.36
N00003435,209,5,3,1,5,2,4,7,7,2,30,35,18,53,30,6,1,53.81,61,2.39,1.44,0.48,2.39,0.96,1.91,3.35,3.35,0.96,14.35,16.75,8.61,25.36,14.35,2.87,0.48
N00003436,316,12,8,9,21,4,6,10,28,22,57,67,31,32,9,0,0,39.15,40,3.80,2.53,2.85,6.65,1.27,1.90,3.16,8.86,6.96,18.04,21.20,9.81,10.13,2.85,0,0
N00003437,339,16,5,8,19,2,12,6,26,12,50,58,25,60,32,5,3,45.54,48,4.72,1.47,2.36,5.60,0.59,3.54,1.77,7.67,3.54,14.75,17.11,7.37,17.70,9.44,1.47,0.88
N00003438,354,24,13,9,21,6,11,6,21,18,73,85,28,34,4,1,0,38.19,41,6.78,3.67,2.54,5.93,1.69,3.11,1.69,5.93,5.08,20.62,24.01,7.91,9.60,1.13,0.28,0
N00003439,272,5,1,3,8,2,3,5,11,10,25,58,29,64,38,7,3,54.71,61,1.84,0.37,1.10,2.94,0.74,1.10,1.84,4.04,3.68,9.19,21.32,10.66,23.53,13.97,2.57,1.10
N00003440,283,8,4,6,10,5,9,4,12,8,30,56,33,62,30,3,3,50.58,57,2.83,1.41,2.12,3.53,1.77,3.18,1.41,4.24,2.83,10.60,19.79,11.66,21.91,10.60,1.06,1.06
N00003441,340,12,12,12,25,3,8,8,21,14,78,71,28,33,12,2,1,39.41,40,3.53,3.53,3.53,7.35,0.88,2.35,2.35,6.18,4.12,22.94,20.88,8.24,9.71,3.53,0.59,0.29
N00003442,214,3,1,1,3,1,2,1,9,6,21,36,29,56,32,7,6,58.81,64,1.40,0.47,0.47,1.40,0.47,0.93,0.47,4.21,2.80,9.81,16.82,13.55,26.17,14.95,3.27,2.80
N00003443,713,70,30,25,51,9,15,16,41,88,188,101,34,27,16,2,0,31.66,30,9.82,4.21,3.51,7.15,1.26,2.10,2.24,5.75,12.34,26.37,14.17,4.77,3.79,2.24,0.28,0
N00003444,424,32,13,13,23,6,14,14,26,14,81,113,19,29,22,5,0,38.39,41,7.55,3.07,3.07,5.42,1.42,3.30,3.30,6.13,3.30,19.10,26.65,4.48,6.84,5.19,1.18,0
N00003445,509,46,25,20,54,13,15,11,22,31,164,79,14,12,3,0,0,29.69,31,9.04,4.91,3.93,10.61,2.55,2.95,2.16,4.32,6.09,32.22,15.52,2.75,2.36,0.59,0,0
N00003446,413,25,22,19,33,4,8,10,19,17,106,94,17,20,18,1,0,35.70,39,6.05,5.33,4.60,7.99,0.97,1.94,2.42,4.60,4.12,25.67,22.76,4.12,4.84,4.36,0.24,0
N00003447,273,13,6,4,15,7,5,7,9,16,59,70,25,26,10,1,0,41.53,44,4.76,2.20,1.47,5.49,2.56,1.83,2.56,3.30,5.86,21.61,25.64,9.16,9.52,3.66,0.37,0
N00003448,540,38,16,13,38,4,12,15,31,27,105,137,33,39,25,7,0,38.87,41,7.04,2.96,2.41,7.04,0.74,2.22,2.78,5.74,5.00,19.44,25.37,6.11,7.22,4.63,1.30,0
N00003449,431,28,18,12,37,4,16,5,16,17,85,96,22,44,27,3,1,39.41,43,6.50,4.18,2.78,8.58,0.93,3.71,1.16,3.71,3.94,19.72,22.27,5.10,10.21,6.26,0.70,0.23
N00003450,353,21,16,7,28,5,11,8,17,12,55,89,19,37,20,5,3,40.67,44,5.95,4.53,1.98,7.93,1.42,3.12,2.27,4.82,3.40,15.58,25.21,5.38,10.48,5.67,1.42,0.85
N00003451,620,55,22,17,43,6,9,19,45,60,157,110,29,43,3,2,0,33.27,32,8.87,3.55,2.74,6.94,0.97,1.45,3.06,7.26,9.68,25.32,17.74,4.68,6.94,0.48,0.32,0
N00003452,440,26,11,13,28,10,15,11,24,19,88,97,20,47,27,4,0,39.80,41,5.91,2.50,2.95,6.36,2.27,3.41,2.50,5.45,4.32,20.00,22.05,4.55,10.68,6.14,0.91,0
N00003453,376,71,24,13,13,1,2,4,54,58,96,21,5,9,4,1,0,24.40,25,18.88,6.38,3.46,3.46,0.27,0.53,1.06,14.36,15.43,25.53,5.59,1.33,2.39,1.06,0.27,0
N00003454,328,22,17,3,20,2,11,7,14,12,52,75,17,41,24,9,2,42.82,45,6.71,5.18,0.91,6.10,0.61,3.35,2.13,4.27,3.66,15.85,22.87,5.18,12.50,7.32,2.74,0.61
N00003455,305,22,8,2,19,4,9,6,23,14,55,59,13,44,23,3,1,41.64,42,7.21,2.62,0.66,6.23,1.31,2.95,1.97,7.54,4.59,18.03,19.34,4.26,14.43,7.54,0.98,0.33
N00003456,305,50,18,6,16,3,3,5,33,42,82,28,7,8,4,0,0,26.46,27,16.39,5.90,1.97,5.25,0.98,0.98,1.64,10.82,13.77,26.89,9.18,2.30,2.62,1.31,0,0
N00003457,289,18,12,10,21,2,8,4,24,16,70,46,5,23,24,2,4,37.80,35,6.23,4.15,3.46,7.27,0.69,2.77,1.38,8.30,5.54,24.22,15.92,1.73,7.96,8.30,0.69,1.38
N00003458,338,17,12,11,18,2,12,10,17,18,59,73,29,41,15,4,0,41.23,44,5.03,3.55,3.25,5.33,0.59,3.55,2.96,5.03,5.33,17.46,21.60,8.58,12.13,4.44,1.18,0
N00003459,240,15,11,5,9,2,6,2,7,3,50,44,16,38,25,5,2,45.83,47,6.25,4.58,2.08,3.75,0.83,2.50,0.83,2.92,1.25,20.83,18.33,6.67,15.83,10.42,2.08,0.83
N00003460,403,36,13,9,31,4,19,9,21,23,89,84,23,28,12,2,0,35.22,36,8.93,3.23,2.23,7.69,0.99,4.71,2.23,5.21,5.71,22.08,20.84,5.71,6.95,2.98,0.50,0
N00003461,329,11,5,1,12,2,8,4,15,5,32,56,33,52,47,22,24,56.21,61,3.34,1.52,0.30,3.65,0.61,2.43,1.22,4.56,1.52,9.73,17.02,10.03,15.81,14.29,6.69,7.29
N00003462,377,11,16,2,28,5,14,13,24,18,43,105,38,45,14,1,0,41.84,46,2.92,4.24,0.53,7.43,1.33,3.71,3.45,6.37,4.77,11.41,27.85,10.08,11.94,3.71,0.27,0
N00003463,491,41,28,11,39,4,16,8,17,12,113,109,17,51,21,3,1,37.49,40,8.35,5.70,2.24,7.94,0.81,3.26,1.63,3.46,2.44,23.01,22.20,3.46,10.39,4.28,0.61,0.20
N00003464,364,29,16,6,19,4,9,13,15,21,76,102,20,18,11,4,1,37.87,41,7.97,4.40,1.65,5.22,1.10,2.47,3.57,4.12,5.77,20.88,28.02,5.49,4.95,3.02,1.10,0.27
N00003465,267,13,4,4,9,1,5,6,11,14,53,48,19,51,25,3,1,46.97,49,4.87,1.50,1.50,3.37,0.37,1.87,2.25,4.12,5.24,19.85,17.98,7.12,19.10,9.36,1.12,0.37
N00003466,310,36,12,14,20,3,8,2,7,11,102,58,8,16,12,1,0,34.21,37,11.61,3.87,4.52,6.45,0.97,2.58,0.65,2.26,3.55,32.90,18.71,2.58,5.16,3.87,0.32,0
N00003467,473,18,16,5,24,4,3,5,13,16,96,77,43,80,61,7,5,49.04,52,3.81,3.38,1.06,5.07,0.85,0.63,1.06,2.75,3.38,20.30,16.28,9.09,16.91,12.90,1.48,1.06
N00003468,253,28,3,2,6,1,5,3,15,27,86,57,10,9,1,0,0,34.66,35,11.07,1.19,0.79,2.37,0.40,1.98,1.19,5.93,10.67,33.99,22.53,3.95,3.56,0.40,0,0
N00003469,373,38,18,10,27,5,7,7,21,21,107,72,13,21,4,2,0,32.90,35,10.19,4.83,2.68,7.24,1.34,1.88,1.88,5.63,5.63,28.69,19.30,3.49,5.63,1.07,0.54,0
N00003470,336,10,11,3,22,3,12,12,19,10,55,83,28,44,22,1,1,43.42,46,2.98,3.27,0.89,6.55,0.89,3.57,3.57,5.65,2.98,16.37,24.70,8.33,13.10,6.55,0.30,0.30
N00003471,274,18,10,7,13,3,7,8,19,19,53,59,13,24,18,3,0,39.34,42,6.57,3.65,2.55,4.74,1.09,2.55,2.92,6.93,6.93,19.34,21.53,4.74,8.76,6.57,1.09,0
N00003472,310,24,13,4,15,6,11,5,13,21,70,65,20,27,15,1,0,38.27,40,7.74,4.19,1.29,4.84,1.94,3.55,1.61,4.19,6.77,22.58,20.97,6.45,8.71,4.84,0.32,0
N00003473,365,21,19,14,27,4,12,11,25,27,74,90,16,16,8,1,0,34.24,36,5.75,5.21,3.84,7.40,1.10,3.29,3.01,6.85,7.40,20.27,24.66,4.38,4.38,2.19,0.27,0
N00003474,449,35,25,15,21,7,11,9,19,6,96,84,41,35,29,9,7,40.95,42,7.80,5.57,3.34,4.68,1.56,2.45,2.00,4.23,1.34,21.38,18.71,9.13,7.80,6.46,2.00,1.56
