GeographyCode,KS405NI0001,KS405NI0002,KS405NI0003,KS405NI0004,KS405NI0005,KS405NI0006,KS405NI0007,KS405NI0008,KS405NI0009,KS405NI0010,KS405NI0011,KS405NI0012
N00000358,140,50,67,20,3,0,116,35.71,47.86,14.29,2.14,0
N00000359,389,194,153,33,8,1,249,49.87,39.33,8.48,2.06,0.26
N00000360,130,15,37,47,18,13,237,11.54,28.46,36.15,13.85,10.00
N00000361,148,28,61,44,10,5,205,18.92,41.22,29.73,6.76,3.38
N00000362,126,10,40,46,19,11,236,7.94,31.75,36.51,15.08,8.73
N00000363,150,11,46,60,19,14,283,7.33,30.67,40.00,12.67,9.33
N00000364,150,15,48,54,21,12,269,10.00,32.00,36.00,14.00,8.00
N00000365,86,20,34,23,7,2,110,23.26,39.53,26.74,8.14,2.33
N00000366,187,29,82,64,9,3,250,15.51,43.85,34.22,4.81,1.60
N00000367,143,37,63,31,9,3,164,25.87,44.06,21.68,6.29,2.10
N00000368,170,10,58,65,25,12,319,5.88,34.12,38.24,14.71,7.06
N00000369,141,11,46,56,22,6,249,7.80,32.62,39.72,15.60,4.26
N00000370,172,16,59,68,18,11,297,9.30,34.30,39.53,10.47,6.40
N00000371,141,8,53,56,13,11,263,5.67,37.59,39.72,9.22,7.80
N00000372,135,9,54,57,12,3,218,6.67,40.00,42.22,8.89,2.22
N00000373,178,10,83,65,13,7,283,5.62,46.63,36.52,7.30,3.93
N00000374,132,10,50,59,7,6,216,7.58,37.88,44.70,5.30,4.55
N00000375,134,19,56,45,12,2,191,14.18,41.79,33.58,8.96,1.49
N00000376,116,19,53,35,7,2,153,16.38,45.69,30.17,6.03,1.72
N00000377,119,14,65,33,6,1,153,11.76,54.62,27.73,5.04,0.84
N00000378,118,32,61,22,3,0,114,27.12,51.69,18.64,2.54,0
N00000379,164,9,70,61,19,5,272,5.49,42.68,37.20,11.59,3.05
N00000380,168,6,53,71,20,18,337,3.57,31.55,42.26,11.90,10.71
N00000381,333,54,170,84,17,8,435,16.22,51.05,25.23,5.11,2.40
N00000382,183,9,75,69,21,9,314,4.92,40.98,37.70,11.48,4.92
N00000383,144,9,53,56,18,8,255,6.25,36.81,38.89,12.50,5.56
N00000384,145,11,50,54,24,6,254,7.59,34.48,37.24,16.55,4.14
N00000385,135,3,38,63,15,16,286,2.22,28.15,46.67,11.11,11.85
N00000386,125,51,55,14,5,0,98,40.80,44.00,11.20,4.00,0
N00000387,106,45,46,10,4,1,82,42.45,43.40,9.43,3.77,0.94
N00000388,603,166,276,130,25,6,652,27.53,45.77,21.56,4.15,1.00
N00000389,156,27,57,57,9,6,227,17.31,36.54,36.54,5.77,3.85
N00000390,321,13,88,153,37,30,641,4.05,27.41,47.66,11.53,9.35
N00000391,173,5,49,71,32,16,370,2.89,28.32,41.04,18.50,9.25
N00000392,518,22,215,206,49,26,892,4.25,41.51,39.77,9.46,5.02
N00000393,178,7,68,75,19,9,312,3.93,38.20,42.13,10.67,5.06
N00000394,141,5,47,55,21,13,277,3.55,33.33,39.01,14.89,9.22
N00000395,142,5,44,55,22,16,294,3.52,30.99,38.73,15.49,11.27
N00000396,134,1,49,57,19,8,258,0.75,36.57,42.54,14.18,5.97
N00000397,189,10,66,71,30,12,349,5.29,34.92,37.57,15.87,6.35
N00000398,165,15,49,77,18,6,285,9.09,29.70,46.67,10.91,3.64
N00000399,130,16,55,39,16,4,199,12.31,42.31,30.00,12.31,3.08
N00000400,112,47,42,14,7,2,100,41.96,37.50,12.50,6.25,1.79
N00000401,117,30,51,21,10,5,144,25.64,43.59,17.95,8.55,4.27
N00000402,123,47,49,18,8,1,113,38.21,39.84,14.63,6.50,0.81
N00000403,208,47,89,56,10,6,255,22.60,42.79,26.92,4.81,2.88
N00000404,121,36,66,17,1,1,107,29.75,54.55,14.05,0.83,0.83
N00000405,105,39,46,16,3,1,91,37.14,43.81,15.24,2.86,0.95
N00000406,121,5,36,54,14,12,240,4.13,29.75,44.63,11.57,9.92
N00000407,344,26,121,133,39,25,615,7.56,35.17,38.66,11.34,7.27
N00000408,146,8,56,57,15,10,262,5.48,38.36,39.04,10.27,6.85
N00000409,143,8,65,51,11,8,234,5.59,45.45,35.66,7.69,5.59
N00000410,136,4,40,50,27,15,289,2.94,29.41,36.76,19.85,11.03
N00000411,128,20,48,43,11,6,191,15.63,37.50,33.59,8.59,4.69
N00000412,138,6,46,55,13,18,282,4.35,33.33,39.86,9.42,13.04
N00000413,131,3,34,57,20,17,283,2.29,25.95,43.51,15.27,12.98
N00000414,125,7,31,64,17,6,237,5.60,24.80,51.20,13.60,4.80
N00000415,162,18,63,60,18,3,249,11.11,38.89,37.04,11.11,1.85
N00000416,133,7,38,55,22,11,263,5.26,28.57,41.35,16.54,8.27
N00000417,187,11,77,79,13,7,302,5.88,41.18,42.25,6.95,3.74
N00000418,313,30,119,117,33,14,509,9.58,38.02,37.38,10.54,4.47
N00000419,139,10,44,59,16,10,250,7.19,31.65,42.45,11.51,7.19
N00000420,138,16,57,45,13,7,216,11.59,41.30,32.61,9.42,5.07
N00000421,185,9,68,83,22,3,313,4.86,36.76,44.86,11.89,1.62
N00000422,170,28,90,39,11,2,209,16.47,52.94,22.94,6.47,1.18
N00000423,152,6,43,76,17,10,291,3.95,28.29,50.00,11.18,6.58
N00000424,180,17,74,60,19,10,298,9.44,41.11,33.33,10.56,5.56
N00000425,121,7,40,56,13,5,212,5.79,33.06,46.28,10.74,4.13
N00000426,123,17,61,35,8,2,166,13.82,49.59,28.46,6.50,1.63
N00000427,133,21,56,40,14,2,186,15.79,42.11,30.08,10.53,1.50
N00000428,146,15,58,57,11,5,225,10.27,39.73,39.04,7.53,3.42
N00000429,152,12,52,61,16,11,272,7.89,34.21,40.13,10.53,7.24
N00000430,154,2,50,67,18,17,314,1.30,32.47,43.51,11.69,11.04
N00000431,137,19,63,46,4,5,187,13.87,45.99,33.58,2.92,3.65
N00000432,118,35,40,36,6,1,135,29.66,33.90,30.51,5.08,0.85
N00000433,141,53,65,17,4,2,120,37.59,46.10,12.06,2.84,1.42
N00000434,179,39,80,48,9,3,231,21.79,44.69,26.82,5.03,1.68
N00000435,173,48,70,42,9,4,198,27.75,40.46,24.28,5.20,2.31
N00000436,174,9,70,65,21,9,304,5.17,40.23,37.36,12.07,5.17
N00000437,195,8,58,90,23,16,380,4.10,29.74,46.15,11.79,8.21
N00000438,153,9,34,63,33,14,320,5.88,22.22,41.18,21.57,9.15
N00000439,134,11,38,55,14,16,258,8.21,28.36,41.04,10.45,11.94
N00000440,127,5,45,59,11,7,226,3.94,35.43,46.46,8.66,5.51
N00000441,121,12,56,39,8,6,185,9.92,46.28,32.23,6.61,4.96
N00000442,167,30,71,54,10,2,218,17.96,42.51,32.34,5.99,1.20
N00000443,164,1,62,74,20,7,305,0.61,37.80,45.12,12.20,4.27
N00000444,257,78,119,46,10,4,271,30.35,46.30,17.90,3.89,1.56
N00000445,141,2,53,63,19,4,256,1.42,37.59,44.68,13.48,2.84
N00000446,130,11,52,50,14,3,207,8.46,40.00,38.46,10.77,2.31
N00000447,117,12,49,41,10,5,182,10.26,41.88,35.04,8.55,4.27
N00000448,128,70,44,11,1,2,81,54.69,34.38,8.59,0.78,1.56
N00000449,146,12,37,58,27,12,285,8.22,25.34,39.73,18.49,8.22
N00000450,178,20,58,76,15,9,299,11.24,32.58,42.70,8.43,5.06
N00000451,189,18,85,65,16,5,283,9.52,44.97,34.39,8.47,2.65
N00000452,157,18,47,65,20,7,267,11.46,29.94,41.40,12.74,4.46
N00000453,149,37,71,30,6,5,171,24.83,47.65,20.13,4.03,3.36
N00000454,162,5,51,57,28,21,337,3.09,31.48,35.19,17.28,12.96
N00000455,111,22,47,36,5,1,138,19.82,42.34,32.43,4.50,0.90
N00000456,118,3,43,53,15,4,212,2.54,36.44,44.92,12.71,3.39
N00000457,126,6,58,44,11,7,207,4.76,46.03,34.92,8.73,5.56
N00000458,129,8,38,60,13,10,240,6.20,29.46,46.51,10.08,7.75
N00000459,247,26,96,97,20,8,384,10.53,38.87,39.27,8.10,3.24
N00000460,138,20,66,44,6,2,180,14.49,47.83,31.88,4.35,1.45
N00000461,157,14,58,61,21,3,255,8.92,36.94,38.85,13.38,1.91
N00000462,101,25,49,23,3,1,108,24.75,48.51,22.77,2.97,0.99
N00000463,343,81,162,81,14,5,388,23.62,47.23,23.62,4.08,1.46
N00000464,156,13,62,66,9,6,245,8.33,39.74,42.31,5.77,3.85
N00000465,129,31,62,32,4,0,138,24.03,48.06,24.81,3.10,0
N00000466,138,6,42,56,19,15,272,4.35,30.43,40.58,13.77,10.87
N00000467,131,26,60,30,10,5,170,19.85,45.80,22.90,7.63,3.82
N00000468,116,9,42,46,14,5,197,7.76,36.21,39.66,12.07,4.31
N00000469,154,13,64,61,11,5,240,8.44,41.56,39.61,7.14,3.25
N00000470,122,27,62,29,4,0,132,22.13,50.82,23.77,3.28,0
N00000471,126,24,70,28,4,0,138,19.05,55.56,22.22,3.17,0
N00000472,133,54,61,15,3,0,100,40.60,45.86,11.28,2.26,0
N00000473,108,39,45,20,2,2,99,36.11,41.67,18.52,1.85,1.85
N00000474,118,24,59,30,4,1,135,20.34,50.00,25.42,3.39,0.85
N00000475,116,50,49,14,3,0,86,43.10,42.24,12.07,2.59,0
N00000476,119,31,64,17,5,2,123,26.05,53.78,14.29,4.20,1.68
N00000477,283,17,103,123,32,8,479,6.01,36.40,43.46,11.31,2.83
N00000478,129,56,56,14,3,0,93,43.41,43.41,10.85,2.33,0
N00000479,117,4,49,50,12,2,193,3.42,41.88,42.74,10.26,1.71
N00000480,132,11,59,46,14,2,201,8.33,44.70,34.85,10.61,1.52
N00000481,175,28,67,56,20,4,256,16.00,38.29,32.00,11.43,2.29
N00000482,121,44,60,13,3,1,102,36.36,49.59,10.74,2.48,0.83
N00000483,115,7,50,43,11,4,188,6.09,43.48,37.39,9.57,3.48
N00000484,139,27,68,38,5,1,163,19.42,48.92,27.34,3.60,0.72
N00000485,108,20,51,27,7,3,138,18.52,47.22,25.00,6.48,2.78
N00000486,116,8,31,58,14,5,209,6.90,26.72,50.00,12.07,4.31
N00000487,113,6,41,47,10,9,208,5.31,36.28,41.59,8.85,7.96
N00000488,134,7,40,63,19,5,244,5.22,29.85,47.01,14.18,3.73
N00000489,107,7,44,47,7,2,167,6.54,41.12,43.93,6.54,1.87
N00000490,194,12,77,85,13,7,321,6.19,39.69,43.81,6.70,3.61
N00000491,166,5,64,77,15,5,287,3.01,38.55,46.39,9.04,3.01
N00000492,177,25,76,53,14,9,266,14.12,42.94,29.94,7.91,5.08
N00000493,140,9,63,49,16,3,221,6.43,45.00,35.00,11.43,2.14
N00000494,347,32,171,113,27,4,496,9.22,49.28,32.56,7.78,1.15
N00000495,136,7,64,55,8,2,210,5.15,47.06,40.44,5.88,1.47
N00000496,310,19,130,140,19,2,475,6.13,41.94,45.16,6.13,0.65
N00000497,328,33,143,130,15,7,478,10.06,43.60,39.63,4.57,2.13
N00000498,128,10,57,44,14,3,200,7.81,44.53,34.38,10.94,2.34
N00000499,129,24,72,27,5,1,145,18.60,55.81,20.93,3.88,0.78
N00000500,249,125,99,20,5,0,154,50.20,39.76,8.03,2.01,0
N00000501,151,83,55,13,0,0,81,54.97,36.42,8.61,0,0
N00000502,89,48,32,7,1,1,53,53.93,35.96,7.87,1.12,1.12
N00000503,133,56,60,14,1,2,99,42.11,45.11,10.53,0.75,1.50
N00000504,108,52,52,2,1,1,63,48.15,48.15,1.85,0.93,0.93
N00000505,94,39,33,18,3,1,82,41.49,35.11,19.15,3.19,1.06
N00000506,113,15,59,30,6,3,149,13.27,52.21,26.55,5.31,2.65
N00000507,114,52,50,11,1,0,75,45.61,43.86,9.65,0.88,0
N00000508,129,29,65,29,4,2,143,22.48,50.39,22.48,3.10,1.55
N00000509,127,60,48,15,2,2,93,47.24,37.80,11.81,1.57,1.57
N00000510,108,59,35,9,5,0,68,54.63,32.41,8.33,4.63,0
N00000511,157,15,63,59,17,3,244,9.55,40.13,37.58,10.83,1.91
N00000512,174,22,69,54,23,6,273,12.64,39.66,31.03,13.22,3.45
N00000513,131,13,60,46,9,3,192,9.92,45.80,35.11,6.87,2.29
N00000514,141,4,73,53,9,2,214,2.84,51.77,37.59,6.38,1.42
N00000515,124,10,44,58,8,4,200,8.06,35.48,46.77,6.45,3.23
N00000516,92,8,42,34,5,3,139,8.70,45.65,36.96,5.43,3.26
N00000517,125,7,52,49,11,6,207,5.60,41.60,39.20,8.80,4.80
N00000518,119,9,42,44,17,7,211,7.56,35.29,36.97,14.29,5.88
N00000519,118,14,57,33,13,1,166,11.86,48.31,27.97,11.02,0.85
N00000520,269,52,132,70,11,4,322,19.33,49.07,26.02,4.09,1.49
N00000521,183,28,105,35,12,3,224,15.30,57.38,19.13,6.56,1.64
N00000522,181,18,91,56,6,10,263,9.94,50.28,30.94,3.31,5.52
N00000523,154,11,68,55,17,3,249,7.14,44.16,35.71,11.04,1.95
N00000524,177,7,58,85,21,6,317,3.95,32.77,48.02,11.86,3.39
N00000525,211,57,99,42,11,2,224,27.01,46.92,19.91,5.21,0.95
N00000526,117,50,49,15,3,0,88,42.74,41.88,12.82,2.56,0
N00000527,133,50,63,18,1,1,107,37.59,47.37,13.53,0.75,0.75
N00000528,111,51,54,6,0,0,66,45.95,48.65,5.41,0,0
N00000529,135,70,58,7,0,0,72,51.85,42.96,5.19,0,0
N00000530,130,39,74,14,2,1,112,30.00,56.92,10.77,1.54,0.77
N00000531,151,67,67,14,3,0,104,44.37,44.37,9.27,1.99,0
N00000532,105,53,45,6,1,0,60,50.48,42.86,5.71,0.95,0
N00000533,159,108,45,5,0,1,59,67.92,28.30,3.14,0,0.63
N00000534,169,6,53,85,22,3,302,3.55,31.36,50.30,13.02,1.78
N00000535,183,10,40,82,33,18,380,5.46,21.86,44.81,18.03,9.84
N00000536,148,8,50,67,15,8,273,5.41,33.78,45.27,10.14,5.41
N00000537,142,4,42,58,23,15,290,2.82,29.58,40.85,16.20,10.56
N00000538,148,7,52,51,28,10,284,4.73,35.14,34.46,18.92,6.76
N00000539,139,8,56,53,16,6,240,5.76,40.29,38.13,11.51,4.32
N00000540,123,8,56,44,6,9,199,6.50,45.53,35.77,4.88,7.32
N00000541,158,7,66,66,15,4,260,4.43,41.77,41.77,9.49,2.53
N00000542,130,39,45,34,9,3,153,30.00,34.62,26.15,6.92,2.31
N00000543,138,20,49,57,11,1,200,14.49,35.51,41.30,7.97,0.72
N00000544,128,37,66,17,6,2,126,28.91,51.56,13.28,4.69,1.56
N00000545,126,27,57,35,5,2,151,21.43,45.24,27.78,3.97,1.59
N00000546,120,27,57,33,3,0,132,22.50,47.50,27.50,2.50,0
N00000547,143,38,70,29,5,1,147,26.57,48.95,20.28,3.50,0.70
N00000548,114,23,49,30,8,4,149,20.18,42.98,26.32,7.02,3.51
N00000549,115,63,48,3,1,0,57,54.78,41.74,2.61,0.87,0
N00000550,180,42,76,52,8,2,214,23.33,42.22,28.89,4.44,1.11
N00000551,100,35,45,17,3,0,88,35.00,45.00,17.00,3.00,0
N00000552,101,18,53,26,2,2,119,17.82,52.48,25.74,1.98,1.98
N00000553,131,43,63,22,3,0,116,32.82,48.09,16.79,2.29,0
N00000554,103,43,54,6,0,0,66,41.75,52.43,5.83,0,0
N00000555,110,53,43,11,2,1,75,48.18,39.09,10.00,1.82,0.91
N00000556,115,39,67,7,0,2,89,33.91,58.26,6.09,0,1.74
N00000557,167,4,47,78,18,20,341,2.40,28.14,46.71,10.78,11.98
N00000558,148,6,39,66,19,18,315,4.05,26.35,44.59,12.84,12.16
N00000559,124,7,41,51,14,11,240,5.65,33.06,41.13,11.29,8.87
N00000560,146,7,50,51,26,12,281,4.79,34.25,34.93,17.81,8.22
N00000561,162,15,41,73,20,13,306,9.26,25.31,45.06,12.35,8.02
N00000562,143,10,64,49,12,8,237,6.99,44.76,34.27,8.39,5.59
N00000563,356,98,186,59,9,4,347,27.53,52.25,16.57,2.53,1.12
N00000564,138,48,65,19,5,1,122,34.78,47.10,13.77,3.62,0.72
N00000565,124,56,51,14,1,2,90,45.16,41.13,11.29,0.81,1.61
N00000566,123,29,56,29,5,4,145,23.58,45.53,23.58,4.07,3.25
N00000567,200,18,78,84,14,6,314,9.00,39.00,42.00,7.00,3.00
N00000568,130,7,60,49,11,3,203,5.38,46.15,37.69,8.46,2.31
N00000569,167,41,89,28,9,0,172,24.55,53.29,16.77,5.39,0
N00000570,129,8,53,50,16,2,209,6.20,41.09,38.76,12.40,1.55
N00000571,120,5,38,48,21,8,233,4.17,31.67,40.00,17.50,6.67
N00000572,200,9,67,89,28,7,359,4.50,33.50,44.50,14.00,3.50
N00000573,138,4,37,72,15,10,267,2.90,26.81,52.17,10.87,7.25
N00000574,149,2,52,70,18,7,276,1.34,34.90,46.98,12.08,4.70
N00000575,160,7,44,70,27,12,319,4.38,27.50,43.75,16.88,7.50
N00000576,131,14,62,41,10,4,191,10.69,47.33,31.30,7.63,3.05
N00000577,154,11,61,58,14,10,260,7.14,39.61,37.66,9.09,6.49
N00000578,243,18,93,93,24,15,413,7.41,38.27,38.27,9.88,6.17
N00000579,149,12,54,58,16,9,256,8.05,36.24,38.93,10.74,6.04
N00000580,177,14,74,61,18,10,295,7.91,41.81,34.46,10.17,5.65
N00000581,160,5,38,69,24,24,362,3.13,23.75,43.13,15.00,15.00
N00000582,142,7,43,62,19,11,273,4.93,30.28,43.66,13.38,7.75
N00000583,118,9,44,42,15,8,208,7.63,37.29,35.59,12.71,6.78
N00000584,157,8,43,75,24,7,296,5.10,27.39,47.77,15.29,4.46
N00000585,155,14,38,63,26,14,304,9.03,24.52,40.65,16.77,9.03
N00000586,154,6,44,70,21,13,302,3.90,28.57,45.45,13.64,8.44
N00000587,154,5,33,66,27,23,358,3.25,21.43,42.86,17.53,14.94
N00000588,139,6,51,54,21,7,253,4.32,36.69,38.85,15.11,5.04
N00000589,182,13,39,82,27,21,385,7.14,21.43,45.05,14.84,11.54
N00000590,137,8,45,47,22,15,271,5.84,32.85,34.31,16.06,10.95
N00000591,155,7,58,52,22,16,299,4.52,37.42,33.55,14.19,10.32
N00000592,188,18,73,85,10,2,281,9.57,38.83,45.21,5.32,1.06
N00000593,171,5,39,83,26,18,360,2.92,22.81,48.54,15.20,10.53
N00000594,130,7,34,55,27,7,258,5.38,26.15,42.31,20.77,5.38
N00000595,185,12,56,85,22,10,334,6.49,30.27,45.95,11.89,5.41
N00000596,120,13,54,36,12,5,188,10.83,45.00,30.00,10.00,4.17
N00000597,121,57,56,7,1,0,73,47.11,46.28,5.79,0.83,0
N00000598,152,64,72,14,2,0,106,42.11,47.37,9.21,1.32,0
N00000599,114,70,33,6,4,1,61,61.40,28.95,5.26,3.51,0.88
N00000600,122,18,65,28,7,4,158,14.75,53.28,22.95,5.74,3.28
N00000601,133,24,74,31,3,1,149,18.05,55.64,23.31,2.26,0.75
N00000602,111,13,64,29,4,1,139,11.71,57.66,26.13,3.60,0.90
N00000603,151,26,55,58,10,2,209,17.22,36.42,38.41,6.62,1.32
N00000604,132,27,47,37,14,7,196,20.45,35.61,28.03,10.61,5.30
N00000605,196,23,93,62,15,3,275,11.73,47.45,31.63,7.65,1.53
N00000606,124,6,51,54,11,2,201,4.84,41.13,43.55,8.87,1.61
N00000607,129,43,55,25,5,1,124,33.33,42.64,19.38,3.88,0.78
N00000608,138,8,46,59,12,13,256,5.80,33.33,42.75,8.70,9.42
N00000609,136,12,39,64,17,4,236,8.82,28.68,47.06,12.50,2.94
N00000610,147,9,47,60,24,7,268,6.12,31.97,40.82,16.33,4.76
N00000611,122,11,46,42,17,6,206,9.02,37.70,34.43,13.93,4.92
N00000612,246,89,125,29,2,1,193,36.18,50.81,11.79,0.81,0.41
N00000613,112,50,51,9,2,0,75,44.64,45.54,8.04,1.79,0
N00000614,119,63,46,8,2,0,68,52.94,38.66,6.72,1.68,0
N00000615,87,43,39,5,0,0,49,49.43,44.83,5.75,0,0
N00000616,129,38,71,15,3,2,119,29.46,55.04,11.63,2.33,1.55
N00000617,133,44,70,16,1,2,115,33.08,52.63,12.03,0.75,1.50
N00000618,271,101,116,46,7,1,233,37.27,42.80,16.97,2.58,0.37
N00000619,141,6,59,61,12,3,230,4.26,41.84,43.26,8.51,2.13
N00000620,139,10,72,48,8,1,197,7.19,51.80,34.53,5.76,0.72
N00000621,176,39,89,43,4,1,191,22.16,50.57,24.43,2.27,0.57
N00000622,164,35,77,42,7,3,194,21.34,46.95,25.61,4.27,1.83
N00000623,125,25,48,34,12,6,176,20.00,38.40,27.20,9.60,4.80
N00000624,160,7,38,79,24,12,323,4.38,23.75,49.38,15.00,7.50
N00000625,118,30,57,21,9,1,130,25.42,48.31,17.80,7.63,0.85
N00000626,156,9,44,62,20,21,328,5.77,28.21,39.74,12.82,13.46
N00000627,159,9,58,57,24,11,295,5.66,36.48,35.85,15.09,6.92
N00000628,141,9,53,46,23,10,259,6.38,37.59,32.62,16.31,7.09
N00000629,171,42,65,48,14,2,211,24.56,38.01,28.07,8.19,1.17
N00000630,126,43,56,20,5,2,119,34.13,44.44,15.87,3.97,1.59
N00000631,137,4,43,57,20,13,274,2.92,31.39,41.61,14.60,9.49
N00000632,156,9,48,64,23,12,298,5.77,30.77,41.03,14.74,7.69
N00000633,126,7,40,55,17,7,231,5.56,31.75,43.65,13.49,5.56
N00000634,166,5,48,74,25,14,330,3.01,28.92,44.58,15.06,8.43
N00000635,153,8,55,59,23,8,276,5.23,35.95,38.56,15.03,5.23
N00000636,143,7,51,45,27,13,278,4.90,35.66,31.47,18.88,9.09
N00000637,305,57,142,82,19,5,384,18.69,46.56,26.89,6.23,1.64
N00000638,136,12,60,45,15,4,211,8.82,44.12,33.09,11.03,2.94
N00000639,143,13,68,44,15,3,213,9.09,47.55,30.77,10.49,2.10
N00000640,132,31,56,28,13,4,167,23.48,42.42,21.21,9.85,3.03
N00000641,129,12,52,51,10,4,200,9.30,40.31,39.53,7.75,3.10
N00000642,145,19,72,45,8,1,190,13.10,49.66,31.03,5.52,0.69
N00000643,148,11,59,55,14,9,250,7.43,39.86,37.16,9.46,6.08
N00000644,184,19,84,58,20,3,275,10.33,45.65,31.52,10.87,1.63
N00000645,136,14,54,39,20,9,232,10.29,39.71,28.68,14.71,6.62
N00000646,124,8,46,49,14,7,217,6.45,37.10,39.52,11.29,5.65
N00000647,300,80,139,60,16,5,327,26.67,46.33,20.00,5.33,1.67
N00000648,129,11,53,45,15,5,210,8.53,41.09,34.88,11.63,3.88
N00000649,132,3,47,52,19,11,260,2.27,35.61,39.39,14.39,8.33
N00000650,229,23,98,93,13,2,332,10.04,42.79,40.61,5.68,0.87
N00000651,122,57,49,12,4,0,85,46.72,40.16,9.84,3.28,0
N00000652,200,11,83,100,4,2,303,5.50,41.50,50.00,2.00,1.00
N00000653,116,11,48,42,10,5,182,9.48,41.38,36.21,8.62,4.31
N00000654,114,46,45,14,7,2,104,40.35,39.47,12.28,6.14,1.75
N00000655,141,18,75,38,7,3,187,12.77,53.19,26.95,4.96,2.13
N00000656,115,44,43,20,5,3,111,38.26,37.39,17.39,4.35,2.61
N00000657,318,38,134,115,21,10,467,11.95,42.14,36.16,6.60,3.14
N00000658,123,8,38,52,19,6,223,6.50,30.89,42.28,15.45,4.88
N00000659,142,8,63,45,19,7,239,5.63,44.37,31.69,13.38,4.93
N00000660,153,36,72,35,6,4,181,23.53,47.06,22.88,3.92,2.61
N00000661,141,12,46,56,16,11,251,8.51,32.62,39.72,11.35,7.80
N00000662,140,14,60,55,7,4,208,10.00,42.86,39.29,5.00,2.86
N00000663,148,15,50,55,25,3,249,10.14,33.78,37.16,16.89,2.03
N00000664,148,26,56,46,17,3,213,17.57,37.84,31.08,11.49,2.03
N00000665,145,18,56,44,18,9,239,12.41,38.62,30.34,12.41,6.21
N00000666,132,9,39,60,14,10,248,6.82,29.55,45.45,10.61,7.58
N00000667,137,9,49,53,14,12,252,6.57,35.77,38.69,10.22,8.76
N00000668,127,26,65,31,1,4,151,20.47,51.18,24.41,0.79,3.15
N00000669,151,15,61,60,7,8,240,9.93,40.40,39.74,4.64,5.30
N00000670,126,23,66,27,6,4,155,18.25,52.38,21.43,4.76,3.17
N00000671,130,44,66,13,3,4,119,33.85,50.77,10.00,2.31,3.08
N00000672,131,13,69,39,9,1,178,9.92,52.67,29.77,6.87,0.76
N00000673,353,69,161,97,22,4,437,19.55,45.61,27.48,6.23,1.13
N00000674,130,5,67,50,5,3,194,3.85,51.54,38.46,3.85,2.31
N00000675,144,7,52,68,16,1,240,4.86,36.11,47.22,11.11,0.69
N00000676,294,57,142,75,14,6,358,19.39,48.30,25.51,4.76,2.04
N00000677,143,65,63,13,1,1,96,45.45,44.06,9.09,0.70,0.70
N00000678,161,13,52,60,19,17,303,8.07,32.30,37.27,11.80,10.56
N00000679,167,8,45,76,27,11,326,4.79,26.95,45.51,16.17,6.59
N00000680,139,37,45,39,10,8,190,26.62,32.37,28.06,7.19,5.76
N00000681,138,9,66,46,11,6,219,6.52,47.83,33.33,7.97,4.35
N00000682,143,7,46,45,24,21,308,4.90,32.17,31.47,16.78,14.69
N00000683,132,8,41,62,15,6,235,6.06,31.06,46.97,11.36,4.55
N00000684,202,21,89,59,18,15,339,10.40,44.06,29.21,8.91,7.43
N00000685,121,31,58,26,5,1,129,25.62,47.93,21.49,4.13,0.83
N00000686,148,7,44,54,29,14,310,4.73,29.73,36.49,19.59,9.46
N00000687,135,18,49,57,7,4,201,13.33,36.30,42.22,5.19,2.96
N00000688,132,6,49,47,21,9,250,4.55,37.12,35.61,15.91,6.82
N00000689,136,7,44,55,15,15,269,5.15,32.35,40.44,11.03,11.03
N00000690,119,23,65,27,3,1,132,19.33,54.62,22.69,2.52,0.84
N00000691,129,41,64,20,4,0,116,31.78,49.61,15.50,3.10,0
N00000692,129,62,54,12,0,1,82,48.06,41.86,9.30,0,0.78
N00000693,125,52,42,25,5,1,111,41.60,33.60,20.00,4.00,0.80
N00000694,356,71,175,99,10,1,407,19.94,49.16,27.81,2.81,0.28
N00000695,201,23,96,72,7,3,273,11.44,47.76,35.82,3.48,1.49
N00000696,114,69,38,7,0,0,52,60.53,33.33,6.14,0,0
N00000697,149,17,54,60,12,6,241,11.41,36.24,40.27,8.05,4.03
N00000698,187,33,83,49,18,4,252,17.65,44.39,26.20,9.63,2.14
N00000699,148,73,59,14,2,0,93,49.32,39.86,9.46,1.35,0
N00000700,120,41,52,22,2,3,114,34.17,43.33,18.33,1.67,2.50
N00000701,94,34,37,18,4,1,90,36.17,39.36,19.15,4.26,1.06
N00000702,311,32,142,114,20,3,442,10.29,45.66,36.66,6.43,0.96
N00000703,131,13,55,48,11,4,200,9.92,41.98,36.64,8.40,3.05
N00000704,238,27,94,78,27,12,380,11.34,39.50,32.77,11.34,5.04
N00000705,242,13,98,109,14,8,394,5.37,40.50,45.04,5.79,3.31
N00000706,154,23,68,45,8,10,229,14.94,44.16,29.22,5.19,6.49
N00000707,132,11,61,49,8,3,196,8.33,46.21,37.12,6.06,2.27
N00000708,155,9,45,63,22,16,305,5.81,29.03,40.65,14.19,10.32
N00000709,165,17,55,62,15,16,294,10.30,33.33,37.58,9.09,9.70
N00000710,117,5,46,45,9,12,213,4.27,39.32,38.46,7.69,10.26
N00000711,195,17,91,65,18,4,291,8.72,46.67,33.33,9.23,2.05
N00000712,134,11,50,50,19,4,223,8.21,37.31,37.31,14.18,2.99
N00000713,135,8,46,54,21,6,242,5.93,34.07,40.00,15.56,4.44
N00000714,128,8,35,50,23,12,256,6.25,27.34,39.06,17.97,9.38
N00000715,254,21,127,85,16,5,369,8.27,50.00,33.46,6.30,1.97
