GeographyCode,KS405NI0001,KS405NI0002,KS405NI0003,KS405NI0004,KS405NI0005,KS405NI0006,KS405NI0007,KS405NI0008,KS405NI0009,KS405NI0010,KS405NI0011,KS405NI0012
N00001109,145,81,57,7,0,0,71,55.86,39.31,4.83,0,0
N00001110,146,96,47,3,0,0,53,65.75,32.19,2.05,0,0
N00001111,277,168,91,16,0,2,131,60.65,32.85,5.78,0,0.72
N00001112,130,77,48,5,0,0,58,59.23,36.92,3.85,0,0
N00001113,600,354,206,27,6,7,314,59.00,34.33,4.50,1.00,1.17
N00001114,134,87,40,7,0,0,54,64.93,29.85,5.22,0,0
N00001115,108,69,25,12,2,0,55,63.89,23.15,11.11,1.85,0
N00001116,228,139,82,7,0,0,96,60.96,35.96,3.07,0,0
N00001117,367,238,110,14,2,3,158,64.85,29.97,3.81,0.54,0.82
N00001118,121,81,33,6,1,0,48,66.94,27.27,4.96,0.83,0
N00001119,98,70,26,1,0,1,32,71.43,26.53,1.02,0,1.02
N00001120,122,87,31,4,0,0,39,71.31,25.41,3.28,0,0
N00001121,124,81,38,4,1,0,49,65.32,30.65,3.23,0.81,0
N00001122,124,88,34,2,0,0,38,70.97,27.42,1.61,0,0
N00001123,105,66,34,4,0,1,46,62.86,32.38,3.81,0,0.95
N00001124,245,127,99,17,2,0,139,51.84,40.41,6.94,0.82,0
N00001125,169,100,56,9,4,0,86,59.17,33.14,5.33,2.37,0
N00001126,115,70,37,6,2,0,55,60.87,32.17,5.22,1.74,0
N00001127,315,209,94,11,0,1,123,66.35,29.84,3.49,0,0.32
N00001128,129,84,36,9,0,0,54,65.12,27.91,6.98,0,0
N00001129,205,111,84,7,2,1,111,54.15,40.98,3.41,0.98,0.49
N00001130,88,58,28,2,0,0,32,65.91,31.82,2.27,0,0
N00001131,510,266,217,24,1,2,277,52.16,42.55,4.71,0.20,0.39
N00001132,125,86,34,5,0,0,44,68.80,27.20,4.00,0,0
N00001133,316,162,128,26,0,0,180,51.27,40.51,8.23,0,0
N00001134,109,52,49,8,0,0,65,47.71,44.95,7.34,0,0
N00001135,94,59,28,6,0,1,45,62.77,29.79,6.38,0,1.06
N00001136,151,106,42,3,0,0,48,70.20,27.81,1.99,0,0
N00001137,135,97,36,2,0,0,40,71.85,26.67,1.48,0,0
N00001138,114,86,26,2,0,0,30,75.44,22.81,1.75,0,0
N00001139,210,63,108,33,6,0,192,30.00,51.43,15.71,2.86,0
N00001140,137,76,48,10,2,1,78,55.47,35.04,7.30,1.46,0.73
N00001141,92,45,39,7,1,0,56,48.91,42.39,7.61,1.09,0
N00001142,109,70,36,3,0,0,42,64.22,33.03,2.75,0,0
N00001143,60,32,28,0,0,0,28,53.33,46.67,0,0,0
N00001144,109,63,43,3,0,0,49,57.80,39.45,2.75,0,0
N00001145,137,102,29,6,0,0,41,74.45,21.17,4.38,0,0
N00001146,133,88,45,0,0,0,45,66.17,33.83,0,0,0
N00001147,127,81,41,5,0,0,51,63.78,32.28,3.94,0,0
N00001148,112,86,20,5,1,0,33,76.79,17.86,4.46,0.89,0
N00001149,130,98,24,2,5,1,47,75.38,18.46,1.54,3.85,0.77
N00001150,123,89,32,2,0,0,36,72.36,26.02,1.63,0,0
N00001151,154,118,25,11,0,0,47,76.62,16.23,7.14,0,0
N00001152,148,115,29,1,3,0,40,77.70,19.59,0.68,2.03,0
N00001153,136,102,30,3,1,0,39,75.00,22.06,2.21,0.74,0
N00001154,114,86,23,4,1,0,34,75.44,20.18,3.51,0.88,0
N00001155,324,220,89,12,2,1,123,67.90,27.47,3.70,0.62,0.31
N00001156,624,427,163,30,2,2,240,68.43,26.12,4.81,0.32,0.32
N00001157,113,28,61,22,1,1,112,24.78,53.98,19.47,0.88,0.88
N00001158,112,29,58,18,5,2,117,25.89,51.79,16.07,4.46,1.79
N00001159,136,39,69,23,3,2,132,28.68,50.74,16.91,2.21,1.47
N00001160,171,105,56,10,0,0,76,61.40,32.75,5.85,0,0
N00001161,117,67,45,5,0,0,55,57.26,38.46,4.27,0,0
N00001162,84,40,33,7,2,2,61,47.62,39.29,8.33,2.38,2.38
N00001163,185,117,52,12,4,0,88,63.24,28.11,6.49,2.16,0
N00001164,120,31,59,26,3,1,124,25.83,49.17,21.67,2.50,0.83
N00001165,129,36,66,22,4,1,126,27.91,51.16,17.05,3.10,0.78
N00001166,255,103,113,28,9,2,204,40.39,44.31,10.98,3.53,0.78
N00001167,125,22,69,29,4,1,144,17.60,55.20,23.20,3.20,0.80
N00001168,126,63,49,13,1,0,78,50.00,38.89,10.32,0.79,0
N00001169,119,28,65,21,4,1,123,23.53,54.62,17.65,3.36,0.84
N00001170,128,43,62,20,2,1,112,33.59,48.44,15.63,1.56,0.78
N00001171,179,65,93,19,2,0,137,36.31,51.96,10.61,1.12,0
N00001172,109,21,61,22,4,1,121,19.27,55.96,20.18,3.67,0.92
N00001173,109,13,68,25,2,1,128,11.93,62.39,22.94,1.83,0.92
N00001174,117,8,32,60,12,5,208,6.84,27.35,51.28,10.26,4.27
N00001175,113,6,48,50,7,2,177,5.31,42.48,44.25,6.19,1.77
N00001176,111,14,66,26,5,0,133,12.61,59.46,23.42,4.50,0
N00001177,116,18,66,29,3,0,133,15.52,56.90,25.00,2.59,0
N00001178,146,25,64,43,11,3,196,17.12,43.84,29.45,7.53,2.05
N00001179,112,7,37,54,14,0,187,6.25,33.04,48.21,12.50,0
N00001180,97,50,37,8,1,1,60,51.55,38.14,8.25,1.03,1.03
N00001181,112,36,51,22,3,0,104,32.14,45.54,19.64,2.68,0
N00001182,112,9,31,49,19,4,204,8.04,27.68,43.75,16.96,3.57
N00001183,202,37,104,50,8,3,243,18.32,51.49,24.75,3.96,1.49
N00001184,112,17,62,26,4,3,139,15.18,55.36,23.21,3.57,2.68
N00001185,130,28,70,28,4,0,138,21.54,53.85,21.54,3.08,0
N00001186,110,16,55,34,3,2,143,14.55,50.00,30.91,2.73,1.82
N00001187,122,5,47,54,11,5,210,4.10,38.52,44.26,9.02,4.10
N00001188,356,110,168,64,12,2,340,30.90,47.19,17.98,3.37,0.56
N00001189,116,12,61,35,4,4,159,10.34,52.59,30.17,3.45,3.45
N00001190,140,39,79,19,2,1,127,27.86,56.43,13.57,1.43,0.71
N00001191,120,42,67,9,2,0,91,35.00,55.83,7.50,1.67,0
N00001192,118,40,53,22,3,0,106,33.90,44.92,18.64,2.54,0
N00001193,117,58,53,6,0,0,65,49.57,45.30,5.13,0,0
N00001194,116,35,60,16,4,1,109,30.17,51.72,13.79,3.45,0.86
N00001195,95,57,31,5,2,0,47,60.00,32.63,5.26,2.11,0
N00001196,146,48,59,31,8,0,145,32.88,40.41,21.23,5.48,0
N00001197,129,65,54,9,1,0,75,50.39,41.86,6.98,0.78,0
N00001198,140,9,63,52,15,1,216,6.43,45.00,37.14,10.71,0.71
N00001199,101,45,43,11,2,0,71,44.55,42.57,10.89,1.98,0
N00001200,139,18,61,50,9,1,192,12.95,43.88,35.97,6.47,0.72
N00001201,112,11,45,41,14,1,173,9.82,40.18,36.61,12.50,0.89
N00001202,116,72,40,2,0,2,52,62.07,34.48,1.72,0,1.72
N00001203,120,42,55,21,2,0,103,35.00,45.83,17.50,1.67,0
N00001204,393,153,160,60,16,4,345,38.93,40.71,15.27,4.07,1.02
N00001205,239,116,90,27,6,0,162,48.54,37.66,11.30,2.51,0
N00001206,102,44,49,9,0,0,67,43.14,48.04,8.82,0,0
N00001207,125,19,64,33,9,0,157,15.20,51.20,26.40,7.20,0
N00001208,121,38,57,23,3,0,112,31.40,47.11,19.01,2.48,0
N00001209,114,51,51,8,3,1,80,44.74,44.74,7.02,2.63,0.88
N00001210,126,50,59,14,1,2,98,39.68,46.83,11.11,0.79,1.59
N00001211,128,64,49,14,1,0,80,50.00,38.28,10.94,0.78,0
N00001212,127,58,57,12,0,0,81,45.67,44.88,9.45,0,0
N00001213,130,67,55,8,0,0,71,51.54,42.31,6.15,0,0
N00001214,116,65,44,6,1,0,59,56.03,37.93,5.17,0.86,0
N00001215,104,39,53,10,1,1,80,37.50,50.96,9.62,0.96,0.96
N00001216,133,43,59,22,7,2,132,32.33,44.36,16.54,5.26,1.50
N00001217,160,72,71,14,3,0,108,45.00,44.38,8.75,1.88,0
N00001218,104,19,63,17,5,0,112,18.27,60.58,16.35,4.81,0
N00001219,136,71,55,9,1,0,76,52.21,40.44,6.62,0.74,0
N00001220,110,55,49,5,1,0,62,50.00,44.55,4.55,0.91,0
N00001221,124,78,41,5,0,0,51,62.90,33.06,4.03,0,0
N00001222,88,43,34,10,1,0,57,48.86,38.64,11.36,1.14,0
N00001223,126,63,56,6,1,0,71,50.00,44.44,4.76,0.79,0
N00001224,124,59,54,9,2,0,78,47.58,43.55,7.26,1.61,0
N00001225,127,70,52,4,0,1,64,55.12,40.94,3.15,0,0.79
N00001226,116,57,49,8,1,1,72,49.14,42.24,6.90,0.86,0.86
N00001227,110,66,38,6,0,0,50,60.00,34.55,5.45,0,0
N00001228,89,56,27,6,0,0,39,62.92,30.34,6.74,0,0
N00001229,119,61,42,16,0,0,74,51.26,35.29,13.45,0,0
N00001230,121,37,64,16,3,1,109,30.58,52.89,13.22,2.48,0.83
N00001231,130,31,72,21,5,1,133,23.85,55.38,16.15,3.85,0.77
N00001232,99,4,41,39,15,0,164,4.04,41.41,39.39,15.15,0
N00001233,122,16,61,40,3,2,158,13.11,50.00,32.79,2.46,1.64
N00001234,136,37,73,25,1,0,126,27.21,53.68,18.38,0.74,0
N00001235,353,142,150,52,8,1,283,40.23,42.49,14.73,2.27,0.28
N00001236,131,49,58,22,2,0,108,37.40,44.27,16.79,1.53,0
N00001237,123,56,57,7,3,0,80,45.53,46.34,5.69,2.44,0
N00001238,110,39,55,13,2,1,91,35.45,50.00,11.82,1.82,0.91
N00001239,117,25,50,35,4,3,145,21.37,42.74,29.91,3.42,2.56
N00001240,500,250,202,47,0,1,300,50.00,40.40,9.40,0,0.20
N00001241,133,66,51,15,1,0,84,49.62,38.35,11.28,0.75,0
N00001242,122,52,58,10,1,1,85,42.62,47.54,8.20,0.82,0.82
N00001243,123,53,59,9,2,0,83,43.09,47.97,7.32,1.63,0
N00001244,133,77,41,13,1,1,74,57.89,30.83,9.77,0.75,0.75
N00001245,135,67,52,15,1,0,85,49.63,38.52,11.11,0.74,0
N00001246,261,62,147,46,6,0,257,23.75,56.32,17.62,2.30,0
N00001247,115,68,33,12,2,0,63,59.13,28.70,10.43,1.74,0
N00001248,146,10,73,49,14,0,213,6.85,50.00,33.56,9.59,0
N00001249,152,19,78,43,9,3,203,12.50,51.32,28.29,5.92,1.97
N00001250,165,15,83,58,6,3,229,9.09,50.30,35.15,3.64,1.82
N00001251,122,58,40,22,2,0,90,47.54,32.79,18.03,1.64,0
N00001252,131,45,64,19,1,2,113,34.35,48.85,14.50,0.76,1.53
N00001253,115,44,58,9,4,0,88,38.26,50.43,7.83,3.48,0
N00001254,113,16,56,35,5,1,146,14.16,49.56,30.97,4.42,0.88
N00001255,123,45,59,17,2,0,99,36.59,47.97,13.82,1.63,0
N00001256,108,25,50,27,6,0,122,23.15,46.30,25.00,5.56,0
N00001257,110,64,37,9,0,0,55,58.18,33.64,8.18,0,0
N00001258,118,71,36,10,0,1,60,60.17,30.51,8.47,0,0.85
N00001259,129,77,48,4,0,0,56,59.69,37.21,3.10,0,0
N00001260,136,69,55,8,4,0,83,50.74,40.44,5.88,2.94,0
N00001261,116,67,40,7,1,1,61,57.76,34.48,6.03,0.86,0.86
N00001262,165,62,84,18,1,0,123,37.58,50.91,10.91,0.61,0
N00001263,138,46,65,26,1,0,120,33.33,47.10,18.84,0.72,0
N00001264,88,38,42,7,1,0,59,43.18,47.73,7.95,1.14,0
N00001265,461,223,209,26,2,1,271,48.37,45.34,5.64,0.43,0.22
N00001266,90,53,31,6,0,0,43,58.89,34.44,6.67,0,0
N00001267,152,91,54,6,0,1,70,59.87,35.53,3.95,0,0.66
N00001268,154,105,46,2,1,0,53,68.18,29.87,1.30,0.65,0
N00001269,271,99,146,23,1,2,203,36.53,53.87,8.49,0.37,0.74
N00001270,154,83,59,11,1,0,84,53.90,38.31,7.14,0.65,0
N00001271,696,265,317,100,10,4,565,38.07,45.55,14.37,1.44,0.57
N00001272,118,39,64,14,1,0,95,33.05,54.24,11.86,0.85,0
N00001273,108,37,54,17,0,0,88,34.26,50.00,15.74,0,0
N00001274,122,58,50,14,0,0,78,47.54,40.98,11.48,0,0
N00001275,107,52,37,18,0,0,73,48.60,34.58,16.82,0,0
N00001276,91,34,43,14,0,0,71,37.36,47.25,15.38,0,0
N00001277,108,5,48,43,10,2,172,4.63,44.44,39.81,9.26,1.85
N00001278,120,16,56,40,6,2,162,13.33,46.67,33.33,5.00,1.67
N00001279,98,51,38,9,0,0,56,52.04,38.78,9.18,0,0
N00001280,117,63,41,11,2,0,69,53.85,35.04,9.40,1.71,0
N00001281,132,29,38,58,5,2,177,21.97,28.79,43.94,3.79,1.52
N00001282,148,21,67,47,9,4,204,14.19,45.27,31.76,6.08,2.70
N00001283,129,9,53,60,6,1,195,6.98,41.09,46.51,4.65,0.78
N00001284,147,17,78,47,5,0,187,11.56,53.06,31.97,3.40,0
N00001285,139,18,67,44,8,2,188,12.95,48.20,31.65,5.76,1.44
N00001286,141,26,77,31,7,0,160,18.44,54.61,21.99,4.96,0
N00001287,124,20,65,32,6,1,152,16.13,52.42,25.81,4.84,0.81
N00001288,117,15,64,27,11,0,151,12.82,54.70,23.08,9.40,0
N00001289,120,17,67,27,7,2,150,14.17,55.83,22.50,5.83,1.67
N00001290,123,8,63,48,4,0,171,6.50,51.22,39.02,3.25,0
N00001291,118,22,71,19,5,1,128,18.64,60.17,16.10,4.24,0.85
N00001292,300,40,143,100,14,3,397,13.33,47.67,33.33,4.67,1.00
N00001293,128,14,62,41,8,3,180,10.94,48.44,32.03,6.25,2.34
N00001294,128,17,82,25,4,0,144,13.28,64.06,19.53,3.13,0
N00001295,119,23,69,22,2,3,132,19.33,57.98,18.49,1.68,2.52
N00001296,122,50,58,13,1,0,87,40.98,47.54,10.66,0.82,0
N00001297,130,30,65,24,9,2,148,23.08,50.00,18.46,6.92,1.54
N00001298,162,83,60,17,1,1,101,51.23,37.04,10.49,0.62,0.62
N00001299,135,54,60,15,6,0,108,40.00,44.44,11.11,4.44,0
N00001300,119,19,65,28,7,0,142,15.97,54.62,23.53,5.88,0
N00001301,132,20,76,28,5,3,159,15.15,57.58,21.21,3.79,2.27
N00001302,257,148,95,12,1,1,126,57.59,36.96,4.67,0.39,0.39
N00001303,133,61,55,13,3,1,94,45.86,41.35,9.77,2.26,0.75
N00001304,125,29,74,15,5,2,127,23.20,59.20,12.00,4.00,1.60
N00001305,119,32,62,21,3,1,117,26.89,52.10,17.65,2.52,0.84
N00001306,106,66,34,5,1,0,47,62.26,32.08,4.72,0.94,0
N00001307,130,78,39,7,5,1,72,60.00,30.00,5.38,3.85,0.77
N00001308,210,55,98,48,8,1,222,26.19,46.67,22.86,3.81,0.48
N00001309,153,70,64,17,2,0,104,45.75,41.83,11.11,1.31,0
N00001310,335,78,166,73,17,1,367,23.28,49.55,21.79,5.07,0.30
N00001311,120,79,38,3,0,0,44,65.83,31.67,2.50,0,0
N00001312,244,105,111,22,4,2,178,43.03,45.49,9.02,1.64,0.82
N00001313,195,83,89,21,1,1,138,42.56,45.64,10.77,0.51,0.51
N00001314,142,53,61,24,3,1,123,37.32,42.96,16.90,2.11,0.70
N00001315,114,41,52,19,2,0,96,35.96,45.61,16.67,1.75,0
N00001316,194,118,67,8,0,1,89,60.82,34.54,4.12,0,0.52
N00001317,115,40,50,15,9,1,111,34.78,43.48,13.04,7.83,0.87
N00001318,133,57,56,15,3,2,104,42.86,42.11,11.28,2.26,1.50
N00001319,118,30,53,30,5,0,128,25.42,44.92,25.42,4.24,0
N00001320,101,26,50,18,3,4,119,25.74,49.50,17.82,2.97,3.96
N00001321,108,34,54,15,4,1,100,31.48,50.00,13.89,3.70,0.93
N00001322,133,56,69,7,1,0,86,42.11,51.88,5.26,0.75,0
N00001323,121,42,60,12,7,0,105,34.71,49.59,9.92,5.79,0
N00001324,113,22,65,23,1,2,123,19.47,57.52,20.35,0.88,1.77
N00001325,491,48,190,194,43,16,777,9.78,38.70,39.51,8.76,3.26
N00001326,125,0,30,67,25,3,255,0,24.00,53.60,20.00,2.40
N00001327,121,4,47,52,14,4,210,3.31,38.84,42.98,11.57,3.31
N00001328,378,56,126,142,34,20,593,14.81,33.33,37.57,8.99,5.29
N00001329,116,12,45,42,12,5,186,10.34,38.79,36.21,10.34,4.31
N00001330,124,10,52,43,16,3,214,8.06,41.94,34.68,12.90,2.42
N00001331,116,15,55,32,12,2,163,12.93,47.41,27.59,10.34,1.72
N00001332,103,40,51,10,2,0,77,38.83,49.51,9.71,1.94,0
N00001333,131,11,63,45,8,4,193,8.40,48.09,34.35,6.11,3.05
N00001334,140,23,71,38,8,0,171,16.43,50.71,27.14,5.71,0
N00001335,121,49,60,11,0,1,86,40.50,49.59,9.09,0,0.83
N00001336,108,10,37,53,7,1,168,9.26,34.26,49.07,6.48,0.93
N00001337,121,13,60,33,14,1,172,10.74,49.59,27.27,11.57,0.83
N00001338,125,36,56,27,4,2,130,28.80,44.80,21.60,3.20,1.60
N00001339,147,57,70,17,2,1,114,38.78,47.62,11.56,1.36,0.68
N00001340,378,171,149,51,7,0,272,45.24,39.42,13.49,1.85,0
N00001341,110,11,53,39,6,1,153,10.00,48.18,35.45,5.45,0.91
N00001342,126,12,54,44,14,2,192,9.52,42.86,34.92,11.11,1.59
N00001343,104,16,50,27,9,2,140,15.38,48.08,25.96,8.65,1.92
N00001344,117,12,60,34,8,3,165,10.26,51.28,29.06,6.84,2.56
N00001345,96,7,56,27,5,1,129,7.29,58.33,28.13,5.21,1.04
N00001346,341,39,188,92,19,3,447,11.44,55.13,26.98,5.57,0.88
N00001347,208,31,103,64,8,2,263,14.90,49.52,30.77,3.85,0.96
N00001348,128,16,71,37,4,0,157,12.50,55.47,28.91,3.13,0
N00001349,119,26,70,20,3,0,119,21.85,58.82,16.81,2.52,0
N00001350,413,282,119,11,1,0,144,68.28,28.81,2.66,0.24,0
N00001351,173,116,49,7,1,0,66,67.05,28.32,4.05,0.58,0
N00001352,137,83,47,4,3,0,64,60.58,34.31,2.92,2.19,0
N00001353,144,107,32,5,0,0,42,74.31,22.22,3.47,0,0
N00001354,397,291,91,11,1,3,128,73.30,22.92,2.77,0.25,0.76
N00001355,124,84,33,5,2,0,49,67.74,26.61,4.03,1.61,0
N00001356,112,73,37,2,0,0,41,65.18,33.04,1.79,0,0
N00001357,98,73,22,2,0,1,30,74.49,22.45,2.04,0,1.02
N00001358,163,105,52,6,0,0,64,64.42,31.90,3.68,0,0
N00001359,120,75,39,6,0,0,51,62.50,32.50,5.00,0,0
N00001360,116,77,34,5,0,0,44,66.38,29.31,4.31,0,0
N00001361,113,68,38,6,0,1,54,60.18,33.63,5.31,0,0.88
N00001362,134,95,36,2,0,1,47,70.90,26.87,1.49,0,0.75
N00001363,119,29,68,20,2,0,114,24.37,57.14,16.81,1.68,0
N00001364,251,60,141,47,3,0,244,23.90,56.18,18.73,1.20,0
N00001365,174,33,88,44,7,2,207,18.97,50.57,25.29,4.02,1.15
N00001366,119,22,60,34,2,1,138,18.49,50.42,28.57,1.68,0.84
N00001367,164,59,82,19,3,1,133,35.98,50.00,11.59,1.83,0.61
N00001368,126,14,70,36,4,2,162,11.11,55.56,28.57,3.17,1.59
N00001369,165,35,87,36,3,4,185,21.21,52.73,21.82,1.82,2.42
N00001370,187,60,74,46,6,1,188,32.09,39.57,24.60,3.21,0.53
N00001371,111,10,45,51,3,2,164,9.01,40.54,45.95,2.70,1.80
N00001372,247,25,118,97,5,2,335,10.12,47.77,39.27,2.02,0.81
N00001373,114,11,59,33,9,2,160,9.65,51.75,28.95,7.89,1.75
N00001374,112,11,51,40,9,1,162,9.82,45.54,35.71,8.04,0.89
N00001375,165,49,80,31,2,3,160,29.70,48.48,18.79,1.21,1.82
N00001376,96,25,58,13,0,0,84,26.04,60.42,13.54,0,0
N00001377,115,22,50,34,8,1,146,19.13,43.48,29.57,6.96,0.87
N00001378,106,8,58,36,4,0,142,7.55,54.72,33.96,3.77,0
N00001379,110,14,65,25,5,1,134,12.73,59.09,22.73,4.55,0.91
N00001380,133,28,64,37,4,0,150,21.05,48.12,27.82,3.01,0
N00001381,182,37,95,40,8,2,207,20.33,52.20,21.98,4.40,1.10
N00001382,115,9,51,46,7,2,172,7.83,44.35,40.00,6.09,1.74
N00001383,100,8,38,46,5,3,157,8.00,38.00,46.00,5.00,3.00
N00001384,117,14,60,37,5,1,154,11.97,51.28,31.62,4.27,0.85
N00001385,132,8,60,54,6,4,204,6.06,45.45,40.91,4.55,3.03
N00001386,262,94,136,26,6,0,206,35.88,51.91,9.92,2.29,0
N00001387,130,40,66,20,4,0,118,30.77,50.77,15.38,3.08,0
N00001388,115,39,54,17,3,2,105,33.91,46.96,14.78,2.61,1.74
N00001389,98,29,48,17,4,0,94,29.59,48.98,17.35,4.08,0
N00001390,107,8,47,45,5,2,160,7.48,43.93,42.06,4.67,1.87
N00001391,107,12,44,42,4,5,160,11.21,41.12,39.25,3.74,4.67
N00001392,132,35,66,27,4,0,132,26.52,50.00,20.45,3.03,0
N00001393,142,28,80,27,6,1,156,19.72,56.34,19.01,4.23,0.70
N00001394,122,19,63,35,5,0,148,15.57,51.64,28.69,4.10,0
N00001395,123,16,78,26,3,0,139,13.01,63.41,21.14,2.44,0
N00001396,320,61,168,78,11,2,365,19.06,52.50,24.38,3.44,0.63
N00001397,119,51,53,11,4,0,87,42.86,44.54,9.24,3.36,0
N00001398,131,37,72,21,1,0,117,28.24,54.96,16.03,0.76,0
N00001399,363,45,146,135,29,8,541,12.40,40.22,37.19,7.99,2.20
N00001400,137,15,54,60,7,1,199,10.95,39.42,43.80,5.11,0.73
N00001401,442,96,226,94,17,9,501,21.72,51.13,21.27,3.85,2.04
N00001402,292,41,148,79,15,9,387,14.04,50.68,27.05,5.14,3.08
N00001403,135,23,64,40,7,1,170,17.04,47.41,29.63,5.19,0.74
N00001404,295,72,135,74,10,4,331,24.41,45.76,25.08,3.39,1.36
N00001405,114,40,58,16,0,0,90,35.09,50.88,14.04,0,0
N00001406,112,36,67,8,1,0,86,32.14,59.82,7.14,0.89,0
N00001407,121,33,60,24,3,1,121,27.27,49.59,19.83,2.48,0.83
N00001408,211,38,100,64,8,1,256,18.01,47.39,30.33,3.79,0.47
N00001409,111,14,58,34,5,0,141,12.61,52.25,30.63,4.50,0
N00001410,125,19,60,42,3,1,157,15.20,48.00,33.60,2.40,0.80
N00001411,123,20,59,39,4,1,153,16.26,47.97,31.71,3.25,0.81
N00001412,102,54,34,13,0,1,65,52.94,33.33,12.75,0,0.98
N00001413,120,19,54,41,4,2,156,15.83,45.00,34.17,3.33,1.67
N00001414,112,16,57,37,2,0,137,14.29,50.89,33.04,1.79,0
N00001415,115,67,44,4,0,0,52,58.26,38.26,3.48,0,0
N00001416,472,260,171,38,3,0,256,55.08,36.23,8.05,0.64,0
N00001417,148,115,29,4,0,0,37,77.70,19.59,2.70,0,0
N00001418,321,176,116,25,4,0,178,54.83,36.14,7.79,1.25,0
N00001419,116,67,37,11,1,0,62,57.76,31.90,9.48,0.86,0
N00001420,132,75,48,9,0,0,66,56.82,36.36,6.82,0,0
N00001421,708,385,240,70,13,0,419,54.38,33.90,9.89,1.84,0
N00001422,115,77,34,1,2,1,46,66.96,29.57,0.87,1.74,0.87
N00001423,209,144,61,3,0,1,71,68.90,29.19,1.44,0,0.48
N00001424,114,68,39,5,2,0,55,59.65,34.21,4.39,1.75,0
N00001425,124,70,40,11,1,2,74,56.45,32.26,8.87,0.81,1.61
N00001426,118,80,31,5,2,0,47,67.80,26.27,4.24,1.69,0
N00001427,123,76,44,2,1,0,51,61.79,35.77,1.63,0.81,0
N00001428,128,74,41,9,3,1,73,57.81,32.03,7.03,2.34,0.78
N00001429,544,336,175,24,4,5,269,61.76,32.17,4.41,0.74,0.92
N00001430,129,85,37,7,0,0,51,65.89,28.68,5.43,0,0
N00001431,136,66,53,15,2,0,89,48.53,38.97,11.03,1.47,0
N00001432,138,90,43,4,1,0,54,65.22,31.16,2.90,0.72,0
N00001433,136,80,49,5,2,0,65,58.82,36.03,3.68,1.47,0
N00001434,134,87,37,8,1,1,60,64.93,27.61,5.97,0.75,0.75
N00001435,128,92,32,3,1,0,41,71.88,25.00,2.34,0.78,0
N00001436,130,92,31,7,0,0,45,70.77,23.85,5.38,0,0
N00001437,96,71,24,1,0,0,26,73.96,25.00,1.04,0,0
N00001438,139,92,42,5,0,0,52,66.19,30.22,3.60,0,0
N00001439,163,84,70,8,1,0,89,51.53,42.94,4.91,0.61,0
N00001440,141,86,53,2,0,0,57,60.99,37.59,1.42,0,0
N00001441,135,87,45,3,0,0,51,64.44,33.33,2.22,0,0
N00001442,115,71,39,5,0,0,49,61.74,33.91,4.35,0,0
N00001443,115,70,43,1,0,1,49,60.87,37.39,0.87,0,0.87
N00001444,155,118,31,6,0,0,43,76.13,20.00,3.87,0,0
N00001445,152,5,52,71,15,9,275,3.29,34.21,46.71,9.87,5.92
N00001446,132,12,53,56,7,4,202,9.09,40.15,42.42,5.30,3.03
N00001447,124,5,52,52,13,2,203,4.03,41.94,41.94,10.48,1.61
N00001448,133,4,44,71,10,4,234,3.01,33.08,53.38,7.52,3.01
N00001449,130,10,42,73,5,0,203,7.69,32.31,56.15,3.85,0
N00001450,118,8,47,51,9,3,190,6.78,39.83,43.22,7.63,2.54
N00001451,114,33,32,37,9,3,146,28.95,28.07,32.46,7.89,2.63
N00001452,124,10,47,47,18,2,203,8.06,37.90,37.90,14.52,1.61
N00001453,134,6,46,65,14,3,231,4.48,34.33,48.51,10.45,2.24
N00001454,117,1,34,58,16,8,232,0.85,29.06,49.57,13.68,6.84
N00001455,107,13,41,45,7,1,156,12.15,38.32,42.06,6.54,0.93
N00001456,141,17,55,56,12,1,207,12.06,39.01,39.72,8.51,0.71
N00001457,125,13,48,53,9,2,189,10.40,38.40,42.40,7.20,1.60
N00001458,130,17,77,30,5,1,157,13.08,59.23,23.08,3.85,0.77
N00001459,129,14,41,63,9,2,202,10.85,31.78,48.84,6.98,1.55
N00001460,263,67,116,74,4,2,284,25.48,44.11,28.14,1.52,0.76
N00001461,127,20,54,43,8,2,174,15.75,42.52,33.86,6.30,1.57
N00001462,137,13,63,48,9,4,202,9.49,45.99,35.04,6.57,2.92
N00001463,138,11,47,56,14,10,249,7.97,34.06,40.58,10.14,7.25
N00001464,128,9,52,55,7,5,206,7.03,40.63,42.97,5.47,3.91
N00001465,159,8,51,83,13,4,277,5.03,32.08,52.20,8.18,2.52
N00001466,105,33,45,20,6,1,108,31.43,42.86,19.05,5.71,0.95
N00001467,104,16,41,38,5,4,149,15.38,39.42,36.54,4.81,3.85
N00001468,111,33,47,22,7,2,120,29.73,42.34,19.82,6.31,1.80
N00001469,114,37,50,20,5,2,113,32.46,43.86,17.54,4.39,1.75
N00001470,134,44,52,21,13,4,152,32.84,38.81,15.67,9.70,2.99
N00001471,143,45,42,28,18,10,197,31.47,29.37,19.58,12.59,6.99
N00001472,238,20,95,105,16,2,362,8.40,39.92,44.12,6.72,0.84
N00001473,209,44,111,45,7,2,230,21.05,53.11,21.53,3.35,0.96
N00001474,113,2,48,53,5,5,190,1.77,42.48,46.90,4.42,4.42
N00001475,141,32,72,27,8,2,158,22.70,51.06,19.15,5.67,1.42
N00001476,128,24,66,30,7,1,151,18.75,51.56,23.44,5.47,0.78
N00001477,113,17,50,42,4,0,146,15.04,44.25,37.17,3.54,0
