GeographyCode,KS801NI0001,KS801NI0002,KS801NI0003,KS801NI0004,KS801NI0005,KS801NI0006,KS801NI0007,KS801NI0008,KS801NI0009,KS801NI0010
N00001036,321,297,11,4,9,0,92.52,3.43,1.25,2.80
N00001037,319,281,9,10,19,2,88.09,2.82,3.13,5.96
N00001038,658,593,8,16,41,0,90.12,1.22,2.43,6.23
N00001039,357,317,11,6,23,0,88.80,3.08,1.68,6.44
N00001040,253,242,6,2,3,0,95.65,2.37,0.79,1.19
N00001041,183,164,3,4,12,0,89.62,1.64,2.19,6.56
N00001042,609,549,10,13,37,0,90.15,1.64,2.13,6.08
N00001043,198,195,1,0,2,0,98.48,0.51,0,1.01
N00001044,268,248,3,5,12,2,92.54,1.12,1.87,4.48
N00001045,250,232,1,3,14,0,92.80,0.40,1.20,5.60
N00001046,282,247,8,7,20,0,87.59,2.84,2.48,7.09
N00001047,298,281,0,5,12,0,94.30,0,1.68,4.03
N00001048,316,288,6,4,18,0,91.14,1.90,1.27,5.70
N00001049,312,298,1,4,9,0,95.51,0.32,1.28,2.88
N00001050,308,277,10,1,20,0,89.94,3.25,0.32,6.49
N00001051,337,300,6,5,26,0,89.02,1.78,1.48,7.72
N00001052,153,146,0,0,7,0,95.42,0,0,4.58
N00001053,324,301,5,3,15,0,92.90,1.54,0.93,4.63
N00001054,310,281,3,8,18,0,90.65,0.97,2.58,5.81
N00001055,322,294,4,4,20,0,91.30,1.24,1.24,6.21
N00001056,329,301,6,2,20,0,91.49,1.82,0.61,6.08
N00001057,313,296,4,2,11,0,94.57,1.28,0.64,3.51
N00001058,319,286,5,10,18,0,89.66,1.57,3.13,5.64
N00001059,302,284,3,1,14,0,94.04,0.99,0.33,4.64
N00001060,242,232,5,2,3,0,95.87,2.07,0.83,1.24
N00001061,319,296,4,6,13,0,92.79,1.25,1.88,4.08
N00001062,323,276,19,11,17,0,85.45,5.88,3.41,5.26
N00001063,278,245,7,1,25,0,88.13,2.52,0.36,8.99
N00001064,578,504,10,26,38,0,87.20,1.73,4.50,6.57
N00001065,291,254,2,5,30,0,87.29,0.69,1.72,10.31
N00001066,255,230,6,5,14,0,90.20,2.35,1.96,5.49
N00001067,251,233,7,0,11,0,92.83,2.79,0,4.38
N00001068,264,217,15,10,22,0,82.20,5.68,3.79,8.33
N00001069,296,261,8,8,19,0,88.18,2.70,2.70,6.42
N00001070,456,411,5,12,28,0,90.13,1.10,2.63,6.14
N00001071,269,237,3,12,17,1,88.10,1.12,4.46,6.32
N00001072,295,265,4,3,23,0,89.83,1.36,1.02,7.80
N00001073,252,239,5,2,6,0,94.84,1.98,0.79,2.38
N00001074,213,191,4,1,17,1,89.67,1.88,0.47,7.98
N00001075,274,252,3,10,9,0,91.97,1.09,3.65,3.28
N00001076,238,225,0,2,11,1,94.54,0,0.84,4.62
N00001077,186,170,2,4,10,1,91.40,1.08,2.15,5.38
N00001078,229,206,4,7,12,0,89.96,1.75,3.06,5.24
N00001079,714,656,12,13,33,0,91.88,1.68,1.82,4.62
N00001080,272,246,6,10,10,0,90.44,2.21,3.68,3.68
N00001081,365,349,4,3,9,0,95.62,1.10,0.82,2.47
N00001082,361,320,11,8,22,0,88.64,3.05,2.22,6.09
N00001083,385,339,13,8,25,0,88.05,3.38,2.08,6.49
N00001084,411,367,10,13,21,1,89.29,2.43,3.16,5.11
N00001085,949,860,31,16,42,3,90.62,3.27,1.69,4.43
N00001086,287,254,2,2,29,0,88.50,0.70,0.70,10.10
N00001087,260,239,6,5,10,0,91.92,2.31,1.92,3.85
N00001088,277,246,6,7,18,0,88.81,2.17,2.53,6.50
N00001089,270,255,5,3,7,0,94.44,1.85,1.11,2.59
N00001090,200,192,2,3,3,0,96.00,1.00,1.50,1.50
N00001091,341,317,10,1,13,0,92.96,2.93,0.29,3.81
N00001092,381,368,4,1,8,0,96.59,1.05,0.26,2.10
N00001093,592,578,8,4,2,1,97.64,1.35,0.68,0.34
N00001094,218,206,1,2,9,0,94.50,0.46,0.92,4.13
N00001095,340,325,5,5,5,0,95.59,1.47,1.47,1.47
N00001096,382,353,16,1,12,0,92.41,4.19,0.26,3.14
N00001097,303,283,6,4,10,1,93.40,1.98,1.32,3.30
N00001098,294,276,3,6,9,0,93.88,1.02,2.04,3.06
N00001099,250,228,3,4,15,1,91.20,1.20,1.60,6.00
N00001100,272,257,2,4,9,0,94.49,0.74,1.47,3.31
N00001101,286,278,1,3,4,0,97.20,0.35,1.05,1.40
N00001102,529,513,4,5,7,0,96.98,0.76,0.95,1.32
N00001103,203,195,2,2,4,0,96.06,0.99,0.99,1.97
N00001104,288,267,3,5,13,0,92.71,1.04,1.74,4.51
N00001105,278,260,3,3,12,0,93.53,1.08,1.08,4.32
N00001106,273,264,3,2,4,0,96.70,1.10,0.73,1.47
N00001107,290,280,3,1,6,0,96.55,1.03,0.34,2.07
N00001108,204,196,2,2,4,2,96.08,0.98,0.98,1.96
N00001109,382,364,4,5,9,0,95.29,1.05,1.31,2.36
N00001110,332,320,3,3,6,0,96.39,0.90,0.90,1.81
N00001111,641,612,9,6,14,2,95.48,1.40,0.94,2.18
N00001112,293,280,6,0,7,0,95.56,2.05,0,2.39
N00001113,1253,1199,19,7,28,2,95.69,1.52,0.56,2.23
N00001114,264,256,5,0,3,0,96.97,1.89,0,1.14
N00001115,190,182,1,0,7,0,95.79,0.53,0,3.68
N00001116,455,436,4,6,9,0,95.82,0.88,1.32,1.98
N00001117,704,682,7,3,12,0,96.88,0.99,0.43,1.70
N00001118,280,270,1,4,5,0,96.43,0.36,1.43,1.79
N00001119,163,160,0,0,3,0,98.16,0,0,1.84
N00001120,207,202,1,0,4,0,97.58,0.48,0,1.93
N00001121,227,221,1,1,4,0,97.36,0.44,0.44,1.76
N00001122,169,160,1,5,3,0,94.67,0.59,2.96,1.78
N00001123,175,164,3,2,6,0,93.71,1.71,1.14,3.43
N00001124,527,513,3,5,6,0,97.34,0.57,0.95,1.14
N00001125,396,389,1,2,4,0,98.23,0.25,0.51,1.01
N00001126,222,216,1,1,4,0,97.30,0.45,0.45,1.80
N00001127,597,581,2,1,13,0,97.32,0.34,0.17,2.18
N00001128,237,216,10,1,10,0,91.14,4.22,0.42,4.22
N00001129,416,401,5,3,7,0,96.39,1.20,0.72,1.68
N00001130,137,118,13,3,3,0,86.13,9.49,2.19,2.19
N00001131,754,668,33,27,26,22,88.59,4.38,3.58,3.45
N00001132,229,220,4,2,3,2,96.07,1.75,0.87,1.31
N00001133,557,548,3,3,3,0,98.38,0.54,0.54,0.54
N00001134,184,165,5,4,10,0,89.67,2.72,2.17,5.43
N00001135,170,165,0,0,5,0,97.06,0,0,2.94
N00001136,232,217,7,1,7,0,93.53,3.02,0.43,3.02
N00001137,275,268,1,1,5,0,97.45,0.36,0.36,1.82
N00001138,180,178,1,1,0,0,98.89,0.56,0.56,0
N00001139,457,422,9,9,17,2,92.34,1.97,1.97,3.72
N00001140,259,242,5,3,9,0,93.44,1.93,1.16,3.47
N00001141,162,153,4,0,5,2,94.44,2.47,0,3.09
N00001142,169,161,2,2,4,0,95.27,1.18,1.18,2.37
N00001143,127,124,1,0,2,1,97.64,0.79,0,1.57
N00001144,220,213,4,1,2,0,96.82,1.82,0.45,0.91
N00001145,295,281,6,1,7,0,95.25,2.03,0.34,2.37
N00001146,280,275,2,0,3,0,98.21,0.71,0,1.07
N00001147,224,213,2,2,7,0,95.09,0.89,0.89,3.13
N00001148,248,240,3,2,3,0,96.77,1.21,0.81,1.21
N00001149,368,364,2,0,2,0,98.91,0.54,0,0.54
N00001150,325,324,0,0,1,0,99.69,0,0,0.31
N00001151,378,368,2,6,2,0,97.35,0.53,1.59,0.53
N00001152,400,391,3,6,0,0,97.75,0.75,1.50,0
N00001153,304,297,2,0,5,0,97.70,0.66,0,1.64
N00001154,282,277,2,0,3,0,98.23,0.71,0,1.06
N00001155,397,365,11,9,12,32,91.94,2.77,2.27,3.02
N00001156,1225,1178,10,4,33,0,96.16,0.82,0.33,2.69
N00001157,255,239,2,6,8,0,93.73,0.78,2.35,3.14
N00001158,247,237,4,2,4,0,95.95,1.62,0.81,1.62
N00001159,341,324,6,2,9,0,95.01,1.76,0.59,2.64
N00001160,333,325,2,0,6,0,97.60,0.60,0,1.80
N00001161,225,214,4,1,6,0,95.11,1.78,0.44,2.67
N00001162,141,131,1,3,6,0,92.91,0.71,2.13,4.26
N00001163,315,282,5,6,22,0,89.52,1.59,1.90,6.98
N00001164,325,313,5,4,3,0,96.31,1.54,1.23,0.92
N00001165,308,289,4,5,10,0,93.83,1.30,1.62,3.25
N00001166,566,542,7,4,13,0,95.76,1.24,0.71,2.30
N00001167,322,295,7,5,15,0,91.61,2.17,1.55,4.66
N00001168,345,332,7,4,2,0,96.23,2.03,1.16,0.58
N00001169,302,288,7,1,6,0,95.36,2.32,0.33,1.99
N00001170,316,306,1,2,7,0,96.84,0.32,0.63,2.22
N00001171,381,353,7,7,14,1,92.65,1.84,1.84,3.67
N00001172,275,250,6,3,16,0,90.91,2.18,1.09,5.82
N00001173,229,217,3,0,9,3,94.76,1.31,0,3.93
N00001174,304,278,7,1,18,0,91.45,2.30,0.33,5.92
N00001175,274,251,3,4,16,0,91.61,1.09,1.46,5.84
N00001176,214,194,6,3,11,1,90.65,2.80,1.40,5.14
N00001177,218,211,0,3,4,0,96.79,0,1.38,1.83
N00001178,363,330,10,6,17,0,90.91,2.75,1.65,4.68
N00001179,317,292,7,4,14,0,92.11,2.21,1.26,4.42
N00001180,130,109,4,5,12,1,83.85,3.08,3.85,9.23
N00001181,275,256,3,1,15,0,93.09,1.09,0.36,5.45
N00001182,336,304,11,1,20,0,90.48,3.27,0.30,5.95
N00001183,366,317,17,12,20,1,86.61,4.64,3.28,5.46
N00001184,258,241,2,1,14,0,93.41,0.78,0.39,5.43
N00001185,232,215,4,1,12,0,92.67,1.72,0.43,5.17
N00001186,235,215,4,7,9,0,91.49,1.70,2.98,3.83
N00001187,286,244,13,8,21,0,85.31,4.55,2.80,7.34
N00001188,709,639,13,10,47,0,90.13,1.83,1.41,6.63
N00001189,266,254,2,1,9,0,95.49,0.75,0.38,3.38
N00001190,238,217,3,5,13,1,91.18,1.26,2.10,5.46
N00001191,214,200,5,1,8,0,93.46,2.34,0.47,3.74
N00001192,222,207,3,2,10,1,93.24,1.35,0.90,4.50
N00001193,195,179,3,3,10,1,91.79,1.54,1.54,5.13
N00001194,256,245,3,0,8,0,95.70,1.17,0,3.13
N00001195,143,134,3,1,5,0,93.71,2.10,0.70,3.50
N00001196,329,321,3,0,5,0,97.57,0.91,0,1.52
N00001197,221,212,4,1,4,0,95.93,1.81,0.45,1.81
N00001198,410,380,8,8,14,1,92.68,1.95,1.95,3.41
N00001199,161,151,4,3,3,0,93.79,2.48,1.86,1.86
N00001200,348,315,9,6,18,0,90.52,2.59,1.72,5.17
N00001201,272,255,1,5,11,1,93.75,0.37,1.84,4.04
N00001202,294,279,2,7,6,0,94.90,0.68,2.38,2.04
N00001203,297,286,5,2,4,0,96.30,1.68,0.67,1.35
N00001204,881,843,9,10,19,0,95.69,1.02,1.14,2.16
N00001205,528,510,2,4,12,0,96.59,0.38,0.76,2.27
N00001206,207,197,2,2,6,0,95.17,0.97,0.97,2.90
N00001207,391,380,5,0,6,0,97.19,1.28,0,1.53
N00001208,315,296,6,4,9,0,93.97,1.90,1.27,2.86
N00001209,240,231,5,1,3,0,96.25,2.08,0.42,1.25
N00001210,317,305,4,0,8,0,96.21,1.26,0,2.52
N00001211,275,262,4,2,7,0,95.27,1.45,0.73,2.55
N00001212,290,274,5,0,11,0,94.48,1.72,0,3.79
N00001213,284,276,2,1,5,0,97.18,0.70,0.35,1.76
N00001214,281,273,4,1,3,1,97.15,1.42,0.36,1.07
N00001215,267,255,4,2,6,0,95.51,1.50,0.75,2.25
N00001216,384,375,3,1,5,0,97.66,0.78,0.26,1.30
N00001217,380,361,7,6,6,1,95.00,1.84,1.58,1.58
N00001218,265,261,3,0,1,0,98.49,1.13,0,0.38
N00001219,280,271,1,4,4,0,96.79,0.36,1.43,1.43
N00001220,221,219,1,0,1,1,99.10,0.45,0,0.45
N00001221,245,234,5,3,3,0,95.51,2.04,1.22,1.22
N00001222,197,188,2,3,4,0,95.43,1.02,1.52,2.03
N00001223,290,281,3,0,6,0,96.90,1.03,0,2.07
N00001224,243,232,4,1,6,0,95.47,1.65,0.41,2.47
N00001225,234,223,1,2,8,0,95.30,0.43,0.85,3.42
N00001226,215,207,2,1,5,1,96.28,0.93,0.47,2.33
N00001227,242,236,1,2,3,0,97.52,0.41,0.83,1.24
N00001228,206,198,3,1,4,0,96.12,1.46,0.49,1.94
N00001229,245,235,1,2,7,0,95.92,0.41,0.82,2.86
N00001230,285,268,2,1,14,0,94.04,0.70,0.35,4.91
N00001231,372,358,4,3,7,0,96.24,1.08,0.81,1.88
N00001232,348,333,6,1,8,0,95.69,1.72,0.29,2.30
N00001233,402,393,4,2,3,0,97.76,1.00,0.50,0.75
N00001234,336,329,0,2,5,0,97.92,0,0.60,1.49
N00001235,916,894,7,3,12,0,97.60,0.76,0.33,1.31
N00001236,358,344,3,3,8,0,96.09,0.84,0.84,2.23
N00001237,279,269,3,2,5,1,96.42,1.08,0.72,1.79
N00001238,278,265,2,3,8,0,95.32,0.72,1.08,2.88
N00001239,297,279,7,1,10,0,93.94,2.36,0.34,3.37
N00001240,1041,990,13,12,26,0,95.10,1.25,1.15,2.50
N00001241,342,335,5,2,0,0,97.95,1.46,0.58,0
N00001242,330,322,4,1,3,0,97.58,1.21,0.30,0.91
N00001243,264,256,3,0,5,0,96.97,1.14,0,1.89
N00001244,323,305,3,3,12,0,94.43,0.93,0.93,3.72
N00001245,313,301,3,0,9,0,96.17,0.96,0,2.88
N00001246,538,517,5,6,10,0,96.10,0.93,1.12,1.86
N00001247,239,224,6,0,9,1,93.72,2.51,0,3.77
N00001248,404,386,3,1,14,0,95.54,0.74,0.25,3.47
N00001249,382,373,2,2,5,0,97.64,0.52,0.52,1.31
N00001250,447,423,9,4,11,0,94.63,2.01,0.89,2.46
N00001251,302,292,2,1,7,1,96.69,0.66,0.33,2.32
N00001252,274,257,6,4,7,1,93.80,2.19,1.46,2.55
N00001253,215,205,4,1,5,0,95.35,1.86,0.47,2.33
N00001254,303,293,5,1,4,0,96.70,1.65,0.33,1.32
N00001255,264,255,3,2,4,0,96.59,1.14,0.76,1.52
N00001256,247,238,2,2,5,0,96.36,0.81,0.81,2.02
N00001257,215,205,5,2,3,2,95.35,2.33,0.93,1.40
N00001258,231,227,2,0,2,0,98.27,0.87,0,0.87
N00001259,265,251,7,1,6,0,94.72,2.64,0.38,2.26
N00001260,335,323,4,2,6,0,96.42,1.19,0.60,1.79
N00001261,238,228,2,1,7,0,95.80,0.84,0.42,2.94
N00001262,372,358,2,3,9,0,96.24,0.54,0.81,2.42
N00001263,259,235,11,4,9,0,90.73,4.25,1.54,3.47
N00001264,161,153,3,2,3,3,95.03,1.86,1.24,1.86
N00001265,707,645,33,18,11,24,91.23,4.67,2.55,1.56
N00001266,180,175,0,3,2,0,97.22,0,1.67,1.11
N00001267,307,291,4,3,9,3,94.79,1.30,0.98,2.93
N00001268,259,243,5,4,7,0,93.82,1.93,1.54,2.70
N00001269,392,356,16,11,9,1,90.82,4.08,2.81,2.30
N00001270,239,221,10,1,7,2,92.47,4.18,0.42,2.93
N00001271,1186,1086,35,36,29,4,91.57,2.95,3.04,2.45
N00001272,184,162,4,5,13,0,88.04,2.17,2.72,7.07
N00001273,193,171,7,6,9,0,88.60,3.63,3.11,4.66
N00001274,221,207,3,4,7,0,93.67,1.36,1.81,3.17
N00001275,194,186,2,1,5,0,95.88,1.03,0.52,2.58
N00001276,206,198,3,3,2,0,96.12,1.46,1.46,0.97
N00001277,233,212,3,4,14,0,90.99,1.29,1.72,6.01
N00001278,264,238,5,9,12,0,90.15,1.89,3.41,4.55
N00001279,158,145,4,3,6,0,91.77,2.53,1.90,3.80
N00001280,203,190,1,2,10,0,93.60,0.49,0.99,4.93
N00001281,305,260,12,5,28,0,85.25,3.93,1.64,9.18
N00001282,283,240,14,4,25,0,84.81,4.95,1.41,8.83
N00001283,310,281,2,10,17,0,90.65,0.65,3.23,5.48
N00001284,312,289,4,5,14,0,92.63,1.28,1.60,4.49
N00001285,308,275,5,12,16,0,89.29,1.62,3.90,5.19
N00001286,322,307,4,5,6,0,95.34,1.24,1.55,1.86
N00001287,277,263,8,2,4,0,94.95,2.89,0.72,1.44
N00001288,269,251,3,3,12,0,93.31,1.12,1.12,4.46
N00001289,267,257,3,3,4,0,96.25,1.12,1.12,1.50
N00001290,296,281,7,2,6,0,94.93,2.36,0.68,2.03
N00001291,327,317,4,1,5,1,96.94,1.22,0.31,1.53
N00001292,836,779,17,15,25,0,93.18,2.03,1.79,2.99
N00001293,346,337,2,1,6,0,97.40,0.58,0.29,1.73
N00001294,311,297,5,1,8,0,95.50,1.61,0.32,2.57
N00001295,304,297,5,2,0,0,97.70,1.64,0.66,0
N00001296,248,243,1,0,4,0,97.98,0.40,0,1.61
N00001297,359,344,8,0,7,0,95.82,2.23,0,1.95
N00001298,326,313,3,6,4,0,96.01,0.92,1.84,1.23
N00001299,297,284,3,1,9,0,95.62,1.01,0.34,3.03
N00001300,273,263,3,1,6,0,96.34,1.10,0.37,2.20
N00001301,361,351,5,2,3,0,97.23,1.39,0.55,0.83
N00001302,708,685,9,2,12,0,96.75,1.27,0.28,1.69
N00001303,311,298,2,2,9,0,95.82,0.64,0.64,2.89
N00001304,306,294,6,0,6,0,96.08,1.96,0,1.96
N00001305,308,297,2,0,9,1,96.43,0.65,0,2.92
N00001306,197,185,4,2,6,0,93.91,2.03,1.02,3.05
N00001307,299,288,6,1,4,0,96.32,2.01,0.33,1.34
N00001308,443,422,6,3,12,0,95.26,1.35,0.68,2.71
N00001309,337,324,2,4,7,0,96.14,0.59,1.19,2.08
N00001310,892,869,9,8,6,1,97.42,1.01,0.90,0.67
N00001311,295,288,2,0,5,0,97.63,0.68,0,1.69
N00001312,559,537,4,8,10,0,96.06,0.72,1.43,1.79
N00001313,317,293,7,6,11,5,92.43,2.21,1.89,3.47
N00001314,340,323,6,2,9,0,95.00,1.76,0.59,2.65
N00001315,235,223,4,2,6,0,94.89,1.70,0.85,2.55
N00001316,315,293,7,3,12,1,93.02,2.22,0.95,3.81
N00001317,249,237,4,2,6,0,95.18,1.61,0.80,2.41
N00001318,256,242,4,5,5,0,94.53,1.56,1.95,1.95
N00001319,253,239,0,5,9,1,94.47,0,1.98,3.56
N00001320,239,224,3,3,9,0,93.72,1.26,1.26,3.77
N00001321,248,236,4,4,4,0,95.16,1.61,1.61,1.61
N00001322,254,243,4,4,3,0,95.67,1.57,1.57,1.18
N00001323,255,244,4,3,4,0,95.69,1.57,1.18,1.57
N00001324,223,207,3,3,10,0,92.83,1.35,1.35,4.48
N00001325,1091,943,32,30,86,0,86.43,2.93,2.75,7.88
N00001326,323,270,6,2,45,0,83.59,1.86,0.62,13.93
N00001327,304,269,4,6,25,0,88.49,1.32,1.97,8.22
N00001328,888,748,41,14,85,1,84.23,4.62,1.58,9.57
N00001329,243,203,11,6,23,0,83.54,4.53,2.47,9.47
N00001330,270,232,7,6,25,0,85.93,2.59,2.22,9.26
N00001331,225,196,4,3,22,0,87.11,1.78,1.33,9.78
N00001332,134,107,9,10,8,1,79.85,6.72,7.46,5.97
N00001333,272,228,20,4,20,1,83.82,7.35,1.47,7.35
N00001334,239,188,18,6,27,2,78.66,7.53,2.51,11.30
N00001335,148,126,6,9,7,2,85.14,4.05,6.08,4.73
N00001336,275,243,4,8,20,2,88.36,1.45,2.91,7.27
N00001337,256,206,16,8,26,2,80.47,6.25,3.13,10.16
N00001338,258,233,8,3,14,0,90.31,3.10,1.16,5.43
N00001339,310,295,2,4,9,0,95.16,0.65,1.29,2.90
N00001340,663,615,9,13,26,0,92.76,1.36,1.96,3.92
N00001341,306,286,4,1,15,0,93.46,1.31,0.33,4.90
N00001342,357,318,12,8,19,0,89.08,3.36,2.24,5.32
N00001343,266,239,7,7,13,3,89.85,2.63,2.63,4.89
N00001344,304,290,5,1,8,0,95.39,1.64,0.33,2.63
N00001345,240,221,5,1,13,1,92.08,2.08,0.42,5.42
N00001346,708,633,19,14,42,5,89.41,2.68,1.98,5.93
N00001347,463,417,14,9,23,0,90.06,3.02,1.94,4.97
N00001348,260,229,8,11,12,1,88.08,3.08,4.23,4.62
N00001349,209,184,4,8,13,2,88.04,1.91,3.83,6.22
N00001350,885,851,8,7,19,1,96.16,0.90,0.79,2.15
N00001351,377,365,3,3,6,0,96.82,0.80,0.80,1.59
N00001352,241,224,7,4,6,0,92.95,2.90,1.66,2.49
N00001353,338,318,6,4,10,1,94.08,1.78,1.18,2.96
N00001354,710,683,9,8,10,0,96.20,1.27,1.13,1.41
N00001355,254,240,3,3,8,0,94.49,1.18,1.18,3.15
N00001356,268,258,4,5,1,0,96.27,1.49,1.87,0.37
N00001357,147,136,1,1,9,0,92.52,0.68,0.68,6.12
N00001358,308,290,9,3,6,0,94.16,2.92,0.97,1.95
N00001359,260,248,3,3,6,0,95.38,1.15,1.15,2.31
N00001360,246,233,5,3,5,1,94.72,2.03,1.22,2.03
N00001361,271,266,4,0,1,0,98.15,1.48,0,0.37
N00001362,281,274,1,2,4,0,97.51,0.36,0.71,1.42
N00001363,236,214,3,5,14,0,90.68,1.27,2.12,5.93
N00001364,444,404,11,20,9,2,90.99,2.48,4.50,2.03
N00001365,343,319,4,8,12,0,93.00,1.17,2.33,3.50
N00001366,210,185,7,5,13,4,88.10,3.33,2.38,6.19
N00001367,309,286,6,7,10,0,92.56,1.94,2.27,3.24
N00001368,268,237,9,9,13,0,88.43,3.36,3.36,4.85
N00001369,336,307,3,8,18,0,91.37,0.89,2.38,5.36
N00001370,341,306,6,5,24,0,89.74,1.76,1.47,7.04
N00001371,294,273,2,5,14,0,92.86,0.68,1.70,4.76
N00001372,533,491,5,7,30,0,92.12,0.94,1.31,5.63
N00001373,267,248,2,6,11,0,92.88,0.75,2.25,4.12
N00001374,277,268,0,1,8,0,96.75,0,0.36,2.89
N00001375,308,285,4,6,13,0,92.53,1.30,1.95,4.22
N00001376,174,159,3,1,11,0,91.38,1.72,0.57,6.32
N00001377,252,235,3,2,12,0,93.25,1.19,0.79,4.76
N00001378,238,223,3,3,9,0,93.70,1.26,1.26,3.78
N00001379,219,205,2,6,6,0,93.61,0.91,2.74,2.74
N00001380,298,243,13,6,36,0,81.54,4.36,2.01,12.08
N00001381,299,241,21,15,22,4,80.60,7.02,5.02,7.36
N00001382,268,227,9,5,27,0,84.70,3.36,1.87,10.07
N00001383,291,237,13,10,31,0,81.44,4.47,3.44,10.65
N00001384,239,209,5,7,18,0,87.45,2.09,2.93,7.53
N00001385,294,248,11,6,29,1,84.35,3.74,2.04,9.86
N00001386,402,347,15,17,23,1,86.32,3.73,4.23,5.72
N00001387,192,166,8,12,6,1,86.46,4.17,6.25,3.13
N00001388,242,221,3,4,14,0,91.32,1.24,1.65,5.79
N00001389,146,129,5,5,7,1,88.36,3.42,3.42,4.79
N00001390,256,224,3,9,20,0,87.50,1.17,3.52,7.81
N00001391,250,225,4,5,16,0,90.00,1.60,2.00,6.40
N00001392,227,201,10,9,7,0,88.55,4.41,3.96,3.08
N00001393,210,176,10,12,12,2,83.81,4.76,5.71,5.71
N00001394,236,210,4,8,14,1,88.98,1.69,3.39,5.93
N00001395,231,201,8,2,20,1,87.01,3.46,0.87,8.66
N00001396,437,364,33,22,18,5,83.30,7.55,5.03,4.12
N00001397,151,130,6,5,10,0,86.09,3.97,3.31,6.62
N00001398,215,192,5,8,10,1,89.30,2.33,3.72,4.65
N00001399,775,653,37,22,63,0,84.26,4.77,2.84,8.13
N00001400,283,244,11,8,20,0,86.22,3.89,2.83,7.07
N00001401,667,574,43,29,21,2,86.06,6.45,4.35,3.15
N00001402,519,456,21,21,21,2,87.86,4.05,4.05,4.05
N00001403,285,234,17,6,28,1,82.11,5.96,2.11,9.82
N00001404,562,481,21,23,37,1,85.59,3.74,4.09,6.58
N00001405,204,184,5,4,11,0,90.20,2.45,1.96,5.39
N00001406,166,151,5,5,5,0,90.96,3.01,3.01,3.01
N00001407,206,171,14,8,13,3,83.01,6.80,3.88,6.31
N00001408,409,357,21,11,20,3,87.29,5.13,2.69,4.89
N00001409,258,233,6,7,12,6,90.31,2.33,2.71,4.65
N00001410,265,222,20,3,20,2,83.77,7.55,1.13,7.55
N00001411,238,202,12,7,17,2,84.87,5.04,2.94,7.14
N00001412,146,129,4,4,9,1,88.36,2.74,2.74,6.16
N00001413,243,210,7,9,17,0,86.42,2.88,3.70,7.00
N00001414,241,209,5,8,19,0,86.72,2.07,3.32,7.88
N00001415,264,252,4,6,2,0,95.45,1.52,2.27,0.76
N00001416,522,460,27,16,19,26,88.12,5.17,3.07,3.64
N00001417,251,235,4,3,9,0,93.63,1.59,1.20,3.59
N00001418,534,481,22,18,13,6,90.07,4.12,3.37,2.43
N00001419,209,187,11,6,5,2,89.47,5.26,2.87,2.39
N00001420,187,172,5,2,8,1,91.98,2.67,1.07,4.28
N00001421,958,851,53,23,31,14,88.83,5.53,2.40,3.24
N00001422,157,143,3,4,7,0,91.08,1.91,2.55,4.46
N00001423,370,352,6,4,8,0,95.14,1.62,1.08,2.16
N00001424,183,171,4,2,6,0,93.44,2.19,1.09,3.28
N00001425,222,208,6,1,7,1,93.69,2.70,0.45,3.15
N00001426,206,200,2,0,4,2,97.09,0.97,0,1.94
N00001427,245,236,4,1,4,0,96.33,1.63,0.41,1.63
N00001428,249,240,7,0,2,1,96.39,2.81,0,0.80
N00001429,767,700,20,24,23,10,91.26,2.61,3.13,3.00
N00001430,248,241,6,0,1,0,97.18,2.42,0,0.40
N00001431,309,297,2,2,8,0,96.12,0.65,0.65,2.59
N00001432,273,264,0,1,8,0,96.70,0,0.37,2.93
N00001433,228,221,3,0,4,0,96.93,1.32,0,1.75
N00001434,289,279,6,1,3,0,96.54,2.08,0.35,1.04
N00001435,221,214,1,4,2,0,96.83,0.45,1.81,0.90
N00001436,291,283,0,4,4,0,97.25,0,1.37,1.37
N00001437,179,166,3,4,6,0,92.74,1.68,2.23,3.35
N00001438,271,264,3,2,2,0,97.42,1.11,0.74,0.74
N00001439,232,218,6,2,6,0,93.97,2.59,0.86,2.59
N00001440,234,219,1,0,14,0,93.59,0.43,0,5.98
N00001441,251,240,2,3,6,0,95.62,0.80,1.20,2.39
N00001442,313,298,3,6,6,0,95.21,0.96,1.92,1.92
N00001443,187,171,8,1,7,1,91.44,4.28,0.53,3.74
N00001444,255,237,6,2,10,0,92.94,2.35,0.78,3.92
N00001445,338,291,8,5,34,0,86.09,2.37,1.48,10.06
N00001446,283,256,7,4,16,0,90.46,2.47,1.41,5.65
N00001447,274,235,0,6,33,0,85.77,0,2.19,12.04
N00001448,320,291,1,4,24,0,90.94,0.31,1.25,7.50
N00001449,298,269,2,7,20,0,90.27,0.67,2.35,6.71
N00001450,235,198,4,5,28,0,84.26,1.70,2.13,11.91
N00001451,221,200,5,2,14,0,90.50,2.26,0.90,6.33
N00001452,298,275,6,5,12,0,92.28,2.01,1.68,4.03
N00001453,337,296,8,5,28,0,87.83,2.37,1.48,8.31
N00001454,289,257,10,5,17,0,88.93,3.46,1.73,5.88
N00001455,234,191,10,9,24,0,81.62,4.27,3.85,10.26
N00001456,297,249,11,10,27,0,83.84,3.70,3.37,9.09
N00001457,282,254,5,6,17,0,90.07,1.77,2.13,6.03
N00001458,330,284,3,13,30,0,86.06,0.91,3.94,9.09
N00001459,362,313,7,13,29,3,86.46,1.93,3.59,8.01
