GeographyCode,KS801NI0001,KS801NI0002,KS801NI0003,KS801NI0004,KS801NI0005,KS801NI0006,KS801NI0007,KS801NI0008,KS801NI0009,KS801NI0010
N00000422,376,353,14,1,8,0,93.88,3.72,0.27,2.13
N00000423,411,398,2,3,8,0,96.84,0.49,0.73,1.95
N00000424,500,482,8,4,6,0,96.40,1.60,0.80,1.20
N00000425,340,323,5,5,7,1,95.00,1.47,1.47,2.06
N00000426,279,267,3,0,9,0,95.70,1.08,0,3.23
N00000427,318,311,3,1,3,0,97.80,0.94,0.31,0.94
N00000428,381,364,8,4,5,0,95.54,2.10,1.05,1.31
N00000429,445,431,1,2,11,0,96.85,0.22,0.45,2.47
N00000430,460,439,9,3,9,0,95.43,1.96,0.65,1.96
N00000431,338,326,4,4,4,0,96.45,1.18,1.18,1.18
N00000432,272,256,2,6,8,0,94.12,0.74,2.21,2.94
N00000433,239,225,5,2,7,3,94.14,2.09,0.84,2.93
N00000434,415,396,5,3,11,5,95.42,1.20,0.72,2.65
N00000435,374,354,6,9,5,0,94.65,1.60,2.41,1.34
N00000436,473,454,1,7,11,0,95.98,0.21,1.48,2.33
N00000437,594,558,13,10,13,0,93.94,2.19,1.68,2.19
N00000438,451,418,19,5,9,0,92.68,4.21,1.11,2.00
N00000439,394,383,5,0,6,0,97.21,1.27,0,1.52
N00000440,380,359,15,2,4,0,94.47,3.95,0.53,1.05
N00000441,268,249,8,2,9,4,92.91,2.99,0.75,3.36
N00000442,391,357,11,12,11,1,91.30,2.81,3.07,2.81
N00000443,400,354,7,14,25,0,88.50,1.75,3.50,6.25
N00000444,440,414,3,9,14,2,94.09,0.68,2.05,3.18
N00000445,312,267,4,11,30,0,85.58,1.28,3.53,9.62
N00000446,292,263,8,9,12,0,90.07,2.74,3.08,4.11
N00000447,268,240,5,7,16,4,89.55,1.87,2.61,5.97
N00000448,178,164,4,3,7,3,92.13,2.25,1.69,3.93
N00000449,416,397,8,5,6,0,95.43,1.92,1.20,1.44
N00000450,447,426,4,6,11,0,95.30,0.89,1.34,2.46
N00000451,440,410,8,6,16,0,93.18,1.82,1.36,3.64
N00000452,417,407,3,3,4,0,97.60,0.72,0.72,0.96
N00000453,312,300,3,5,4,0,96.15,0.96,1.60,1.28
N00000454,477,466,5,0,6,0,97.69,1.05,0,1.26
N00000455,238,222,7,5,4,1,93.28,2.94,2.10,1.68
N00000456,285,264,5,3,13,0,92.63,1.75,1.05,4.56
N00000457,311,291,9,7,4,0,93.57,2.89,2.25,1.29
N00000458,336,318,5,3,10,0,94.64,1.49,0.89,2.98
N00000459,616,577,10,11,18,4,93.67,1.62,1.79,2.92
N00000460,289,275,6,1,7,0,95.16,2.08,0.35,2.42
N00000461,383,369,6,3,5,0,96.34,1.57,0.78,1.31
N00000462,196,180,5,4,7,0,91.84,2.55,2.04,3.57
N00000463,657,619,12,12,14,0,94.22,1.83,1.83,2.13
N00000464,400,389,2,4,5,0,97.25,0.50,1.00,1.25
N00000465,270,264,4,2,0,0,97.78,1.48,0.74,0
N00000466,352,329,5,2,16,0,93.47,1.42,0.57,4.55
N00000467,271,258,2,2,9,0,95.20,0.74,0.74,3.32
N00000468,264,246,3,4,11,3,93.18,1.14,1.52,4.17
N00000469,403,384,4,6,9,0,95.29,0.99,1.49,2.23
N00000470,225,211,3,6,5,0,93.78,1.33,2.67,2.22
N00000471,242,229,7,0,6,1,94.63,2.89,0,2.48
N00000472,170,152,4,6,8,0,89.41,2.35,3.53,4.71
N00000473,168,156,2,3,7,0,92.86,1.19,1.79,4.17
N00000474,184,156,6,2,20,1,84.78,3.26,1.09,10.87
N00000475,188,170,2,5,11,1,90.43,1.06,2.66,5.85
N00000476,223,214,2,1,6,0,95.96,0.90,0.45,2.69
N00000477,648,581,15,8,44,1,89.66,2.31,1.23,6.79
N00000478,229,214,3,1,11,0,93.45,1.31,0.44,4.80
N00000479,251,229,6,2,14,0,91.24,2.39,0.80,5.58
N00000480,299,278,10,2,9,0,92.98,3.34,0.67,3.01
N00000481,416,383,9,5,19,4,92.07,2.16,1.20,4.57
N00000482,207,199,0,1,7,0,96.14,0,0.48,3.38
N00000483,270,258,1,3,8,0,95.56,0.37,1.11,2.96
N00000484,304,294,1,0,9,0,96.71,0.33,0,2.96
N00000485,223,213,1,0,9,0,95.52,0.45,0,4.04
N00000486,346,332,4,3,7,1,95.95,1.16,0.87,2.02
N00000487,283,273,1,3,6,0,96.47,0.35,1.06,2.12
N00000488,387,369,2,4,12,0,95.35,0.52,1.03,3.10
N00000489,256,239,4,2,11,0,93.36,1.56,0.78,4.30
N00000490,488,463,7,6,12,0,94.88,1.43,1.23,2.46
N00000491,486,460,6,7,13,6,94.65,1.23,1.44,2.67
N00000492,384,349,2,8,25,0,90.89,0.52,2.08,6.51
N00000493,297,271,2,5,19,0,91.25,0.67,1.68,6.40
N00000494,715,657,14,13,31,0,91.89,1.96,1.82,4.34
N00000495,296,272,4,4,16,0,91.89,1.35,1.35,5.41
N00000496,736,661,19,19,37,1,89.81,2.58,2.58,5.03
N00000497,697,650,16,9,22,6,93.26,2.30,1.29,3.16
N00000498,287,268,5,1,13,0,93.38,1.74,0.35,4.53
N00000499,268,243,5,3,17,0,90.67,1.87,1.12,6.34
N00000500,473,441,13,3,16,1,93.23,2.75,0.63,3.38
N00000501,276,257,5,1,13,0,93.12,1.81,0.36,4.71
N00000502,179,176,1,0,2,0,98.32,0.56,0,1.12
N00000503,361,348,2,3,8,0,96.40,0.55,0.83,2.22
N00000504,227,218,4,0,5,0,96.04,1.76,0,2.20
N00000505,206,192,5,0,9,0,93.20,2.43,0,4.37
N00000506,264,255,2,1,6,0,96.59,0.76,0.38,2.27
N00000507,252,244,1,2,5,0,96.83,0.40,0.79,1.98
N00000508,287,282,1,0,4,0,98.26,0.35,0,1.39
N00000509,333,324,4,1,4,0,97.30,1.20,0.30,1.20
N00000510,279,270,5,0,4,0,96.77,1.79,0,1.43
N00000511,440,414,5,4,17,3,94.09,1.14,0.91,3.86
N00000512,387,357,4,4,22,1,92.25,1.03,1.03,5.68
N00000513,296,276,5,1,14,0,93.24,1.69,0.34,4.73
N00000514,324,303,6,4,11,0,93.52,1.85,1.23,3.40
N00000515,314,292,6,1,15,0,92.99,1.91,0.32,4.78
N00000516,188,172,5,0,11,0,91.49,2.66,0,5.85
N00000517,354,333,10,0,11,0,94.07,2.82,0,3.11
N00000518,291,278,1,4,8,0,95.53,0.34,1.37,2.75
N00000519,243,229,4,1,9,0,94.24,1.65,0.41,3.70
N00000520,568,537,7,5,19,0,94.54,1.23,0.88,3.35
N00000521,381,349,12,4,16,0,91.60,3.15,1.05,4.20
N00000522,423,403,5,2,13,0,95.27,1.18,0.47,3.07
N00000523,369,345,6,6,12,1,93.50,1.63,1.63,3.25
N00000524,451,419,15,4,13,0,92.90,3.33,0.89,2.88
N00000525,396,368,2,9,17,0,92.93,0.51,2.27,4.29
N00000526,170,162,2,1,5,1,95.29,1.18,0.59,2.94
N00000527,256,237,5,4,10,1,92.58,1.95,1.56,3.91
N00000528,169,155,8,2,4,1,91.72,4.73,1.18,2.37
N00000529,183,171,4,2,6,0,93.44,2.19,1.09,3.28
N00000530,246,231,2,4,9,0,93.90,0.81,1.63,3.66
N00000531,184,175,1,6,2,3,95.11,0.54,3.26,1.09
N00000532,162,149,4,2,7,2,91.98,2.47,1.23,4.32
N00000533,187,177,2,1,7,0,94.65,1.07,0.53,3.74
N00000534,448,424,6,9,9,0,94.64,1.34,2.01,2.01
N00000535,497,485,3,3,6,1,97.59,0.60,0.60,1.21
N00000536,374,356,3,7,8,0,95.19,0.80,1.87,2.14
N00000537,399,382,4,8,5,0,95.74,1.00,2.01,1.25
N00000538,373,358,5,2,8,0,95.98,1.34,0.54,2.14
N00000539,363,341,0,8,14,0,93.94,0,2.20,3.86
N00000540,273,266,0,1,6,0,97.44,0,0.37,2.20
N00000541,380,368,3,3,6,0,96.84,0.79,0.79,1.58
N00000542,247,236,2,0,9,1,95.55,0.81,0,3.64
N00000543,365,353,2,3,7,0,96.71,0.55,0.82,1.92
N00000544,257,253,2,0,2,0,98.44,0.78,0,0.78
N00000545,264,247,2,4,11,0,93.56,0.76,1.52,4.17
N00000546,274,268,3,0,3,0,97.81,1.09,0,1.09
N00000547,313,304,2,1,6,0,97.12,0.64,0.32,1.92
N00000548,259,246,6,4,3,0,94.98,2.32,1.54,1.16
N00000549,179,168,0,2,9,0,93.85,0,1.12,5.03
N00000550,348,323,7,3,15,1,92.82,2.01,0.86,4.31
N00000551,211,202,0,4,5,0,95.73,0,1.90,2.37
N00000552,212,201,2,4,5,0,94.81,0.94,1.89,2.36
N00000553,271,260,3,3,5,1,95.94,1.11,1.11,1.85
N00000554,202,189,5,3,5,0,93.56,2.48,1.49,2.48
N00000555,189,177,6,0,6,0,93.65,3.17,0,3.17
N00000556,304,288,7,2,7,0,94.74,2.30,0.66,2.30
N00000557,536,523,4,0,9,0,97.57,0.75,0,1.68
N00000558,437,415,4,3,15,0,94.97,0.92,0.69,3.43
N00000559,302,284,7,4,7,0,94.04,2.32,1.32,2.32
N00000560,399,387,4,3,5,0,96.99,1.00,0.75,1.25
N00000561,465,450,4,2,9,0,96.77,0.86,0.43,1.94
N00000562,345,336,1,0,8,0,97.39,0.29,0,2.32
N00000563,778,735,12,2,29,3,94.47,1.54,0.26,3.73
N00000564,238,225,6,3,4,0,94.54,2.52,1.26,1.68
N00000565,169,152,7,0,10,0,89.94,4.14,0,5.92
N00000566,276,254,3,4,15,1,92.03,1.09,1.45,5.43
N00000567,469,454,4,3,8,1,96.80,0.85,0.64,1.71
N00000568,352,338,6,4,4,0,96.02,1.70,1.14,1.14
N00000569,356,337,5,6,8,0,94.66,1.40,1.69,2.25
N00000570,312,289,4,2,17,0,92.63,1.28,0.64,5.45
N00000571,286,272,1,3,10,0,95.10,0.35,1.05,3.50
N00000572,517,476,9,7,25,0,92.07,1.74,1.35,4.84
N00000573,326,286,5,11,24,0,87.73,1.53,3.37,7.36
N00000574,392,367,8,4,13,1,93.62,2.04,1.02,3.32
N00000575,440,425,4,5,6,1,96.59,0.91,1.14,1.36
N00000576,317,301,3,6,7,0,94.95,0.95,1.89,2.21
N00000577,408,392,8,0,8,0,96.08,1.96,0,1.96
N00000578,671,616,18,9,28,0,91.80,2.68,1.34,4.17
N00000579,456,428,13,5,10,0,93.86,2.85,1.10,2.19
N00000580,454,441,4,2,7,2,97.14,0.88,0.44,1.54
N00000581,521,506,4,4,7,0,97.12,0.77,0.77,1.34
N00000582,378,358,5,5,10,0,94.71,1.32,1.32,2.65
N00000583,285,267,8,5,5,0,93.68,2.81,1.75,1.75
N00000584,451,431,7,4,9,0,95.57,1.55,0.89,2.00
N00000585,455,437,8,5,5,0,96.04,1.76,1.10,1.10
N00000586,415,387,6,7,15,0,93.25,1.45,1.69,3.61
N00000587,431,408,4,4,15,0,94.66,0.93,0.93,3.48
N00000588,376,347,6,6,17,0,92.29,1.60,1.60,4.52
N00000589,595,566,4,13,12,0,95.13,0.67,2.18,2.02
N00000590,393,375,3,7,8,0,95.42,0.76,1.78,2.04
N00000591,431,411,9,2,9,0,95.36,2.09,0.46,2.09
N00000592,457,445,4,2,6,0,97.37,0.88,0.44,1.31
N00000593,554,529,7,5,13,0,95.49,1.26,0.90,2.35
N00000594,356,336,4,3,13,0,94.38,1.12,0.84,3.65
N00000595,502,476,8,6,12,0,94.82,1.59,1.20,2.39
N00000596,267,245,2,0,20,0,91.76,0.75,0,7.49
N00000597,222,214,2,1,5,0,96.40,0.90,0.45,2.25
N00000598,228,217,4,1,6,1,95.18,1.75,0.44,2.63
N00000599,200,190,2,1,7,2,95.00,1.00,0.50,3.50
N00000600,329,318,3,1,7,0,96.66,0.91,0.30,2.13
N00000601,249,226,14,2,7,0,90.76,5.62,0.80,2.81
N00000602,206,196,2,0,8,0,95.15,0.97,0,3.88
N00000603,389,373,2,1,13,0,95.89,0.51,0.26,3.34
N00000604,313,294,1,7,11,0,93.93,0.32,2.24,3.51
N00000605,446,427,6,8,5,1,95.74,1.35,1.79,1.12
N00000606,313,297,4,2,10,0,94.89,1.28,0.64,3.19
N00000607,298,284,5,5,4,0,95.30,1.68,1.68,1.34
N00000608,342,331,1,1,9,0,96.78,0.29,0.29,2.63
N00000609,348,319,5,11,13,0,91.67,1.44,3.16,3.74
N00000610,397,373,10,3,11,0,93.95,2.52,0.76,2.77
N00000611,287,268,5,2,12,0,93.38,1.74,0.70,4.18
N00000612,482,470,4,2,6,0,97.51,0.83,0.41,1.24
N00000613,217,206,2,3,6,0,94.93,0.92,1.38,2.76
N00000614,197,183,5,0,9,0,92.89,2.54,0,4.57
N00000615,130,121,4,3,2,0,93.08,3.08,2.31,1.54
N00000616,280,263,3,3,11,0,93.93,1.07,1.07,3.93
N00000617,290,275,6,2,7,0,94.83,2.07,0.69,2.41
N00000618,461,433,8,4,16,0,93.93,1.74,0.87,3.47
N00000619,344,323,3,1,17,0,93.90,0.87,0.29,4.94
N00000620,329,313,6,0,10,0,95.14,1.82,0,3.04
N00000621,287,266,8,3,10,4,92.68,2.79,1.05,3.48
N00000622,304,281,8,5,10,4,92.43,2.63,1.64,3.29
N00000623,314,296,5,3,10,0,94.27,1.59,0.96,3.18
N00000624,457,438,10,1,8,1,95.84,2.19,0.22,1.75
N00000625,229,217,5,0,7,0,94.76,2.18,0,3.06
N00000626,473,449,8,2,14,0,94.93,1.69,0.42,2.96
N00000627,422,400,8,2,12,0,94.79,1.90,0.47,2.84
N00000628,383,361,7,5,10,1,94.26,1.83,1.31,2.61
N00000629,415,395,8,2,10,0,95.18,1.93,0.48,2.41
N00000630,255,240,3,3,9,0,94.12,1.18,1.18,3.53
N00000631,384,374,3,1,6,0,97.40,0.78,0.26,1.56
N00000632,455,437,4,2,12,0,96.04,0.88,0.44,2.64
N00000633,310,294,4,4,8,0,94.84,1.29,1.29,2.58
N00000634,462,439,7,3,13,0,95.02,1.52,0.65,2.81
N00000635,391,368,5,8,10,0,94.12,1.28,2.05,2.56
N00000636,385,358,8,10,9,0,92.99,2.08,2.60,2.34
N00000637,717,675,12,7,23,1,94.14,1.67,0.98,3.21
N00000638,353,337,3,6,7,0,95.47,0.85,1.70,1.98
N00000639,366,343,3,5,15,0,93.72,0.82,1.37,4.10
N00000640,269,255,3,0,11,0,94.80,1.12,0,4.09
N00000641,302,273,5,2,22,0,90.40,1.66,0.66,7.28
N00000642,315,306,2,3,4,0,97.14,0.63,0.95,1.27
N00000643,459,439,5,7,8,0,95.64,1.09,1.53,1.74
N00000644,523,495,8,12,8,0,94.65,1.53,2.29,1.53
N00000645,426,414,3,2,7,0,97.18,0.70,0.47,1.64
N00000646,407,398,2,1,6,0,97.79,0.49,0.25,1.47
N00000647,687,663,1,12,11,0,96.51,0.15,1.75,1.60
N00000648,348,331,3,3,11,0,95.11,0.86,0.86,3.16
N00000649,368,341,9,6,12,0,92.66,2.45,1.63,3.26
N00000650,576,534,16,5,21,0,92.71,2.78,0.87,3.65
N00000651,243,232,5,4,2,0,95.47,2.06,1.65,0.82
N00000652,489,444,7,13,25,0,90.80,1.43,2.66,5.11
N00000653,282,259,3,2,18,0,91.84,1.06,0.71,6.38
N00000654,256,249,1,1,5,0,97.27,0.39,0.39,1.95
N00000655,340,319,5,3,13,1,93.82,1.47,0.88,3.82
N00000656,194,178,4,2,10,0,91.75,2.06,1.03,5.15
N00000657,800,759,10,10,21,0,94.88,1.25,1.25,2.63
N00000658,353,344,4,0,5,0,97.45,1.13,0,1.42
N00000659,369,348,4,2,15,0,94.31,1.08,0.54,4.07
N00000660,366,351,4,2,9,0,95.90,1.09,0.55,2.46
N00000661,359,331,8,5,15,0,92.20,2.23,1.39,4.18
N00000662,330,319,2,2,7,0,96.67,0.61,0.61,2.12
N00000663,368,354,4,3,7,0,96.20,1.09,0.82,1.90
N00000664,335,310,11,6,8,0,92.54,3.28,1.79,2.39
N00000665,450,439,1,5,5,0,97.56,0.22,1.11,1.11
N00000666,426,412,2,3,9,0,96.71,0.47,0.70,2.11
N00000667,505,486,8,4,7,0,96.24,1.58,0.79,1.39
N00000668,308,301,1,2,4,0,97.73,0.32,0.65,1.30
N00000669,454,439,3,6,6,0,96.70,0.66,1.32,1.32
N00000670,280,269,2,3,6,0,96.07,0.71,1.07,2.14
N00000671,225,214,3,5,3,0,95.11,1.33,2.22,1.33
N00000672,302,290,3,0,9,0,96.03,0.99,0,2.98
N00000673,900,872,4,4,20,1,96.89,0.44,0.44,2.22
N00000674,283,258,10,6,9,2,91.17,3.53,2.12,3.18
N00000675,362,328,13,10,11,0,90.61,3.59,2.76,3.04
N00000676,663,617,7,5,34,0,93.06,1.06,0.75,5.13
N00000677,264,247,7,5,5,0,93.56,2.65,1.89,1.89
N00000678,511,498,4,6,3,0,97.46,0.78,1.17,0.59
N00000679,540,518,9,1,12,0,95.93,1.67,0.19,2.22
N00000680,366,344,7,4,11,0,93.99,1.91,1.09,3.01
N00000681,366,352,7,3,4,0,96.17,1.91,0.82,1.09
N00000682,458,435,6,9,8,1,94.98,1.31,1.97,1.75
N00000683,378,369,3,1,5,0,97.62,0.79,0.26,1.32
N00000684,501,481,8,7,5,1,96.01,1.60,1.40,1.00
N00000685,289,283,3,0,3,0,97.92,1.04,0,1.04
N00000686,471,447,8,4,12,0,94.90,1.70,0.85,2.55
N00000687,368,358,3,1,6,0,97.28,0.82,0.27,1.63
N00000688,385,371,3,6,5,0,96.36,0.78,1.56,1.30
N00000689,364,351,1,7,5,0,96.43,0.27,1.92,1.37
N00000690,241,224,4,6,7,0,92.95,1.66,2.49,2.90
N00000691,293,282,3,2,6,0,96.25,1.02,0.68,2.05
N00000692,221,215,1,0,5,0,97.29,0.45,0,2.26
N00000693,268,254,3,4,7,0,94.78,1.12,1.49,2.61
N00000694,788,741,11,14,22,0,94.04,1.40,1.78,2.79
N00000695,461,443,7,5,6,0,96.10,1.52,1.08,1.30
N00000696,154,146,2,2,4,0,94.81,1.30,1.30,2.60
N00000697,333,303,13,2,15,0,90.99,3.90,0.60,4.50
N00000698,415,395,4,10,6,0,95.18,0.96,2.41,1.45
N00000699,230,211,5,3,11,0,91.74,2.17,1.30,4.78
N00000700,242,227,5,4,6,0,93.80,2.07,1.65,2.48
N00000701,224,221,1,0,2,0,98.66,0.45,0,0.89
N00000702,692,649,7,17,19,1,93.79,1.01,2.46,2.75
N00000703,322,299,6,9,8,0,92.86,1.86,2.80,2.48
N00000704,593,549,9,8,27,0,92.58,1.52,1.35,4.55
N00000705,626,583,9,16,18,0,93.13,1.44,2.56,2.88
N00000706,411,387,2,9,13,0,94.16,0.49,2.19,3.16
N00000707,338,316,1,10,11,0,93.49,0.30,2.96,3.25
N00000708,443,425,10,6,2,0,95.94,2.26,1.35,0.45
N00000709,437,411,13,5,8,0,94.05,2.97,1.14,1.83
N00000710,320,311,5,0,4,0,97.19,1.56,0,1.25
N00000711,488,451,8,12,17,0,92.42,1.64,2.46,3.48
N00000712,347,328,8,3,8,0,94.52,2.31,0.86,2.31
N00000713,397,382,6,3,6,0,96.22,1.51,0.76,1.51
N00000714,431,412,5,1,13,0,95.59,1.16,0.23,3.02
N00000715,581,553,4,10,14,1,95.18,0.69,1.72,2.41
N00000716,800,738,18,13,31,0,92.25,2.25,1.63,3.88
N00000717,522,491,9,8,14,0,94.06,1.72,1.53,2.68
N00000718,1667,1546,39,31,51,1,92.74,2.34,1.86,3.06
N00000719,235,216,3,1,15,0,91.91,1.28,0.43,6.38
N00000720,438,409,9,7,13,0,93.38,2.05,1.60,2.97
N00000721,444,424,11,2,7,0,95.50,2.48,0.45,1.58
N00000722,477,461,2,4,10,1,96.65,0.42,0.84,2.10
N00000723,425,397,12,9,7,0,93.41,2.82,2.12,1.65
N00000724,461,435,8,8,10,2,94.36,1.74,1.74,2.17
N00000725,438,408,8,6,16,0,93.15,1.83,1.37,3.65
N00000726,415,399,5,4,7,2,96.14,1.20,0.96,1.69
N00000727,251,244,0,2,5,0,97.21,0,0.80,1.99
N00000728,445,425,3,9,8,0,95.51,0.67,2.02,1.80
N00000729,325,301,7,5,12,0,92.62,2.15,1.54,3.69
N00000730,278,258,5,4,11,0,92.81,1.80,1.44,3.96
N00000731,255,245,5,1,4,0,96.08,1.96,0.39,1.57
N00000732,510,493,7,4,6,0,96.67,1.37,0.78,1.18
N00000733,280,267,6,3,4,0,95.36,2.14,1.07,1.43
N00000734,376,356,6,7,7,1,94.68,1.60,1.86,1.86
N00000735,395,377,7,3,8,0,95.44,1.77,0.76,2.03
N00000736,361,343,6,4,8,0,95.01,1.66,1.11,2.22
N00000737,363,347,3,5,8,0,95.59,0.83,1.38,2.20
N00000738,406,396,4,1,5,0,97.54,0.99,0.25,1.23
N00000739,430,410,5,5,10,0,95.35,1.16,1.16,2.33
N00000740,523,492,7,10,14,0,94.07,1.34,1.91,2.68
N00000741,317,291,6,6,14,0,91.80,1.89,1.89,4.42
N00000742,249,240,3,4,2,0,96.39,1.20,1.61,0.80
N00000743,240,230,5,1,4,0,95.83,2.08,0.42,1.67
N00000744,258,246,2,1,9,0,95.35,0.78,0.39,3.49
N00000745,415,388,5,6,16,0,93.49,1.20,1.45,3.86
N00000746,458,432,3,5,18,1,94.32,0.66,1.09,3.93
N00000747,357,336,4,8,9,0,94.12,1.12,2.24,2.52
N00000748,419,382,9,5,23,1,91.17,2.15,1.19,5.49
N00000749,358,339,4,4,11,0,94.69,1.12,1.12,3.07
N00000750,278,253,5,10,10,0,91.01,1.80,3.60,3.60
N00000751,412,385,6,9,12,0,93.45,1.46,2.18,2.91
N00000752,366,346,2,10,8,0,94.54,0.55,2.73,2.19
N00000753,412,390,7,7,8,0,94.66,1.70,1.70,1.94
N00000754,385,366,3,5,11,0,95.06,0.78,1.30,2.86
N00000755,360,342,3,7,8,0,95.00,0.83,1.94,2.22
N00000756,335,315,4,4,12,1,94.03,1.19,1.19,3.58
N00000757,411,387,4,7,13,0,94.16,0.97,1.70,3.16
N00000758,436,412,10,7,7,0,94.50,2.29,1.61,1.61
N00000759,273,253,8,1,11,0,92.67,2.93,0.37,4.03
N00000760,230,222,4,2,2,0,96.52,1.74,0.87,0.87
N00000761,372,356,5,2,9,0,95.70,1.34,0.54,2.42
N00000762,199,185,3,5,6,0,92.96,1.51,2.51,3.02
N00000763,368,349,5,4,10,0,94.84,1.36,1.09,2.72
N00000764,258,242,2,3,11,1,93.80,0.78,1.16,4.26
N00000765,373,359,5,5,4,0,96.25,1.34,1.34,1.07
N00000766,703,672,7,5,19,0,95.59,1.00,0.71,2.70
N00000767,287,278,5,0,4,0,96.86,1.74,0,1.39
N00000768,257,244,6,1,6,0,94.94,2.33,0.39,2.33
N00000769,353,325,11,10,7,0,92.07,3.12,2.83,1.98
N00000770,348,316,6,11,15,0,90.80,1.72,3.16,4.31
N00000771,215,203,1,1,10,0,94.42,0.47,0.47,4.65
N00000772,428,406,5,3,14,0,94.86,1.17,0.70,3.27
N00000773,380,365,1,2,12,0,96.05,0.26,0.53,3.16
N00000774,920,876,20,8,16,0,95.22,2.17,0.87,1.74
N00000775,269,257,0,4,8,0,95.54,0,1.49,2.97
N00000776,295,293,0,0,2,0,99.32,0,0,0.68
N00000777,858,823,13,10,12,0,95.92,1.52,1.17,1.40
N00000778,419,406,3,4,6,0,96.90,0.72,0.95,1.43
N00000779,535,509,8,6,12,0,95.14,1.50,1.12,2.24
N00000780,489,461,9,6,13,1,94.27,1.84,1.23,2.66
N00000781,457,432,8,3,14,0,94.53,1.75,0.66,3.06
N00000782,502,492,3,5,2,0,98.01,0.60,1.00,0.40
N00000783,539,521,10,4,4,0,96.66,1.86,0.74,0.74
N00000784,414,401,4,2,7,0,96.86,0.97,0.48,1.69
N00000785,315,302,4,4,5,0,95.87,1.27,1.27,1.59
N00000786,357,335,6,2,14,0,93.84,1.68,0.56,3.92
N00000787,393,376,5,6,6,0,95.67,1.27,1.53,1.53
N00000788,398,383,9,1,5,0,96.23,2.26,0.25,1.26
N00000789,933,896,9,15,13,1,96.03,0.96,1.61,1.39
N00000790,495,459,17,4,15,0,92.73,3.43,0.81,3.03
N00000791,318,293,3,4,18,0,92.14,0.94,1.26,5.66
N00000792,362,331,5,3,23,0,91.44,1.38,0.83,6.35
N00000793,424,402,11,2,9,1,94.81,2.59,0.47,2.12
N00000794,434,405,5,6,18,0,93.32,1.15,1.38,4.15
N00000795,504,474,11,3,16,0,94.05,2.18,0.60,3.17
N00000796,322,304,2,4,12,0,94.41,0.62,1.24,3.73
N00000797,312,288,7,5,12,0,92.31,2.24,1.60,3.85
N00000798,495,468,5,8,14,0,94.55,1.01,1.62,2.83
N00000799,450,431,2,6,11,0,95.78,0.44,1.33,2.44
N00000800,401,382,2,4,13,0,95.26,0.50,1.00,3.24
N00000801,493,458,9,10,16,0,92.90,1.83,2.03,3.25
N00000802,251,236,2,4,9,0,94.02,0.80,1.59,3.59
N00000803,374,362,2,2,8,0,96.79,0.53,0.53,2.14
N00000804,406,383,2,3,18,0,94.33,0.49,0.74,4.43
N00000805,371,345,4,3,19,0,92.99,1.08,0.81,5.12
N00000806,313,293,5,6,9,1,93.61,1.60,1.92,2.88
N00000807,466,442,10,10,4,0,94.85,2.15,2.15,0.86
N00000808,217,206,0,7,4,0,94.93,0,3.23,1.84
N00000809,503,476,10,4,13,0,94.63,1.99,0.80,2.58
N00000810,403,386,5,8,4,0,95.78,1.24,1.99,0.99
N00000811,308,296,3,2,7,0,96.10,0.97,0.65,2.27
N00000812,283,272,5,2,4,0,96.11,1.77,0.71,1.41
N00000813,456,433,6,2,15,0,94.96,1.32,0.44,3.29
N00000814,242,229,0,0,13,0,94.63,0,0,5.37
N00000815,419,394,4,6,15,0,94.03,0.95,1.43,3.58
N00000816,520,481,9,10,20,0,92.50,1.73,1.92,3.85
N00000817,235,210,5,6,14,2,89.36,2.13,2.55,5.96
N00000818,298,277,7,3,11,0,92.95,2.35,1.01,3.69
N00000819,224,211,6,2,5,0,94.20,2.68,0.89,2.23
N00000820,336,320,7,5,4,1,95.24,2.08,1.49,1.19
N00000821,245,240,1,1,3,1,97.96,0.41,0.41,1.22
N00000822,187,174,5,2,6,0,93.05,2.67,1.07,3.21
N00000823,332,311,5,1,15,0,93.67,1.51,0.30,4.52
N00000824,219,205,2,4,8,1,93.61,0.91,1.83,3.65
N00000825,354,332,10,3,9,0,93.79,2.82,0.85,2.54
N00000826,293,284,4,3,2,0,96.93,1.37,1.02,0.68
N00000827,285,271,4,2,8,0,95.09,1.40,0.70,2.81
N00000828,227,215,6,3,3,0,94.71,2.64,1.32,1.32
N00000829,303,283,4,4,12,1,93.40,1.32,1.32,3.96
N00000830,248,236,2,6,4,1,95.16,0.81,2.42,1.61
N00000831,293,281,1,3,8,0,95.90,0.34,1.02,2.73
N00000832,261,252,2,0,7,1,96.55,0.77,0,2.68
N00000833,232,220,6,3,3,0,94.83,2.59,1.29,1.29
N00000834,353,325,8,1,19,0,92.07,2.27,0.28,5.38
N00000835,288,278,2,4,4,0,96.53,0.69,1.39,1.39
N00000836,338,325,3,2,8,0,96.15,0.89,0.59,2.37
N00000837,328,310,6,2,10,0,94.51,1.83,0.61,3.05
N00000838,265,251,3,1,10,0,94.72,1.13,0.38,3.77
N00000839,340,324,5,2,9,0,95.29,1.47,0.59,2.65
N00000840,257,240,6,2,9,0,93.39,2.33,0.78,3.50
N00000841,284,277,1,2,4,0,97.54,0.35,0.70,1.41
N00000842,534,516,4,3,11,0,96.63,0.75,0.56,2.06
N00000843,222,212,3,3,4,0,95.50,1.35,1.35,1.80
N00000844,203,196,1,2,4,0,96.55,0.49,0.99,1.97
N00000845,195,189,3,0,3,0,96.92,1.54,0,1.54
