GeographyCode,KS302NI0001,KS302NI0002,KS302NI0003,KS302NI0004,KS302NI0005,KS302NI0006,KS302NI0007,KS302NI0008,KS302NI0009,KS302NI0010,KS302NI0011,KS302NI0012,KS302NI0013,KS302NI0014,KS302NI0015,KS302NI0016,KS302NI0017,KS302NI0018,KS302NI0019,KS302NI0020,KS302NI0021,KS302NI0022,KS302NI0023,KS302NI0024,KS302NI0025
95GG02S1,1745,104,33,37,284,62,203,248,249,47,139,119,1043,5.96,1.89,2.12,16.28,3.55,11.63,14.21,14.27,2.69,7.97,6.82,59.77
95GG02S2,2018,96,36,45,341,75,239,306,294,50,164,134,1193,4.76,1.78,2.23,16.90,3.72,11.84,15.16,14.57,2.48,8.13,6.64,59.12
95GG02S3,2224,120,55,79,422,118,300,355,332,74,183,146,1313,5.40,2.47,3.55,18.97,5.31,13.49,15.96,14.93,3.33,8.23,6.56,59.04
95GG03S1,2003,111,45,40,183,39,96,137,173,47,131,72,1384,5.54,2.25,2.00,9.14,1.95,4.79,6.84,8.64,2.35,6.54,3.59,69.10
95GG03S2,1833,118,39,12,175,35,75,143,123,21,123,99,1285,6.44,2.13,0.65,9.55,1.91,4.09,7.80,6.71,1.15,6.71,5.40,70.10
95GG03S3,2103,120,44,47,217,59,131,182,184,49,149,106,1424,5.71,2.09,2.23,10.32,2.81,6.23,8.65,8.75,2.33,7.09,5.04,67.71
95GG04S1,1708,95,32,42,280,49,184,245,225,46,152,106,1028,5.56,1.87,2.46,16.39,2.87,10.77,14.34,13.17,2.69,8.90,6.21,60.19
95GG04S2,1564,87,39,30,235,66,156,204,208,32,112,103,960,5.56,2.49,1.92,15.03,4.22,9.97,13.04,13.30,2.05,7.16,6.59,61.38
95GG04S3,1636,116,45,27,290,56,187,248,215,49,147,108,920,7.09,2.75,1.65,17.73,3.42,11.43,15.16,13.14,3.00,8.99,6.60,56.23
95GG05S1,1813,73,23,12,150,45,103,118,140,31,80,81,1324,4.03,1.27,0.66,8.27,2.48,5.68,6.51,7.72,1.71,4.41,4.47,73.03
95GG05S2,2009,54,22,19,125,40,85,111,143,23,81,79,1534,2.69,1.10,0.95,6.22,1.99,4.23,5.53,7.12,1.14,4.03,3.93,76.36
95GG05S3,2106,67,32,38,176,55,138,152,163,39,86,77,1542,3.18,1.52,1.80,8.36,2.61,6.55,7.22,7.74,1.85,4.08,3.66,73.22
95GG06S1,1925,102,55,70,301,69,188,279,252,78,181,124,1204,5.30,2.86,3.64,15.64,3.58,9.77,14.49,13.09,4.05,9.40,6.44,62.55
95GG06S2,1779,112,33,30,263,47,143,249,200,45,131,126,1086,6.30,1.85,1.69,14.78,2.64,8.04,14.00,11.24,2.53,7.36,7.08,61.05
95GG06S3,1922,79,24,17,187,38,140,202,171,21,125,98,1300,4.11,1.25,0.88,9.73,1.98,7.28,10.51,8.90,1.09,6.50,5.10,67.64
95GG07S1,1862,120,42,40,278,52,166,238,210,38,144,131,1151,6.44,2.26,2.15,14.93,2.79,8.92,12.78,11.28,2.04,7.73,7.04,61.82
95GG07S2,1922,81,28,45,298,75,198,254,248,52,111,138,1204,4.21,1.46,2.34,15.50,3.90,10.30,13.22,12.90,2.71,5.78,7.18,62.64
95GG07S3,1701,77,30,30,275,40,158,232,192,52,125,121,1097,4.53,1.76,1.76,16.17,2.35,9.29,13.64,11.29,3.06,7.35,7.11,64.49
95GG08S1,1394,71,26,22,177,24,74,144,139,21,94,83,934,5.09,1.87,1.58,12.70,1.72,5.31,10.33,9.97,1.51,6.74,5.95,67.00
95GG08S2,1730,105,38,45,251,61,155,249,215,49,109,137,1066,6.07,2.20,2.60,14.51,3.53,8.96,14.39,12.43,2.83,6.30,7.92,61.62
95GG08S3,1786,79,26,30,197,44,115,192,166,33,105,82,1246,4.42,1.46,1.68,11.03,2.46,6.44,10.75,9.29,1.85,5.88,4.59,69.76
95GG09S1,2151,125,50,33,222,29,71,177,145,56,141,104,1532,5.81,2.32,1.53,10.32,1.35,3.30,8.23,6.74,2.60,6.56,4.83,71.22
95GG09S2,1896,117,41,41,254,43,113,228,162,50,174,109,1229,6.17,2.16,2.16,13.40,2.27,5.96,12.03,8.54,2.64,9.18,5.75,64.82
95GG09S3,2118,114,48,47,285,70,170,290,239,34,175,119,1364,5.38,2.27,2.22,13.46,3.31,8.03,13.69,11.28,1.61,8.26,5.62,64.40
95GG10S1,1826,108,35,32,247,46,144,226,225,49,156,109,1191,5.91,1.92,1.75,13.53,2.52,7.89,12.38,12.32,2.68,8.54,5.97,65.22
95GG10S2,2172,95,39,32,268,59,179,238,226,46,145,110,1441,4.37,1.80,1.47,12.34,2.72,8.24,10.96,10.41,2.12,6.68,5.06,66.34
95GG11S1,1895,110,51,30,261,49,158,235,213,48,120,115,1218,5.80,2.69,1.58,13.77,2.59,8.34,12.40,11.24,2.53,6.33,6.07,64.27
95GG11S2,1687,94,34,26,185,56,108,140,122,34,130,77,1152,5.57,2.02,1.54,10.97,3.32,6.40,8.30,7.23,2.02,7.71,4.56,68.29
95GG11S3,1871,83,39,20,219,42,165,215,200,49,146,102,1234,4.44,2.08,1.07,11.70,2.24,8.82,11.49,10.69,2.62,7.80,5.45,65.95
95GG12S1,1555,12,9,8,32,24,49,46,97,17,26,39,1303,0.77,0.58,0.51,2.06,1.54,3.15,2.96,6.24,1.09,1.67,2.51,83.79
95GG12S2,1958,31,18,20,98,43,96,70,122,26,47,52,1603,1.58,0.92,1.02,5.01,2.20,4.90,3.58,6.23,1.33,2.40,2.66,81.87
95GG12S3,1488,31,10,16,59,40,79,56,94,27,40,42,1217,2.08,0.67,1.08,3.97,2.69,5.31,3.76,6.32,1.81,2.69,2.82,81.79
95GG12S4,1703,32,17,16,66,32,121,70,87,18,42,51,1393,1.88,1.00,0.94,3.88,1.88,7.11,4.11,5.11,1.06,2.47,2.99,81.80
95GG12S5,2241,77,36,42,243,67,244,207,232,44,87,126,1544,3.44,1.61,1.87,10.84,2.99,10.89,9.24,10.35,1.96,3.88,5.62,68.90
95GG13S1,1333,83,34,29,193,39,114,169,152,34,109,81,860,6.23,2.55,2.18,14.48,2.93,8.55,12.68,11.40,2.55,8.18,6.08,64.52
95GG13S2,1752,109,37,30,173,43,85,149,143,45,130,102,1221,6.22,2.11,1.71,9.87,2.45,4.85,8.50,8.16,2.57,7.42,5.82,69.69
95GG13S3,1637,136,31,19,263,30,120,239,176,42,133,86,1020,8.31,1.89,1.16,16.07,1.83,7.33,14.60,10.75,2.57,8.12,5.25,62.31
95GG14S1,1617,94,23,13,152,26,51,143,136,25,99,92,1127,5.81,1.42,0.80,9.40,1.61,3.15,8.84,8.41,1.55,6.12,5.69,69.70
95GG14S2,1597,69,15,16,125,25,47,116,93,22,96,68,1194,4.32,0.94,1.00,7.83,1.57,2.94,7.26,5.82,1.38,6.01,4.26,74.77
95GG14S3,1606,78,31,27,141,36,66,136,103,8,76,82,1159,4.86,1.93,1.68,8.78,2.24,4.11,8.47,6.41,0.50,4.73,5.11,72.17
95GG15S1,1959,154,57,65,278,26,97,173,142,106,189,94,1312,7.86,2.91,3.32,14.19,1.33,4.95,8.83,7.25,5.41,9.65,4.80,66.97
95GG15S2,2052,133,38,8,200,22,67,173,143,20,115,99,1464,6.48,1.85,0.39,9.75,1.07,3.27,8.43,6.97,0.97,5.60,4.82,71.35
95GG15S3,1909,156,48,32,290,38,120,258,176,73,159,123,1210,8.17,2.51,1.68,15.19,1.99,6.29,13.51,9.22,3.82,8.33,6.44,63.38
95GG16S1,1996,81,39,24,234,53,195,224,189,38,116,112,1334,4.06,1.95,1.20,11.72,2.66,9.77,11.22,9.47,1.90,5.81,5.61,66.83
95GG16S2,1970,97,36,59,256,74,149,203,184,56,107,111,1320,4.92,1.83,2.99,12.99,3.76,7.56,10.30,9.34,2.84,5.43,5.63,67.01
95GG16S3,1486,67,22,28,169,27,90,151,142,32,92,65,1034,4.51,1.48,1.88,11.37,1.82,6.06,10.16,9.56,2.15,6.19,4.37,69.58
95GG17S1,2031,89,40,43,220,62,185,206,223,38,118,99,1354,4.38,1.97,2.12,10.83,3.05,9.11,10.14,10.98,1.87,5.81,4.87,66.67
95GG17S2,1595,111,24,12,240,26,85,226,184,22,143,98,1008,6.96,1.50,0.75,15.05,1.63,5.33,14.17,11.54,1.38,8.97,6.14,63.20
95GG17S3,1704,101,30,33,270,42,154,242,241,56,130,83,1050,5.93,1.76,1.94,15.85,2.46,9.04,14.20,14.14,3.29,7.63,4.87,61.62
95GG18S1,2553,133,60,55,435,88,274,357,362,78,182,172,1575,5.21,2.35,2.15,17.04,3.45,10.73,13.98,14.18,3.06,7.13,6.74,61.69
95GG18S2,2422,128,51,66,392,70,311,338,292,77,184,151,1529,5.28,2.11,2.73,16.18,2.89,12.84,13.96,12.06,3.18,7.60,6.23,63.13
95GG19S1,2019,213,93,67,538,85,271,439,390,148,267,167,902,10.55,4.61,3.32,26.65,4.21,13.42,21.74,19.32,7.33,13.22,8.27,44.68
95GG19S2,2563,143,56,100,475,122,327,391,435,99,243,164,1461,5.58,2.18,3.90,18.53,4.76,12.76,15.26,16.97,3.86,9.48,6.40,57.00
95GG20S1,2807,144,83,71,437,115,316,380,376,115,235,178,1731,5.13,2.96,2.53,15.57,4.10,11.26,13.54,13.40,4.10,8.37,6.34,61.67
95GG20S2,2094,130,60,41,348,77,181,302,278,66,179,123,1269,6.21,2.87,1.96,16.62,3.68,8.64,14.42,13.28,3.15,8.55,5.87,60.60
95GG21S1,1497,99,56,41,331,45,190,264,263,82,132,141,798,6.61,3.74,2.74,22.11,3.01,12.69,17.64,17.57,5.48,8.82,9.42,53.31
95GG21S2,1752,84,42,65,304,72,232,290,271,71,113,109,1052,4.79,2.40,3.71,17.35,4.11,13.24,16.55,15.47,4.05,6.45,6.22,60.05
95GG21S3,1935,97,40,58,380,69,269,319,299,88,150,155,1146,5.01,2.07,3.00,19.64,3.57,13.90,16.49,15.45,4.55,7.75,8.01,59.22
95GG22S1,1687,109,38,33,263,35,106,223,164,42,142,109,1081,6.46,2.25,1.96,15.59,2.07,6.28,13.22,9.72,2.49,8.42,6.46,64.08
95GG22S2,1935,162,67,60,413,61,157,328,263,72,207,129,1104,8.37,3.46,3.10,21.34,3.15,8.11,16.95,13.59,3.72,10.70,6.67,57.05
95GG22S3,1721,106,48,36,293,47,140,233,233,47,149,129,1051,6.16,2.79,2.09,17.02,2.73,8.13,13.54,13.54,2.73,8.66,7.50,61.07
95GG23S1,1418,76,22,8,134,17,53,128,93,12,114,67,1015,5.36,1.55,0.56,9.45,1.20,3.74,9.03,6.56,0.85,8.04,4.72,71.58
95GG23S2,1552,117,47,26,224,25,58,180,139,49,110,96,1037,7.54,3.03,1.68,14.43,1.61,3.74,11.60,8.96,3.16,7.09,6.19,66.82
95GG23S3,1585,111,38,17,176,33,58,139,120,25,111,87,1109,7.00,2.40,1.07,11.10,2.08,3.66,8.77,7.57,1.58,7.00,5.49,69.97
95GG24S1,1388,114,36,52,232,59,71,160,138,59,144,97,844,8.21,2.59,3.75,16.71,4.25,5.12,11.53,9.94,4.25,10.37,6.99,60.81
95GG24S2,1540,98,30,26,203,28,123,199,176,39,132,93,954,6.36,1.95,1.69,13.18,1.82,7.99,12.92,11.43,2.53,8.57,6.04,61.95
95GG24S3,1633,102,28,60,200,39,93,151,138,71,135,69,1110,6.25,1.71,3.67,12.25,2.39,5.70,9.25,8.45,4.35,8.27,4.23,67.97
95GG25S1,2158,137,51,65,398,99,200,334,255,74,182,150,1302,6.35,2.36,3.01,18.44,4.59,9.27,15.48,11.82,3.43,8.43,6.95,60.33
95GG25S2,1839,116,46,32,315,42,148,267,204,54,149,116,1172,6.31,2.50,1.74,17.13,2.28,8.05,14.52,11.09,2.94,8.10,6.31,63.73
95GG25S3,1576,80,36,43,234,49,142,234,189,50,90,99,1003,5.08,2.28,2.73,14.85,3.11,9.01,14.85,11.99,3.17,5.71,6.28,63.64
95GG26S1,1995,136,42,57,334,70,196,307,249,73,188,117,1182,6.82,2.11,2.86,16.74,3.51,9.82,15.39,12.48,3.66,9.42,5.86,59.25
95GG26S2,1754,133,49,39,318,44,168,296,225,71,156,110,994,7.58,2.79,2.22,18.13,2.51,9.58,16.88,12.83,4.05,8.89,6.27,56.67
95GG27S1,1548,67,32,42,189,53,107,150,142,41,69,75,1073,4.33,2.07,2.71,12.21,3.42,6.91,9.69,9.17,2.65,4.46,4.84,69.32
95GG27S2,1614,71,31,41,243,46,161,230,205,42,121,84,1050,4.40,1.92,2.54,15.06,2.85,9.98,14.25,12.70,2.60,7.50,5.20,65.06
95GG27S3,1705,89,25,36,285,49,205,273,192,60,146,131,1018,5.22,1.47,2.11,16.72,2.87,12.02,16.01,11.26,3.52,8.56,7.68,59.71
95GG27S4,1631,100,39,48,339,56,197,303,270,77,176,139,874,6.13,2.39,2.94,20.78,3.43,12.08,18.58,16.55,4.72,10.79,8.52,53.59
95GG28S1,2149,88,31,31,233,40,140,228,217,35,137,116,1487,4.09,1.44,1.44,10.84,1.86,6.51,10.61,10.10,1.63,6.38,5.40,69.19
95GG28S2,1733,125,35,36,291,43,136,259,217,38,121,105,1047,7.21,2.02,2.08,16.79,2.48,7.85,14.95,12.52,2.19,6.98,6.06,60.42
95GG28S3,1769,92,38,44,280,67,181,254,255,61,124,119,1081,5.20,2.15,2.49,15.83,3.79,10.23,14.36,14.41,3.45,7.01,6.73,61.11
95GG29S1,2257,131,48,49,348,92,199,304,296,56,182,134,1414,5.80,2.13,2.17,15.42,4.08,8.82,13.47,13.11,2.48,8.06,5.94,62.65
95GG29S2,2757,133,60,40,299,48,184,291,276,49,183,134,1899,4.82,2.18,1.45,10.85,1.74,6.67,10.55,10.01,1.78,6.64,4.86,68.88
95GG30S1,1604,118,45,29,230,26,105,225,191,39,161,97,975,7.36,2.81,1.81,14.34,1.62,6.55,14.03,11.91,2.43,10.04,6.05,60.79
95GG30S2,1685,103,28,24,167,27,60,147,131,15,97,96,1176,6.11,1.66,1.42,9.91,1.60,3.56,8.72,7.77,0.89,5.76,5.70,69.79
95GG30S3,1538,102,21,12,165,17,63,166,111,19,112,78,1051,6.63,1.37,0.78,10.73,1.11,4.10,10.79,7.22,1.24,7.28,5.07,68.34
95GG31S1,2227,95,21,27,258,44,141,233,208,38,131,129,1552,4.27,0.94,1.21,11.59,1.98,6.33,10.46,9.34,1.71,5.88,5.79,69.69
95GG31S2,2032,122,43,35,352,57,167,315,241,50,176,149,1276,6.00,2.12,1.72,17.32,2.81,8.22,15.50,11.86,2.46,8.66,7.33,62.80
95GG31S3,2260,103,43,55,367,77,244,317,266,61,179,144,1397,4.56,1.90,2.43,16.24,3.41,10.80,14.03,11.77,2.70,7.92,6.37,61.81
95GG32S1,3232,127,38,54,363,85,253,325,337,71,197,170,2223,3.93,1.18,1.67,11.23,2.63,7.83,10.06,10.43,2.20,6.10,5.26,68.78
95GG32S2,1553,102,39,38,256,48,144,223,182,47,159,104,930,6.57,2.51,2.45,16.48,3.09,9.27,14.36,11.72,3.03,10.24,6.70,59.88
95GG32S3,1624,111,47,46,237,56,116,226,177,48,140,98,1010,6.83,2.89,2.83,14.59,3.45,7.14,13.92,10.90,2.96,8.62,6.03,62.19
95GG33S1,1951,68,19,24,120,29,36,91,113,20,96,91,1516,3.49,0.97,1.23,6.15,1.49,1.85,4.66,5.79,1.03,4.92,4.66,77.70
95GG33S2,1639,95,23,23,136,21,52,93,89,32,97,72,1245,5.80,1.40,1.40,8.30,1.28,3.17,5.67,5.43,1.95,5.92,4.39,75.96
95GG33S3,1965,111,38,12,121,24,66,90,125,13,101,89,1489,5.65,1.93,0.61,6.16,1.22,3.36,4.58,6.36,0.66,5.14,4.53,75.78
95GG34S1,1452,89,31,32,237,33,94,188,149,36,137,85,932,6.13,2.13,2.20,16.32,2.27,6.47,12.95,10.26,2.48,9.44,5.85,64.19
95GG34S2,1590,88,27,21,166,31,82,164,118,23,112,98,1094,5.53,1.70,1.32,10.44,1.95,5.16,10.31,7.42,1.45,7.04,6.16,68.81
95GG34S3,1885,83,37,23,203,15,84,154,136,57,94,95,1370,4.40,1.96,1.22,10.77,0.80,4.46,8.17,7.21,3.02,4.99,5.04,72.68
95GG35S1,1970,123,44,57,430,61,246,380,344,125,213,164,1054,6.24,2.23,2.89,21.83,3.10,12.49,19.29,17.46,6.35,10.81,8.32,53.50
95GG35S2,1478,105,35,43,319,53,245,297,269,80,138,120,789,7.10,2.37,2.91,21.58,3.59,16.58,20.09,18.20,5.41,9.34,8.12,53.38
95GG35S3,1502,93,39,34,252,47,185,222,229,47,130,91,910,6.19,2.60,2.26,16.78,3.13,12.32,14.78,15.25,3.13,8.66,6.06,60.59
95GG36S1,1794,103,31,26,204,40,107,197,163,25,116,80,1228,5.74,1.73,1.45,11.37,2.23,5.96,10.98,9.09,1.39,6.47,4.46,68.45
95GG36S2,1926,132,31,23,235,33,79,210,147,27,152,85,1307,6.85,1.61,1.19,12.20,1.71,4.10,10.90,7.63,1.40,7.89,4.41,67.86
95GG36S3,1899,141,38,13,202,27,68,178,158,31,150,103,1277,7.42,2.00,0.68,10.64,1.42,3.58,9.37,8.32,1.63,7.90,5.42,67.25
95GG37S1,2082,120,62,49,202,34,92,147,149,52,137,123,1488,5.76,2.98,2.35,9.70,1.63,4.42,7.06,7.16,2.50,6.58,5.91,71.47
95GG37S2,1826,97,39,28,179,19,98,167,130,32,124,98,1288,5.31,2.14,1.53,9.80,1.04,5.37,9.15,7.12,1.75,6.79,5.37,70.54
95GG37S3,2133,86,23,17,166,30,85,167,159,23,113,76,1587,4.03,1.08,0.80,7.78,1.41,3.98,7.83,7.45,1.08,5.30,3.56,74.40
95GG38S1,3099,153,59,34,275,52,149,214,196,35,160,139,2301,4.94,1.90,1.10,8.87,1.68,4.81,6.91,6.32,1.13,5.16,4.49,74.25
95GG38S2,1880,111,52,46,228,65,134,167,162,52,130,108,1250,5.90,2.77,2.45,12.13,3.46,7.13,8.88,8.62,2.77,6.91,5.74,66.49
95GG38S3,1585,93,28,9,140,16,71,107,121,22,88,86,1156,5.87,1.77,0.57,8.83,1.01,4.48,6.75,7.63,1.39,5.55,5.43,72.93
95GG39S1,2409,88,44,70,323,69,256,292,236,77,143,130,1614,3.65,1.83,2.91,13.41,2.86,10.63,12.12,9.80,3.20,5.94,5.40,67.00
95GG39S2,2711,140,57,73,420,89,309,383,321,106,237,159,1678,5.16,2.10,2.69,15.49,3.28,11.40,14.13,11.84,3.91,8.74,5.86,61.90
95GG39S3,2094,126,48,42,332,53,234,284,273,83,189,126,1286,6.02,2.29,2.01,15.85,2.53,11.17,13.56,13.04,3.96,9.03,6.02,61.41
95GG40S1,1697,111,48,48,321,56,200,280,264,63,163,126,948,6.54,2.83,2.83,18.92,3.30,11.79,16.50,15.56,3.71,9.61,7.42,55.86
95GG40S2,2119,177,67,96,518,86,288,415,354,141,218,156,1099,8.35,3.16,4.53,24.45,4.06,13.59,19.58,16.71,6.65,10.29,7.36,51.86
95GG41S1,1926,158,38,27,193,24,53,171,114,32,160,101,1322,8.20,1.97,1.40,10.02,1.25,2.75,8.88,5.92,1.66,8.31,5.24,68.64
95GG41S2,1524,75,24,10,125,22,40,93,82,6,90,59,1142,4.92,1.57,0.66,8.20,1.44,2.62,6.10,5.38,0.39,5.91,3.87,74.93
95GG41S3,2098,126,56,44,276,41,104,197,170,75,144,106,1448,6.01,2.67,2.10,13.16,1.95,4.96,9.39,8.10,3.57,6.86,5.05,69.02
95GG42S1,1826,99,17,8,111,25,33,88,104,12,110,86,1368,5.42,0.93,0.44,6.08,1.37,1.81,4.82,5.70,0.66,6.02,4.71,74.92
95GG42S2,1784,32,18,19,59,42,38,47,103,12,43,46,1485,1.79,1.01,1.07,3.31,2.35,2.13,2.63,5.77,0.67,2.41,2.58,83.24
95GG42S3,2261,45,17,13,59,41,48,41,108,11,53,73,1886,1.99,0.75,0.57,2.61,1.81,2.12,1.81,4.78,0.49,2.34,3.23,83.41
95GG42S4,2268,103,27,22,137,27,52,100,130,16,103,75,1764,4.54,1.19,0.97,6.04,1.19,2.29,4.41,5.73,0.71,4.54,3.31,77.78
95GG43S1,1480,106,43,28,239,32,129,212,179,83,143,88,859,7.16,2.91,1.89,16.15,2.16,8.72,14.32,12.09,5.61,9.66,5.95,58.04
95GG43S2,1670,98,29,33,203,46,108,170,154,50,112,92,1110,5.87,1.74,1.98,12.16,2.75,6.47,10.18,9.22,2.99,6.71,5.51,66.47
95GG43S3,1724,112,35,35,208,40,129,194,160,53,97,96,1154,6.50,2.03,2.03,12.06,2.32,7.48,11.25,9.28,3.07,5.63,5.57,66.94
95GG44S1,2864,149,64,51,408,106,300,354,346,80,222,127,1813,5.20,2.23,1.78,14.25,3.70,10.47,12.36,12.08,2.79,7.75,4.43,63.30
95GG44S2,2727,135,65,39,383,89,285,352,321,50,179,169,1749,4.95,2.38,1.43,14.04,3.26,10.45,12.91,11.77,1.83,6.56,6.20,64.14
95GG45S1,1670,133,39,14,150,28,49,119,87,24,127,76,1163,7.96,2.34,0.84,8.98,1.68,2.93,7.13,5.21,1.44,7.60,4.55,69.64
95GG45S2,1554,98,47,35,280,69,138,259,198,41,137,115,906,6.31,3.02,2.25,18.02,4.44,8.88,16.67,12.74,2.64,8.82,7.40,58.30
95GG45S3,1617,81,26,26,185,30,81,163,138,23,114,83,1110,5.01,1.61,1.61,11.44,1.86,5.01,10.08,8.53,1.42,7.05,5.13,68.65
95GG46S1,1712,99,37,31,310,43,178,266,241,57,129,100,1028,5.78,2.16,1.81,18.11,2.51,10.40,15.54,14.08,3.33,7.54,5.84,60.05
95GG46S2,1874,100,52,53,345,75,208,307,257,93,141,129,1133,5.34,2.77,2.83,18.41,4.00,11.10,16.38,13.71,4.96,7.52,6.88,60.46
95GG46S3,1664,106,46,58,333,74,178,298,220,61,172,93,966,6.37,2.76,3.49,20.01,4.45,10.70,17.91,13.22,3.67,10.34,5.59,58.05
95GG47S1,2314,89,59,84,377,108,345,349,281,111,146,150,1401,3.85,2.55,3.63,16.29,4.67,14.91,15.08,12.14,4.80,6.31,6.48,60.54
95GG47S2,1717,103,39,48,304,51,237,248,238,73,129,97,1009,6.00,2.27,2.80,17.71,2.97,13.80,14.44,13.86,4.25,7.51,5.65,58.77
95GG47S3,1798,86,44,27,259,61,191,232,195,49,125,108,1129,4.78,2.45,1.50,14.40,3.39,10.62,12.90,10.85,2.73,6.95,6.01,62.79
95GG48S1,1615,87,32,45,275,56,170,230,218,58,126,94,1011,5.39,1.98,2.79,17.03,3.47,10.53,14.24,13.50,3.59,7.80,5.82,62.60
95GG48S2,2411,135,58,122,464,132,323,365,320,142,177,188,1434,5.60,2.41,5.06,19.25,5.47,13.40,15.14,13.27,5.89,7.34,7.80,59.48
95GG48S3,1668,61,37,41,310,79,226,276,237,57,134,106,982,3.66,2.22,2.46,18.59,4.74,13.55,16.55,14.21,3.42,8.03,6.35,58.87
95GG49S1,1662,68,31,18,131,23,66,105,112,33,77,80,1297,4.09,1.87,1.08,7.88,1.38,3.97,6.32,6.74,1.99,4.63,4.81,78.04
95GG49S2,2270,64,21,22,97,34,91,92,153,15,66,69,1816,2.82,0.93,0.97,4.27,1.50,4.01,4.05,6.74,0.66,2.91,3.04,80.00
95GG49S3,2142,36,16,21,96,35,97,81,113,18,66,59,1771,1.68,0.75,0.98,4.48,1.63,4.53,3.78,5.28,0.84,3.08,2.75,82.68
95GG49S4,2067,73,28,17,108,40,95,111,142,25,95,75,1602,3.53,1.35,0.82,5.22,1.94,4.60,5.37,6.87,1.21,4.60,3.63,77.50
95GG50S1,1499,65,23,27,175,37,159,178,162,39,108,72,989,4.34,1.53,1.80,11.67,2.47,10.61,11.87,10.81,2.60,7.20,4.80,65.98
95GG50S2,2061,118,40,51,264,72,215,256,227,81,140,101,1294,5.73,1.94,2.47,12.81,3.49,10.43,12.42,11.01,3.93,6.79,4.90,62.79
95GG50S3,1885,89,32,27,229,47,153,209,226,37,134,87,1220,4.72,1.70,1.43,12.15,2.49,8.12,11.09,11.99,1.96,7.11,4.62,64.72
95GG51S1,1353,92,39,27,236,41,174,225,182,44,125,108,743,6.80,2.88,2.00,17.44,3.03,12.86,16.63,13.45,3.25,9.24,7.98,54.92
95GG51S2,1399,124,53,28,314,35,174,289,256,53,151,87,739,8.86,3.79,2.00,22.44,2.50,12.44,20.66,18.30,3.79,10.79,6.22,52.82
95GG51S3,1336,99,41,48,305,48,170,264,226,68,151,103,701,7.41,3.07,3.59,22.83,3.59,12.72,19.76,16.92,5.09,11.30,7.71,52.47
95HH01W1,2059,153,58,38,307,30,132,238,188,88,192,151,1321,7.43,2.82,1.85,14.91,1.46,6.41,11.56,9.13,4.27,9.32,7.33,64.16
95HH02S1,1358,87,18,19,138,20,46,139,109,12,103,65,927,6.41,1.33,1.40,10.16,1.47,3.39,10.24,8.03,0.88,7.58,4.79,68.26
95HH02S2,1604,64,10,20,124,26,73,131,112,18,72,79,1200,3.99,0.62,1.25,7.73,1.62,4.55,8.17,6.98,1.12,4.49,4.93,74.81
95HH03W1,1663,161,35,21,235,30,59,234,174,21,156,106,1008,9.68,2.10,1.26,14.13,1.80,3.55,14.07,10.46,1.26,9.38,6.37,60.61
95HH04S1,1709,100,17,15,178,28,88,202,148,31,117,89,1177,5.85,0.99,0.88,10.42,1.64,5.15,11.82,8.66,1.81,6.85,5.21,68.87
95HH04S2,1358,89,18,19,158,28,63,162,121,21,115,81,902,6.55,1.33,1.40,11.63,2.06,4.64,11.93,8.91,1.55,8.47,5.96,66.42
95HH05W1,2171,123,41,34,267,60,151,236,223,42,140,110,1429,5.67,1.89,1.57,12.30,2.76,6.96,10.87,10.27,1.93,6.45,5.07,65.82
95HH06S1,2231,90,22,6,130,25,86,139,146,10,116,88,1692,4.03,0.99,0.27,5.83,1.12,3.85,6.23,6.54,0.45,5.20,3.94,75.84
95HH06S2,2566,131,39,40,240,49,127,218,219,37,172,108,1830,5.11,1.52,1.56,9.35,1.91,4.95,8.50,8.53,1.44,6.70,4.21,71.32
95HH07W1,1493,101,34,27,224,34,129,221,210,43,115,87,915,6.76,2.28,1.81,15.00,2.28,8.64,14.80,14.07,2.88,7.70,5.83,61.29
95HH08W1,2619,165,54,34,304,40,109,255,214,70,198,127,1786,6.30,2.06,1.30,11.61,1.53,4.16,9.74,8.17,2.67,7.56,4.85,68.19
95HH09W1,2620,213,91,99,469,128,228,391,267,79,273,173,1474,8.13,3.47,3.78,17.90,4.89,8.70,14.92,10.19,3.02,10.42,6.60,56.26
95HH10W1,2489,112,31,21,206,39,98,201,186,25,151,135,1811,4.50,1.25,0.84,8.28,1.57,3.94,8.08,7.47,1.00,6.07,5.42,72.76
95HH11W1,1417,92,31,36,252,46,128,217,174,57,123,93,807,6.49,2.19,2.54,17.78,3.25,9.03,15.31,12.28,4.02,8.68,6.56,56.95
95HH12W1,1552,89,13,37,191,59,100,181,165,25,124,75,1003,5.73,0.84,2.38,12.31,3.80,6.44,11.66,10.63,1.61,7.99,4.83,64.63
95HH13W1,1407,68,22,32,174,61,132,189,196,39,100,93,866,4.83,1.56,2.27,12.37,4.34,9.38,13.43,13.93,2.77,7.11,6.61,61.55
95HH14W1,1530,131,43,30,266,39,150,257,225,50,162,97,813,8.56,2.81,1.96,17.39,2.55,9.80,16.80,14.71,3.27,10.59,6.34,53.14
95HH15W1,2630,150,51,51,377,66,140,305,281,59,218,154,1690,5.70,1.94,1.94,14.33,2.51,5.32,11.60,10.68,2.24,8.29,5.86,64.26
95HH16W1,2159,138,29,22,237,31,77,198,154,27,153,126,1498,6.39,1.34,1.02,10.98,1.44,3.57,9.17,7.13,1.25,7.09,5.84,69.38
