GeographyCode,LC6113NI0001,LC6113NI0002,LC6113NI0003,LC6113NI0004,LC6113NI0005,LC6113NI0006,LC6113NI0007,LC6113NI0008,LC6113NI0009,LC6113NI0010,LC6113NI0011,LC6113NI0012,LC6113NI0013,LC6113NI0014,LC6113NI0015,LC6113NI0016,LC6113NI0017,LC6113NI0018,LC6113NI0019,LC6113NI0020,LC6113NI0021,LC6113NI0022,LC6113NI0023,LC6113NI0024,LC6113NI0025,LC6113NI0026,LC6113NI0027,LC6113NI0028,LC6113NI0029,LC6113NI0030
95II06,2490,1602,888,1832,1246,586,394,245,149,1155,805,350,202,160,42,81,36,45,658,356,302,323,238,85,79,44,35,256,74,182
95II07,1477,677,800,914,458,456,236,109,127,517,275,242,69,52,17,92,22,70,563,219,344,225,105,120,150,50,100,188,64,124
95II08,1721,940,781,1243,702,541,290,151,139,767,449,318,119,81,38,67,21,46,478,238,240,238,145,93,83,39,44,157,54,103
95II09,2392,1514,878,1782,1167,615,415,247,168,1156,775,381,142,118,24,69,27,42,610,347,263,321,229,92,90,51,39,199,67,132
95II10,1927,945,982,1233,644,589,331,160,171,703,397,306,85,61,24,114,26,88,694,301,393,312,169,143,151,53,98,231,79,152
95II11,1878,1196,682,1362,913,449,291,180,111,887,609,278,132,101,31,52,23,29,516,283,233,291,217,74,46,23,23,179,43,136
95II12,1686,1085,601,1200,823,377,268,177,91,739,520,219,141,110,31,52,16,36,486,262,224,271,192,79,41,19,22,174,51,123
95II13,1927,1076,851,1313,770,543,329,181,148,747,468,279,124,92,32,113,29,84,614,306,308,297,193,104,140,57,83,177,56,121
95II14,1817,1197,620,1267,863,404,271,177,94,805,552,253,147,120,27,44,14,30,550,334,216,357,270,87,36,21,15,157,43,114
95II15,2407,1609,798,1766,1229,537,347,219,128,1128,819,309,200,160,40,91,31,60,641,380,261,360,271,89,59,35,24,222,74,148
95II16,1495,877,618,1001,597,404,256,142,114,605,393,212,65,48,17,75,14,61,494,280,214,242,182,60,94,45,49,158,53,105
95II17,1768,945,823,1217,673,544,303,170,133,706,391,315,123,88,35,85,24,61,551,272,279,283,180,103,115,46,69,153,46,107
95II18,1603,781,822,1030,515,515,242,121,121,636,344,292,65,37,28,87,13,74,573,266,307,276,171,105,130,41,89,167,54,113
95II19,2797,1817,980,1995,1321,674,485,298,187,1108,757,351,320,246,74,82,20,62,802,496,306,415,334,81,95,65,30,292,97,195
95II20,2001,1169,832,1478,888,590,272,139,133,1012,644,368,120,91,29,74,14,60,523,281,242,268,188,80,58,29,29,197,64,133
95II21,1748,847,901,1122,577,545,311,160,151,622,338,284,83,55,28,106,24,82,626,270,356,236,147,89,174,63,111,216,60,156
95II22,1652,992,660,1108,688,420,282,152,130,637,414,223,130,107,23,59,15,44,544,304,240,308,211,97,76,32,44,160,61,99
95II23,1562,871,691,1109,626,483,256,121,135,682,409,273,121,84,37,50,12,38,453,245,208,195,147,48,71,34,37,187,64,123
95JJ01,1823,1139,684,1278,818,460,247,173,74,650,387,263,309,234,75,72,24,48,545,321,224,240,174,66,83,49,34,222,98,124
95JJ02,1784,966,818,1074,606,468,261,133,128,528,310,218,174,129,45,111,34,77,710,360,350,339,245,94,110,38,72,261,77,184
95JJ03,1760,832,928,1074,552,522,326,144,182,504,308,196,87,66,21,157,34,123,686,280,406,160,94,66,214,80,134,312,106,206
95JJ04,2277,1391,886,1443,910,533,308,187,121,765,507,258,243,179,64,127,37,90,834,481,353,428,310,118,112,55,57,294,116,178
95JJ05,1327,584,743,773,360,413,195,89,106,416,211,205,66,39,27,96,21,75,554,224,330,216,111,105,140,35,105,198,78,120
95JJ06,1717,797,920,1034,534,500,279,131,148,554,331,223,77,48,29,124,24,100,683,263,420,175,89,86,215,70,145,293,104,189
95JJ07,1862,845,1017,1161,560,601,366,151,215,572,337,235,75,46,29,148,26,122,701,285,416,225,118,107,180,68,112,296,99,197
95JJ08,2326,1285,1041,1530,883,647,395,186,209,715,440,275,300,229,71,120,28,92,796,402,394,331,239,92,115,59,56,350,104,246
95JJ09,1485,947,538,934,592,342,211,129,82,428,273,155,244,173,71,51,17,34,551,355,196,327,244,83,56,34,22,168,77,91
95JJ10,1919,1128,791,1266,784,482,274,194,80,591,349,242,282,205,77,119,36,83,653,344,309,235,147,88,137,67,70,281,130,151
95JJ11,2679,1620,1059,1700,1089,611,422,249,173,913,622,291,237,185,52,128,33,95,979,531,448,477,347,130,128,63,65,374,121,253
95JJ12,1905,1121,784,1267,796,471,270,165,105,622,392,230,250,196,54,125,43,82,638,325,313,219,144,75,115,51,64,304,130,174
95JJ13,2871,1807,1064,2042,1340,702,515,307,208,1166,799,367,236,190,46,125,44,81,829,467,362,354,269,85,102,67,35,373,131,242
95JJ14,1700,1069,631,1147,741,406,280,166,114,546,340,206,247,200,47,74,35,39,553,328,225,259,201,58,94,44,50,200,83,117
95JJ15,1304,758,546,841,481,360,179,98,81,479,278,201,113,80,33,70,25,45,463,277,186,256,195,61,46,22,24,161,60,101
95JJ16,1336,597,739,792,377,415,218,88,130,375,207,168,113,62,51,86,20,66,544,220,324,276,139,137,100,27,73,168,54,114
95JJ17,1740,1073,667,1171,770,401,231,160,71,549,344,205,307,240,67,84,26,58,569,303,266,243,167,76,92,46,46,234,90,144
95JJ18,1475,715,760,908,469,439,215,109,106,456,247,209,146,96,50,91,17,74,567,246,321,272,161,111,107,31,76,188,54,134
95JJ19,2291,988,1303,1434,633,801,560,141,419,601,355,246,177,124,53,96,13,83,857,355,502,357,278,79,47,22,25,453,55,398
95JJ20,3037,1850,1187,2091,1334,757,507,298,209,1197,820,377,211,169,42,176,47,129,946,516,430,425,314,111,140,72,68,381,130,251
95JJ21,1719,814,905,1037,519,518,299,142,157,487,277,210,112,71,41,139,29,110,682,295,387,239,154,85,182,60,122,261,81,180
95JJ22,2047,1351,696,1311,906,405,337,225,112,718,523,195,166,133,33,90,25,65,736,445,291,438,331,107,62,38,24,236,76,160
95KK01,1869,1056,813,1108,662,446,255,152,103,494,284,210,238,186,52,121,40,81,761,394,367,212,144,68,210,114,96,339,136,203
95KK02,1441,878,563,963,619,344,220,136,84,493,313,180,200,158,42,50,12,38,478,259,219,177,110,67,126,77,49,175,72,103
95KK03,1633,941,692,1092,643,449,243,148,95,494,280,214,254,182,72,101,33,68,541,298,243,134,90,44,132,78,54,275,130,145
95KK04,2061,1077,984,1320,731,589,322,165,157,712,423,289,149,110,39,137,33,104,741,346,395,190,129,61,178,89,89,373,128,245
95KK05,1880,1020,860,1205,680,525,253,129,124,588,319,269,263,195,68,101,37,64,675,340,335,177,124,53,158,89,69,340,127,213
95KK06,1431,771,660,876,472,404,202,98,104,507,279,228,85,76,9,82,19,63,555,299,256,187,140,47,159,75,84,209,84,125
95KK07,1472,896,576,995,625,370,213,145,68,510,299,211,227,166,61,45,15,30,477,271,206,186,137,49,82,38,44,209,96,113
95KK08,1803,1111,692,1231,809,422,258,158,100,707,464,243,196,161,35,70,26,44,572,302,270,192,144,48,133,62,71,247,96,151
95KK09,1578,792,786,1050,558,492,209,99,110,620,354,266,127,84,43,94,21,73,528,234,294,196,113,83,141,60,81,191,61,130
95KK10,1536,921,615,1082,661,421,261,166,95,517,284,233,255,201,54,49,10,39,454,260,194,157,127,30,77,45,32,220,88,132
95KK11,1725,892,833,1115,591,524,283,139,144,602,334,268,109,79,30,121,39,82,610,301,309,240,146,94,158,78,80,212,77,135
95KK12,1669,887,782,1091,617,474,243,125,118,519,289,230,214,163,51,115,40,75,578,270,308,132,80,52,141,74,67,305,116,189
95KK13,1300,788,512,831,522,309,197,123,74,364,212,152,219,168,51,51,19,32,469,266,203,204,156,48,81,41,40,184,69,115
95KK14,1504,776,728,933,533,400,215,122,93,451,241,210,188,150,38,79,20,59,571,243,328,191,122,69,105,47,58,275,74,201
95KK15,2043,1188,855,1440,891,549,299,180,119,751,458,293,294,218,76,96,35,61,603,297,306,176,126,50,124,66,58,303,105,198
95KK16,1591,803,788,1051,537,514,256,122,134,553,288,265,139,98,41,103,29,74,540,266,274,197,140,57,131,55,76,212,71,141
95LL01,3451,2174,1277,2519,1649,870,582,342,240,1365,935,430,398,318,80,174,54,120,932,525,407,333,255,78,201,125,76,398,145,253
95LL02,2231,1166,1065,1532,881,651,307,172,135,946,569,377,148,105,43,131,35,96,699,285,414,269,148,121,168,48,120,262,89,173
95LL03,1703,885,818,1089,619,470,217,127,90,653,395,258,99,67,32,120,30,90,614,266,348,217,124,93,164,71,93,233,71,162
95LL04,2128,1114,1014,1370,765,605,351,175,176,740,456,284,137,101,36,142,33,109,758,349,409,265,169,96,183,74,109,310,106,204
95LL05,2971,1930,1041,2131,1437,694,495,306,189,1172,806,366,363,293,70,101,32,69,840,493,347,367,281,86,129,91,38,344,121,223
95LL06,2467,1427,1040,1607,961,646,328,180,148,983,598,385,166,131,35,130,52,78,860,466,394,399,283,116,178,87,91,283,96,187
95LL07,1499,634,865,889,392,497,201,87,114,507,250,257,48,25,23,133,30,103,610,242,368,244,129,115,145,49,96,221,64,157
95LL08,2400,995,1405,1543,717,826,357,150,207,889,458,431,93,67,26,204,42,162,857,278,579,186,91,95,268,82,186,403,105,298
95LL09,2184,871,1313,1225,520,705,323,125,198,640,297,343,75,55,20,187,43,144,959,351,608,318,154,164,316,103,213,325,94,231
95LL10,3941,2339,1602,2835,1745,1090,690,375,315,1578,1030,548,372,281,91,195,59,136,1106,594,512,373,280,93,252,174,78,481,140,341
95LL11,2850,1938,912,2092,1482,610,405,268,137,1235,887,348,350,294,56,102,33,69,758,456,302,302,243,59,116,68,48,340,145,195
95LL12,2919,1433,1486,1743,917,826,449,216,233,958,562,396,114,86,28,222,53,169,1176,516,660,264,157,107,397,185,212,515,174,341
95LL13,2001,1056,945,1216,681,535,269,129,140,713,442,271,94,69,25,140,41,99,785,375,410,259,164,95,234,96,138,292,115,177
95LL14,2008,933,1075,1110,503,607,317,130,187,540,271,269,82,57,25,171,45,126,898,430,468,273,171,102,281,139,142,344,120,224
95LL15,2209,1267,942,1373,843,530,328,193,135,841,522,319,133,109,24,71,19,52,836,424,412,410,275,135,171,74,97,255,75,180
95LL16,4432,2849,1583,3221,2158,1063,635,396,239,2120,1444,676,312,256,56,154,62,92,1211,691,520,510,386,124,223,123,100,478,182,296
95LL17,1836,1070,766,1178,705,473,255,145,110,724,441,283,116,90,26,83,29,54,658,365,293,333,233,100,127,70,57,198,62,136
95LL18,2409,1568,841,1601,1078,523,369,240,129,981,681,300,168,134,34,83,23,60,808,490,318,438,350,88,125,70,55,245,70,175
95LL19,3717,2409,1308,2687,1873,814,591,386,205,1584,1146,438,360,290,70,152,51,101,1030,536,494,486,344,142,163,87,76,381,105,276
95LL20,1777,977,800,1122,618,504,296,153,143,620,380,240,82,53,29,124,32,92,655,359,296,255,176,79,170,90,80,230,93,137
95LL21,2736,1471,1265,1864,1073,791,406,215,191,1132,702,430,165,113,52,161,43,118,872,398,474,364,215,149,187,71,116,321,112,209
95LL22,2702,1389,1313,1815,985,830,502,239,263,975,615,360,128,82,46,210,49,161,887,404,483,266,191,75,264,111,153,357,102,255
95LL23,1559,805,754,922,504,418,217,110,107,564,334,230,62,43,19,79,17,62,637,301,336,257,149,108,175,72,103,205,80,125
95LL24,2674,1634,1040,1964,1290,674,386,243,143,1083,708,375,408,309,99,87,30,57,710,344,366,246,176,70,136,60,76,328,108,220
95LL25,3295,2199,1096,2444,1692,752,525,337,188,1473,1056,417,331,259,72,115,40,75,851,507,344,406,320,86,135,79,56,310,108,202
95LL26,2833,1440,1393,1891,1014,877,415,204,211,1097,630,467,178,127,51,201,53,148,942,426,516,298,203,95,258,103,155,386,120,266
95MM01,3528,1875,1653,2310,1290,1020,546,272,274,1283,805,478,222,148,74,259,65,194,1218,585,633,426,309,117,277,127,150,515,149,366
95MM02,2502,1377,1125,1567,881,686,332,176,156,838,486,352,263,189,74,134,30,104,935,496,439,476,366,110,135,58,77,324,72,252
95MM03,2439,1458,981,1658,1043,615,322,209,113,791,497,294,380,269,111,165,68,97,781,415,366,224,156,68,151,88,63,406,171,235
95MM04,1646,656,990,873,333,540,234,75,159,411,191,220,66,37,29,162,30,132,773,323,450,257,149,108,252,93,159,264,81,183
95MM05,1792,513,1279,859,250,609,264,74,190,312,105,207,66,32,34,217,39,178,933,263,670,229,91,138,351,97,254,353,75,278
95MM06,1886,713,1173,1016,374,642,324,117,207,434,182,252,98,56,42,160,19,141,870,339,531,304,188,116,248,77,171,318,74,244
95MM07,1860,840,1020,1108,536,572,293,114,179,583,317,266,109,80,29,123,25,98,752,304,448,298,167,131,226,73,153,228,64,164
95MM08,2174,1045,1129,1290,667,623,311,140,171,675,392,283,158,115,43,146,20,126,884,378,506,338,221,117,215,68,147,331,89,242
95MM09,2496,1381,1115,1583,953,630,341,186,155,776,484,292,317,235,82,149,48,101,913,428,485,312,199,113,217,90,127,384,139,245
95MM10,1971,634,1337,968,324,644,300,90,210,352,150,202,65,32,33,251,52,199,1003,310,693,177,82,95,322,117,205,504,111,393
95MM11,1594,456,1138,796,209,587,237,61,176,300,100,200,48,24,24,211,24,187,798,247,551,144,88,56,284,75,209,370,84,286
95MM12,4081,1630,2451,2395,1075,1320,707,263,444,1034,546,488,273,195,78,381,71,310,1686,555,1131,274,173,101,522,178,344,890,204,686
95MM13,6032,3009,3023,3759,2071,1688,1001,429,572,1883,1219,664,392,322,70,483,101,382,2273,938,1335,564,383,181,610,250,360,1099,305,794
95MM14,1741,690,1051,1014,458,556,235,99,136,528,276,252,94,56,38,157,27,130,727,232,495,259,130,129,180,42,138,288,60,228
95MM15,3104,1846,1258,2060,1324,736,459,261,198,1129,780,349,284,223,61,188,60,128,1044,522,522,385,282,103,203,94,109,456,146,310
95MM16,3996,2277,1719,2731,1708,1023,572,316,256,1559,1053,506,343,264,79,257,75,182,1265,569,696,411,286,125,273,110,163,581,173,408
95MM17,2885,1389,1496,1881,946,935,473,203,270,971,561,410,195,135,60,242,47,195,1004,443,561,324,215,109,244,106,138,436,122,314
95MM18,3642,2061,1581,2522,1501,1021,584,298,286,1345,873,472,357,272,85,236,58,178,1120,560,560,321,235,86,292,143,149,507,182,325
95MM19,2363,1303,1060,1604,890,714,374,194,180,967,572,395,126,87,39,137,37,100,759,413,346,303,222,81,162,84,78,294,107,187
95MM20,2417,1318,1099,1444,780,664,360,167,193,793,491,302,103,73,30,188,49,139,973,538,435,447,314,133,225,107,118,301,117,184
95MM21,2517,1438,1079,1685,983,702,402,216,186,928,581,347,205,158,47,150,28,122,832,455,377,325,241,84,168,98,70,339,116,223
95MM22,1869,965,904,1078,526,552,261,111,150,585,307,278,118,80,38,114,28,86,791,439,352,428,312,116,109,49,60,254,78,176
95MM23,1957,665,1292,1166,396,770,253,79,174,551,217,334,93,57,36,269,43,226,791,269,522,214,127,87,238,63,175,339,79,260
95MM24,1802,671,1131,852,294,558,255,86,169,317,136,181,68,40,28,212,32,180,950,377,573,278,191,87,254,94,160,418,92,326
95MM25,4309,1652,2657,2481,1047,1434,723,238,485,1104,581,523,205,140,65,449,88,361,1828,605,1223,333,201,132,570,188,382,925,216,709
95MM26,2420,1116,1304,1482,683,799,381,157,224,746,391,355,136,96,40,219,39,180,938,433,505,258,193,65,270,134,136,410,106,304
95MM27,2641,728,1913,1544,438,1106,361,92,269,677,255,422,128,63,65,378,28,350,1097,290,807,293,161,132,363,61,302,441,68,373
95MM28,1775,523,1252,971,313,658,260,90,170,427,149,278,58,29,29,226,45,181,804,210,594,206,78,128,283,67,216,315,65,250
95MM29,2503,965,1538,1610,685,925,355,138,217,811,398,413,155,101,54,289,48,241,893,280,613,243,121,122,251,65,186,399,94,305
95MM30,1525,497,1028,793,243,550,185,55,130,312,124,188,110,48,62,186,16,170,732,254,478,190,98,92,240,83,157,302,73,229
95NN01,2281,1189,1092,1433,786,647,356,193,163,666,354,312,262,188,74,149,51,98,848,403,445,296,203,93,213,88,125,339,112,227
95NN02,1644,915,729,1104,622,482,235,113,122,668,402,266,118,87,31,83,20,63,540,293,247,275,201,74,87,47,40,178,45,133
95NN03,2035,1199,836,1417,874,543,318,184,134,795,525,270,174,130,44,130,35,95,618,325,293,297,212,85,124,57,67,197,56,141
95NN04,1962,816,1146,1221,584,637,289,109,180,647,367,280,112,73,39,173,35,138,741,232,509,176,88,88,254,71,183,311,73,238
95NN05,1794,953,841,1199,671,528,285,162,123,654,375,279,163,109,54,97,25,72,595,282,313,230,148,82,146,63,83,219,71,148
95NN06,2401,1278,1123,1606,935,671,374,194,180,819,507,312,266,191,75,147,43,104,795,343,452,243,143,100,172,73,99,380,127,253
95NN07,2324,1125,1199,1511,798,713,414,186,228,767,453,314,176,121,55,154,38,116,813,327,486,246,155,91,228,95,133,339,77,262
95NN08,2417,1440,977,1693,1065,628,389,238,151,883,551,332,325,244,81,96,32,64,724,375,349,314,231,83,107,53,54,303,91,212
95NN09,2198,1408,790,1576,1073,503,321,204,117,805,553,252,371,288,83,79,28,51,622,335,287,273,205,68,74,40,34,275,90,185
95NN10,2240,1276,964,1427,870,557,357,211,146,725,454,271,235,175,60,110,30,80,813,406,407,398,268,130,141,47,94,274,91,183
95NN11,2792,1680,1112,1967,1250,717,422,246,176,1030,663,367,374,294,80,141,47,94,825,430,395,292,210,82,163,98,65,370,122,248
95NN12,2041,1131,910,1402,816,586,308,169,139,699,424,275,252,174,78,143,49,94,639,315,324,250,166,84,151,69,82,238,80,158
95NN13,2188,1443,745,1532,1061,471,335,216,119,789,542,247,337,270,67,71,33,38,656,382,274,320,227,93,90,50,40,246,105,141
95NN14,2339,1323,1016,1551,914,637,365,200,165,784,488,296,268,188,80,134,38,96,788,409,379,284,191,93,160,79,81,344,139,205
95NN15,2119,1177,942,1410,832,578,292,175,117,815,497,318,166,125,41,137,35,102,709,345,364,293,186,107,133,62,71,283,97,186
95NN16,2333,1476,857,1659,1109,550,374,247,127,818,542,276,395,304,91,72,16,56,674,367,307,334,253,81,67,29,38,273,85,188
95NN17,1614,799,815,986,509,477,248,132,116,454,234,220,159,116,43,125,27,98,628,290,338,218,148,70,180,72,108,230,70,160
95NN18,1924,987,937,1256,688,568,270,116,154,663,410,253,181,132,49,142,30,112,668,299,369,283,191,92,139,45,94,246,63,183
95NN19,2505,1547,958,1761,1162,599,373,239,134,1056,703,353,239,192,47,93,28,65,744,385,359,381,274,107,96,39,57,267,72,195
95NN20,2176,1317,859,1523,965,558,317,194,123,731,471,260,382,279,103,93,21,72,653,352,301,275,202,73,119,65,54,259,85,174
95NN21,1882,1007,875,1188,678,510,294,166,128,556,335,221,213,150,63,125,27,98,694,329,365,324,211,113,146,50,96,224,68,156
95NN22,1967,1138,829,1348,824,524,306,182,124,653,405,248,298,212,86,91,25,66,619,314,305,300,196,104,96,43,53,223,75,148
95NN23,2429,1373,1056,1638,949,689,424,252,172,700,388,312,363,263,100,151,46,105,791,424,367,277,207,70,174,90,84,340,127,213
95OO01,1779,1025,754,1138,691,447,260,167,93,541,311,230,257,190,67,80,23,57,641,334,307,176,125,51,155,80,75,310,129,181
95OO02,1617,909,708,1170,697,473,249,164,85,598,327,271,247,183,64,76,23,53,447,212,235,135,99,36,73,35,38,239,78,161
95OO03,1846,1078,768,1280,788,492,281,178,103,673,405,268,251,184,67,75,21,54,566,290,276,183,116,67,130,69,61,253,105,148
95OO04,1755,995,760,1145,689,456,242,146,96,570,325,245,258,199,59,75,19,56,610,306,304,210,136,74,128,64,64,272,106,166
95OO05,1963,887,1076,1291,628,663,261,125,136,778,401,377,101,57,44,151,45,106,672,259,413,150,83,67,208,69,139,314,107,207
95OO06,2074,1194,880,1497,894,603,305,182,123,767,437,330,328,248,80,97,27,70,577,300,277,205,146,59,118,69,49,254,85,169
95OO07,1803,1048,755,1305,793,512,297,185,112,620,350,270,309,228,81,79,30,49,498,255,243,187,126,61,100,58,42,211,71,140
95OO08,1936,1169,767,1337,839,498,307,181,126,647,392,255,291,239,52,92,27,65,599,330,269,201,150,51,106,62,44,292,118,174
95OO09,1584,845,739,1104,622,482,223,145,78,558,289,269,240,169,71,83,19,64,480,223,257,158,93,65,92,45,47,230,85,145
95OO10,2437,1269,1168,1493,823,670,302,149,153,798,456,342,228,176,52,165,42,123,944,446,498,208,140,68,283,138,145,453,168,285
95OO11,1799,801,998,1031,470,561,228,96,132,533,261,272,107,69,38,163,44,119,768,331,437,191,117,74,212,87,125,365,127,238
95OO12,1943,1063,880,1260,748,512,273,147,126,692,438,254,187,129,58,108,34,74,683,315,368,230,157,73,135,62,73,318,96,222
95OO13,2007,1081,926,1488,819,669,328,179,149,963,531,432,101,74,27,96,35,61,519,262,257,209,136,73,87,41,46,223,85,138
95OO14,1837,1085,752,1247,779,468,285,179,106,591,346,245,281,229,52,90,25,65,590,306,284,200,140,60,104,53,51,286,113,173
95OO15,1638,765,873,1023,500,523,238,115,123,574,288,286,89,59,30,122,38,84,615,265,350,163,95,68,163,59,104,289,111,178
95OO16,1544,888,656,1047,635,412,206,127,79,577,351,226,189,134,55,75,23,52,497,253,244,216,132,84,107,47,60,174,74,100
95OO17,1966,1247,719,1381,902,479,308,205,103,754,480,274,243,192,51,76,25,51,585,345,240,256,196,60,102,57,45,227,92,135
95OO18,2135,1141,994,1490,869,621,290,162,128,919,543,376,166,126,40,115,38,77,645,272,373,239,142,97,130,46,84,276,84,192
95OO19,2065,1225,840,1510,985,525,310,200,110,813,531,282,286,218,68,101,36,65,555,240,315,164,97,67,114,61,53,277,82,195
95OO20,1517,919,598,1056,667,389,227,137,90,597,373,224,149,127,22,83,30,53,461,252,209,213,143,70,81,43,38,167,66,101
95OO21,1729,825,904,1103,534,569,248,111,137,635,304,331,119,90,29,101,29,72,626,291,335,229,148,81,140,60,80,257,83,174
95OO22,2246,1171,1075,1482,820,662,334,182,152,729,378,351,289,216,73,130,44,86,764,351,413,187,128,59,184,98,86,393,125,268
95PP01,1850,1131,719,1298,830,468,293,190,103,721,449,272,225,169,56,59,22,37,552,301,251,253,177,76,88,45,43,211,79,132
95PP02,1809,1031,778,1184,722,462,235,153,82,576,331,245,283,208,75,90,30,60,625,309,316,222,128,94,105,58,47,298,123,175
95PP03,1845,979,866,1184,675,509,238,141,97,556,286,270,268,201,67,122,47,75,661,304,357,238,142,96,102,37,65,321,125,196
95PP04,2249,1339,910,1565,960,605,367,241,126,772,458,314,358,244,114,68,17,51,684,379,305,259,182,77,108,54,54,317,143,174
95PP05,1674,996,678,1178,726,452,241,149,92,572,328,244,290,220,70,75,29,46,496,270,226,196,141,55,83,41,42,217,88,129
95PP06,2790,1492,1298,1974,1160,814,458,252,206,1154,689,465,220,173,47,142,46,96,816,332,484,280,168,112,189,67,122,347,97,250
95PP07,1961,1152,809,1379,870,509,282,181,101,697,432,265,311,227,84,89,30,59,582,282,300,215,135,80,91,42,49,276,105,171
95PP08,1933,1123,810,1388,848,540,258,182,76,780,458,322,257,179,78,93,29,64,545,275,270,188,120,68,89,37,52,268,118,150
95PP09,1177,452,725,707,291,416,175,75,100,370,160,210,51,35,16,111,21,90,470,161,309,157,79,78,145,32,113,168,50,118
95PP10,1733,994,739,1134,680,454,222,144,78,587,343,244,226,163,63,99,30,69,599,314,285,231,160,71,85,41,44,283,113,170
95PP11,1861,935,926,1170,631,539,295,152,143,608,346,262,154,110,44,113,23,90,691,304,387,263,167,96,148,57,91,280,80,200
95PP12,1841,1097,744,1280,814,466,287,198,89,643,383,260,261,196,65,89,37,52,561,283,278,212,157,55,88,40,48,261,86,175
95PP13,1808,984,824,1147,683,464,220,121,99,658,400,258,153,120,33,116,42,74,661,301,360,246,141,105,144,60,84,271,100,171
95PP14,2569,1501,1068,1736,1049,687,392,239,153,859,499,360,353,266,87,132,45,87,833,452,381,367,250,117,139,80,59,327,122,205
95PP15,2230,1366,864,1613,1056,557,369,231,138,866,569,297,300,233,67,78,23,55,617,310,307,244,173,71,89,40,49,284,97,187
95PP16,1409,879,530,933,595,338,188,131,57,498,316,182,191,137,54,56,11,45,476,284,192,259,195,64,56,33,23,161,56,105
95PP17,1827,927,900,1137,596,541,230,114,116,632,346,286,138,93,45,137,43,94,690,331,359,220,132,88,157,67,90,313,132,181
95PP18,2282,1390,892,1610,1052,558,322,207,115,843,555,288,345,258,87,100,32,68,672,338,334,239,176,63,106,47,59,327,115,212
95PP19,1792,965,827,1093,641,452,258,146,112,521,315,206,203,142,61,111,38,73,699,324,375,200,128,72,162,64,98,337,132,205
95PP20,2333,1156,1177,1573,831,742,341,180,161,898,471,427,206,140,66,128,40,88,760,325,435,330,178,152,133,43,90,297,104,193
95PP21,1583,850,733,1071,589,482,212,124,88,517,259,258,242,171,71,100,35,65,512,261,251,176,121,55,82,32,50,254,108,146
95PP22,1791,985,806,1185,676,509,307,170,137,642,377,265,155,108,47,81,21,60,606,309,297,281,192,89,99,38,61,226,79,147
95PP23,1829,1063,766,1248,757,491,257,154,103,598,359,239,304,216,88,89,28,61,581,306,275,227,158,69,109,57,52,245,91,154
95QQ01,1093,519,574,623,298,325,143,66,77,357,176,181,51,39,12,72,17,55,470,221,249,232,144,88,108,36,72,130,41,89
95QQ02,1938,1265,673,1406,927,479,321,186,135,792,546,246,230,174,56,63,21,42,532,338,194,290,228,62,74,44,30,168,66,102
95QQ03,788,374,414,466,230,236,127,64,63,264,135,129,20,14,6,55,17,38,322,144,178,133,81,52,72,28,44,117,35,82
95QQ04,1208,604,604,786,408,378,213,92,121,434,251,183,53,39,14,86,26,60,422,196,226,176,116,60,91,35,56,155,45,110
95QQ05,2126,1438,688,1468,1006,462,316,208,108,873,617,256,199,157,42,80,24,56,658,432,226,385,314,71,75,40,35,198,78,120
95QQ06,1462,760,702,928,509,419,204,111,93,484,263,221,162,109,53,78,26,52,534,251,283,220,133,87,114,48,66,200,70,130
95QQ07,1346,620,726,824,406,418,197,90,107,452,235,217,90,61,29,85,20,65,522,214,308,260,150,110,126,27,99,136,37,99
95QQ08,1070,473,597,611,256,355,155,63,92,366,160,206,30,20,10,60,13,47,459,217,242,222,140,82,117,41,76,120,36,84
95QQ09,1359,774,585,819,481,338,185,102,83,481,291,190,92,72,20,61,16,45,540,293,247,313,223,90,95,26,69,132,44,88
95QQ10,1326,819,507,939,603,336,208,139,69,472,301,171,214,149,65,45,14,31,387,216,171,181,132,49,58,29,29,148,55,93
95QQ11,1481,943,538,1055,709,346,240,158,82,571,383,188,194,153,41,50,15,35,426,234,192,216,152,64,64,30,34,146,52,94
95QQ12,1265,668,597,850,457,393,188,94,94,514,304,210,65,45,20,83,14,69,415,211,204,217,139,78,77,33,44,121,39,82
95QQ13,1949,1234,715,1346,855,491,270,164,106,759,484,275,239,180,59,78,27,51,603,379,224,330,255,75,81,50,31,192,74,118
95QQ14,3892,2511,1381,3044,2047,997,617,386,231,1873,1294,579,412,326,86,142,41,101,848,464,384,345,266,79,144,71,73,359,127,232
95QQ15,1179,587,592,761,389,372,188,97,91,449,236,213,66,44,22,58,12,46,418,198,220,213,125,88,74,37,37,131,36,95
95RR01,3078,1933,1145,2153,1445,708,483,309,174,1156,820,336,310,248,62,204,68,136,925,488,437,289,223,66,183,108,75,453,157,296
95RR02,1319,738,581,808,470,338,178,98,80,391,240,151,132,99,33,107,33,74,511,268,243,199,155,44,112,47,65,200,66,134
95RR03,1089,437,652,539,232,307,140,66,74,231,111,120,42,20,22,126,35,91,550,205,345,120,77,43,168,52,116,262,76,186
95RR04,1467,737,730,839,443,396,172,96,76,377,208,169,154,86,68,136,53,83,628,294,334,161,115,46,138,67,71,329,112,217
95RR05,1828,1010,818,1072,637,435,263,151,112,563,360,203,105,75,30,141,51,90,756,373,383,238,161,77,183,97,86,335,115,220
