id,body,year,date,article,box_title,candidates,civgraph_file,civgraph_match,status,recommended_title,recommended_url,recommended_archive_url,host,kind,basis,scope,check,verifying_source_count,cited_source_count,related_wikipedia
1993 Moyle District Council election#3,NI council,1993,,1993 Moyle District Council election,The Glens - 5 seats,7,local-government/1993-05-19/glens.json,fuzzy,verified,Moyle Council Elections 1993-2011,https://www.ark.ac.uk/elections/lgmoyle.htm,,ark.ac.uk,results-compilation,inline-citation,article,contains the candidates and their votes,1,1,1993 Moyle District Council election
1993 Newry and Mourne District Council election#1,NI council,1993,,1993 Newry and Mourne District Council election,Crotlieve - 7 seats,10,,,verified,"Newry and Mourne Council Elections, 1993-2011",https://www.ark.ac.uk/elections/lgnandm.htm,,ark.ac.uk,results-compilation,inline-citation,article,contains the candidates and their votes,1,1,1993 Newry and Mourne District Council election
1993 Newry and Mourne District Council election#2,NI council,1993,,1993 Newry and Mourne District Council election,Newry Town - 7 seats,13,,,verified,"Newry and Mourne Council Elections, 1993-2011",https://www.ark.ac.uk/elections/lgnandm.htm,,ark.ac.uk,results-compilation,inline-citation,article,contains the candidates and their votes,1,1,1993 Newry and Mourne District Council election
1993 Newry and Mourne District Council election#3,NI council,1993,,1993 Newry and Mourne District Council election,Slieve Gullion - 5 seats,7,,,verified,"Newry and Mourne Council Elections, 1993-2011",https://www.ark.ac.uk/elections/lgnandm.htm,,ark.ac.uk,results-compilation,inline-citation,article,contains the candidates and their votes,1,1,1993 Newry and Mourne District Council election
1993 Newry and Mourne District Council election#4,NI council,1993,,1993 Newry and Mourne District Council election,The Fews - 6 seats,7,,,verified,"Newry and Mourne Council Elections, 1993-2011",https://www.ark.ac.uk/elections/lgnandm.htm,,ark.ac.uk,results-compilation,inline-citation,article,contains the candidates and their votes,1,1,1993 Newry and Mourne District Council election
1993 Newry and Mourne District Council election#5,NI council,1993,,1993 Newry and Mourne District Council election,The Mournes - 5 seats,6,,,verified,"Newry and Mourne Council Elections, 1993-2011",https://www.ark.ac.uk/elections/lgnandm.htm,,ark.ac.uk,results-compilation,inline-citation,article,contains the candidates and their votes,1,1,1993 Newry and Mourne District Council election
1993 Newtownabbey Borough Council election#1,NI council,1993,,1993 Newtownabbey Borough Council election,Antrim Line - 7 seats,10,local-government/1993-05-19/antrim-line.json,exact,verified,Newtownabbey Council Elections 1993-2011,https://www.ark.ac.uk/elections/lgnewtownabbey.htm,,ark.ac.uk,results-compilation,inline-citation,article,contains the candidates and their votes,1,1,1993 Newtownabbey Borough Council election
1993 Newtownabbey Borough Council election#2,NI council,1993,,1993 Newtownabbey Borough Council election,Ballyclare - 5 seats,7,local-government/1993-05-19/ballyclare.json,exact,verified,Newtownabbey Council Elections 1993-2011,https://www.ark.ac.uk/elections/lgnewtownabbey.htm,,ark.ac.uk,results-compilation,inline-citation,article,contains the candidates and their votes,1,1,1993 Newtownabbey Borough Council election
1993 Newtownabbey Borough Council election#3,NI council,1993,,1993 Newtownabbey Borough Council election,Macedon - 6 seats,8,local-government/1993-05-19/macedon.json,exact,verified,Newtownabbey Council Elections 1993-2011,https://www.ark.ac.uk/elections/lgnewtownabbey.htm,,ark.ac.uk,results-compilation,inline-citation,article,contains the candidates and their votes,1,1,1993 Newtownabbey Borough Council election
1993 Newtownabbey Borough Council election#4,NI council,1993,,1993 Newtownabbey Borough Council election,University - 7 seats,11,local-government/1993-05-19/university.json,exact,verified,Newtownabbey Council Elections 1993-2011,https://www.ark.ac.uk/elections/lgnewtownabbey.htm,,ark.ac.uk,results-compilation,inline-citation,article,contains the candidates and their votes,1,1,1993 Newtownabbey Borough Council election
1993 North Down Borough Council election#1,NI council,1993,,1993 North Down Borough Council election,Abbey - 6 seats,9,,,verified,North Down Council Elections 1997-2011,https://www.ark.ac.uk/elections/lgnorthdown.htm,,ark.ac.uk,results-compilation,inline-citation,article,contains the candidates and their votes,1,1,1993 North Down Borough Council election
1993 North Down Borough Council election#2,NI council,1993,,1993 North Down Borough Council election,Ballyholme and Groomsport - 7 seats,12,,,verified,North Down Council Elections 1997-2011,https://www.ark.ac.uk/elections/lgnorthdown.htm,,ark.ac.uk,results-compilation,inline-citation,article,contains the candidates and their votes,1,1,1993 North Down Borough Council election
1993 North Down Borough Council election#3,NI council,1993,,1993 North Down Borough Council election,Bangor West - 7 seats,15,,,verified,North Down Council Elections 1997-2011,https://www.ark.ac.uk/elections/lgnorthdown.htm,,ark.ac.uk,results-compilation,inline-citation,article,contains the candidates and their votes,1,1,1993 North Down Borough Council election
1993 North Down Borough Council election#4,NI council,1993,,1993 North Down Borough Council election,Holywood - 5 seats,9,,,verified,North Down Council Elections 1997-2011,https://www.ark.ac.uk/elections/lgnorthdown.htm,,ark.ac.uk,results-compilation,inline-citation,article,contains the candidates and their votes,1,1,1993 North Down Borough Council election
1993 Omagh District Council election#1,NI council,1993,,1993 Omagh District Council election,Mid Tyrone - 7 seats,13,local-government/1993-05-19/mid-tyrone.json,exact,verified,"Omagh Council Elections, 1997-2011",https://www.ark.ac.uk/elections/lgomagh.htm,,ark.ac.uk,results-compilation,inline-citation,article,contains the candidates and their votes,1,1,1993 Omagh District Council election
1993 Omagh District Council election#2,NI council,1993,,1993 Omagh District Council election,Omagh Town - 7 seats,12,local-government/1993-05-19/omagh-town.json,exact,verified,"Omagh Council Elections, 1997-2011",https://www.ark.ac.uk/elections/lgomagh.htm,,ark.ac.uk,results-compilation,inline-citation,article,contains the candidates and their votes,1,1,1993 Omagh District Council election
1993 Omagh District Council election#3,NI council,1993,,1993 Omagh District Council election,West Tyrone - 7 seats,11,local-government/1993-05-19/omagh-west-tyrone.json,fuzzy,verified,"Omagh Council Elections, 1997-2011",https://www.ark.ac.uk/elections/lgomagh.htm,,ark.ac.uk,results-compilation,inline-citation,article,contains the candidates and their votes,1,1,1993 Omagh District Council election
1993 Strabane District Council election#1,NI council,1993,,1993 Strabane District Council election,Derg - 5 seats,8,local-government/1993-05-19/derg.json,exact,verified,"Strabane Council Elections, 1997-2011",https://www.ark.ac.uk/elections/lgstrabane.htm,,ark.ac.uk,results-compilation,inline-citation,article,contains the candidates and their votes,1,1,1993 Strabane District Council election
1993 Strabane District Council election#2,NI council,1993,,1993 Strabane District Council election,Glenelly - 5 seats,10,local-government/1993-05-19/glenelly.json,exact,verified,"Strabane Council Elections, 1997-2011",https://www.ark.ac.uk/elections/lgstrabane.htm,,ark.ac.uk,results-compilation,inline-citation,article,contains the candidates and their votes,1,1,1993 Strabane District Council election
1993 Strabane District Council election#3,NI council,1993,,1993 Strabane District Council election,Mourne - 6 seats,8,local-government/1993-05-19/mourne.json,exact,verified,"Strabane Council Elections, 1997-2011",https://www.ark.ac.uk/elections/lgstrabane.htm,,ark.ac.uk,results-compilation,inline-citation,article,contains the candidates and their votes,1,1,1993 Strabane District Council election
1997 Antrim Borough Council election#1,NI council,1997,,1997 Antrim Borough Council election,Antrim North West - 5 seats,7,,,verified,"Antrim Borough Council, 1993-2001",https://www.ark.ac.uk/elections/lgantrim.htm,,ark.ac.uk,results-compilation,inline-citation,article,contains the candidates and their votes,1,1,1997 Antrim Borough Council election
1997 Antrim Borough Council election#2,NI council,1997,,1997 Antrim Borough Council election,Antrim South East - 7 seats,11,,,verified,"Antrim Borough Council, 1993-2001",https://www.ark.ac.uk/elections/lgantrim.htm,,ark.ac.uk,results-compilation,inline-citation,article,contains the candidates and their votes,1,1,1997 Antrim Borough Council election
1997 Antrim Borough Council election#3,NI council,1997,,1997 Antrim Borough Council election,Antrim Town - 7 seats,11,local-government/1997-05-21/antrim-town.json,exact,verified,"Antrim Borough Council, 1993-2001",https://www.ark.ac.uk/elections/lgantrim.htm,,ark.ac.uk,results-compilation,inline-citation,article,contains the candidates and their votes,1,1,1997 Antrim Borough Council election
1997 Ards Borough Council election#1,NI council,1997,,1997 Ards Borough Council election,Ards East - 6 seats,11,local-government/1997-05-21/ards-east.json,exact,verified,Ards Council Elections 1993-2011,https://www.ark.ac.uk/elections/lgards.htm,,ark.ac.uk,results-compilation,inline-citation,article,contains the candidates and their votes,1,1,1997 Ards Borough Council election
1997 Ards Borough Council election#2,NI council,1997,,1997 Ards Borough Council election,Ards West - 6 seats,7,local-government/1997-05-21/ards-west.json,exact,verified,Ards Council Elections 1993-2011,https://www.ark.ac.uk/elections/lgards.htm,,ark.ac.uk,results-compilation,inline-citation,article,contains the candidates and their votes,1,1,1997 Ards Borough Council election
1997 Ards Borough Council election#3,NI council,1997,,1997 Ards Borough Council election,Newtownards - 6 seats,10,local-government/1997-05-21/newtownards.json,exact,verified,Ards Council Elections 1993-2011,https://www.ark.ac.uk/elections/lgards.htm,,ark.ac.uk,results-compilation,inline-citation,article,contains the candidates and their votes,1,1,1997 Ards Borough Council election
1997 Ards Borough Council election#4,NI council,1997,,1997 Ards Borough Council election,Peninsula - 5 seats,9,local-government/1997-05-21/peninsula.json,exact,verified,Ards Council Elections 1993-2011,https://www.ark.ac.uk/elections/lgards.htm,,ark.ac.uk,results-compilation,inline-citation,article,contains the candidates and their votes,1,1,1997 Ards Borough Council election
1997 Armagh City and District Council election#1,NI council,1997,,1997 Armagh City and District Council election,Armagh City - 6 seats,10,local-government/1997-05-21/armagh-city.json,exact,verified,"Armagh District Council, 1993-2011",https://www.ark.ac.uk/elections/lgarmagh.htm,,ark.ac.uk,results-compilation,inline-citation,article,contains the candidates and their votes,1,1,1997 Armagh City and District Council election
1997 Armagh City and District Council election#2,NI council,1997,,1997 Armagh City and District Council election,Crossmore - 5 seats,7,local-government/1997-05-21/crossmore.json,exact,verified,"Armagh District Council, 1993-2011",https://www.ark.ac.uk/elections/lgarmagh.htm,,ark.ac.uk,results-compilation,inline-citation,article,contains the candidates and their votes,1,1,1997 Armagh City and District Council election
1997 Armagh City and District Council election#3,NI council,1997,,1997 Armagh City and District Council election,Cusher - 6 seats,7,local-government/1997-05-21/cusher.json,exact,verified,"Armagh District Council, 1993-2011",https://www.ark.ac.uk/elections/lgarmagh.htm,,ark.ac.uk,results-compilation,inline-citation,article,contains the candidates and their votes,1,1,1997 Armagh City and District Council election
1997 Armagh City and District Council election#4,NI council,1997,,1997 Armagh City and District Council election,The Orchard - 5 seats,7,local-government/1997-05-21/orchard.json,fuzzy,verified,"Armagh District Council, 1993-2011",https://www.ark.ac.uk/elections/lgarmagh.htm,,ark.ac.uk,results-compilation,inline-citation,article,contains the candidates and their votes,1,1,1997 Armagh City and District Council election
1997 Ballymena Borough Council election#1,NI council,1997,,1997 Ballymena Borough Council election,Ballymena North - 7 seats,10,local-government/1997-05-21/ballymena-north.json,exact,verified,Ballymena Council Elections 1993-2011,https://www.ark.ac.uk/elections/lgballymena.htm,,ark.ac.uk,results-compilation,inline-citation,article,contains the candidates and their votes,1,1,1997 Ballymena Borough Council election
1997 Ballymena Borough Council election#2,NI council,1997,,1997 Ballymena Borough Council election,Ballymena South - 7 seats,11,local-government/1997-05-21/ballymena-south.json,exact,verified,Ballymena Council Elections 1993-2011,https://www.ark.ac.uk/elections/lgballymena.htm,,ark.ac.uk,results-compilation,inline-citation,article,contains the candidates and their votes,1,1,1997 Ballymena Borough Council election
1997 Ballymena Borough Council election#3,NI council,1997,,1997 Ballymena Borough Council election,Bannside - 5 seats,6,local-government/1997-05-21/bannside.json,exact,verified,Ballymena Council Elections 1993-2011,https://www.ark.ac.uk/elections/lgballymena.htm,,ark.ac.uk,results-compilation,inline-citation,article,contains the candidates and their votes,1,1,1997 Ballymena Borough Council election
1997 Ballymena Borough Council election#4,NI council,1997,,1997 Ballymena Borough Council election,Braid - 5 seats,7,local-government/1997-05-21/braid.json,exact,verified,Ballymena Council Elections 1993-2011,https://www.ark.ac.uk/elections/lgballymena.htm,,ark.ac.uk,results-compilation,inline-citation,article,contains the candidates and their votes,1,1,1997 Ballymena Borough Council election
1997 Ballymoney Borough Council election#1,NI council,1997,,1997 Ballymoney Borough Council election,Ballymoney Town - 5 seats,10,local-government/1997-05-21/ballymoney-town.json,exact,verified,Ballymoney Council Elections 1993-2011,https://www.ark.ac.uk/elections/lgballymoney.htm,,ark.ac.uk,results-compilation,inline-citation,article,contains the candidates and their votes,1,1,1997 Ballymoney Borough Council election
1997 Ballymoney Borough Council election#2,NI council,1997,,1997 Ballymoney Borough Council election,Bann Valley - 6 seats,8,local-government/1997-05-21/bann-valley.json,exact,verified,Ballymoney Council Elections 1993-2011,https://www.ark.ac.uk/elections/lgballymoney.htm,,ark.ac.uk,results-compilation,inline-citation,article,contains the candidates and their votes,1,1,1997 Ballymoney Borough Council election
1997 Ballymoney Borough Council election#3,NI council,1997,,1997 Ballymoney Borough Council election,Bushvale - 5 seats,8,local-government/1997-05-21/bushvale.json,exact,verified,Ballymoney Council Elections 1993-2011,https://www.ark.ac.uk/elections/lgballymoney.htm,,ark.ac.uk,results-compilation,inline-citation,article,contains the candidates and their votes,1,1,1997 Ballymoney Borough Council election
1997 Banbridge District Council election#1,NI council,1997,,1997 Banbridge District Council election,Banbridge Town - 6 seats,8,local-government/1997-05-21/banbridge-town.json,exact,verified,"Banbridge District Council, 1993-2011",https://www.ark.ac.uk/elections/lgbanbridge.htm,,ark.ac.uk,results-compilation,inline-citation,article,contains the candidates and their votes,1,1,1997 Banbridge District Council election
1997 Banbridge District Council election#2,NI council,1997,,1997 Banbridge District Council election,Dromore - 5 seats,7,local-government/1997-05-21/dromore.json,exact,verified,"Banbridge District Council, 1993-2011",https://www.ark.ac.uk/elections/lgbanbridge.htm,,ark.ac.uk,results-compilation,inline-citation,article,contains the candidates and their votes,1,1,1997 Banbridge District Council election
1997 Banbridge District Council election#3,NI council,1997,,1997 Banbridge District Council election,Knockiveagh - 6 seats,8,,,verified,"Banbridge District Council, 1993-2011",https://www.ark.ac.uk/elections/lgbanbridge.htm,,ark.ac.uk,results-compilation,inline-citation,article,contains the candidates and their votes,1,1,1997 Banbridge District Council election
1997 Belfast City Council election#1,NI council,1997,,1997 Belfast City Council election,Balmoral - 6 seats,14,local-government/1997-05-21/balmoral.json,exact,verified,Belfast Council results,http://www.ark.ac.uk/elections/lgbelfast.htm,,ark.ac.uk,results-compilation,inline-citation,article,contains the candidates and their votes,1,1,1997 Belfast City Council election
1997 Belfast City Council election#2,NI council,1997,,1997 Belfast City Council election,Castle - 6 seats,16,local-government/1997-05-21/castle.json,exact,verified,Belfast Council results,http://www.ark.ac.uk/elections/lgbelfast.htm,,ark.ac.uk,results-compilation,inline-citation,article,contains the candidates and their votes,1,1,1997 Belfast City Council election
1997 Belfast City Council election#3,NI council,1997,,1997 Belfast City Council election,Court - 5 seats,11,local-government/1997-05-21/court.json,exact,verified,Belfast Council results,http://www.ark.ac.uk/elections/lgbelfast.htm,,ark.ac.uk,results-compilation,inline-citation,article,contains the candidates and their votes,1,1,1997 Belfast City Council election
1997 Belfast City Council election#4,NI council,1997,,1997 Belfast City Council election,Laganbank - 5 seats,13,local-government/1997-05-21/laganbank.json,exact,verified,Belfast Council results,http://www.ark.ac.uk/elections/lgbelfast.htm,,ark.ac.uk,results-compilation,inline-citation,article,contains the candidates and their votes,1,1,1997 Belfast City Council election
1997 Belfast City Council election#5,NI council,1997,,1997 Belfast City Council election,Lower Falls - 5 seats,9,local-government/1997-05-21/lower-falls.json,exact,verified,Belfast Council results,http://www.ark.ac.uk/elections/lgbelfast.htm,,ark.ac.uk,results-compilation,inline-citation,article,contains the candidates and their votes,1,1,1997 Belfast City Council election
1997 Belfast City Council election#6,NI council,1997,,1997 Belfast City Council election,Oldpark - 6 seats,13,local-government/1997-05-21/oldpark.json,exact,verified,Belfast Council results,http://www.ark.ac.uk/elections/lgbelfast.htm,,ark.ac.uk,results-compilation,inline-citation,article,contains the candidates and their votes,1,1,1997 Belfast City Council election
1997 Belfast City Council election#7,NI council,1997,,1997 Belfast City Council election,Pottinger - 6 seats,17,local-government/1997-05-21/pottinger.json,exact,verified,Belfast Council results,http://www.ark.ac.uk/elections/lgbelfast.htm,,ark.ac.uk,results-compilation,inline-citation,article,contains the candidates and their votes,1,1,1997 Belfast City Council election
1997 Belfast City Council election#8,NI council,1997,,1997 Belfast City Council election,Upper Falls - 5 seats,10,local-government/1997-05-21/upper-falls.json,exact,verified,Belfast Council results,http://www.ark.ac.uk/elections/lgbelfast.htm,,ark.ac.uk,results-compilation,inline-citation,article,contains the candidates and their votes,1,1,1997 Belfast City Council election
1997 Belfast City Council election#9,NI council,1997,,1997 Belfast City Council election,Victoria - 7 seats,13,local-government/1997-05-21/victoria.json,exact,verified,Belfast Council results,http://www.ark.ac.uk/elections/lgbelfast.htm,,ark.ac.uk,results-compilation,inline-citation,article,contains the candidates and their votes,1,1,1997 Belfast City Council election
1997 Carrickfergus Borough Council election#1,NI council,1997,,1997 Carrickfergus Borough Council election,Carrick Castle - 5 seats,7,local-government/1997-05-21/carrick-castle.json,area-only,verified,Carrickfergus Council Elections 1993-2001,https://www.ark.ac.uk/elections/lgcarrick.htm,,ark.ac.uk,results-compilation,inline-citation,article,contains the candidates and their votes,1,1,1997 Carrickfergus Borough Council election
1997 Carrickfergus Borough Council election#2,NI council,1997,,1997 Carrickfergus Borough Council election,Kilroot - 6 seats,10,local-government/1997-05-21/kilroot.json,exact,verified,Carrickfergus Council Elections 1993-2001,https://www.ark.ac.uk/elections/lgcarrick.htm,,ark.ac.uk,results-compilation,inline-citation,article,contains the candidates and their votes,1,1,1997 Carrickfergus Borough Council election
1997 Carrickfergus Borough Council election#3,NI council,1997,,1997 Carrickfergus Borough Council election,Knockagh Monument - 6 seats,8,local-government/1997-05-21/knockagh-monument.json,exact,verified,Carrickfergus Council Elections 1993-2001,https://www.ark.ac.uk/elections/lgcarrick.htm,,ark.ac.uk,results-compilation,inline-citation,article,contains the candidates and their votes,1,1,1997 Carrickfergus Borough Council election
1997 Castlereagh Borough Council election#1,NI council,1997,,1997 Castlereagh Borough Council election,Castlereagh Central - 6 seats,9,local-government/1997-05-21/castlereagh-central.json,exact,verified,Castlereagh Council Election Results 1993-2011,https://www.ark.ac.uk/elections/lgcastlereagh.htm,,ark.ac.uk,results-compilation,inline-citation,article,contains the candidates and their votes,1,1,1997 Castlereagh Borough Council election
1997 Castlereagh Borough Council election#2,NI council,1997,,1997 Castlereagh Borough Council election,Castlereagh East - 7 seats,11,local-government/1997-05-21/castlereagh-east.json,exact,verified,Castlereagh Council Election Results 1993-2011,https://www.ark.ac.uk/elections/lgcastlereagh.htm,,ark.ac.uk,results-compilation,inline-citation,article,contains the candidates and their votes,1,1,1997 Castlereagh Borough Council election
1997 Castlereagh Borough Council election#3,NI council,1997,,1997 Castlereagh Borough Council election,Castlereagh South - 5 seats,7,local-government/1997-05-21/castlereagh-south.json,exact,verified,Castlereagh Council Election Results 1993-2011,https://www.ark.ac.uk/elections/lgcastlereagh.htm,,ark.ac.uk,results-compilation,inline-citation,article,contains the candidates and their votes,1,1,1997 Castlereagh Borough Council election
1997 Castlereagh Borough Council election#4,NI council,1997,,1997 Castlereagh Borough Council election,Castlereagh West - 5 seats,10,local-government/1997-05-21/castlereagh-west.json,exact,verified,Castlereagh Council Election Results 1993-2011,https://www.ark.ac.uk/elections/lgcastlereagh.htm,,ark.ac.uk,results-compilation,inline-citation,article,contains the candidates and their votes,1,1,1997 Castlereagh Borough Council election
1997 Coleraine Borough Council election#1,NI council,1997,,1997 Coleraine Borough Council election,Bann - 6 seats,8,local-government/1997-05-21/bann.json,exact,verified,Coleraine Council Elections 1993-2011,https://www.ark.ac.uk/elections/lgcoleraine.htm,,ark.ac.uk,results-compilation,inline-citation,article,contains the candidates and their votes,1,1,1997 Coleraine Borough Council election
1997 Coleraine Borough Council election#2,NI council,1997,,1997 Coleraine Borough Council election,Coleraine Central - 6 seats,10,local-government/1997-05-21/coleraine-central.json,exact,verified,Coleraine Council Elections 1993-2011,https://www.ark.ac.uk/elections/lgcoleraine.htm,,ark.ac.uk,results-compilation,inline-citation,article,contains the candidates and their votes,1,1,1997 Coleraine Borough Council election
1997 Coleraine Borough Council election#3,NI council,1997,,1997 Coleraine Borough Council election,Coleraine East - 5 seats,9,local-government/1997-05-21/coleraine-east.json,exact,verified,Coleraine Council Elections 1993-2011,https://www.ark.ac.uk/elections/lgcoleraine.htm,,ark.ac.uk,results-compilation,inline-citation,article,contains the candidates and their votes,1,1,1997 Coleraine Borough Council election
1997 Coleraine Borough Council election#4,NI council,1997,,1997 Coleraine Borough Council election,The Skerries - 5 seats,10,local-government/1997-05-21/skerries.json,fuzzy,verified,Coleraine Council Elections 1993-2011,https://www.ark.ac.uk/elections/lgcoleraine.htm,,ark.ac.uk,results-compilation,inline-citation,article,contains the candidates and their votes,1,1,1997 Coleraine Borough Council election
1997 Cookstown District Council election#1,NI council,1997,,1997 Cookstown District Council election,Ballinderry - 6 seats,9,local-government/1997-05-21/ballinderry.json,exact,verified,Cookstown District Council Elections 1993-2011,https://www.ark.ac.uk/elections/lgcookstown.htm,,ark.ac.uk,results-compilation,inline-citation,article,contains the candidates and their votes,1,1,1997 Cookstown District Council election
1997 Cookstown District Council election#2,NI council,1997,,1997 Cookstown District Council election,Cookstown Central - 5 seats,7,local-government/1997-05-21/cookstown-central.json,exact,verified,Cookstown District Council Elections 1993-2011,https://www.ark.ac.uk/elections/lgcookstown.htm,,ark.ac.uk,results-compilation,inline-citation,article,contains the candidates and their votes,1,1,1997 Cookstown District Council election
1997 Cookstown District Council election#3,NI council,1997,,1997 Cookstown District Council election,Drum Manor - 5 seats,7,local-government/1997-05-21/drum-manor.json,exact,verified,Cookstown District Council Elections 1993-2011,https://www.ark.ac.uk/elections/lgcookstown.htm,,ark.ac.uk,results-compilation,inline-citation,article,contains the candidates and their votes,1,1,1997 Cookstown District Council election
1997 Craigavon Borough Council election#1,NI council,1997,,1997 Craigavon Borough Council election,Craigavon Central - 7 seats,13,local-government/1997-05-21/craigavon-central.json,exact,verified,"Craigavon Borough Council, 1993-2011",https://www.ark.ac.uk/elections/lgcraigavon.htm,,ark.ac.uk,results-compilation,inline-citation,article,contains the candidates and their votes,1,1,1997 Craigavon Borough Council election
1997 Craigavon Borough Council election#2,NI council,1997,,1997 Craigavon Borough Council election,Loughside - 5 seats,12,local-government/1997-05-21/loughside.json,exact,verified,"Craigavon Borough Council, 1993-2011",https://www.ark.ac.uk/elections/lgcraigavon.htm,,ark.ac.uk,results-compilation,inline-citation,article,contains the candidates and their votes,1,1,1997 Craigavon Borough Council election
1997 Craigavon Borough Council election#3,NI council,1997,,1997 Craigavon Borough Council election,Lurgan - 7 seats,13,local-government/1997-05-21/lurgan.json,exact,verified,"Craigavon Borough Council, 1993-2011",https://www.ark.ac.uk/elections/lgcraigavon.htm,,ark.ac.uk,results-compilation,inline-citation,article,contains the candidates and their votes,1,1,1997 Craigavon Borough Council election
1997 Craigavon Borough Council election#4,NI council,1997,,1997 Craigavon Borough Council election,Portadown - 7 seats,11,local-government/1997-05-21/portadown.json,exact,verified,"Craigavon Borough Council, 1993-2011",https://www.ark.ac.uk/elections/lgcraigavon.htm,,ark.ac.uk,results-compilation,inline-citation,article,contains the candidates and their votes,1,1,1997 Craigavon Borough Council election
1997 Derry City Council election#1,NI council,1997,,1997 Derry City Council election,Cityside - 5 seats,7,local-government/1997-05-21/cityside.json,exact,verified,"Derry City Council, 1993-2011",https://www.ark.ac.uk/elections/lgderry.htm,,ark.ac.uk,results-compilation,inline-citation,article,contains the candidates and their votes,1,1,1997 Derry City Council election
1997 Derry City Council election#2,NI council,1997,,1997 Derry City Council election,Northland - 7 seats,12,local-government/1997-05-21/northland.json,exact,verified,"Derry City Council, 1993-2011",https://www.ark.ac.uk/elections/lgderry.htm,,ark.ac.uk,results-compilation,inline-citation,article,contains the candidates and their votes,1,1,1997 Derry City Council election
1997 Derry City Council election#3,NI council,1997,,1997 Derry City Council election,Rural - 6 seats,11,local-government/1997-05-21/rural.json,exact,verified,"Derry City Council, 1993-2011",https://www.ark.ac.uk/elections/lgderry.htm,,ark.ac.uk,results-compilation,inline-citation,article,contains the candidates and their votes,1,1,1997 Derry City Council election
1997 Derry City Council election#4,NI council,1997,,1997 Derry City Council election,Shantallow - 5 seats,12,local-government/1997-05-21/shantallow.json,exact,verified,"Derry City Council, 1993-2011",https://www.ark.ac.uk/elections/lgderry.htm,,ark.ac.uk,results-compilation,inline-citation,article,contains the candidates and their votes,1,1,1997 Derry City Council election
1997 Derry City Council election#5,NI council,1997,,1997 Derry City Council election,Waterside - 7 seats,14,local-government/1997-05-21/waterside.json,exact,verified,"Derry City Council, 1993-2011",https://www.ark.ac.uk/elections/lgderry.htm,,ark.ac.uk,results-compilation,inline-citation,article,contains the candidates and their votes,1,1,1997 Derry City Council election
1997 Down District Council election#1,NI council,1997,,1997 Down District Council election,Ballynahinch - 5 seats,7,local-government/1997-05-21/ballynahinch.json,exact,verified,"Down Council Elections, 1993-2011",https://www.ark.ac.uk/elections/lgdown.htm,,ark.ac.uk,results-compilation,inline-citation,article,contains the candidates and their votes,1,1,1997 Down District Council election
1997 Down District Council election#2,NI council,1997,,1997 Down District Council election,Downpatrick - 7 seats,14,local-government/1997-05-21/downpatrick.json,exact,verified,"Down Council Elections, 1993-2011",https://www.ark.ac.uk/elections/lgdown.htm,,ark.ac.uk,results-compilation,inline-citation,article,contains the candidates and their votes,1,1,1997 Down District Council election
1997 Down District Council election#3,NI council,1997,,1997 Down District Council election,Newcastle - 6 seats,11,local-government/1997-05-21/newcastle.json,exact,verified,"Down Council Elections, 1993-2011",https://www.ark.ac.uk/elections/lgdown.htm,,ark.ac.uk,results-compilation,inline-citation,article,contains the candidates and their votes,1,1,1997 Down District Council election
1997 Down District Council election#4,NI council,1997,,1997 Down District Council election,Rowallane - 5 seats,8,local-government/1997-05-21/rowallane.json,exact,verified,"Down Council Elections, 1993-2011",https://www.ark.ac.uk/elections/lgdown.htm,,ark.ac.uk,results-compilation,inline-citation,article,contains the candidates and their votes,1,1,1997 Down District Council election
1997 Dungannon District Council election#1,NI council,1997,,1997 Dungannon District Council election,Blackwater - 5 seats,8,local-government/1997-05-21/blackwater.json,exact,verified,"Dungannon Borough Council, 1993-2011",https://www.ark.ac.uk/elections/lgdungannon.htm,,ark.ac.uk,results-compilation,inline-citation,article,contains the candidates and their votes,1,1,1997 Dungannon District Council election
1997 Dungannon District Council election#2,NI council,1997,,1997 Dungannon District Council election,Clogher Valley - 5 seats,7,local-government/1997-05-21/clogher-valley.json,exact,verified,"Dungannon Borough Council, 1993-2011",https://www.ark.ac.uk/elections/lgdungannon.htm,,ark.ac.uk,results-compilation,inline-citation,article,contains the candidates and their votes,1,1,1997 Dungannon District Council election
1997 Dungannon District Council election#3,NI council,1997,,1997 Dungannon District Council election,Dungannon Town - 6 seats,9,local-government/1997-05-21/dungannon-town.json,exact,verified,"Dungannon Borough Council, 1993-2011",https://www.ark.ac.uk/elections/lgdungannon.htm,,ark.ac.uk,results-compilation,inline-citation,article,contains the candidates and their votes,1,1,1997 Dungannon District Council election
1997 Dungannon District Council election#4,NI council,1997,,1997 Dungannon District Council election,Torrent - 6 seats,8,local-government/1997-05-21/torrent.json,exact,verified,"Dungannon Borough Council, 1993-2011",https://www.ark.ac.uk/elections/lgdungannon.htm,,ark.ac.uk,results-compilation,inline-citation,article,contains the candidates and their votes,1,1,1997 Dungannon District Council election
1997 Fermanagh District Council election#1,NI council,1997,,1997 Fermanagh District Council election,Enniskillen - 7 seats,12,local-government/1997-05-21/enniskillen.json,exact,verified,Fermanagh Council Elections 1993-2011,https://www.ark.ac.uk/elections/lgfermanagh.htm,,ark.ac.uk,results-compilation,inline-citation,article,contains the candidates and their votes,1,1,1997 Fermanagh District Council election
