id,body,year,date,article,box_title,candidates,civgraph_file,civgraph_match,status,recommended_title,recommended_url,recommended_archive_url,host,kind,basis,scope,check,verifying_source_count,cited_source_count,related_wikipedia
1985 Limerick Corporation election#1,RoI local,1985,,1985 Limerick Corporation election,Limerick Ward 1: 4 seats,11,ireland-local/1985-06-20/limerick-no-1.json,exact,cited-by-wikipedia,"Local elections, 1985 : election results and transfer of votes in respect of each county, and county borough council : and election statistics relating to all local authorities",http://opac.oireachtas.ie/AWData/Library3/Library2/DL035931.pdf,,opac.oireachtas.ie,official,section-citation,article,not checked: blocked or paywalled,0,2,1985 Limerick Corporation election
1985 Limerick Corporation election#2,RoI local,1985,,1985 Limerick Corporation election,Limerick Ward 2: 5 seats,14,ireland-local/1985-06-20/limerick-no-2.json,exact,cited-by-wikipedia,"Local elections, 1985 : election results and transfer of votes in respect of each county, and county borough council : and election statistics relating to all local authorities",http://opac.oireachtas.ie/AWData/Library3/Library2/DL035931.pdf,,opac.oireachtas.ie,official,section-citation,article,not checked: blocked or paywalled,0,2,1985 Limerick Corporation election
1985 Limerick Corporation election#3,RoI local,1985,,1985 Limerick Corporation election,Limerick Ward 3: 4 seats,12,ireland-local/1985-06-20/limerick-no-3.json,exact,cited-by-wikipedia,"Local elections, 1985 : election results and transfer of votes in respect of each county, and county borough council : and election statistics relating to all local authorities",http://opac.oireachtas.ie/AWData/Library3/Library2/DL035931.pdf,,opac.oireachtas.ie,official,section-citation,article,not checked: blocked or paywalled,0,2,1985 Limerick Corporation election
1985 Limerick Corporation election#4,RoI local,1985,,1985 Limerick Corporation election,Limerick Ward 4: 4 seats,8,ireland-local/1985-06-20/limerick-no-4.json,exact,cited-by-wikipedia,"Local elections, 1985 : election results and transfer of votes in respect of each county, and county borough council : and election statistics relating to all local authorities",http://opac.oireachtas.ie/AWData/Library3/Library2/DL035931.pdf,,opac.oireachtas.ie,official,section-citation,article,not checked: blocked or paywalled,0,2,1985 Limerick Corporation election
1985 Limerick County Council election#1,RoI local,1985,,1985 Limerick County Council election,Bruff: 6 seats,11,ireland-local/1985-06-20/bruff.json,exact,cited-by-wikipedia,"Local elections, 1985 : election results and transfer of votes in respect of each county, and county borough council : and election statistics relating to all local authorities",http://opac.oireachtas.ie/AWData/Library3/Library2/DL035931.pdf,,opac.oireachtas.ie,official,section-citation,article,not checked: blocked or paywalled,0,3,1985 Limerick County Council election
1985 Limerick County Council election#2,RoI local,1985,,1985 Limerick County Council election,Castleconnell: 6 seats,9,ireland-local/1985-06-20/castleconnell.json,exact,cited-by-wikipedia,"Local elections, 1985 : election results and transfer of votes in respect of each county, and county borough council : and election statistics relating to all local authorities",http://opac.oireachtas.ie/AWData/Library3/Library2/DL035931.pdf,,opac.oireachtas.ie,official,section-citation,article,not checked: blocked or paywalled,0,3,1985 Limerick County Council election
1985 Limerick County Council election#3,RoI local,1985,,1985 Limerick County Council election,Kilmallock: 5 seats,9,ireland-local/1985-06-20/kilmallock.json,exact,cited-by-wikipedia,"Local elections, 1985 : election results and transfer of votes in respect of each county, and county borough council : and election statistics relating to all local authorities",http://opac.oireachtas.ie/AWData/Library3/Library2/DL035931.pdf,,opac.oireachtas.ie,official,section-citation,article,not checked: blocked or paywalled,0,3,1985 Limerick County Council election
1985 Limerick County Council election#4,RoI local,1985,,1985 Limerick County Council election,Newcastle: 6 seats,9,ireland-local/1985-06-20/newcastle.json,exact,cited-by-wikipedia,"Local elections, 1985 : election results and transfer of votes in respect of each county, and county borough council : and election statistics relating to all local authorities",http://opac.oireachtas.ie/AWData/Library3/Library2/DL035931.pdf,,opac.oireachtas.ie,official,section-citation,article,not checked: blocked or paywalled,0,3,1985 Limerick County Council election
1985 Limerick County Council election#5,RoI local,1985,,1985 Limerick County Council election,Rathkeale- 5 seats,12,ireland-local/1985-06-20/rathkeale.json,exact,cited-by-wikipedia,"Local elections, 1985 : election results and transfer of votes in respect of each county, and county borough council : and election statistics relating to all local authorities",http://opac.oireachtas.ie/AWData/Library3/Library2/DL035931.pdf,,opac.oireachtas.ie,official,section-citation,article,not checked: blocked or paywalled,0,3,1985 Limerick County Council election
1985 Longford County Council election#1,RoI local,1985,,1985 Longford County Council election,Ballinalee: 4 seats,7,ireland-local/1985-06-20/ballinalee.json,exact,cited-by-wikipedia,"Local elections, 1985 : election results and transfer of votes in respect of each county, and county borough council : and election statistics relating to all local authorities",http://opac.oireachtas.ie/AWData/Library3/Library2/DL035931.pdf,,opac.oireachtas.ie,official,section-citation,article,not checked: blocked or paywalled,0,1,1985 Longford County Council election
1985 Longford County Council election#2,RoI local,1985,,1985 Longford County Council election,Ballymahon: 6 seats,11,ireland-local/1985-06-20/ballymahon.json,exact,cited-by-wikipedia,"Local elections, 1985 : election results and transfer of votes in respect of each county, and county borough council : and election statistics relating to all local authorities",http://opac.oireachtas.ie/AWData/Library3/Library2/DL035931.pdf,,opac.oireachtas.ie,official,section-citation,article,not checked: blocked or paywalled,0,1,1985 Longford County Council election
1985 Longford County Council election#3,RoI local,1985,,1985 Longford County Council election,Drumlish: 3 seats,4,ireland-local/1985-06-20/drumlish.json,exact,cited-by-wikipedia,"Local elections, 1985 : election results and transfer of votes in respect of each county, and county borough council : and election statistics relating to all local authorities",http://opac.oireachtas.ie/AWData/Library3/Library2/DL035931.pdf,,opac.oireachtas.ie,official,section-citation,article,not checked: blocked or paywalled,0,1,1985 Longford County Council election
1985 Longford County Council election#4,RoI local,1985,,1985 Longford County Council election,Granard: 3 seats,6,ireland-local/1985-06-20/granard.json,exact,cited-by-wikipedia,"Local elections, 1985 : election results and transfer of votes in respect of each county, and county borough council : and election statistics relating to all local authorities",http://opac.oireachtas.ie/AWData/Library3/Library2/DL035931.pdf,,opac.oireachtas.ie,official,section-citation,article,not checked: blocked or paywalled,0,1,1985 Longford County Council election
1985 Longford County Council election#5,RoI local,1985,,1985 Longford County Council election,Longford- 5 seats,10,ireland-local/1985-06-20/longford.json,exact,cited-by-wikipedia,"Local elections, 1985 : election results and transfer of votes in respect of each county, and county borough council : and election statistics relating to all local authorities",http://opac.oireachtas.ie/AWData/Library3/Library2/DL035931.pdf,,opac.oireachtas.ie,official,section-citation,article,not checked: blocked or paywalled,0,1,1985 Longford County Council election
1985 Louth County Council election#1,RoI local,1985,,1985 Louth County Council election,Ardee: 5 seats,12,ireland-local/1985-06-20/ardee.json,exact,cited-by-wikipedia,"Local elections, 1985 : election results and transfer of votes in respect of each county, and county borough council : and election statistics relating to all local authorities",http://opac.oireachtas.ie/AWData/Library3/Library2/DL035931.pdf,,opac.oireachtas.ie,official,section-citation,article,not checked: blocked or paywalled,0,3,1985 Louth County Council election
1985 Louth County Council election#2,RoI local,1985,,1985 Louth County Council election,Carlingford: 3 seats,9,ireland-local/1985-06-20/carlingford.json,exact,cited-by-wikipedia,"Local elections, 1985 : election results and transfer of votes in respect of each county, and county borough council : and election statistics relating to all local authorities",http://opac.oireachtas.ie/AWData/Library3/Library2/DL035931.pdf,,opac.oireachtas.ie,official,section-citation,article,not checked: blocked or paywalled,0,3,1985 Louth County Council election
1985 Louth County Council election#3,RoI local,1985,,1985 Louth County Council election,Drogheda Rural: 4 seats,9,ireland-local/1985-06-20/drogheda-rural.json,exact,cited-by-wikipedia,"Local elections, 1985 : election results and transfer of votes in respect of each county, and county borough council : and election statistics relating to all local authorities",http://opac.oireachtas.ie/AWData/Library3/Library2/DL035931.pdf,,opac.oireachtas.ie,official,section-citation,article,not checked: blocked or paywalled,0,3,1985 Louth County Council election
1985 Louth County Council election#4,RoI local,1985,,1985 Louth County Council election,Drogheda Urban: 4 seats,11,ireland-local/1985-06-20/drogheda-urban.json,exact,cited-by-wikipedia,"Local elections, 1985 : election results and transfer of votes in respect of each county, and county borough council : and election statistics relating to all local authorities",http://opac.oireachtas.ie/AWData/Library3/Library2/DL035931.pdf,,opac.oireachtas.ie,official,section-citation,article,not checked: blocked or paywalled,0,3,1985 Louth County Council election
1985 Louth County Council election#5,RoI local,1985,,1985 Louth County Council election,Dundalk Rural: 5 seats,9,ireland-local/1985-06-20/dundalk-rural.json,exact,cited-by-wikipedia,"Local elections, 1985 : election results and transfer of votes in respect of each county, and county borough council : and election statistics relating to all local authorities",http://opac.oireachtas.ie/AWData/Library3/Library2/DL035931.pdf,,opac.oireachtas.ie,official,section-citation,article,not checked: blocked or paywalled,0,3,1985 Louth County Council election
1985 Louth County Council election#6,RoI local,1985,,1985 Louth County Council election,Dundalk Urban: 5 seats,12,ireland-local/1985-06-20/dundalk-urban.json,exact,cited-by-wikipedia,"Local elections, 1985 : election results and transfer of votes in respect of each county, and county borough council : and election statistics relating to all local authorities",http://opac.oireachtas.ie/AWData/Library3/Library2/DL035931.pdf,,opac.oireachtas.ie,official,section-citation,article,not checked: blocked or paywalled,0,3,1985 Louth County Council election
1985 Mayo County Council election#1,RoI local,1985,,1985 Mayo County Council election,Ballina: 6 seats,8,ireland-local/1985-06-20/ballina.json,exact,cited-by-wikipedia,"Local elections, 1985 : election results and transfer of votes in respect of each county, and county borough council : and election statistics relating to all local authorities",http://opac.oireachtas.ie/AWData/Library3/Library2/DL035931.pdf,,opac.oireachtas.ie,official,section-citation,article,not checked: blocked or paywalled,0,3,1985 Mayo County Council election
1985 Mayo County Council election#2,RoI local,1985,,1985 Mayo County Council election,Castlebar: 5 seats,11,ireland-local/1985-06-20/castlebar.json,exact,cited-by-wikipedia,"Local elections, 1985 : election results and transfer of votes in respect of each county, and county borough council : and election statistics relating to all local authorities",http://opac.oireachtas.ie/AWData/Library3/Library2/DL035931.pdf,,opac.oireachtas.ie,official,section-citation,article,not checked: blocked or paywalled,0,3,1985 Mayo County Council election
