GeographyCode,KS801NI0001,KS801NI0002,KS801NI0003,KS801NI0004,KS801NI0005,KS801NI0006,KS801NI0007,KS801NI0008,KS801NI0009,KS801NI0010
95RR06,2071,1945,31,27,68,0,93.92,1.50,1.30,3.28
95RR07,2251,2128,32,30,61,0,94.54,1.42,1.33,2.71
95RR08,1972,1875,33,21,43,0,95.08,1.67,1.06,2.18
95RR09,3332,3093,82,73,84,0,92.83,2.46,2.19,2.52
95RR10,1199,1156,11,9,23,1,96.41,0.92,0.75,1.92
95RR11,2169,2032,57,29,51,3,93.68,2.63,1.34,2.35
95RR12,1317,1211,21,17,68,0,91.95,1.59,1.29,5.16
95RR13,1265,1155,27,17,66,1,91.30,2.13,1.34,5.22
95RR14,1865,1784,25,27,29,0,95.66,1.34,1.45,1.55
95RR15,2330,2207,28,35,60,0,94.72,1.20,1.50,2.58
95SS01,4643,4272,84,77,210,0,92.01,1.81,1.66,4.52
95SS02,3793,3519,57,55,162,2,92.78,1.50,1.45,4.27
95SS03,3074,2872,37,37,128,0,93.43,1.20,1.20,4.16
95SS04,6757,6297,133,115,212,7,93.19,1.97,1.70,3.14
95SS05,3004,2769,43,58,134,3,92.18,1.43,1.93,4.46
95SS06,5617,5467,61,22,67,1,97.33,1.09,0.39,1.19
95SS07,8781,8362,128,102,189,9,95.23,1.46,1.16,2.15
95SS08,4307,3978,81,63,185,3,92.36,1.88,1.46,4.30
95SS09,2989,2659,65,59,206,1,88.96,2.17,1.97,6.89
95SS10,4026,3708,90,88,140,1,92.10,2.24,2.19,3.48
95SS11,5316,5028,88,53,147,0,94.58,1.66,1.00,2.77
95SS12,2678,2409,76,65,128,0,89.96,2.84,2.43,4.78
95SS13,2474,2349,38,23,64,2,94.95,1.54,0.93,2.59
95SS14,2570,2423,36,34,77,3,94.28,1.40,1.32,3.00
95SS15,3351,3021,80,74,176,4,90.15,2.39,2.21,5.25
95SS16,2982,2802,59,36,85,0,93.96,1.98,1.21,2.85
95SS17,3674,3445,81,38,110,3,93.77,2.20,1.03,2.99
95SS18,2586,2394,35,34,123,3,92.58,1.35,1.31,4.76
95SS19,2454,2313,36,34,71,1,94.25,1.47,1.39,2.89
95SS20,2280,2070,42,36,132,2,90.79,1.84,1.58,5.79
95SS21,4358,4043,66,98,151,8,92.77,1.51,2.25,3.46
95SS22,2582,2342,72,27,141,0,90.70,2.79,1.05,5.46
95SS23,3472,3181,72,55,164,2,91.62,2.07,1.58,4.72
95SS24,4527,4101,106,96,224,7,90.59,2.34,2.12,4.95
95SS25,2275,2173,27,25,50,0,95.52,1.19,1.10,2.20
95SS26,3625,3492,32,13,88,2,96.33,0.88,0.36,2.43
95SS27,2200,2061,40,32,67,10,93.68,1.82,1.45,3.05
95SS28,2242,2152,31,21,38,1,95.99,1.38,0.94,1.69
95SS29,2534,2460,18,10,46,0,97.08,0.71,0.39,1.82
95SS30,2395,2125,99,30,141,6,88.73,4.13,1.25,5.89
95TT01,2623,2513,34,23,53,1,95.81,1.30,0.88,2.02
95TT02,2573,2481,35,23,34,0,96.42,1.36,0.89,1.32
95TT03,3112,2958,51,38,65,2,95.05,1.64,1.22,2.09
95TT04,2702,2552,47,35,68,4,94.45,1.74,1.30,2.52
95TT05,2628,2462,57,26,83,5,93.68,2.17,0.99,3.16
95TT06,2576,2474,30,16,56,1,96.04,1.16,0.62,2.17
95TT07,2603,2492,32,20,59,0,95.74,1.23,0.77,2.27
95TT08,2617,2526,27,13,51,0,96.52,1.03,0.50,1.95
95TT09,2754,2598,40,29,87,0,94.34,1.45,1.05,3.16
95TT10,2533,2407,44,31,51,3,95.03,1.74,1.22,2.01
95TT11,3132,3006,52,28,46,0,95.98,1.66,0.89,1.47
95TT12,2523,2426,32,25,40,0,96.16,1.27,0.99,1.59
95TT13,2574,2423,34,34,83,5,94.13,1.32,1.32,3.22
95TT14,1931,1817,33,28,53,1,94.10,1.71,1.45,2.74
95TT15,2384,2305,23,18,38,0,96.69,0.96,0.76,1.59
95TT16,2519,2410,42,18,49,0,95.67,1.67,0.71,1.95
95UU01,1015,949,20,19,27,0,93.50,1.97,1.87,2.66
95UU02,970,921,10,9,30,0,94.95,1.03,0.93,3.09
95UU03,740,625,37,23,55,1,84.46,5.00,3.11,7.43
95UU04,674,630,15,4,25,0,93.47,2.23,0.59,3.71
95UU05,939,889,12,12,26,0,94.68,1.28,1.28,2.77
95UU06,1236,1093,34,25,84,2,88.43,2.75,2.02,6.80
95UU07,748,681,24,17,26,0,91.04,3.21,2.27,3.48
95UU08,1106,1022,27,13,44,0,92.41,2.44,1.18,3.98
95UU09,1563,1442,31,26,64,0,92.26,1.98,1.66,4.09
95UU10,1095,1019,24,11,41,0,93.06,2.19,1.00,3.74
95UU11,920,859,13,9,39,0,93.37,1.41,0.98,4.24
95UU12,1188,1093,21,32,42,1,92.00,1.77,2.69,3.54
95UU13,819,756,23,16,24,0,92.31,2.81,1.95,2.93
95UU14,1570,1432,28,38,72,1,91.21,1.78,2.42,4.59
95UU15,872,828,17,9,18,0,94.95,1.95,1.03,2.06
95VV01,2919,2749,42,40,88,1,94.18,1.44,1.37,3.01
95VV02,1816,1718,21,25,52,6,94.60,1.16,1.38,2.86
95VV03,2313,2205,29,14,65,2,95.33,1.25,0.61,2.81
95VV04,2913,2777,49,25,62,0,95.33,1.68,0.86,2.13
95VV05,3930,3601,75,84,170,7,91.63,1.91,2.14,4.33
95VV06,3150,2954,49,50,97,1,93.78,1.56,1.59,3.08
95VV07,3697,3368,87,73,169,3,91.10,2.35,1.97,4.57
95VV08,2626,2464,66,29,67,5,93.83,2.51,1.10,2.55
95VV09,2210,2099,36,27,48,2,94.98,1.63,1.22,2.17
95VV10,2566,2439,49,17,61,6,95.05,1.91,0.66,2.38
95VV11,3868,3604,75,56,133,2,93.17,1.94,1.45,3.44
95VV12,2784,2613,55,38,78,0,93.86,1.98,1.36,2.80
95VV13,3208,3030,46,37,95,0,94.45,1.43,1.15,2.96
95VV14,2571,2369,67,51,84,4,92.14,2.61,1.98,3.27
95VV15,2582,2422,52,41,67,1,93.80,2.01,1.59,2.59
95VV16,2629,2443,39,51,96,3,92.93,1.48,1.94,3.65
95VV17,3569,3308,71,86,104,0,92.69,1.99,2.41,2.91
95VV18,3222,3055,37,49,81,4,94.82,1.15,1.52,2.51
95VV19,2606,2463,37,29,77,0,94.51,1.42,1.11,2.95
95VV20,2786,2646,48,22,70,4,94.97,1.72,0.79,2.51
95VV21,3714,3501,52,58,103,1,94.26,1.40,1.56,2.77
95VV22,2498,2381,40,21,56,1,95.32,1.60,0.84,2.24
95VV23,2432,2144,69,59,160,6,88.16,2.84,2.43,6.58
95VV24,2489,2224,57,70,138,4,89.35,2.29,2.81,5.54
95VV25,3246,3011,77,46,112,1,92.76,2.37,1.42,3.45
95VV26,3314,3130,51,59,74,0,94.45,1.54,1.78,2.23
95VV27,1836,1704,32,38,62,3,92.81,1.74,2.07,3.38
95VV28,2847,2607,62,71,107,6,91.57,2.18,2.49,3.76
95VV29,3177,3029,51,31,66,1,95.34,1.61,0.98,2.08
95VV30,2463,2255,50,28,130,6,91.56,2.03,1.14,5.28
95WW01,2396,2234,30,39,93,7,93.24,1.25,1.63,3.88
95WW02,3616,3418,47,47,104,3,94.52,1.30,1.30,2.88
95WW03,3387,3201,58,46,82,0,94.51,1.71,1.36,2.42
95WW04,2682,2560,29,24,69,0,95.45,1.08,0.89,2.57
95WW05,2516,2355,46,28,87,2,93.60,1.83,1.11,3.46
95WW06,2962,2799,43,28,92,0,94.50,1.45,0.95,3.11
95WW07,3979,3775,42,42,120,0,94.87,1.06,1.06,3.02
95WW08,2347,2201,35,30,81,0,93.78,1.49,1.28,3.45
95WW09,2344,2209,29,17,89,0,94.24,1.24,0.73,3.80
95WW10,2739,2611,42,24,62,0,95.33,1.53,0.88,2.26
95WW11,2852,2673,56,35,88,2,93.72,1.96,1.23,3.09
95WW12,2240,2148,22,18,52,1,95.89,0.98,0.80,2.32
95WW13,3429,3238,51,38,102,5,94.43,1.49,1.11,2.97
95WW14,2115,2030,24,23,38,0,95.98,1.13,1.09,1.80
95WW15,3034,2861,26,37,110,1,94.30,0.86,1.22,3.63
95WW16,2683,2541,40,32,70,2,94.71,1.49,1.19,2.61
95WW17,2100,1975,41,18,66,0,94.05,1.95,0.86,3.14
95WW18,2023,1880,38,20,85,0,92.93,1.88,0.99,4.20
95WW19,5684,5222,92,85,285,8,91.87,1.62,1.50,5.01
95WW20,7674,7212,126,111,225,0,93.98,1.64,1.45,2.93
95WW21,3204,3063,42,25,74,1,95.60,1.31,0.78,2.31
95WW22,2807,2688,34,13,72,0,95.76,1.21,0.46,2.57
95WW23,3891,3589,81,47,174,180,92.24,2.08,1.21,4.47
95WW24,3196,3014,42,37,103,3,94.31,1.31,1.16,3.22
95WW25,1920,1828,16,18,58,4,95.21,0.83,0.94,3.02
95XX01,4699,4292,94,109,204,2,91.34,2.00,2.32,4.34
95XX02,2221,1864,87,62,208,0,83.93,3.92,2.79,9.37
95XX03,2437,2211,37,28,161,1,90.73,1.52,1.15,6.61
95XX04,3333,3106,46,40,141,0,93.19,1.38,1.20,4.23
95XX05,2296,2038,59,40,159,3,88.76,2.57,1.74,6.93
95XX06,3356,3055,71,74,156,1,91.03,2.12,2.21,4.65
95XX07,2466,2162,56,49,199,1,87.67,2.27,1.99,8.07
95XX08,2279,2020,46,45,168,3,88.64,2.02,1.97,7.37
95XX09,2472,2197,45,43,187,0,88.88,1.82,1.74,7.56
95XX10,4344,4042,77,58,167,2,93.05,1.77,1.34,3.84
95XX11,5639,5190,92,152,205,0,92.04,1.63,2.70,3.64
95XX12,2079,1783,46,41,209,12,85.76,2.21,1.97,10.05
95XX13,2356,2041,43,64,208,1,86.63,1.83,2.72,8.83
95XX14,2099,1831,46,46,176,1,87.23,2.19,2.19,8.38
95XX15,2199,2025,44,33,97,0,92.09,2.00,1.50,4.41
95XX16,2635,2299,56,66,214,4,87.25,2.13,2.50,8.12
95XX17,2236,1884,96,91,165,11,84.26,4.29,4.07,7.38
95XX18,2324,1973,95,89,167,4,84.90,4.09,3.83,7.19
95XX19,2269,1957,73,53,186,4,86.25,3.22,2.34,8.20
95XX20,2295,2042,115,45,93,2,88.98,5.01,1.96,4.05
95XX21,2428,2079,68,59,222,3,85.63,2.80,2.43,9.14
95XX22,1952,1794,40,34,84,5,91.91,2.05,1.74,4.30
95XX23,2711,2477,64,53,117,7,91.37,2.36,1.95,4.32
95XX24,2420,2209,48,34,129,1,91.28,1.98,1.40,5.33
95XX25,2210,2046,28,38,98,6,92.58,1.27,1.72,4.43
95YY01,2307,2181,45,35,46,1,94.54,1.95,1.52,1.99
95YY02,1994,1862,31,35,66,3,93.38,1.55,1.76,3.31
95YY03,2904,2745,54,30,75,9,94.52,1.86,1.03,2.58
95YY04,2949,2748,52,57,92,0,93.18,1.76,1.93,3.12
95YY05,1408,1274,32,30,72,3,90.48,2.27,2.13,5.11
95YY06,2183,2067,35,34,47,0,94.69,1.60,1.56,2.15
95YY07,2673,2516,51,32,74,1,94.13,1.91,1.20,2.77
95YY08,2096,1981,30,33,52,0,94.51,1.43,1.57,2.48
95YY09,1945,1828,35,16,66,2,93.98,1.80,0.82,3.39
95YY10,2025,1925,38,22,40,0,95.06,1.88,1.09,1.98
95YY11,1835,1729,35,14,57,1,94.22,1.91,0.76,3.11
95YY12,2544,2375,50,38,81,0,93.36,1.97,1.49,3.18
95YY13,2533,2365,46,33,89,1,93.37,1.82,1.30,3.51
95YY14,2754,2565,47,36,106,0,93.14,1.71,1.31,3.85
95YY15,1686,1586,35,14,51,1,94.07,2.08,0.83,3.02
95YY16,2230,2143,36,17,34,0,96.10,1.61,0.76,1.52
95YY17,2186,2044,40,29,73,0,93.50,1.83,1.33,3.34
95YY18,2201,2079,26,29,67,2,94.46,1.18,1.32,3.04
95YY19,1221,1119,28,25,49,2,91.65,2.29,2.05,4.01
95YY20,2186,2051,36,32,67,0,93.82,1.65,1.46,3.06
95YY21,2274,2135,34,44,61,1,93.89,1.50,1.93,2.68
95ZZ01,2498,2367,53,28,50,1,94.76,2.12,1.12,2.00
95ZZ02,1613,1546,25,17,25,0,95.85,1.55,1.05,1.55
95ZZ03,1743,1644,23,26,50,0,94.32,1.32,1.49,2.87
95ZZ04,2463,2349,41,27,46,2,95.37,1.66,1.10,1.87
95ZZ05,2064,1996,18,16,34,0,96.71,0.87,0.78,1.65
95ZZ06,1536,1451,33,14,38,1,94.47,2.15,0.91,2.47
95ZZ07,2479,2356,45,23,55,0,95.04,1.82,0.93,2.22
95ZZ08,2256,2118,37,28,73,2,93.88,1.64,1.24,3.24
95ZZ09,2086,1988,31,19,48,0,95.30,1.49,0.91,2.30
95ZZ10,2715,2491,64,47,113,0,91.75,2.36,1.73,4.16
95ZZ11,2076,1966,34,31,45,0,94.70,1.64,1.49,2.17
95ZZ12,1965,1857,29,17,62,0,94.50,1.48,0.87,3.16
95ZZ13,2300,2201,24,18,57,0,95.70,1.04,0.78,2.48
95ZZ14,2665,2493,54,34,84,4,93.55,2.03,1.28,3.15
95ZZ15,2138,2045,27,24,42,0,95.65,1.26,1.12,1.96
95ZZ16,2845,2677,51,34,83,2,94.09,1.79,1.20,2.92
