GeographyCode,DC3601NI0001,DC3601NI0002,DC3601NI0003,DC3601NI0004,DC3601NI0005,DC3601NI0006,DC3601NI0007,DC3601NI0008,DC3601NI0009,DC3601NI0010,DC3601NI0011,DC3601NI0012,DC3601NI0013,DC3601NI0014,DC3601NI0015,DC3601NI0016,DC3601NI0017,DC3601NI0018,DC3601NI0019,DC3601NI0020,DC3601NI0021,DC3601NI0022,DC3601NI0023,DC3601NI0024,DC3601NI0025
95KK04,1183,105,267,740,71,1034,92,228,654,60,108,7,29,65,7,25,3,5,16,1,16,3,5,5,3
95KK05,1104,92,204,681,127,945,82,169,585,109,98,6,19,63,10,35,1,11,17,6,26,3,5,16,2
95KK06,794,68,153,515,58,672,54,127,445,46,73,8,13,45,7,36,3,9,19,5,13,3,4,6,0
95KK07,950,84,171,542,153,804,76,132,463,133,112,4,29,64,15,19,2,6,8,3,15,2,4,7,2
95KK08,1161,80,211,681,189,994,64,184,587,159,135,11,21,79,24,13,3,1,8,1,19,2,5,7,5
95KK09,958,66,172,628,92,825,52,137,563,73,81,7,27,36,11,24,4,2,17,1,28,3,6,12,7
95KK10,1033,89,212,567,165,877,75,174,487,141,102,8,29,57,8,30,5,5,11,9,24,1,4,12,7
95KK11,994,87,222,614,71,842,75,176,538,53,106,7,32,54,13,22,0,7,13,2,24,5,7,9,3
95KK12,976,76,215,557,128,848,63,193,482,110,83,8,16,47,12,22,3,2,16,1,23,2,4,12,5
95KK13,806,88,177,405,136,695,71,151,359,114,79,13,16,36,14,16,2,6,6,2,16,2,4,4,6
95KK14,854,77,171,485,121,725,61,152,413,99,94,10,12,54,18,15,1,4,9,1,20,5,3,9,3
95KK15,1344,99,252,820,173,1133,79,211,708,135,147,9,31,80,27,32,3,6,16,7,32,8,4,16,4
95KK16,948,102,184,558,104,819,87,162,490,80,79,10,14,40,15,29,4,4,18,3,21,1,4,10,6
95LL01,2345,208,463,1442,232,1976,172,377,1237,190,251,19,59,143,30,60,8,15,31,6,58,9,12,31,6
95LL02,1402,87,249,965,101,1223,77,200,860,86,131,4,37,81,9,29,4,7,15,3,19,2,5,9,3
95LL03,969,67,176,664,62,862,53,152,606,51,74,8,18,40,8,16,2,2,12,0,17,4,4,6,3
95LL04,1228,105,277,768,78,1053,86,221,672,74,120,10,39,67,4,29,6,7,16,0,26,3,10,13,0
95LL05,2030,169,413,1255,193,1693,149,322,1061,161,268,14,74,152,28,32,2,7,22,1,37,4,10,20,3
95LL06,1477,99,269,1000,109,1263,79,221,868,95,156,12,34,97,13,30,5,6,19,0,28,3,8,16,1
95LL07,756,66,150,498,42,646,54,129,428,35,62,6,14,37,5,26,2,2,22,0,22,4,5,11,2
95LL08,1339,103,282,887,67,1155,84,242,772,57,106,12,21,67,6,49,3,12,31,3,29,4,7,17,1
95LL09,1041,75,268,650,48,911,59,227,584,41,73,8,19,40,6,30,5,9,16,0,27,3,13,10,1
95LL10,2640,247,514,1650,229,2222,209,430,1388,195,276,26,59,172,19,76,7,14,48,7,66,5,11,42,8
95LL11,1990,135,348,1260,247,1702,117,296,1079,210,213,14,36,134,29,42,1,9,30,2,33,3,7,17,6
95LL12,1521,111,366,970,74,1318,95,304,857,62,111,8,30,69,4,51,3,15,28,5,41,5,17,16,3
95LL13,1076,77,215,716,68,950,68,190,633,59,59,2,14,38,5,39,3,7,29,0,28,4,4,16,4
95LL14,939,93,247,563,36,787,76,203,480,28,96,7,26,55,8,27,6,5,16,0,29,4,13,12,0
95LL15,1302,106,259,844,93,1071,86,195,716,74,174,11,48,103,12,27,3,8,14,2,30,6,8,11,5
95LL16,3068,174,525,2106,263,2692,139,451,1874,228,285,24,60,174,27,51,7,8,33,3,40,4,6,25,5
95LL17,1097,80,212,730,75,937,68,172,633,64,111,10,24,70,7,30,1,10,16,3,19,1,6,11,1
95LL18,1518,107,297,978,136,1239,80,235,816,108,203,19,47,116,21,37,6,8,19,4,39,2,7,27,3
95LL19,2535,183,496,1575,281,2123,149,399,1342,233,306,18,74,177,37,55,9,11,30,5,51,7,12,26,6
95LL20,998,82,233,640,43,839,65,191,546,37,96,13,25,54,4,29,2,4,23,0,34,2,13,17,2
95LL21,1703,111,336,1146,110,1455,84,274,1005,92,186,17,48,107,14,38,6,10,21,1,24,4,4,13,3
95LL22,1605,137,388,990,90,1394,113,327,874,80,133,11,38,79,5,28,6,5,16,1,50,7,18,21,4
95LL23,843,56,180,541,66,703,45,151,457,50,80,6,15,48,11,27,2,6,18,1,33,3,8,18,4
95LL24,1878,122,345,1187,224,1604,97,280,1038,189,198,19,46,111,22,40,3,6,25,6,36,3,13,13,7
95LL25,2329,182,424,1489,234,1943,149,334,1260,200,296,27,65,176,28,42,4,10,25,3,48,2,15,28,3
95LL26,1691,145,310,1125,111,1472,126,256,992,98,159,17,36,97,9,26,1,7,17,1,34,1,11,19,3
95MM01,2059,133,486,1319,121,1760,119,421,1125,95,211,8,47,137,19,43,3,8,29,3,45,3,10,28,4
95MM02,1436,128,261,912,135,1178,114,202,749,113,198,9,42,130,17,23,3,6,11,3,37,2,11,22,2
95MM03,1493,100,284,937,172,1262,85,236,802,139,154,7,31,92,24,37,5,8,19,5,40,3,9,24,4
95MM04,711,77,179,415,40,586,63,159,336,28,71,9,13,42,7,23,2,3,16,2,31,3,4,21,3
95MM05,642,77,205,340,20,534,68,169,283,14,62,3,15,39,5,22,4,10,8,0,24,2,11,10,1
95MM06,856,97,265,454,40,739,85,233,389,32,66,7,17,37,5,28,2,8,16,2,23,3,7,12,1
95MM07,985,92,236,585,72,806,78,191,477,60,130,10,32,79,9,31,2,5,22,2,18,2,8,7,1
95MM08,1144,99,262,703,80,953,80,222,581,70,120,11,25,77,7,34,3,9,21,1,37,5,6,24,2
95MM09,1434,116,280,872,166,1213,92,234,752,135,148,16,32,81,19,34,1,9,19,5,39,7,5,20,7
95MM10,717,75,250,370,22,616,65,219,315,17,57,4,17,32,4,28,3,8,17,0,16,3,6,6,1
95MM11,585,72,184,309,20,511,59,167,268,17,37,7,4,25,1,16,3,4,9,0,21,3,9,7,2
95MM12,2014,195,600,1109,110,1727,165,523,960,79,185,21,47,99,18,46,4,12,21,9,56,5,18,29,4
95MM13,3276,317,806,1950,203,2812,279,683,1679,171,315,24,82,189,20,70,7,19,39,5,79,7,22,43,7
95MM14,859,58,201,546,54,760,51,186,477,46,64,2,8,46,8,18,2,5,11,0,17,3,2,12,0
95MM15,1876,134,392,1161,189,1583,122,322,989,150,211,8,50,123,30,42,2,9,28,3,40,2,11,21,6
95MM16,2487,181,468,1608,230,2161,147,407,1401,206,231,23,40,152,16,54,5,11,35,3,41,6,10,20,5
95MM17,1639,150,390,1007,92,1355,119,330,835,71,203,20,43,124,16,38,2,8,25,3,43,9,9,23,2
95MM18,2289,175,506,1411,197,1988,149,435,1229,175,210,15,44,136,15,43,5,12,24,2,48,6,15,22,5
95MM19,1467,121,292,982,72,1215,104,246,809,56,181,8,29,130,14,31,3,6,21,1,40,6,11,22,1
95MM20,1257,92,300,806,59,1059,70,247,695,47,132,14,36,74,8,33,5,4,23,1,33,3,13,14,3
95MM21,1535,125,333,970,107,1317,108,288,832,89,165,11,35,104,15,28,1,5,22,0,25,5,5,12,3
95MM22,964,93,203,607,61,813,81,172,508,52,99,9,17,68,5,26,0,5,19,2,26,3,9,12,2
95MM23,901,97,190,565,49,783,85,168,492,38,88,9,14,57,8,16,2,3,8,3,14,1,5,8,0
95MM24,640,67,213,333,27,541,58,180,281,22,56,4,17,33,2,19,1,6,11,1,24,4,10,8,2
95MM25,2033,162,634,1144,93,1784,144,558,1006,76,164,10,48,96,10,46,2,14,26,4,39,6,14,16,3
95MM26,1264,118,304,776,66,1068,101,257,661,49,126,8,30,74,14,37,5,7,24,1,33,4,10,17,2
95MM27,1372,278,311,691,92,1217,254,271,619,73,105,18,30,46,11,24,3,5,14,2,26,3,5,12,6
95MM28,749,69,214,428,38,652,54,188,376,34,65,10,15,36,4,14,1,7,6,0,18,4,4,10,0
95MM29,1321,90,313,833,85,1154,78,267,734,75,96,8,26,58,4,41,1,13,24,3,30,3,7,17,3
95MM30,607,58,165,322,62,512,48,137,270,57,56,5,15,32,4,22,3,9,10,0,17,2,4,10,1
95NN01,1284,111,307,725,141,1083,88,259,619,117,117,13,26,63,15,40,3,11,23,3,44,7,11,20,6
95NN02,1021,82,181,680,78,854,69,154,564,67,113,10,15,79,9,26,1,6,18,1,28,2,6,19,1
95NN03,1287,97,258,826,106,1097,79,213,718,87,128,14,32,69,13,32,2,7,21,2,30,2,6,18,4
95NN04,1054,83,232,678,61,891,69,192,578,52,86,6,16,61,3,37,3,11,22,1,40,5,13,17,5
95NN05,1102,95,227,697,83,953,80,200,601,72,86,5,16,59,6,31,4,2,22,3,32,6,9,15,2
95NN06,1462,136,283,929,114,1250,113,240,804,93,149,13,31,91,14,34,6,6,20,2,29,4,6,14,5
95NN07,1361,115,336,839,71,1162,100,279,729,54,104,7,29,58,10,47,3,14,28,2,48,5,14,24,5
95NN08,1597,149,323,942,183,1354,125,264,817,148,161,14,39,86,22,48,4,11,27,6,34,6,9,12,7
95NN09,1497,113,279,901,204,1240,96,231,743,170,191,12,39,114,26,28,3,2,19,4,38,2,7,25,4
95NN10,1319,104,307,772,136,1100,82,243,659,116,158,16,43,83,16,32,3,9,17,3,29,3,12,13,1
95NN11,1826,150,345,1159,172,1518,126,281,964,147,191,13,45,118,15,56,3,8,38,7,61,8,11,39,3
95NN12,1259,121,234,771,133,1072,98,196,664,114,120,14,27,68,11,27,2,4,19,2,40,7,7,20,6
95NN13,1461,123,285,860,193,1193,101,220,716,156,199,16,43,113,27,29,1,9,14,5,40,5,13,17,5
95NN14,1617,110,309,890,308,1378,96,245,761,276,154,9,38,84,23,35,2,12,19,2,50,3,14,26,7
95NN15,1275,88,250,841,96,1078,73,211,713,81,128,7,27,84,10,30,3,6,20,1,39,5,6,24,4
95NN16,1587,158,310,898,221,1301,124,242,760,175,223,29,55,110,29,29,3,7,12,7,34,2,6,16,10
95NN17,863,72,209,503,79,717,61,172,414,70,81,5,21,48,7,30,2,7,20,1,35,4,9,21,1
95NN18,1116,93,218,687,118,929,76,172,589,92,118,13,23,64,18,27,3,8,13,3,42,1,15,21,5
95NN19,1668,133,304,1038,193,1392,110,244,884,154,206,15,39,121,31,41,2,14,20,5,29,6,7,13,3
95NN20,1434,138,259,861,176,1200,114,208,728,150,161,17,34,91,19,39,1,8,26,4,34,6,9,16,3
95NN21,1068,119,228,595,126,877,95,190,495,97,131,13,24,75,19,28,5,5,14,4,32,6,9,11,6
95NN22,1258,115,251,753,139,1059,96,205,650,108,142,13,31,77,21,33,2,6,19,6,24,4,9,7,4
95NN23,1494,127,361,824,182,1240,103,289,702,146,172,17,43,88,24,37,1,14,17,5,45,6,15,17,7
95OO01,1058,77,231,634,116,891,63,185,556,87,108,7,31,54,16,26,3,7,12,4,33,4,8,12,9
95OO02,1094,84,218,616,176,938,72,181,539,146,112,9,29,50,24,25,2,3,19,1,19,1,5,8,5
95OO03,1205,91,241,700,173,1034,74,201,606,153,122,10,30,69,13,28,3,8,16,1,21,4,2,9,6
95OO04,1070,69,227,621,153,933,57,189,554,133,86,9,21,42,14,25,2,8,15,0,26,1,9,10,6
95OO05,1140,83,204,772,81,1026,73,175,706,72,69,5,16,43,5,29,4,8,15,2,16,1,5,8,2
95OO06,1400,97,279,808,216,1217,79,238,717,183,132,10,31,69,22,28,6,5,14,3,23,2,5,8,8
95OO07,1226,94,262,686,184,1056,78,225,600,153,121,9,29,61,22,31,4,6,17,4,18,3,2,8,5
95OO08,1245,103,261,711,170,1079,83,212,637,147,112,12,33,54,13,29,4,7,15,3,25,4,9,5,7
95OO09,1021,74,191,600,156,878,59,154,535,130,92,10,24,42,16,24,3,7,13,1,27,2,6,10,9
95OO10,1328,106,259,848,115,1161,89,219,749,104,107,10,22,70,5,33,6,8,17,2,27,1,10,12,4
95OO11,868,77,184,542,65,772,65,159,492,56,63,6,17,36,4,16,5,3,5,3,17,1,5,9,2
95OO12,1152,96,214,731,111,1013,83,179,652,99,87,4,24,49,10,29,6,4,18,1,23,3,7,12,1
95OO13,1393,86,272,935,100,1223,73,232,832,86,93,8,26,51,8,56,4,9,40,3,21,1,5,12,3
95OO14,1157,90,252,670,145,1006,75,212,601,118,112,7,29,55,21,21,3,6,7,5,18,5,5,7,1
95OO15,901,70,190,577,64,780,60,157,506,57,78,4,24,46,4,22,2,6,12,2,21,4,3,13,1
95OO16,972,67,169,597,139,858,60,138,533,127,80,5,19,47,9,14,0,6,8,0,20,2,6,9,3
95OO17,1305,92,265,774,174,1122,71,218,685,148,132,17,31,66,18,26,2,7,13,4,25,2,9,10,4
95OO18,1375,71,266,903,135,1231,61,226,831,113,106,7,28,53,18,19,2,6,9,2,19,1,6,10,2
95OO19,1409,97,265,830,217,1191,79,215,719,178,156,10,38,83,25,28,3,6,12,7,34,5,6,16,7
95OO20,973,61,204,598,110,855,48,176,534,97,75,9,18,39,9,22,0,8,11,3,21,4,2,14,1
95OO21,1002,78,194,660,70,872,72,154,586,60,79,5,25,42,7,25,0,9,14,2,26,1,6,18,1
95OO22,1352,118,271,819,144,1119,94,212,696,117,144,14,35,77,18,45,3,10,27,5,44,7,14,19,4
95PP01,1239,96,237,709,197,1025,83,185,586,171,149,9,40,85,15,40,3,8,20,9,25,1,4,18,2
95PP02,1094,81,217,633,163,920,72,175,545,128,121,8,30,62,21,27,0,6,17,4,26,1,6,9,10
95PP03,1063,93,196,622,152,915,81,164,546,124,106,8,27,54,17,21,1,2,13,5,21,3,3,9,6
95PP04,1502,129,302,873,198,1282,108,253,757,164,165,15,36,90,24,25,2,6,13,4,30,4,7,13,6
95PP05,1108,94,202,611,201,957,78,170,537,172,101,9,21,54,17,29,3,6,16,4,21,4,5,4,8
95PP06,1832,122,372,1188,150,1539,100,296,1018,125,200,13,58,115,14,51,6,10,29,6,42,3,8,26,5
95PP07,1291,100,245,754,192,1118,86,219,653,160,127,10,17,77,23,25,1,6,12,6,21,3,3,12,3
95PP08,1295,90,207,810,188,1107,72,170,708,157,129,10,27,76,16,31,3,5,16,7,28,5,5,10,8
95PP09,602,49,142,373,38,518,42,118,326,32,48,3,17,25,3,22,0,4,17,1,14,4,3,5,2
95PP10,1035,72,187,637,139,907,64,158,571,114,89,4,21,46,18,18,2,3,11,2,21,2,5,9,5
95PP11,1058,85,255,625,93,918,68,221,549,80,90,8,20,52,10,24,3,8,12,1,26,6,6,12,2
95PP12,1191,79,254,698,160,997,60,214,590,133,121,14,24,70,13,47,2,10,26,9,26,3,6,12,5
95PP13,1031,64,187,677,103,907,50,168,598,91,81,10,10,51,10,27,3,3,20,1,16,1,6,8,1
95PP14,1610,135,325,934,216,1383,114,275,809,185,159,14,33,88,24,31,2,9,17,3,37,5,8,20,4
95PP15,1539,115,329,898,197,1325,93,273,789,170,161,16,41,84,20,33,2,9,17,5,20,4,6,8,2
95PP16,880,67,166,510,137,735,58,129,436,112,102,6,27,55,14,19,1,6,7,5,24,2,4,12,6
95PP17,1000,60,200,638,102,877,52,166,566,93,82,5,19,51,7,24,2,8,12,2,17,1,7,9,0
95PP18,1514,93,284,880,257,1299,74,238,769,218,149,9,34,81,25,40,5,6,22,7,26,5,6,8,7
95PP19,982,80,217,554,131,854,68,185,482,119,75,7,19,44,5,29,1,5,19,4,24,4,8,9,3
95PP20,1445,94,300,918,133,1244,76,248,809,111,141,12,33,80,16,32,3,7,18,4,28,3,12,11,2
95PP21,971,66,199,552,154,817,55,159,480,123,102,9,26,46,21,20,2,6,9,3,32,0,8,17,7
95PP22,1105,104,235,669,97,938,89,197,569,83,118,8,26,73,11,30,5,5,19,1,19,2,7,8,2
95PP23,1187,89,234,698,166,1034,76,193,612,153,109,10,29,62,8,18,0,5,11,2,26,3,7,13,3
95QQ01,551,48,111,357,35,466,40,95,302,29,51,4,11,33,3,16,4,1,9,2,18,0,4,13,1
95QQ02,1343,115,260,824,144,1166,96,221,721,128,122,7,31,71,13,28,3,5,17,3,27,9,3,15,0
95QQ03,411,29,104,255,23,359,22,92,227,18,30,3,7,18,2,7,2,2,3,0,15,2,3,7,3
95QQ04,700,60,168,437,35,583,47,138,369,29,74,5,19,47,3,18,2,6,10,0,25,6,5,11,3
95QQ05,1389,113,263,884,129,1173,97,222,748,106,167,7,34,109,17,21,3,3,12,3,28,6,4,15,3
95QQ06,851,50,186,524,91,732,37,161,451,83,69,7,15,42,5,17,4,3,10,0,33,2,7,21,3
95QQ07,742,54,166,444,78,642,43,141,391,67,69,8,18,36,7,12,1,1,8,2,19,2,6,9,2
95QQ08,551,37,125,360,29,443,27,90,300,26,71,8,22,40,1,14,0,5,9,0,23,2,8,11,2
95QQ09,758,68,143,499,48,617,57,111,413,36,91,5,14,65,7,28,0,14,10,4,22,6,4,11,1
95QQ10,894,77,155,512,150,765,64,124,451,126,100,7,24,51,18,13,3,1,8,1,16,3,6,2,5
95QQ11,1005,79,198,582,146,797,65,148,471,113,155,10,38,80,27,22,2,6,13,1,31,2,6,18,5
95QQ12,793,58,149,520,66,668,50,117,444,57,89,6,22,56,5,17,1,5,10,1,19,1,5,10,3
95QQ13,1268,80,248,780,160,1081,63,200,684,134,132,10,28,74,20,25,2,9,12,2,30,5,11,10,4
95QQ14,2902,161,559,1877,305,2458,130,453,1613,262,328,19,71,204,34,58,6,16,32,4,58,6,19,28,5
95QQ15,703,61,148,441,53,611,56,123,384,48,54,4,14,34,2,13,1,5,6,1,25,0,6,17,2
95RR01,1949,144,397,1219,189,1709,128,329,1090,162,154,6,42,90,16,43,2,11,26,4,43,8,15,13,7
95RR02,703,57,147,444,55,613,45,131,392,45,55,6,11,29,9,21,2,4,14,1,14,4,1,9,0
95RR03,413,37,112,245,19,364,32,102,213,17,25,1,5,18,1,13,3,1,8,1,11,1,4,6,0
95RR04,703,47,145,463,48,606,32,131,402,41,67,12,8,43,4,10,1,3,6,0,20,2,3,12,3
95RR05,931,90,206,585,50,798,80,164,507,47,92,6,29,55,2,25,2,6,16,1,16,2,7,7,0
95RR06,867,59,174,529,105,771,53,146,479,93,62,4,17,32,9,17,1,7,9,0,17,1,4,9,3
95RR07,1065,80,229,648,108,915,68,185,570,92,91,3,27,52,9,21,3,4,13,1,38,6,13,13,6
95RR08,921,74,178,565,104,795,59,152,491,93,93,8,21,56,8,17,4,2,9,2,16,3,3,9,1
95RR09,1648,107,283,1139,119,1456,93,245,1017,101,143,11,25,93,14,28,2,9,15,2,21,1,4,14,2
95RR10,353,40,76,213,24,311,31,64,194,22,18,3,7,8,0,12,3,2,7,0,12,3,3,4,2
95RR11,833,52,182,490,109,722,45,157,430,90,73,5,19,36,13,8,0,1,7,0,30,2,5,17,6
95RR12,576,45,124,369,38,491,40,106,314,31,47,2,10,30,5,20,0,6,14,0,18,3,2,11,2
95RR13,461,50,89,284,38,387,42,72,241,32,52,4,14,30,4,11,1,1,8,1,11,3,2,5,1
95RR14,797,56,144,492,105,703,50,122,434,97,63,3,13,43,4,18,1,4,11,2,13,2,5,4,2
95RR15,997,77,185,604,131,870,73,152,529,116,84,3,23,47,11,22,0,3,16,3,21,1,7,12,1
95SS01,2525,182,461,1524,358,2070,147,367,1264,292,335,28,60,194,53,46,2,16,22,6,74,5,18,44,7
95SS02,2040,195,443,1233,169,1670,166,336,1031,137,287,22,75,166,24,44,4,15,21,4,39,3,17,15,4
95SS03,1687,179,327,857,324,1363,144,246,710,263,251,27,64,109,51,38,4,10,22,2,35,4,7,16,8
95SS04,3949,276,780,2563,330,3433,242,654,2256,281,363,24,82,222,35,70,4,17,45,4,83,6,27,40,10
95SS05,1690,149,302,1066,173,1462,127,242,935,158,161,16,39,93,13,34,3,11,19,1,33,3,10,19,1
95SS06,1543,185,504,766,88,1287,146,418,650,73,122,20,40,53,9,76,12,26,35,3,58,7,20,28,3
95SS07,4222,279,1080,2599,264,3601,234,908,2228,231,408,29,98,266,15,111,6,31,66,8,102,10,43,39,10
95SS08,2273,164,451,1360,298,1903,136,363,1149,255,263,21,64,154,24,53,2,15,29,7,54,5,9,28,12
95SS09,1675,140,299,944,292,1385,104,240,796,245,229,31,48,114,36,32,2,5,22,3,29,3,6,12,8
95SS10,2259,196,436,1444,183,1888,167,353,1221,147,261,15,51,166,29,53,6,15,30,2,57,8,17,27,5
95SS11,2853,238,572,1689,354,2332,192,447,1418,275,369,25,84,205,55,69,9,20,34,6,83,12,21,32,18
95SS12,1389,111,289,856,133,1130,89,227,703,111,200,14,41,126,19,26,2,11,12,1,33,6,10,15,2
95SS13,1311,88,259,871,93,1136,73,217,763,83,118,11,26,78,3,21,1,5,12,3,36,3,11,18,4
95SS14,1230,94,258,756,122,1060,81,215,660,104,126,10,29,74,13,31,1,9,18,3,13,2,5,4,2
95SS15,1774,159,335,1023,257,1485,134,259,870,222,224,17,57,118,32,39,3,13,23,0,26,5,6,12,3
95SS16,1230,110,302,751,67,1027,87,247,637,56,131,18,34,72,7,49,2,13,32,2,23,3,8,10,2
95SS17,2069,115,423,1376,155,1785,102,344,1197,142,200,8,54,129,9,47,3,16,26,2,37,2,9,24,2
95SS18,1201,85,270,774,72,1022,71,214,683,54,110,7,31,61,11,33,1,12,18,2,36,6,13,12,5
95SS19,1329,96,273,850,110,1149,84,237,734,94,133,8,23,89,13,16,2,6,8,0,31,2,7,19,3
95SS20,1191,75,296,721,99,993,62,237,604,90,138,7,40,84,7,26,1,9,16,0,34,5,10,17,2
95SS21,2521,177,483,1551,310,2139,150,395,1342,252,292,20,69,163,40,41,3,8,25,5,49,4,11,21,13
95SS22,1505,132,276,944,153,1257,111,217,796,133,182,15,43,109,15,27,2,7,17,1,39,4,9,22,4
95SS23,1904,144,319,1211,230,1617,116,267,1043,191,204,19,29,126,30,41,5,9,22,5,42,4,14,20,4
95SS24,2590,173,483,1582,352,2230,153,388,1392,297,297,15,79,155,48,31,3,9,14,5,32,2,7,21,2
95SS25,896,77,253,526,40,776,62,220,463,31,76,10,18,40,8,21,3,6,11,1,23,2,9,12,0
95SS26,1424,140,450,780,54,1162,112,374,638,38,164,20,47,89,8,44,5,13,25,1,54,3,16,28,7
95SS27,1093,104,234,690,65,904,87,188,578,51,138,11,29,89,9,33,5,10,15,3,18,1,7,8,2
95SS28,1101,81,260,709,51,956,64,216,630,46,88,10,26,51,1,25,4,6,13,2,32,3,12,15,2
95SS29,767,58,229,445,35,642,45,184,387,26,69,6,24,34,5,29,2,12,15,0,27,5,9,9,4
95SS30,1721,139,278,907,397,1491,119,221,781,370,175,14,41,96,24,29,2,8,18,1,26,4,8,12,2
95TT01,1281,102,242,793,144,1108,93,203,684,128,120,9,28,74,9,21,0,4,14,3,32,0,7,21,4
95TT02,1161,73,217,738,133,1028,60,183,665,120,94,10,24,53,7,20,1,7,8,4,19,2,3,12,2
95TT03,1497,108,262,984,143,1301,98,226,857,120,129,6,27,80,16,41,2,5,32,2,26,2,4,15,5
95TT04,1266,87,211,820,148,1099,71,181,717,130,106,9,16,70,11,32,2,4,23,3,29,5,10,10,4
95TT05,1317,127,244,797,149,1138,112,201,695,130,122,8,27,72,15,28,2,9,16,1,29,5,7,14,3
95TT06,1222,70,191,821,140,1031,58,159,694,120,131,7,21,90,13,40,4,8,26,2,20,1,3,11,5
95TT07,1325,103,251,794,177,1122,84,210,673,155,145,8,27,92,18,32,6,10,14,2,26,5,4,15,2
95TT08,1323,104,259,774,186,1102,81,197,668,156,148,15,40,73,20,40,5,12,20,3,33,3,10,13,7
95TT09,1343,105,241,834,163,1121,82,199,706,134,161,18,25,97,21,33,2,9,19,3,28,3,8,12,5
95TT10,1187,96,201,797,93,1035,86,163,712,74,99,8,24,56,11,25,0,7,13,5,28,2,7,16,3
95TT11,1446,96,248,939,163,1265,79,211,835,140,127,13,22,74,18,25,2,8,14,1,29,2,7,16,4
95TT12,1166,69,228,694,175,1019,61,199,615,144,100,6,23,50,21,31,2,2,23,4,16,0,4,6,6
95TT13,1268,97,236,834,101,1088,83,200,720,85,114,10,24,72,8,31,3,5,21,2,35,1,7,21,6
95TT14,968,69,197,626,76,841,58,163,552,68,89,7,21,53,8,23,1,9,13,0,15,3,4,8,0
95TT15,1027,67,176,630,154,880,54,143,549,134,90,3,24,54,9,22,4,4,10,4,35,6,5,17,7
95TT16,1186,81,208,777,120,1026,70,169,681,106,104,8,23,63,10,38,3,9,23,3,18,0,7,10,1
95UU01,466,35,97,277,57,394,30,80,240,44,50,2,12,29,7,8,0,1,4,3,14,3,4,4,3
95UU02,415,37,103,225,50,368,29,94,200,45,34,5,8,16,5,5,1,0,4,0,8,2,1,5,0
95UU03,336,38,59,177,62,278,31,49,153,45,50,6,8,22,14,3,0,1,1,1,5,1,1,1,2
95UU04,248,17,52,139,40,227,16,45,129,37,17,1,5,9,2,1,0,0,0,1,3,0,2,1,0
95UU05,422,31,79,251,61,369,30,72,212,55,33,1,4,23,5,7,0,1,6,0,13,0,2,10,1
95UU06,607,53,129,358,67,531,42,109,324,56,53,7,13,24,9,8,3,3,2,0,15,1,4,8,2
95UU07,395,36,68,208,83,339,28,53,184,74,31,4,9,11,7,15,1,4,9,1,10,3,2,4,1
95UU08,516,44,81,351,40,449,39,69,311,30,47,4,10,26,7,10,1,1,7,1,10,0,1,7,2
95UU09,702,64,141,410,87,599,54,120,350,75,71,8,17,41,5,15,1,2,12,0,17,1,2,7,7
95UU10,525,48,96,300,81,430,36,72,253,69,65,8,13,35,9,18,2,8,6,2,12,2,3,6,1
95UU11,458,30,96,258,74,374,24,83,209,58,56,1,7,37,11,20,3,5,9,3,8,2,1,3,2
95UU12,502,35,127,313,27,436,31,106,272,27,43,3,12,28,0,11,0,3,8,0,12,1,6,5,0
95UU13,394,30,89,207,68,336,23,75,186,52,45,7,10,15,13,4,0,1,2,1,9,0,3,4,2
95UU14,645,43,153,389,60,556,39,125,342,50,58,4,17,30,7,15,0,3,11,1,16,0,8,6,2
95UU15,390,23,83,225,59,319,20,66,187,46,46,3,11,25,7,16,0,5,7,4,9,0,1,6,2
95VV01,1423,119,277,879,148,1204,92,218,770,124,150,18,41,79,12,35,1,12,17,5,34,8,6,13,7
95VV02,734,56,170,459,49,645,46,154,403,42,48,4,7,33,4,18,1,3,11,3,23,5,6,12,0
95VV03,924,106,197,543,78,783,93,165,463,62,84,7,18,52,7,28,3,6,16,3,29,3,8,12,6
95VV04,1400,119,239,825,217,1218,103,197,723,195,131,12,30,73,16,30,2,8,17,3,21,2,4,12,3
95VV05,2006,183,402,1187,234,1719,156,327,1041,195,211,18,49,112,32,44,4,15,23,2,32,5,11,11,5
95VV06,1395,132,281,844,138,1172,112,228,721,111,156,11,32,98,15,33,4,12,13,4,34,5,9,12,8
95VV07,1813,151,387,1109,166,1539,127,312,956,144,175,15,42,103,15,57,6,15,31,5,42,3,18,19,2
95VV08,1083,101,250,601,131,923,90,209,511,113,110,6,21,71,12,21,1,10,8,2,29,4,10,11,4
95VV09,944,89,213,541,101,808,75,182,473,78,83,7,17,47,12,25,3,6,14,2,28,4,8,7,9
95VV10,1168,96,288,715,69,998,81,234,626,57,96,9,22,59,6,37,4,17,12,4,37,2,15,18,2
95VV11,2074,187,425,1266,196,1766,153,351,1099,163,212,21,44,117,30,48,5,15,25,3,48,8,15,25,0
95VV12,1297,123,291,782,101,1157,105,258,705,89,85,12,21,45,7,28,3,7,16,2,27,3,5,16,3
95VV13,1586,164,315,888,219,1347,129,265,760,193,147,19,27,84,17,49,6,12,28,3,43,10,11,16,6
95VV14,1496,96,282,951,167,1288,81,237,821,149,113,8,18,74,13,40,2,12,25,1,55,5,15,31,4
95VV15,1252,109,267,785,91,1063,89,228,673,73,121,11,28,73,9,31,5,4,20,2,37,4,7,19,7
