GeographyCode,QS606NI0001,QS606NI0002,QS606NI0003,QS606NI0004,QS606NI0005,QS606NI0006,QS606NI0007,QS606NI0008,QS606NI0009,QS606NI0010,QS606NI0011,QS606NI0012,QS606NI0013,QS606NI0014,QS606NI0015,QS606NI0016,QS606NI0017,QS606NI0018,QS606NI0019,QS606NI0020,QS606NI0021,QS606NI0022,QS606NI0023,QS606NI0024,QS606NI0025,QS606NI0026,QS606NI0027,QS606NI0028,QS606NI0029,QS606NI0030,QS606NI0031,QS606NI0032,QS606NI0033,QS606NI0034,QS606NI0035,QS606NI0036,QS606NI0037,QS606NI0038,QS606NI0039,QS606NI0040,QS606NI0041,QS606NI0042,QS606NI0043,QS606NI0044,QS606NI0045,QS606NI0046,QS606NI0047,QS606NI0048,QS606NI0049,QS606NI0050,QS606NI0051
N00000574,305,50,7,43,24,13,5,1,102,62,50,7,4,1,27,13,20,16,4,0,0,32,20,19,1,12,12,0,16,6,10,7,3,42,12,14,2,7,0,6,1,8,0,2,4,2,0,7,6,1,28
N00000575,341,30,4,26,20,3,3,0,65,43,34,5,2,2,16,6,32,25,5,1,1,84,20,14,6,64,26,38,20,10,10,10,0,52,14,16,5,7,4,3,3,29,4,4,13,7,1,7,6,1,22
N00000576,261,12,1,11,5,6,0,0,40,23,19,2,2,0,9,8,43,29,8,4,2,26,8,8,0,18,18,0,27,11,16,13,3,45,14,15,5,7,2,2,0,31,8,2,10,8,3,14,8,6,23
N00000577,328,21,4,17,13,3,0,1,67,50,38,8,3,1,12,5,36,29,4,3,0,50,12,12,0,38,27,11,27,9,18,13,5,39,9,16,3,6,1,1,3,34,3,10,11,10,0,27,17,10,27
N00000578,495,44,7,37,25,10,2,0,127,80,67,9,4,0,33,14,54,36,10,8,0,57,16,13,3,41,29,12,25,12,13,12,1,69,20,29,7,9,0,3,1,44,7,7,20,9,1,31,16,15,44
N00000579,315,30,5,25,16,7,2,0,77,61,48,8,4,1,10,6,27,20,6,1,0,34,9,7,2,25,18,7,19,11,8,7,1,41,19,10,5,3,3,1,0,41,6,4,17,14,0,16,11,5,30
N00000580,337,19,6,13,12,1,0,0,65,44,39,3,2,0,10,11,37,26,8,2,1,54,11,11,0,43,19,24,37,12,25,25,0,46,23,9,1,9,1,1,2,51,3,7,23,18,0,12,7,5,16
N00000581,382,34,8,26,11,7,7,1,81,49,43,2,3,1,22,10,39,24,11,3,1,69,17,16,1,52,34,18,28,9,19,19,0,55,17,18,3,12,1,2,2,34,2,0,21,11,0,6,2,4,36
N00000582,303,25,7,18,11,3,4,0,49,29,20,3,5,1,13,7,45,34,9,2,0,55,22,17,5,33,19,14,25,8,17,15,2,38,13,16,0,6,2,1,0,35,4,4,18,9,0,5,4,1,26
N00000583,230,18,2,16,9,3,4,0,51,42,34,4,2,2,6,3,22,15,5,1,1,29,13,12,1,16,12,4,16,8,8,8,0,38,8,10,2,10,0,7,1,33,2,1,21,9,0,7,2,5,16
N00000584,324,33,9,24,15,6,3,0,74,45,38,4,1,2,18,11,34,24,9,1,0,60,13,11,2,47,34,13,23,11,12,10,2,35,15,7,0,8,1,3,1,30,3,1,12,11,3,9,8,1,26
N00000585,351,21,6,15,10,3,2,0,63,40,35,4,1,0,14,9,42,34,4,1,3,60,13,9,4,47,24,23,30,11,19,16,3,58,20,19,2,8,5,2,2,36,5,3,20,8,0,11,7,4,30
N00000586,327,19,3,16,10,3,3,0,84,53,45,1,6,1,16,15,40,30,4,4,2,64,17,14,3,47,21,26,27,9,18,16,2,37,14,11,2,4,2,2,2,34,4,1,19,10,0,6,2,4,16
N00000587,347,27,4,23,15,4,3,1,70,44,38,1,4,1,17,9,44,36,5,3,0,68,21,21,0,47,35,12,29,12,17,17,0,39,10,20,1,4,0,3,1,25,4,4,9,8,0,12,8,4,33
N00000588,284,40,6,34,24,6,4,0,58,39,33,2,3,1,11,8,38,32,3,2,1,34,8,8,0,26,20,6,22,9,13,11,2,34,8,11,5,7,1,2,0,33,4,1,21,6,1,7,4,3,18
N00000589,435,35,9,26,16,7,3,0,79,56,49,6,1,0,11,12,56,38,6,11,1,99,22,20,2,77,55,22,27,7,20,19,1,38,8,15,2,7,3,1,2,39,5,4,21,8,1,21,8,13,41
N00000590,306,23,6,17,14,1,2,0,55,38,31,5,1,1,11,6,36,26,5,3,2,62,16,13,3,46,20,26,16,5,11,8,3,41,11,9,3,8,3,5,2,33,4,2,12,15,0,8,4,4,32
N00000591,315,24,2,22,13,8,1,0,60,43,34,3,5,1,11,6,37,28,6,2,1,60,14,10,4,46,31,15,24,7,17,16,1,48,15,16,4,7,2,2,2,26,2,3,13,7,1,6,4,2,30
N00000592,350,26,2,24,15,8,1,0,79,52,45,4,2,1,19,8,39,28,4,5,2,38,8,8,0,30,23,7,33,13,20,19,1,50,14,17,4,9,2,2,2,50,4,4,15,27,0,10,6,4,25
N00000593,408,32,8,24,12,7,5,0,94,78,71,3,3,1,10,6,42,36,3,2,1,69,25,21,4,44,30,14,31,15,16,14,2,42,12,15,2,8,2,2,1,33,4,3,15,10,1,17,13,4,48
N00000594,271,24,5,19,10,4,4,1,48,36,32,3,1,0,6,6,27,16,7,4,0,57,15,14,1,42,30,12,17,7,10,9,1,33,12,9,1,3,4,3,1,27,1,2,11,13,0,7,5,2,31
N00000595,384,41,11,30,21,6,2,1,75,56,48,3,4,1,15,4,46,33,10,3,0,64,13,12,1,51,34,17,23,8,15,14,1,49,15,23,0,7,1,2,1,46,1,5,20,20,0,7,5,2,33
N00000596,230,22,5,17,9,4,4,0,34,21,19,1,1,0,6,7,28,19,3,3,3,26,8,7,1,18,15,3,19,12,7,6,1,48,14,10,4,16,0,2,2,22,1,4,8,9,0,12,8,4,19
N00000597,176,6,1,5,4,1,0,0,12,6,5,1,0,0,4,2,9,6,1,2,0,16,8,8,0,8,8,0,22,8,14,12,2,50,17,14,3,15,0,0,1,35,3,4,10,17,1,14,10,4,12
N00000598,231,5,2,3,3,0,0,0,30,20,16,1,3,0,6,4,26,20,5,1,0,7,1,1,0,6,6,0,22,14,8,7,1,65,15,20,8,15,0,5,2,37,2,3,11,21,0,33,19,14,6
N00000599,182,4,0,4,3,0,1,0,12,9,8,1,0,0,1,2,10,7,2,1,0,13,9,9,0,4,4,0,18,8,10,7,3,50,23,14,2,7,2,1,1,42,7,9,9,17,0,25,18,7,8
N00000600,222,10,2,8,3,1,4,0,41,25,21,2,0,2,8,8,19,10,4,3,2,14,4,4,0,10,10,0,21,13,8,8,0,62,29,25,1,5,1,1,0,23,2,2,10,9,0,19,14,5,13
N00000601,209,13,4,9,3,1,5,0,39,28,24,3,1,0,6,5,30,21,5,2,2,11,3,3,0,8,8,0,23,10,13,11,2,44,13,14,2,8,1,5,1,37,3,3,14,17,0,9,6,3,3
N00000602,153,8,3,5,3,1,1,0,24,17,12,4,1,0,4,3,21,16,4,0,1,13,4,4,0,9,8,1,19,5,14,13,1,42,13,16,2,7,0,4,0,21,3,5,6,6,1,2,2,0,3
N00000603,278,16,7,9,7,1,1,0,59,32,25,4,3,0,16,11,39,29,6,3,1,29,4,4,0,25,23,2,18,11,7,5,2,50,12,23,3,7,2,2,1,39,6,10,12,11,0,13,10,3,15
N00000604,250,25,8,17,8,7,2,0,38,21,17,3,1,0,7,10,31,21,6,4,0,21,7,4,3,14,12,2,21,12,9,8,1,36,6,15,1,8,1,5,0,46,6,5,15,20,0,8,5,3,24
N00000605,351,29,7,22,12,7,3,0,57,33,29,3,1,0,16,8,46,31,11,4,0,34,9,9,0,25,25,0,33,16,17,11,6,61,21,25,5,7,0,3,0,48,5,7,18,16,2,15,8,7,28
N00000606,243,12,3,9,4,5,0,0,51,31,24,6,1,0,13,7,41,32,7,1,1,18,2,2,0,16,16,0,19,9,10,10,0,49,18,16,2,8,1,2,2,30,2,2,10,16,0,3,2,1,20
N00000607,222,5,2,3,2,1,0,0,23,15,14,1,0,0,6,2,20,15,2,1,2,20,4,4,0,16,16,0,10,3,7,5,2,67,25,21,5,7,0,6,3,46,3,5,13,25,0,11,10,1,20
N00000608,281,18,8,10,7,2,1,0,61,34,30,1,3,0,16,11,43,35,4,2,2,47,14,13,1,33,17,16,19,11,8,6,2,36,16,7,2,4,3,3,1,27,3,4,11,8,1,6,5,1,24
N00000609,276,19,5,14,9,2,3,0,51,34,24,2,6,2,11,6,31,21,9,0,1,42,16,15,1,26,20,6,22,13,9,8,1,39,14,15,2,6,0,1,1,36,6,6,13,11,0,12,4,8,24
N00000610,302,31,7,24,17,4,2,1,57,36,33,0,2,1,14,7,51,35,8,7,1,24,3,2,1,21,14,7,25,13,12,12,0,57,15,22,4,12,1,3,0,34,6,4,8,16,0,6,2,4,17
N00000611,226,15,9,6,3,2,1,0,41,26,24,0,2,0,10,5,37,27,7,2,1,21,5,5,0,16,14,2,20,7,13,10,3,27,7,8,1,7,0,4,0,38,3,1,14,20,0,13,7,6,14
N00000612,413,7,2,5,2,2,1,0,36,19,16,1,2,0,11,6,37,28,6,2,1,9,5,5,0,4,4,0,38,21,17,13,4,113,35,33,8,25,4,8,0,109,14,7,26,62,0,38,21,17,26
N00000613,166,4,2,2,2,0,0,0,23,12,11,0,1,0,8,3,9,9,0,0,0,2,1,1,0,1,1,0,14,8,6,6,0,52,21,17,0,11,1,1,1,38,1,4,9,24,0,16,9,7,8
N00000614,168,4,1,3,3,0,0,0,13,4,4,0,0,0,7,2,15,10,4,1,0,7,0,0,0,7,7,0,13,7,6,5,1,57,19,24,4,8,0,2,0,33,3,4,8,18,0,20,17,3,6
N00000615,104,3,2,1,0,1,0,0,11,5,4,1,0,0,3,3,11,7,4,0,0,1,1,1,0,0,0,0,9,5,4,4,0,29,8,9,1,10,0,1,0,27,1,5,9,12,0,10,5,5,3
N00000616,215,4,3,1,1,0,0,0,17,9,7,1,1,0,5,3,19,8,8,3,0,15,0,0,0,15,14,1,16,6,10,9,1,70,27,18,5,14,2,2,2,45,2,5,15,23,0,18,12,6,11
N00000617,230,3,1,2,2,0,0,0,16,7,6,1,0,0,6,3,22,14,7,1,0,12,1,1,0,11,11,0,20,12,8,7,1,65,27,18,8,8,0,3,1,51,7,6,18,20,0,28,23,5,13
N00000618,437,7,3,4,3,0,0,1,54,36,29,4,3,0,11,7,51,28,15,6,2,21,10,10,0,11,11,0,34,19,15,11,4,110,31,24,6,38,2,8,1,101,16,14,24,46,1,33,20,13,26
N00000619,279,27,5,22,14,5,3,0,64,46,41,2,2,1,13,5,47,30,8,5,4,27,7,7,0,20,20,0,14,10,4,3,1,52,16,17,8,8,0,3,0,21,3,1,6,10,1,7,5,2,20
N00000620,292,19,4,15,8,3,3,1,63,38,36,1,1,0,13,12,39,24,9,4,2,21,10,10,0,11,11,0,31,18,13,11,2,51,16,15,5,5,1,9,0,29,5,3,11,10,0,13,4,9,26
N00000621,284,14,1,13,13,0,0,0,56,32,27,1,4,0,13,11,29,20,6,2,1,23,8,8,0,15,15,0,17,11,6,6,0,69,20,16,7,23,1,1,1,38,8,8,7,15,0,23,16,7,15
N00000622,287,16,5,11,4,3,3,1,49,30,26,1,3,0,10,9,46,33,10,3,0,19,7,7,0,12,11,1,25,11,14,12,2,51,15,7,6,17,2,4,0,40,7,3,12,18,0,15,6,9,26
N00000623,233,24,1,23,12,3,7,1,32,24,23,0,1,0,3,5,19,16,2,0,1,42,7,7,0,35,26,9,20,7,13,12,1,35,12,9,5,5,1,2,1,27,1,5,9,11,1,14,11,3,20
N00000624,355,23,4,19,12,4,3,0,73,48,42,5,1,0,20,5,36,30,4,1,1,62,16,12,4,46,28,18,29,10,19,19,0,55,21,14,3,13,0,3,1,31,3,4,17,7,0,3,3,0,43
N00000625,199,13,1,12,9,2,1,0,31,18,16,1,0,1,5,8,21,15,5,1,0,21,6,6,0,15,14,1,11,4,7,7,0,37,5,16,5,6,0,5,0,33,4,3,13,13,0,18,12,6,14
N00000626,357,33,7,26,13,6,7,0,74,58,47,5,6,0,10,6,43,33,5,4,1,57,8,7,1,49,35,14,26,15,11,10,1,35,9,17,1,6,0,2,0,40,2,8,13,15,2,13,10,3,36
N00000627,333,23,5,18,7,7,4,0,61,41,34,2,5,0,10,10,48,35,10,2,1,60,17,17,0,43,29,14,19,11,8,7,1,53,15,19,6,9,1,1,2,39,2,3,18,15,1,5,4,1,25
N00000628,308,20,4,16,9,2,5,0,48,35,27,3,4,1,10,3,33,23,7,1,2,48,9,9,0,39,24,15,27,17,10,8,2,64,17,20,5,13,1,6,2,23,3,2,7,11,0,17,15,2,28
N00000629,294,25,9,16,8,6,2,0,51,30,22,2,2,4,16,5,39,29,8,1,1,38,15,14,1,23,23,0,27,9,18,17,1,46,16,12,5,6,2,4,1,38,1,5,15,17,0,13,9,4,17
N00000630,195,10,1,9,6,2,1,0,26,18,11,1,6,0,6,2,9,2,6,1,0,12,3,3,0,9,8,1,7,4,3,2,1,44,11,15,3,11,0,1,3,46,2,7,18,19,0,24,19,5,17
N00000631,280,16,3,13,6,4,3,0,59,37,31,0,5,1,11,11,32,20,8,3,1,52,11,10,1,41,18,23,25,12,13,11,2,36,12,12,4,2,5,0,1,28,3,6,12,6,1,11,9,2,21
N00000632,333,33,4,29,14,7,7,1,68,44,32,7,5,0,14,10,34,28,2,3,1,61,19,16,3,42,18,24,19,7,12,11,1,51,18,12,5,10,1,4,1,29,5,1,19,4,0,9,7,2,29
N00000633,242,30,7,23,10,5,7,1,52,34,28,2,2,2,10,8,26,20,5,1,0,37,11,7,4,26,13,13,19,4,15,15,0,29,10,11,1,5,0,1,1,22,1,2,6,13,0,6,2,4,21
N00000634,351,39,7,32,17,7,7,1,73,49,44,1,3,1,15,9,46,30,12,3,1,68,12,11,1,56,29,27,23,7,16,13,3,32,10,13,0,5,1,2,1,24,3,3,13,5,0,5,2,3,41
N00000635,308,17,3,14,9,3,1,1,56,44,39,3,2,0,6,6,32,21,8,3,0,72,15,11,4,57,31,26,24,6,18,13,5,46,13,16,3,5,2,5,2,34,3,2,21,8,0,8,6,2,19
N00000636,296,15,1,14,11,1,2,0,48,35,27,3,2,3,9,4,38,30,5,3,0,58,13,10,3,45,18,27,18,7,11,10,1,43,13,15,6,5,1,2,1,47,4,3,27,13,0,8,8,0,21
N00000637,593,45,12,33,22,9,0,2,120,72,64,6,2,0,26,22,62,39,11,9,3,34,9,9,0,25,25,0,53,26,27,25,2,127,50,26,9,26,2,13,1,73,12,8,24,29,0,34,19,15,45
N00000638,291,15,3,12,10,1,0,1,64,51,44,5,1,1,7,6,30,22,7,1,0,20,7,7,0,13,13,0,31,16,15,15,0,43,11,10,7,12,0,2,1,31,3,7,8,11,2,26,16,10,31
N00000639,317,26,8,18,14,3,1,0,65,40,39,1,0,0,12,13,40,29,7,2,2,31,9,9,0,22,19,3,18,8,10,10,0,51,20,15,5,5,0,5,1,35,2,4,18,11,0,19,11,8,32
N00000640,262,14,2,12,6,4,2,0,40,26,21,2,2,1,5,9,22,14,6,2,0,30,12,11,1,18,18,0,19,4,15,12,3,57,20,13,6,14,1,3,0,42,3,12,16,11,0,17,12,5,21
N00000641,256,18,5,13,7,4,2,0,87,53,48,3,2,0,20,14,30,20,8,1,1,20,6,6,0,14,14,0,19,6,13,10,3,33,10,9,2,7,0,5,0,20,4,2,5,9,0,7,5,2,22
N00000642,278,12,1,11,6,4,1,0,49,31,25,5,1,0,10,8,42,28,8,5,1,25,3,3,0,22,22,0,22,13,9,7,2,60,18,17,7,14,0,2,2,38,7,5,14,12,0,11,9,2,19
N00000643,326,16,5,11,7,2,2,0,56,38,32,1,1,4,12,6,32,25,5,2,0,70,11,9,2,59,48,11,15,4,11,8,3,30,11,11,1,2,1,2,2,49,6,9,16,18,0,28,20,8,30
N00000644,381,22,4,18,10,8,0,0,46,28,23,2,3,0,10,8,52,40,9,2,1,64,6,4,2,58,40,18,22,10,12,10,2,48,11,14,4,14,3,1,1,71,11,8,33,19,0,28,13,15,28
N00000645,351,11,2,9,6,2,1,0,47,33,27,4,2,0,6,8,39,32,5,2,0,69,22,21,1,47,36,11,19,9,10,10,0,56,18,21,5,2,4,4,2,48,4,8,22,14,0,23,17,6,39
N00000646,281,7,1,6,4,0,1,1,48,28,23,2,3,0,9,11,23,17,5,0,1,56,12,12,0,44,30,14,18,11,7,6,1,37,11,10,1,11,1,1,2,35,5,6,17,7,0,17,10,7,40
N00000647,540,12,1,11,6,2,3,0,71,52,43,5,4,0,8,11,48,37,7,2,2,49,11,6,5,38,30,8,37,20,17,14,3,124,35,44,6,20,8,10,1,103,14,16,28,40,5,61,35,26,35
N00000648,273,13,3,10,7,1,1,1,49,32,27,3,2,0,8,9,22,14,6,2,0,48,13,10,3,35,17,18,27,12,15,14,1,40,9,12,4,8,4,3,0,32,1,4,16,11,0,17,11,6,25
N00000649,293,26,3,23,11,4,8,0,60,48,42,2,4,0,5,7,20,16,1,2,1,64,18,12,6,46,25,21,21,9,12,9,3,38,9,12,1,12,2,1,1,27,1,3,14,8,1,11,6,5,26
N00000650,433,33,10,23,13,8,1,1,72,41,33,4,3,1,18,13,64,51,9,4,0,56,14,13,1,42,38,4,29,13,16,15,1,76,18,33,3,11,5,5,1,54,11,5,17,21,0,26,18,8,23
N00000651,202,4,1,3,0,2,1,0,13,7,7,0,0,0,6,0,12,5,7,0,0,11,5,5,0,6,6,0,13,7,6,4,2,53,18,19,4,10,0,1,1,50,10,8,16,16,0,34,23,11,12
N00000652,398,27,11,16,11,3,2,0,80,53,43,6,3,1,23,4,63,38,16,8,1,28,5,5,0,23,21,2,32,17,15,13,2,69,24,28,2,13,0,2,0,51,6,9,18,18,0,18,12,6,30
N00000653,227,12,5,7,3,3,1,0,45,27,25,1,0,1,8,10,33,29,3,0,1,26,7,7,0,19,19,0,13,7,6,6,0,32,8,14,1,5,0,3,1,35,7,2,14,12,0,8,7,1,23
N00000654,207,8,4,4,3,1,0,0,26,15,14,1,0,0,7,4,17,14,1,1,1,25,10,8,2,15,14,1,12,8,4,3,1,40,10,14,4,8,2,2,0,41,7,4,9,21,0,22,14,8,16
N00000655,269,14,6,8,4,1,3,0,53,33,26,4,2,1,13,7,36,24,7,4,1,25,8,7,1,17,16,1,10,3,7,7,0,46,19,16,2,5,1,3,0,33,6,6,8,12,1,37,33,4,15
N00000656,185,7,4,3,1,1,1,0,27,17,17,0,0,0,3,7,19,12,5,1,1,11,5,5,0,6,6,0,11,6,5,5,0,39,14,9,2,9,2,2,1,33,3,5,9,16,0,24,11,13,14
N00000657,607,27,7,20,14,3,2,1,92,52,48,3,1,0,25,15,74,52,14,6,2,70,23,21,2,47,38,9,57,25,32,30,2,102,33,35,8,18,2,4,2,96,12,20,43,21,0,30,18,12,59
N00000658,272,16,3,13,9,2,2,0,45,29,23,2,3,1,9,7,30,21,6,2,1,48,11,10,1,37,20,17,22,7,15,13,2,33,9,13,3,3,2,3,0,40,6,5,18,11,0,15,10,5,23
N00000659,296,17,5,12,9,2,1,0,37,22,20,2,0,0,10,5,32,23,5,4,0,39,18,16,2,21,15,6,31,11,20,18,2,46,17,15,2,6,2,4,0,53,8,5,17,22,1,11,6,5,30
N00000660,288,8,2,6,4,2,0,0,35,18,16,0,2,0,8,9,24,19,4,0,1,27,5,5,0,22,21,1,22,12,10,8,2,55,13,19,3,10,5,2,3,69,5,21,26,16,1,27,18,9,21
N00000661,290,31,3,28,14,0,13,1,45,32,27,2,3,0,5,8,26,20,5,1,0,56,19,14,5,37,24,13,9,5,4,4,0,46,12,14,2,8,6,3,1,36,4,7,16,9,0,15,11,4,26
N00000662,274,10,3,7,1,4,2,0,28,20,16,1,1,2,3,5,36,28,5,2,1,29,9,8,1,20,16,4,22,11,11,11,0,53,7,24,3,12,3,3,1,56,5,4,33,14,0,19,13,6,21
N00000663,303,25,6,19,13,1,3,2,45,32,26,3,3,0,9,4,36,26,8,2,0,54,21,18,3,33,26,7,22,9,13,11,2,46,18,14,2,8,1,3,0,36,2,2,15,16,1,16,7,9,23
N00000664,269,25,4,21,12,7,2,0,34,23,21,1,1,0,10,1,32,22,6,3,1,39,11,6,5,28,17,11,20,10,10,10,0,49,13,13,5,9,5,3,1,40,6,5,9,20,0,9,4,5,21
N00000665,330,11,2,9,8,1,0,0,59,36,32,0,4,0,12,11,30,19,7,4,0,57,14,14,0,43,37,6,18,5,13,12,1,57,12,27,2,5,3,7,1,47,7,5,21,14,0,16,9,7,35
N00000666,306,5,0,5,4,0,1,0,41,30,27,3,0,0,5,6,33,26,3,4,0,52,6,6,0,46,39,7,24,7,17,16,1,60,17,16,6,9,3,7,2,43,3,6,19,14,1,10,5,5,38
N00000667,375,28,8,20,15,2,3,0,57,39,30,3,5,1,9,9,35,22,9,4,0,56,9,8,1,47,42,5,23,10,13,13,0,45,13,22,3,3,2,2,0,49,5,8,25,11,0,20,12,8,62
N00000668,247,3,1,2,2,0,0,0,21,15,14,1,0,0,3,3,22,13,4,3,2,26,10,10,0,16,12,4,13,4,9,7,2,45,11,17,7,8,1,0,1,61,7,7,26,21,0,33,20,13,23
N00000669,329,14,2,12,8,3,1,0,58,43,38,3,1,1,8,7,34,28,6,0,0,45,11,11,0,34,30,4,28,14,14,13,1,46,13,14,3,13,0,2,1,47,4,8,17,18,0,16,10,6,41
N00000670,210,10,1,9,6,1,2,0,18,8,7,0,1,0,6,4,24,14,7,2,1,24,7,6,1,17,17,0,14,6,8,7,1,47,14,18,4,7,0,4,0,46,6,4,13,23,0,16,11,5,11
N00000671,163,4,1,3,2,1,0,0,14,9,9,0,0,0,2,3,19,17,0,1,1,11,3,2,1,8,7,1,21,7,14,9,5,37,14,15,1,4,0,3,0,32,5,0,11,16,0,14,12,2,11
N00000672,231,9,2,7,3,2,2,0,35,23,19,3,1,0,10,2,37,32,2,3,0,19,1,1,0,18,18,0,25,14,11,10,1,47,11,22,5,7,1,1,0,35,3,5,13,14,0,11,6,5,13
N00000673,654,18,6,12,6,5,1,0,89,61,53,8,0,0,16,12,76,53,20,2,1,52,10,10,0,42,38,4,68,39,29,24,5,145,51,50,10,24,3,7,0,104,17,19,30,37,1,46,23,23,56
N00000674,226,15,2,13,7,4,2,0,60,40,38,1,0,1,6,14,38,30,5,2,1,22,15,13,2,7,7,0,12,5,7,6,1,35,12,13,3,2,0,5,0,23,1,3,9,10,0,8,3,5,13
N00000675,287,30,7,23,12,3,8,0,65,44,43,0,1,0,15,6,58,45,8,3,2,36,11,11,0,25,22,3,14,9,5,5,0,24,10,9,0,2,0,2,1,16,1,1,7,7,0,11,8,3,33
N00000676,499,33,9,24,16,1,6,1,97,59,48,7,4,0,18,20,55,38,12,4,1,51,26,26,0,25,22,3,35,16,19,14,5,91,33,26,4,18,0,9,1,76,8,10,28,30,0,29,22,7,32
N00000677,230,14,2,12,6,4,2,0,24,15,12,1,2,0,4,5,23,13,4,6,0,15,4,3,1,11,11,0,14,9,5,3,2,50,13,17,0,14,0,2,4,45,3,5,19,18,0,34,22,12,11
N00000678,384,15,4,11,8,2,0,1,63,41,33,6,2,0,12,10,27,16,7,4,0,72,12,10,2,60,36,24,30,15,15,13,2,55,17,18,3,9,1,7,0,48,6,2,16,23,1,29,21,8,45
N00000679,405,27,7,20,16,1,3,0,71,53,38,7,6,2,11,7,48,33,11,4,0,64,16,15,1,48,25,23,33,14,19,19,0,61,18,21,3,9,5,3,2,35,6,4,13,12,0,14,8,6,52
N00000680,291,7,2,5,3,1,1,0,32,17,14,1,1,1,12,3,37,24,5,6,2,39,12,12,0,27,21,6,18,11,7,6,1,54,10,23,3,15,2,0,1,46,1,6,27,12,0,31,22,9,27
N00000681,278,13,0,13,8,2,3,0,39,31,25,3,2,1,4,4,24,18,3,2,1,48,15,13,2,33,21,12,30,19,11,10,1,55,10,28,1,8,2,4,2,38,2,8,11,17,0,12,9,3,19
N00000682,349,30,5,25,17,7,1,0,63,46,35,3,7,1,8,9,28,17,6,3,2,58,11,11,0,47,38,9,29,9,20,14,6,52,14,15,2,12,5,3,1,34,0,3,21,10,0,22,16,6,33
N00000683,277,8,0,8,7,1,0,0,54,33,29,3,0,1,12,9,28,21,5,0,2,42,12,10,2,30,18,12,27,12,15,14,1,45,13,11,3,12,1,4,1,42,3,7,17,14,1,14,12,2,17
N00000684,429,22,10,12,6,2,3,1,60,49,44,2,3,0,5,6,45,32,9,3,1,69,16,12,4,53,49,4,35,18,17,15,2,63,20,21,3,14,1,3,1,62,7,12,23,20,0,40,26,14,33
N00000685,237,6,3,3,2,1,0,0,18,13,10,1,1,1,2,3,25,15,8,1,1,17,4,4,0,13,12,1,21,13,8,7,1,56,17,23,5,7,0,4,0,42,4,5,20,13,0,35,26,9,17
N00000686,355,22,2,20,11,5,3,1,59,42,39,1,1,1,11,6,32,29,2,1,0,87,30,20,10,57,40,17,23,11,12,11,1,40,9,16,2,6,4,3,0,37,2,4,21,10,0,14,8,6,41
N00000687,281,9,3,6,5,0,1,0,29,24,20,1,3,0,2,3,27,20,6,0,1,46,9,7,2,37,30,7,23,9,14,10,4,51,15,13,3,10,4,6,0,52,4,9,19,20,0,20,13,7,24
N00000688,306,18,0,18,11,2,4,1,56,43,38,2,3,0,6,7,35,28,3,2,2,56,13,11,2,43,25,18,27,11,16,15,1,41,14,16,2,6,2,1,0,39,4,7,23,5,0,16,11,5,18
N00000689,290,13,1,12,10,2,0,0,47,30,24,1,4,1,8,9,31,22,6,2,1,65,18,16,2,47,26,21,20,12,8,7,1,41,6,15,1,7,4,7,1,30,3,6,11,10,0,13,11,2,30
N00000690,219,9,3,6,2,3,1,0,32,17,15,1,1,0,9,6,26,21,3,1,1,16,4,4,0,12,12,0,14,11,3,3,0,45,9,22,0,9,1,3,1,46,4,8,17,16,1,13,6,7,18
N00000691,234,7,4,3,1,0,2,0,21,10,7,3,0,0,8,3,15,12,2,1,0,16,2,2,0,14,14,0,15,9,6,5,1,63,19,25,1,14,1,3,0,47,3,8,15,21,0,30,18,12,20
N00000692,188,3,2,1,1,0,0,0,15,9,8,1,0,0,4,2,13,7,4,2,0,13,4,4,0,9,8,1,16,10,6,6,0,48,19,14,0,11,4,0,0,39,2,5,14,18,0,35,25,10,6
N00000693,209,7,0,7,4,1,2,0,25,15,9,3,2,1,7,3,26,16,6,2,2,11,2,2,0,9,7,2,5,1,4,4,0,49,21,11,3,11,1,1,1,49,4,5,21,18,1,25,19,6,12
N00000694,626,35,10,25,17,7,0,1,110,66,56,7,2,1,26,18,60,37,16,5,2,51,12,11,1,39,36,3,42,22,20,18,2,131,38,52,5,23,1,11,1,73,7,12,22,32,0,52,30,22,72
N00000695,386,20,4,16,12,4,0,0,52,25,20,2,3,0,13,14,48,35,7,4,2,27,5,5,0,22,21,1,30,16,14,12,2,87,30,23,7,19,2,5,1,59,10,8,22,18,1,33,20,13,30
N00000696,136,7,2,5,1,1,3,0,18,10,10,0,0,0,3,5,10,9,0,1,0,7,4,4,0,3,3,0,11,8,3,2,1,27,9,9,1,7,0,1,0,30,2,3,11,14,0,22,15,7,4
N00000697,254,34,6,28,12,8,8,0,59,41,34,5,2,0,15,3,37,27,8,1,1,39,20,19,1,19,17,2,11,7,4,4,0,27,8,11,0,6,0,2,0,15,4,1,4,6,0,9,5,4,23
N00000698,332,20,6,14,8,4,2,0,67,47,37,3,6,1,12,8,49,33,14,2,0,40,14,13,1,26,26,0,18,11,7,7,0,39,10,13,2,10,0,4,0,53,6,6,16,25,0,20,17,3,26
N00000699,162,3,0,3,0,2,1,0,28,16,14,2,0,0,7,5,14,11,1,2,0,9,1,1,0,8,8,0,10,8,2,1,1,31,9,15,0,3,2,2,0,38,6,5,7,20,0,22,18,4,7
