GeographyCode,QS604NI0001,QS604NI0002,QS604NI0003,QS604NI0004,QS604NI0005,QS604NI0006,QS604NI0007,QS604NI0008,QS604NI0009,QS604NI0010,QS604NI0011,QS604NI0012,QS604NI0013,QS604NI0014,QS604NI0015,QS604NI0016,QS604NI0017,QS604NI0018,QS604NI0019,QS604NI0020,QS604NI0021,QS604NI0022,QS604NI0023,QS604NI0024,QS604NI0025,QS604NI0026,QS604NI0027,QS604NI0028
N00000697,144,1,0,16,8,0,0,3,3,1,1,1,0,8,28,4,5,7,7,3,7,7,7,16,17,10,0,0
N00000698,177,2,1,23,8,0,1,0,4,7,3,1,0,15,31,8,4,2,9,2,6,1,12,18,26,15,0,1
N00000699,66,1,2,6,5,0,0,0,0,1,0,0,0,4,13,1,5,1,3,1,3,4,5,9,8,0,0,0
N00000700,99,0,0,21,8,0,0,4,4,2,3,1,0,8,33,1,6,0,1,1,2,1,4,7,10,3,0,0
N00000701,65,0,1,9,0,0,0,0,4,3,2,0,2,4,19,0,5,0,0,1,0,2,2,6,11,3,0,0
N00000702,356,12,1,53,16,0,2,9,11,10,5,2,1,27,61,11,22,4,8,5,15,9,26,28,52,19,0,0
N00000703,129,7,0,8,3,0,0,0,3,0,2,0,0,7,27,7,5,2,6,1,11,9,5,8,20,6,0,0
N00000704,288,9,1,36,9,2,0,5,4,9,7,1,3,19,59,11,10,3,5,3,11,16,21,26,44,10,0,0
N00000705,329,3,0,30,12,0,0,2,6,9,1,0,1,26,66,10,15,8,10,6,14,9,24,37,50,20,0,0
N00000706,163,6,0,15,3,0,2,2,4,1,3,1,2,28,26,13,6,1,1,0,5,5,3,23,23,5,0,0
N00000707,156,9,1,25,9,0,2,1,4,6,3,0,0,19,24,3,11,4,4,3,2,5,14,9,19,4,0,0
N00000708,240,25,1,18,6,0,0,4,4,2,2,1,0,39,37,12,3,2,5,2,5,10,11,28,34,7,0,0
N00000709,223,20,2,23,14,1,0,0,2,4,2,0,1,28,23,5,8,3,6,3,5,8,12,24,41,10,0,1
N00000710,159,14,0,23,7,3,1,1,5,4,2,0,0,10,35,9,7,0,2,1,6,7,8,10,19,8,0,0
N00000711,243,4,1,35,6,1,0,0,10,11,7,0,4,19,44,5,11,4,5,3,9,12,17,28,34,7,1,0
N00000712,152,22,0,15,4,0,0,1,6,2,2,0,1,18,28,8,4,3,6,2,4,4,8,12,14,3,0,0
N00000713,203,12,0,26,11,0,0,0,4,7,4,0,1,38,30,9,6,2,8,2,2,8,13,15,28,3,0,0
N00000714,188,21,0,21,6,2,0,1,5,2,5,1,1,25,44,6,5,3,2,0,6,0,8,16,25,4,0,0
N00000715,353,4,0,37,9,1,2,5,6,9,5,0,2,20,75,9,19,6,7,4,21,16,50,29,31,23,0,0
N00000716,474,6,0,35,11,4,0,5,1,4,10,3,7,28,114,16,30,11,10,2,31,23,37,60,45,16,0,0
N00000717,257,3,2,18,5,0,1,5,2,3,2,0,1,17,57,8,4,11,11,0,11,16,32,19,35,12,0,0
N00000718,958,18,1,83,17,7,3,23,9,15,9,3,3,73,163,29,36,27,41,6,66,34,112,88,126,49,0,0
N00000719,128,0,0,8,2,0,0,2,1,2,1,1,0,6,21,3,6,3,5,0,19,5,14,18,14,5,0,0
N00000720,260,5,0,23,7,1,1,0,4,0,10,1,1,16,41,8,7,10,11,4,14,13,38,26,30,12,0,0
N00000721,219,16,0,20,2,1,1,3,7,1,5,0,2,32,33,8,6,4,7,0,12,3,15,19,30,12,0,0
N00000722,224,10,0,32,5,4,0,6,3,8,6,1,2,33,38,14,4,4,6,4,11,4,15,12,26,8,0,0
N00000723,209,9,0,8,0,0,1,2,1,1,3,0,2,54,25,6,9,2,2,2,9,1,9,27,32,12,0,0
N00000724,232,20,2,26,2,0,0,1,2,18,3,1,0,36,34,6,5,1,3,2,12,6,20,21,25,12,0,0
N00000725,219,18,0,18,5,4,1,1,2,2,3,0,2,36,27,13,9,2,3,0,11,3,19,23,28,7,0,0
N00000726,206,22,0,20,1,0,1,1,3,14,0,0,2,47,28,8,5,1,3,0,9,5,13,23,13,7,0,0
N00000727,97,1,0,10,1,2,1,0,3,0,3,1,2,9,10,9,7,1,1,1,3,4,9,13,10,6,0,0
N00000728,258,2,1,23,3,3,1,6,2,3,5,0,2,24,56,10,9,7,7,1,11,11,30,16,35,13,0,0
N00000729,188,4,1,20,2,2,2,3,0,5,6,1,3,15,40,7,10,4,5,1,8,8,20,18,13,10,0,0
N00000730,168,2,2,22,8,2,0,2,2,5,3,2,1,16,37,5,11,2,3,0,7,9,14,8,19,8,0,0
N00000731,88,0,0,12,3,2,0,1,2,2,2,0,0,6,16,3,10,2,1,0,3,4,2,9,14,5,1,0
N00000732,315,0,1,34,6,2,1,7,5,4,9,1,3,18,63,21,14,5,13,1,9,14,36,25,41,16,0,0
N00000733,150,1,0,17,3,2,0,3,4,2,3,1,1,10,43,3,6,7,4,0,6,3,15,14,14,5,0,0
N00000734,194,2,0,22,3,4,1,4,2,3,5,0,1,16,52,9,11,2,3,1,6,8,17,13,26,4,1,0
N00000735,203,9,3,13,3,0,0,4,0,3,3,1,0,25,42,6,13,6,1,0,8,9,17,14,30,6,0,0
N00000736,152,7,0,13,3,0,0,1,3,1,5,1,0,28,18,5,6,3,1,1,5,4,6,19,29,6,0,0
N00000737,220,21,3,15,4,4,0,1,2,2,2,2,0,19,43,9,10,3,6,3,9,11,8,16,33,9,0,0
N00000738,191,13,1,14,3,0,0,4,3,2,2,0,2,33,25,5,8,4,4,1,15,7,13,20,25,1,0,0
N00000739,251,34,1,21,5,1,0,3,3,6,3,0,0,21,51,11,9,2,5,1,10,11,12,19,32,11,0,0
N00000740,273,27,0,29,8,0,1,6,4,7,3,1,0,25,36,14,10,3,10,5,14,7,19,30,32,11,0,0
N00000741,161,4,0,10,3,1,0,1,1,1,3,0,1,14,26,7,8,3,3,4,10,8,15,9,28,11,0,0
N00000742,138,0,0,8,1,1,0,3,0,1,2,1,0,15,23,6,3,6,6,0,4,8,16,9,25,8,0,0
N00000743,97,0,0,11,2,1,0,1,4,2,1,0,0,7,21,5,11,0,2,0,3,4,3,8,18,4,0,0
N00000744,123,3,1,13,6,0,0,1,1,4,1,0,1,21,27,0,4,2,5,2,7,6,9,4,16,2,0,0
N00000745,247,2,0,21,2,1,0,6,3,8,1,0,1,23,44,9,15,0,13,2,9,15,21,25,31,15,0,1
N00000746,161,1,0,21,2,4,1,5,1,5,3,0,2,14,19,11,10,2,6,3,6,11,12,11,25,7,0,0
N00000747,212,2,0,23,4,1,0,2,2,5,9,0,0,14,39,15,6,5,4,0,12,7,20,20,38,7,0,0
N00000748,243,2,0,31,9,3,0,1,4,13,1,2,1,19,37,8,10,6,7,2,10,9,24,28,35,12,0,0
N00000749,157,1,1,17,3,1,0,1,3,5,4,1,1,14,30,12,8,2,8,0,6,14,13,11,16,2,0,0
N00000750,154,2,0,16,4,1,0,5,0,2,4,1,0,11,23,8,8,3,5,4,3,6,14,15,25,10,0,0
N00000751,236,3,0,15,5,1,0,4,2,1,2,3,1,14,38,19,6,6,7,3,13,8,32,19,38,11,0,0
N00000752,214,2,0,17,5,2,1,1,1,5,2,1,2,22,30,7,3,7,7,4,11,12,29,19,27,14,0,0
N00000753,216,20,1,22,3,2,0,2,6,6,3,1,1,25,35,9,11,2,6,4,10,2,19,15,22,11,0,0
N00000754,256,1,0,20,6,2,0,4,3,1,4,2,3,24,47,19,9,4,8,1,15,11,25,20,34,13,0,0
N00000755,191,0,0,19,4,1,1,0,1,6,6,1,1,10,33,4,8,5,11,0,9,14,16,22,27,11,0,0
N00000756,163,4,0,17,1,2,1,2,2,4,5,0,1,16,23,5,8,0,4,3,8,11,16,10,30,7,0,0
N00000757,228,1,0,24,6,1,0,1,3,7,6,2,1,20,47,11,10,3,6,0,6,6,30,18,36,7,0,0
N00000758,152,0,0,14,3,2,1,3,1,3,1,0,1,22,28,7,18,1,1,0,3,12,12,9,18,6,0,0
N00000759,151,1,0,10,2,2,0,1,1,3,1,0,0,11,32,9,5,4,3,0,11,5,14,15,25,6,0,0
N00000760,86,1,1,10,1,1,0,4,1,0,3,1,0,10,23,3,7,0,1,0,2,5,7,6,9,0,0,0
N00000761,184,2,0,20,4,0,0,5,4,2,5,1,0,23,49,2,23,1,2,2,4,9,12,4,23,7,0,0
N00000762,69,0,0,11,3,1,0,2,3,2,0,0,0,6,16,4,5,1,1,0,0,1,8,3,10,3,0,0
N00000763,172,0,0,26,5,2,0,10,1,2,6,0,1,12,41,7,4,6,6,2,4,6,4,15,28,10,0,0
N00000764,134,1,1,17,2,2,1,5,2,4,1,0,1,14,24,8,8,2,1,0,5,10,15,10,13,4,0,0
N00000765,138,1,0,12,3,0,0,4,0,2,3,1,3,14,26,6,6,4,0,1,3,6,15,13,19,8,0,0
N00000766,260,3,1,32,1,8,0,7,6,4,6,0,3,12,56,11,11,6,6,3,15,15,25,22,31,8,0,0
N00000767,143,2,0,17,6,2,1,2,1,3,2,1,0,6,24,2,6,4,5,2,3,14,18,18,16,5,0,0
N00000768,105,1,0,13,0,0,0,4,1,4,4,1,1,6,23,5,4,2,2,1,8,5,10,9,12,2,0,0
N00000769,200,0,0,13,6,0,0,3,1,1,2,1,0,12,36,6,10,8,10,4,12,8,29,17,31,3,0,0
N00000770,181,1,0,20,3,0,0,7,2,5,3,1,2,14,27,4,7,1,8,8,12,11,20,23,12,10,0,0
N00000771,89,0,0,10,2,0,0,1,0,5,2,1,2,13,17,3,7,0,1,0,2,3,9,7,8,6,0,0
N00000772,197,7,0,23,9,1,1,3,3,4,2,0,0,16,28,15,7,4,5,3,8,8,16,18,32,7,0,0
N00000773,190,5,2,33,5,1,2,6,7,5,7,1,0,16,25,10,10,4,3,0,10,12,14,12,28,5,0,0
N00000774,431,9,2,80,22,6,1,18,11,10,12,0,8,30,61,23,19,3,10,3,20,22,23,30,61,26,1,0
N00000775,137,3,0,27,7,4,1,4,5,4,2,0,0,16,24,5,7,3,4,2,7,6,7,6,16,4,0,0
N00000776,94,5,1,17,4,1,1,2,0,3,6,0,4,9,25,2,2,1,0,2,1,3,4,5,12,1,0,0
N00000777,448,21,1,36,6,1,0,1,9,11,8,3,2,63,82,15,14,10,9,2,19,20,40,41,50,20,0,0
N00000778,209,17,0,20,5,1,0,2,7,3,2,2,2,32,31,5,5,6,5,2,7,12,13,23,21,6,0,0
N00000779,264,6,0,27,9,2,1,2,4,5,4,2,1,44,39,15,6,2,10,1,13,11,23,20,33,11,0,0
N00000780,264,5,2,26,4,4,1,4,4,4,5,0,0,36,43,11,7,5,10,2,18,4,23,21,38,13,0,0
N00000781,304,5,1,30,2,3,1,6,2,9,7,0,0,18,63,11,12,4,13,1,17,10,42,26,41,10,0,0
N00000782,255,22,2,26,6,2,0,4,5,5,4,4,0,40,33,10,1,1,5,3,15,9,21,14,41,7,0,1
N00000783,261,20,4,22,8,0,4,1,2,4,3,0,4,41,41,9,5,2,5,1,13,11,18,28,31,6,0,0
N00000784,224,27,0,19,2,0,1,5,6,2,3,0,1,29,25,8,6,2,4,3,5,11,19,18,41,6,0,0
N00000785,177,18,0,19,3,1,1,2,6,0,6,0,1,26,23,5,6,3,1,0,7,12,11,19,21,5,0,0
N00000786,185,14,1,22,4,2,0,3,5,4,4,1,1,23,33,7,8,2,6,0,5,5,7,14,25,11,0,0
N00000787,229,18,0,23,6,3,1,2,4,3,4,0,0,35,39,9,5,4,3,2,11,7,15,21,24,13,0,0
N00000788,216,12,3,13,3,0,0,0,0,5,5,1,2,47,28,6,3,2,8,2,10,9,10,27,26,7,0,0
N00000789,507,6,3,83,27,7,1,14,15,8,11,2,3,50,83,14,34,9,12,2,30,24,40,42,59,11,0,0
N00000790,253,3,1,32,5,4,3,7,7,2,4,3,4,32,47,8,6,6,5,2,9,10,27,20,31,7,0,0
N00000791,152,5,0,23,4,1,2,1,5,3,7,1,1,13,27,7,9,7,6,1,5,2,11,9,20,5,0,0
N00000792,188,4,0,21,3,2,1,2,1,3,9,0,1,13,34,7,7,3,7,2,7,13,18,18,27,6,0,0
N00000793,245,16,0,18,3,1,0,3,2,5,4,0,1,28,39,15,12,5,7,1,8,10,20,19,38,7,0,1
N00000794,204,14,1,13,5,0,1,2,2,1,2,1,1,29,26,11,9,5,3,2,15,5,11,27,26,5,0,0
N00000795,266,20,1,21,4,1,0,6,2,5,3,1,5,31,53,9,11,4,2,2,11,7,17,22,45,4,0,0
N00000796,149,5,0,12,1,1,0,2,2,2,4,0,1,10,38,8,9,4,4,2,5,4,9,13,20,5,0,0
N00000797,164,3,0,16,5,0,0,6,1,4,0,1,0,10,27,18,6,4,1,2,8,5,9,19,32,3,0,0
N00000798,254,21,2,21,7,3,0,4,2,0,5,0,1,20,46,16,7,6,6,0,13,9,11,22,43,10,0,0
N00000799,251,5,3,36,12,2,0,4,7,2,9,1,3,21,39,16,11,8,1,2,15,7,36,11,29,7,0,0
N00000800,221,9,0,19,6,0,0,2,4,6,1,0,8,28,42,4,8,6,4,0,13,9,15,23,32,1,0,0
N00000801,264,14,0,25,3,3,0,2,5,8,4,1,0,24,41,10,7,11,8,3,17,11,18,28,32,14,0,0
N00000802,143,8,0,13,3,0,0,1,1,6,2,0,0,10,32,6,7,3,2,0,7,7,10,16,18,4,0,0
N00000803,182,11,0,16,2,3,0,0,0,9,2,0,1,17,35,7,6,2,3,2,10,8,18,17,20,9,0,0
N00000804,219,17,1,14,3,0,0,1,3,3,4,3,0,23,32,6,7,4,7,0,11,6,23,23,32,10,0,0
N00000805,165,16,2,11,2,1,1,1,2,2,2,0,2,8,30,3,5,2,6,1,11,7,15,20,16,10,0,0
N00000806,140,6,0,13,3,0,0,4,1,5,0,1,1,16,35,9,6,1,2,1,4,7,7,5,22,4,0,0
N00000807,250,9,0,26,4,4,2,4,2,6,4,0,1,24,47,19,11,1,2,0,13,8,23,25,24,17,0,0
N00000808,94,1,0,10,2,1,0,1,2,1,3,1,0,10,20,5,3,0,1,0,4,8,5,12,11,3,0,0
N00000809,213,3,2,17,3,1,0,3,1,5,4,0,5,29,45,10,10,4,6,1,10,6,15,13,27,10,0,0
N00000810,202,5,0,21,2,1,1,6,5,4,2,1,2,33,33,12,3,4,4,4,5,5,7,16,37,10,0,0
N00000811,133,2,1,20,5,4,0,2,2,2,5,0,2,12,36,12,8,2,2,0,2,8,6,6,10,4,0,0
N00000812,113,2,0,8,4,0,0,1,0,2,1,1,2,16,28,6,3,1,3,2,4,2,7,8,17,3,0,0
N00000813,228,0,1,37,7,1,1,8,8,9,3,2,0,22,34,6,12,2,6,2,15,12,31,13,26,7,0,0
N00000814,112,1,0,17,7,0,0,4,1,1,4,1,1,13,23,3,2,1,3,0,3,9,8,10,12,5,0,0
N00000815,252,6,0,25,4,1,0,6,4,4,6,2,2,17,38,3,14,7,5,3,15,13,28,33,34,7,0,0
N00000816,215,2,0,19,2,4,2,2,0,3,6,2,5,13,50,9,10,5,9,0,8,11,20,20,24,8,0,0
N00000817,130,1,1,6,0,0,0,0,0,2,4,0,1,6,21,1,5,4,9,2,6,6,16,24,13,8,0,0
N00000818,152,0,2,15,4,1,0,5,0,2,3,0,2,12,42,4,3,2,2,1,4,9,14,14,23,3,0,0
N00000819,100,1,0,14,1,2,0,5,4,2,0,0,0,7,26,3,8,3,2,1,1,6,2,2,18,5,1,0
N00000820,176,2,0,25,6,1,2,3,3,6,4,0,1,17,42,6,10,3,2,1,5,9,16,11,18,7,1,0
N00000821,109,0,0,15,1,1,2,4,3,3,1,1,3,6,21,2,10,2,2,1,4,9,10,8,9,6,0,0
N00000822,83,0,0,14,4,1,0,5,0,1,3,0,2,9,19,3,1,2,0,0,5,5,7,4,10,2,0,0
N00000823,154,3,0,12,2,0,1,3,2,1,3,1,2,10,27,5,9,3,1,1,8,9,14,12,27,10,0,0
N00000824,105,2,0,4,0,2,0,1,0,0,1,0,0,10,31,6,10,1,3,0,1,8,5,5,13,5,1,0
N00000825,158,0,1,4,0,0,0,2,0,1,1,2,1,17,21,11,7,6,9,0,9,5,23,15,19,8,0,0
N00000826,127,0,0,4,0,0,0,1,0,3,0,0,0,10,29,6,6,2,3,1,2,2,18,17,20,7,0,0
N00000827,97,0,0,5,3,1,1,0,0,0,0,0,0,2,12,9,8,2,3,1,6,2,11,9,20,7,0,0
N00000828,92,0,0,2,1,0,0,0,1,0,0,0,0,4,17,1,2,4,6,0,2,5,13,11,18,7,0,0
N00000829,117,0,0,4,2,0,0,0,1,1,0,0,0,9,29,3,7,2,4,0,2,8,7,13,19,10,0,0
N00000830,50,0,0,1,0,0,0,0,0,1,0,1,1,0,11,3,2,1,3,1,0,3,5,4,10,4,0,0
N00000831,124,0,0,3,0,0,0,0,1,2,0,1,1,3,16,7,8,3,4,2,8,6,19,12,22,9,0,0
N00000832,95,0,0,7,0,0,0,1,1,4,1,0,0,5,16,8,7,2,1,2,3,8,8,17,6,5,0,0
N00000833,97,0,0,6,2,0,0,0,1,2,1,0,0,7,16,7,7,3,7,1,4,6,3,5,21,2,0,2
N00000834,131,0,0,8,2,0,1,0,0,2,3,0,1,11,20,9,3,3,7,1,8,8,11,15,16,9,1,0
N00000835,101,0,0,6,0,1,0,0,2,3,0,0,1,2,29,6,4,1,3,0,2,2,8,15,17,5,0,0
N00000836,124,0,0,3,0,0,0,0,2,1,0,0,0,5,27,7,10,2,3,2,8,5,10,10,24,8,0,0
N00000837,128,0,0,3,0,0,0,0,0,2,1,1,1,11,22,3,15,1,3,3,0,8,9,16,22,10,0,0
N00000838,108,0,0,6,2,0,0,0,0,2,2,0,1,9,17,3,7,1,5,0,5,3,6,7,31,7,0,0
N00000839,144,0,0,4,1,0,0,0,0,2,1,1,2,3,18,6,9,7,4,1,4,6,10,27,34,8,0,0
N00000840,112,0,0,5,0,0,0,1,0,2,2,0,0,7,27,5,7,2,7,0,5,2,6,20,16,3,0,0
N00000841,61,0,0,2,0,0,0,0,0,1,1,0,2,2,14,3,6,1,2,0,4,2,5,4,8,6,0,0
N00000842,127,0,0,3,0,1,0,0,0,1,1,0,1,2,35,14,11,4,10,0,6,5,4,10,16,6,0,0
N00000843,78,0,0,3,0,0,0,0,1,2,0,0,3,5,17,7,4,3,3,0,3,2,1,7,11,9,0,0
N00000844,84,1,0,2,1,1,0,0,0,0,0,0,0,6,19,9,7,1,6,0,2,4,9,6,10,2,0,0
N00000845,62,0,0,2,0,0,1,0,0,1,0,0,0,5,14,4,3,3,4,1,8,1,6,3,5,3,0,0
N00000846,81,0,0,5,0,0,0,1,0,4,0,1,1,5,19,7,5,3,3,0,5,4,3,4,11,5,0,0
N00000847,213,1,0,11,3,0,0,0,3,4,1,0,2,5,41,14,30,8,8,0,3,11,28,17,22,12,0,0
N00000848,59,1,0,4,0,0,1,0,0,3,0,0,0,2,5,4,9,1,0,0,0,4,5,10,8,6,0,0
N00000849,112,0,0,2,0,0,0,0,0,2,0,2,2,6,21,3,8,3,7,3,5,5,5,11,21,8,0,0
N00000850,82,0,0,2,0,0,0,1,0,1,0,0,0,2,20,11,9,1,2,0,2,6,6,10,4,7,0,0
N00000851,70,0,0,5,0,0,1,0,2,1,1,0,1,2,18,13,7,1,2,1,0,2,4,4,5,5,0,0
N00000852,270,0,0,9,1,2,0,0,2,2,2,1,2,20,58,13,23,10,10,4,11,11,23,27,34,14,0,0
N00000853,76,0,0,1,0,0,0,0,0,0,1,0,1,4,17,6,5,1,2,1,6,2,4,9,15,2,0,0
N00000854,200,0,0,8,3,0,0,2,1,2,0,0,3,10,46,20,18,6,11,1,3,10,4,12,34,14,0,0
N00000855,96,1,0,8,1,0,0,0,0,5,2,0,1,1,7,1,9,7,4,1,7,1,17,11,14,6,0,0
N00000856,92,0,0,2,1,0,0,0,1,0,0,0,2,3,9,0,1,7,9,1,9,2,13,17,10,7,0,0
N00000857,190,1,0,7,0,0,0,1,1,5,0,1,0,13,25,3,8,12,11,5,23,8,20,16,27,9,0,1
N00000858,122,0,0,7,2,0,0,1,0,2,2,1,0,4,13,1,9,4,6,6,12,2,13,10,27,7,0,0
N00000859,167,0,0,12,3,0,1,1,1,5,1,3,1,9,15,5,11,7,8,3,14,4,21,11,33,10,0,0
N00000860,201,0,0,8,0,0,0,1,2,4,1,4,2,9,24,2,6,9,9,4,17,3,33,31,33,7,0,0
N00000861,143,0,0,5,0,0,0,1,0,3,1,1,1,4,16,3,1,15,13,1,8,4,16,18,30,7,0,0
N00000862,471,0,1,25,0,1,1,2,5,12,4,2,6,13,59,14,36,21,14,5,48,16,44,68,66,32,0,1
N00000863,133,0,0,12,1,0,0,1,2,7,1,0,0,3,23,3,6,0,4,3,9,6,21,14,22,7,0,0
N00000864,162,1,0,7,0,0,0,1,0,2,4,1,0,2,22,3,6,7,5,2,18,1,16,28,31,12,0,0
N00000865,184,0,0,12,1,0,0,1,1,7,2,1,0,6,24,8,10,15,10,2,11,5,18,19,36,7,0,0
N00000866,209,0,0,7,0,0,0,0,1,4,2,1,3,12,24,4,29,12,11,4,19,7,23,11,29,13,0,0
N00000867,176,0,0,8,2,0,1,1,0,1,3,0,2,3,26,5,11,12,12,2,18,7,15,14,28,13,0,0
N00000868,173,1,0,9,0,0,0,0,1,5,3,0,0,6,28,1,9,12,7,0,15,5,20,19,27,14,0,0
N00000869,73,0,2,4,0,0,0,0,0,2,2,0,0,3,13,4,7,2,4,2,5,2,5,3,15,2,0,0
N00000870,226,0,0,17,2,0,0,3,0,10,2,2,0,5,34,12,7,9,12,3,27,7,23,15,35,18,0,0
N00000871,152,2,0,15,2,0,0,2,0,9,2,0,2,3,26,8,1,10,7,2,8,3,16,20,18,11,0,0
N00000872,107,0,0,6,1,0,0,0,0,2,3,2,1,5,18,3,11,7,4,0,5,6,10,13,11,5,0,0
N00000873,118,0,0,3,1,0,0,0,1,1,0,0,1,5,21,10,15,3,2,2,0,6,7,11,20,12,0,0
N00000874,214,0,0,11,2,2,0,2,1,4,0,1,2,12,22,6,21,33,13,1,15,13,16,13,26,9,0,0
N00000875,87,0,0,4,0,0,0,0,0,3,1,0,0,3,11,5,18,2,6,0,1,3,6,6,17,5,0,0
N00000876,38,0,0,0,0,0,0,0,0,0,0,0,0,4,5,1,10,1,1,0,3,0,3,0,7,3,0,0
N00000877,111,0,0,16,3,0,0,0,1,5,7,1,0,6,21,3,4,1,5,0,1,10,14,2,19,8,0,0
N00000878,69,0,0,5,2,0,0,0,1,1,1,0,1,0,8,5,10,1,0,0,2,11,5,7,9,5,0,0
N00000879,301,0,0,18,3,1,0,1,0,6,7,1,2,13,53,29,50,3,17,6,10,10,16,20,34,18,0,1
N00000880,84,0,0,5,2,0,0,0,1,2,0,1,1,9,17,3,9,1,2,0,1,5,4,9,6,11,0,0
N00000881,100,0,0,9,1,0,0,3,0,2,3,1,1,1,24,4,13,4,4,0,1,7,8,5,14,4,0,0
N00000882,76,0,0,6,0,0,0,0,2,2,2,0,1,5,14,5,7,2,1,1,1,4,7,2,11,9,0,0
N00000883,91,0,0,6,1,0,0,1,0,4,0,5,0,8,15,1,10,0,2,0,4,6,8,7,15,4,0,0
N00000884,81,0,0,9,2,0,0,0,1,3,3,0,0,4,12,8,9,4,0,0,0,1,8,3,18,5,0,0
N00000885,259,0,0,17,3,0,1,0,1,9,3,0,5,11,45,14,26,10,13,1,7,28,26,11,32,13,0,0
N00000886,154,0,0,3,0,0,0,1,1,0,1,0,0,0,20,3,22,7,9,3,14,7,23,14,18,11,0,0
N00000887,159,0,1,11,2,0,0,1,0,5,3,0,0,7,15,4,7,8,2,0,16,5,17,27,29,10,0,0
N00000888,188,1,0,10,3,0,0,4,1,1,1,1,1,7,25,4,15,10,6,0,9,7,27,20,37,7,1,0
N00000889,152,0,0,5,1,0,0,1,1,2,0,1,0,2,16,2,6,19,5,1,18,5,13,24,30,5,0,0
N00000890,192,0,0,9,2,0,1,1,0,4,1,1,1,1,17,5,21,9,4,1,24,7,22,23,33,14,0,0
N00000891,210,0,0,13,2,0,0,1,0,4,6,0,1,4,26,3,27,14,12,3,18,11,23,18,25,12,0,0
N00000892,195,0,0,7,3,1,0,0,0,1,2,0,2,4,21,5,18,4,10,1,17,11,23,26,33,13,0,0
N00000893,195,0,1,13,1,0,0,2,1,7,2,2,1,5,23,5,12,12,11,1,15,8,17,25,23,21,0,0
N00000894,163,0,0,12,1,0,0,2,1,6,2,0,3,4,16,3,18,10,8,2,11,8,13,23,18,14,0,0
N00000895,145,0,0,9,0,0,0,3,1,4,1,0,0,4,20,5,12,3,6,2,9,8,21,8,25,13,0,0
N00000896,174,0,1,8,0,0,0,2,1,3,2,0,2,2,13,1,15,11,6,3,8,6,21,23,36,18,0,0
N00000897,201,0,0,11,0,0,0,3,1,4,3,0,1,4,23,10,8,16,9,3,23,5,24,35,19,10,0,0
N00000898,196,0,0,8,0,1,0,1,0,4,2,1,0,9,18,5,20,8,12,1,16,5,18,18,35,22,0,0
N00000899,171,0,1,8,2,0,0,2,0,2,2,0,1,4,31,0,12,12,7,1,15,8,19,21,21,10,0,0
N00000900,86,0,0,4,1,0,0,1,0,2,0,0,0,7,14,4,10,3,4,0,1,3,11,5,16,4,0,0
N00000901,196,0,0,5,1,0,0,0,0,2,2,1,0,5,19,10,20,19,16,1,17,9,21,18,16,18,1,0
N00000902,204,0,0,6,0,0,0,3,0,2,1,3,1,4,31,3,14,19,9,3,20,10,19,24,28,10,0,0
N00000903,80,0,0,4,2,0,0,0,0,1,1,0,0,5,13,1,20,3,4,0,5,5,6,7,5,2,0,0
N00000904,251,0,0,7,0,0,0,0,2,4,1,0,0,7,27,6,26,18,10,1,30,8,25,33,41,12,0,0
N00000905,169,0,0,7,2,0,0,2,1,1,1,0,3,9,28,3,13,10,8,2,11,8,10,12,30,15,0,0
N00000906,126,0,0,12,2,0,1,1,2,4,2,0,5,2,21,8,5,4,3,1,4,7,6,12,26,10,0,0
N00000907,123,0,0,8,0,0,0,1,1,5,1,1,5,9,31,5,6,2,5,1,3,11,7,8,15,6,0,0
N00000908,126,0,0,8,0,0,1,0,4,3,0,1,4,5,16,2,9,1,5,0,3,15,16,10,19,12,0,0
N00000909,81,0,0,11,2,0,0,1,0,7,1,1,0,6,14,3,1,1,1,1,2,8,7,7,16,2,0,0
N00000910,113,0,0,9,0,0,0,3,1,4,1,1,1,5,25,6,11,1,6,0,2,8,11,7,15,5,0,0
N00000911,75,0,0,9,0,0,1,2,0,4,2,0,2,4,11,6,3,0,0,0,4,8,5,4,11,8,0,0
N00000912,87,0,0,10,2,0,0,1,0,3,4,0,1,2,20,1,2,0,4,1,2,9,6,8,18,3,0,0
N00000913,124,0,0,10,0,0,0,1,1,6,2,1,3,6,27,6,3,0,6,1,3,15,12,12,18,1,0,0
N00000914,129,0,0,18,3,2,0,0,2,4,7,1,2,6,19,8,12,6,2,1,1,7,6,11,18,11,0,0
N00000915,108,0,0,8,0,0,0,1,1,3,3,0,0,5,17,5,7,4,5,2,6,12,16,7,8,5,1,0
N00000916,108,0,0,9,1,0,0,0,2,4,2,1,0,8,26,7,4,3,6,0,4,4,9,8,13,6,0,0
N00000917,96,0,0,7,2,0,0,1,1,3,0,0,1,3,17,5,8,2,2,0,6,5,16,4,11,9,0,0
N00000918,133,0,0,11,1,0,0,1,2,4,3,1,2,12,29,8,12,4,2,3,6,7,8,11,12,5,0,0
N00000919,104,0,0,8,0,0,0,0,0,4,4,2,0,4,24,5,2,4,4,0,1,1,8,16,23,2,0,0
N00000920,61,0,0,6,0,0,0,0,0,4,2,0,0,4,13,1,4,1,1,0,5,8,4,5,6,3,0,0
N00000921,371,0,0,40,3,0,1,2,6,25,3,3,2,26,65,22,18,8,13,3,15,20,35,33,47,21,0,0
