GeographyCode,DC3401NI0001,DC3401NI0002,DC3401NI0003,DC3401NI0004,DC3401NI0005,DC3401NI0006,DC3401NI0007,DC3401NI0008,DC3401NI0009,DC3401NI0010,DC3401NI0011,DC3401NI0012,DC3401NI0013,DC3401NI0014,DC3401NI0015,DC3401NI0016,DC3401NI0017,DC3401NI0018,DC3401NI0019,DC3401NI0020,DC3401NI0021,DC3401NI0022,DC3401NI0023,DC3401NI0024,DC3401NI0025,DC3401NI0026,DC3401NI0027,DC3401NI0028,DC3401NI0029,DC3401NI0030,DC3401NI0031,DC3401NI0032,DC3401NI0033,DC3401NI0034,DC3401NI0035,DC3401NI0036,DC3401NI0037,DC3401NI0038,DC3401NI0039,DC3401NI0040,DC3401NI0041,DC3401NI0042,DC3401NI0043,DC3401NI0044,DC3401NI0045,DC3401NI0046,DC3401NI0047,DC3401NI0048,DC3401NI0049,DC3401NI0050,DC3401NI0051,DC3401NI0052
95DD16W1,2943,2636,44,263,140,127,0,13,36,34,0,2,21,19,0,2,237,208,3,26,25,24,0,1,78,66,2,10,221,198,3,20,184,167,4,13,25,20,0,5,169,151,3,15,143,126,3,14,2171,1949,32,190
95DD17W1,3461,3104,65,292,135,121,3,11,46,40,0,6,50,37,2,11,265,221,11,33,43,36,3,4,108,85,4,19,241,203,9,29,208,165,12,31,35,24,2,9,177,143,9,25,154,133,4,17,2645,2417,30,198
95DD18W1,1813,1206,160,447,119,87,13,19,43,28,7,8,31,17,5,9,240,156,34,50,33,14,9,10,91,39,22,30,221,146,28,47,203,132,20,51,42,22,3,17,151,113,21,17,123,65,14,44,1138,770,80,288
95DD19S1,1855,1372,198,285,85,65,13,7,19,14,4,1,20,11,4,5,184,111,52,21,27,13,7,7,89,52,16,21,184,121,37,26,171,116,33,22,25,12,11,2,102,70,20,12,86,59,12,15,1325,1008,112,205
95DD19S2,1460,1292,42,126,83,67,2,14,24,18,0,6,18,17,0,1,142,116,10,16,19,18,0,1,51,42,4,5,129,115,3,11,122,111,4,7,16,13,1,2,110,99,2,9,71,63,1,7,1024,916,27,81
95DD20W1,1742,862,565,315,86,39,29,18,30,13,10,7,19,6,10,3,264,129,98,37,39,10,17,12,149,43,83,23,212,102,74,36,204,100,73,31,46,14,24,8,163,86,51,26,129,52,55,22,1044,529,310,205
95DD21W1,2130,1407,45,678,126,101,1,24,26,21,1,4,16,8,2,6,184,126,11,47,33,14,3,16,83,48,6,29,153,103,10,40,134,84,9,41,24,13,3,8,147,122,6,19,75,54,2,19,1563,990,27,546
95DD22S1,1537,1322,51,164,83,72,1,10,18,13,2,3,14,10,1,3,159,124,12,23,20,16,0,4,52,31,6,15,126,102,7,17,113,89,6,18,18,10,1,7,107,80,6,21,88,69,5,14,1098,970,29,99
95DD22S2,1581,1220,157,204,66,54,7,5,25,15,7,3,25,15,5,5,159,104,37,18,41,24,5,12,91,52,23,16,150,92,39,19,114,63,25,26,26,12,8,6,97,70,18,9,64,47,11,6,1105,909,58,138
95DD23W1,2490,2159,19,312,122,103,1,18,32,24,1,7,18,14,1,3,217,177,3,37,30,22,2,6,85,59,2,24,197,162,3,32,160,120,3,37,34,29,0,5,151,120,5,26,132,107,3,22,1821,1605,8,208
95DD24W1,2692,2088,157,447,107,82,15,10,33,26,4,3,32,24,5,3,220,149,40,31,45,27,8,10,117,70,14,33,211,145,39,27,188,135,22,31,21,13,5,3,152,119,14,19,134,103,14,17,1950,1547,74,329
95EE01W1,1895,1579,158,158,68,51,12,5,16,15,0,1,30,17,8,5,178,130,27,21,33,26,3,4,79,48,19,12,166,125,26,15,141,103,23,15,27,19,4,4,80,66,9,5,98,71,15,12,1394,1195,91,108
95EE02W1,2095,1521,291,283,75,59,9,7,30,22,5,3,22,15,6,1,247,156,49,42,31,21,9,1,101,57,32,12,223,142,46,35,153,106,28,19,35,19,7,9,135,102,18,15,116,82,23,11,1464,1085,176,203
95EE03W1,1983,1277,446,260,107,71,25,11,28,14,10,4,37,14,15,8,253,138,87,28,49,20,19,10,116,41,54,21,230,120,82,28,170,93,51,26,34,14,9,11,136,83,38,15,120,66,37,17,1324,901,252,171
95EE04W1,1990,1592,126,272,95,68,12,15,24,21,2,1,18,14,2,2,195,143,22,30,22,17,0,5,93,61,17,15,158,109,22,27,177,125,27,25,24,15,4,5,139,99,14,26,89,70,5,14,1389,1153,61,175
95EE05W1,1497,1215,76,206,78,65,1,12,20,16,0,4,15,12,1,2,171,120,11,40,25,20,1,4,66,45,6,15,145,106,13,26,114,85,6,23,15,11,1,3,91,70,6,15,81,66,4,11,1037,853,49,135
95EE06W1,2278,1827,172,279,65,49,8,8,15,10,3,2,29,20,6,3,204,158,28,18,36,23,8,5,92,64,18,10,169,131,22,16,191,141,25,25,29,20,8,1,108,80,14,14,109,83,14,12,1683,1378,101,204
95EE07W1,1798,1264,168,366,92,71,10,11,26,18,7,1,16,10,3,3,245,166,41,38,30,15,8,7,98,55,19,24,234,158,38,38,197,129,29,39,26,13,5,8,150,103,32,15,111,73,19,19,1159,834,73,252
95EE08W1,1633,1263,31,339,125,99,5,21,21,15,2,4,16,10,2,4,198,144,9,45,22,12,1,9,83,46,3,34,170,120,6,44,135,112,2,21,31,19,2,10,98,76,4,18,83,63,2,18,1090,850,12,228
95EE09W1,1859,1482,154,223,58,45,5,8,22,13,7,2,19,15,2,2,165,120,28,17,36,20,8,8,85,52,16,17,166,116,27,23,129,89,22,18,17,11,2,4,99,68,15,16,90,76,4,10,1352,1119,87,146
95EE10W1,1797,1360,128,309,70,56,5,9,15,10,2,3,23,16,3,4,145,106,16,23,33,22,2,9,63,27,18,18,130,97,17,16,101,60,13,28,20,10,4,6,92,79,6,7,68,48,9,11,1357,1049,80,228
95EE11W1,1677,1464,68,145,79,69,4,6,22,18,2,2,19,13,3,3,155,121,13,21,27,20,4,3,56,40,7,9,157,122,16,19,99,75,8,16,13,10,1,2,110,89,9,12,89,76,4,9,1199,1077,31,91
95EE12W1,2500,1437,459,604,128,80,36,12,45,19,16,10,44,20,14,10,295,144,100,51,63,25,19,19,146,55,46,45,262,125,92,45,244,111,63,70,34,17,11,6,157,83,41,33,138,67,39,32,1685,1034,240,411
95EE13W1,1529,887,305,337,95,50,25,20,35,14,11,10,29,10,13,6,233,105,84,44,41,12,17,12,118,38,49,31,198,90,68,40,152,62,56,34,35,13,15,7,139,76,43,20,92,52,17,23,929,598,114,217
95EE14W1,2684,1996,210,478,143,113,13,17,35,21,5,9,42,29,7,6,287,192,48,47,55,41,5,9,114,63,18,33,272,190,39,43,225,159,24,42,36,23,4,9,165,118,25,22,148,108,9,31,1861,1415,113,333
95EE15W1,1728,1446,135,147,78,52,11,15,38,30,6,2,24,16,6,2,178,134,22,22,28,22,4,2,61,36,15,10,161,124,15,22,130,96,15,19,26,16,5,5,103,85,9,9,82,60,9,13,1231,1060,76,95
95EE16W1,2111,1783,103,225,90,79,5,6,27,25,1,1,28,21,3,4,204,154,28,22,41,31,3,7,82,54,9,19,188,140,25,23,109,86,9,14,18,11,4,3,123,106,7,10,99,87,7,5,1517,1305,54,158
95FF01S1,2098,1851,3,244,92,90,0,2,22,21,0,1,18,14,0,4,189,167,0,22,25,20,1,4,85,64,2,19,185,162,0,23,119,103,0,16,21,18,1,2,124,112,0,12,102,88,0,14,1534,1351,1,182
95FF01S2,2655,2106,32,517,110,97,0,13,21,16,1,4,31,24,2,5,181,148,6,27,54,33,2,19,97,67,6,24,181,149,5,27,164,125,9,30,24,17,1,6,130,115,1,14,93,74,2,17,2015,1585,16,414
95FF02W1,2817,2494,54,269,103,85,1,17,41,31,2,8,36,29,1,6,251,203,7,41,43,35,1,7,100,74,3,23,208,167,7,34,174,137,5,32,35,27,2,6,137,115,3,19,131,114,4,13,2136,1920,34,182
95FF03W1,3006,2100,273,633,128,91,16,21,34,24,2,8,38,21,7,10,302,196,55,51,68,40,14,14,186,94,50,42,273,176,46,51,255,165,36,54,42,24,6,12,173,117,24,32,136,90,24,22,2109,1514,136,459
95FF04W1,2629,2355,78,196,131,117,1,13,37,36,0,1,27,24,2,1,239,205,13,21,35,30,3,2,95,80,11,4,250,214,16,20,147,126,11,10,35,32,1,2,150,132,6,12,122,110,3,9,1921,1727,46,148
95FF05W1,2563,1745,399,419,161,112,30,19,38,23,5,10,50,27,17,6,323,188,90,45,42,19,16,7,134,68,37,29,274,157,74,43,229,126,58,45,57,31,16,10,197,132,40,25,141,85,30,26,1742,1231,222,289
95FF06S1,1974,1548,97,329,100,81,10,9,24,15,3,6,25,12,8,5,196,141,21,34,23,12,6,5,95,70,13,12,154,108,20,26,140,106,15,19,19,9,4,6,119,82,14,23,97,82,3,12,1424,1122,52,250
95FF06S2,2080,1836,67,177,75,63,4,8,13,13,0,0,13,13,0,0,131,107,10,14,41,35,4,2,70,59,5,6,129,105,10,14,140,117,9,14,28,22,2,4,73,63,4,6,78,70,2,6,1587,1415,40,132
95FF07W1,2763,1594,655,514,117,70,32,15,34,20,7,7,41,20,12,9,351,186,115,50,69,32,24,13,215,90,78,47,328,174,108,46,248,132,76,40,60,29,23,8,169,95,48,26,152,81,40,31,1859,1090,403,366
95FF08W1,2328,1731,314,283,153,109,31,13,51,33,11,7,29,17,9,3,313,170,93,50,38,23,8,7,132,72,37,23,266,167,63,36,228,138,58,32,40,20,15,5,175,118,35,22,123,78,23,22,1526,1205,144,177
95FF09W1,2521,1879,259,383,123,90,13,20,45,28,11,6,33,22,7,4,317,192,63,62,67,37,16,14,165,96,37,32,305,192,56,57,195,126,34,35,38,23,7,8,140,94,16,30,142,99,18,25,1688,1338,118,232
95FF10W1,3473,3053,116,304,122,103,7,12,40,33,2,5,40,35,3,2,270,210,26,34,58,46,7,5,122,88,20,14,258,203,20,35,231,185,12,34,32,28,1,3,170,142,10,18,158,133,5,20,2604,2338,64,202
95FF11W1,2582,2330,58,194,130,120,5,5,35,31,1,3,34,27,3,4,242,206,13,23,38,30,0,8,89,69,7,13,224,193,14,17,137,115,5,17,34,25,2,7,118,106,3,9,111,101,1,9,1953,1783,36,134
95FF12W1,2721,2285,120,316,116,97,10,9,55,50,1,4,34,25,3,6,297,233,25,39,58,40,5,13,146,91,17,38,280,218,24,38,203,156,15,32,35,26,3,6,180,150,16,14,128,111,4,13,1911,1647,61,203
95FF13W1,2708,2347,81,280,131,105,10,16,44,36,5,3,24,17,4,3,313,244,27,42,53,36,6,11,125,86,14,25,286,231,24,31,199,143,22,34,34,26,5,3,177,146,12,19,121,102,7,12,1955,1731,36,188
95FF14W1,2413,2214,21,178,118,105,3,10,41,35,1,5,22,18,0,4,222,188,7,27,32,25,1,6,77,57,4,16,202,164,8,30,148,121,3,24,24,18,0,6,144,129,3,12,121,106,3,12,1749,1637,7,105
95FF15W1,2680,1764,346,570,129,78,32,19,52,30,12,10,37,19,6,12,305,174,80,51,64,29,15,20,141,54,40,47,276,164,68,44,271,159,52,60,60,28,18,14,205,123,45,37,157,104,21,32,1805,1224,187,394
95FF16W1,2317,1872,206,239,122,102,10,10,29,19,7,3,21,9,9,3,213,147,37,29,37,17,15,5,123,71,34,18,192,150,25,17,165,109,39,17,38,18,12,8,168,142,16,10,101,70,18,13,1628,1354,111,163
95FF17W1,1717,954,283,480,102,44,29,29,33,12,11,10,39,9,15,15,250,109,91,50,50,10,18,22,141,35,51,55,213,88,75,50,179,73,49,57,39,15,14,10,115,56,34,25,109,67,24,18,1082,671,105,306
95GG01S1,1765,1273,324,168,164,106,44,14,63,32,27,4,35,14,13,8,408,252,115,41,45,22,15,8,163,70,63,30,341,206,104,31,244,161,65,18,52,25,21,6,195,120,57,18,135,84,37,14,967,763,122,82
95GG01S2,1464,914,239,311,123,77,19,27,52,33,8,11,34,16,11,7,300,176,56,68,41,17,15,9,142,56,52,34,259,139,47,73,201,117,36,48,52,25,15,12,141,75,30,36,101,58,18,25,819,546,113,160
95GG01S3,1616,1305,123,188,110,89,12,9,47,40,5,2,39,28,8,3,308,244,35,29,39,28,9,2,147,96,29,22,251,196,36,19,198,153,23,22,61,41,14,6,152,131,14,7,121,92,13,16,948,773,52,123
95GG02S1,1745,900,542,303,104,59,32,13,33,18,14,1,37,18,14,5,284,158,81,45,62,24,25,13,203,86,73,44,248,124,74,50,249,119,86,44,47,27,11,9,139,84,38,17,119,54,37,28,1043,536,323,184
95GG02S2,2018,859,716,443,96,59,24,13,36,18,10,8,45,14,21,10,341,172,111,58,75,21,46,8,239,90,89,60,306,162,96,48,294,126,107,61,50,21,22,7,164,92,40,32,134,56,52,26,1193,498,422,273
95GG02S3,2224,572,1440,212,120,27,78,15,55,6,45,4,79,14,57,8,422,85,298,39,118,25,82,11,300,56,210,34,355,63,261,31,332,63,230,39,74,11,54,9,183,38,132,13,146,37,95,14,1313,387,808,118
95GG03S1,1952,1490,66,396,99,89,5,5,35,28,2,5,26,17,6,3,151,120,11,20,36,20,10,6,82,57,11,14,122,92,14,16,165,127,11,27,22,16,3,3,123,99,4,20,69,57,4,8,1384,1054,27,303
95GG03S2,1833,1526,63,244,118,93,14,11,39,28,6,5,12,10,1,1,175,134,29,12,35,26,2,7,75,54,10,11,143,106,17,20,123,92,11,20,21,14,5,2,123,100,15,8,99,80,8,11,1285,1087,19,179
95GG03S3,2072,1259,283,530,116,74,33,9,39,22,10,7,28,11,10,7,197,112,59,26,31,10,12,9,116,47,35,34,179,102,52,25,182,96,43,43,40,24,13,3,145,89,35,21,104,50,29,25,1424,882,142,400
95GG04S1,1708,598,870,240,95,23,58,14,32,11,19,2,42,8,24,10,280,82,172,26,49,14,29,6,184,46,115,23,245,67,154,24,225,66,131,28,46,7,32,7,152,45,89,18,106,47,49,10,1028,392,470,166
95GG04S2,1564,613,819,132,87,34,40,13,39,15,20,4,30,12,17,1,235,91,121,23,66,23,36,7,156,49,90,17,204,80,111,13,208,72,115,21,32,9,19,4,112,42,59,11,103,45,47,11,960,392,496,72
95GG04S3,1636,491,745,400,116,31,60,25,45,11,22,12,27,7,15,5,290,75,159,56,56,8,37,11,187,44,104,39,248,63,130,55,215,61,104,50,49,10,30,9,147,36,81,30,108,33,51,24,920,308,384,228
95GG05S1,1777,887,246,644,69,48,13,8,20,13,2,5,10,5,4,1,135,81,34,20,41,11,20,10,83,27,28,28,115,59,37,19,132,54,34,44,22,8,11,3,79,48,17,14,80,41,19,20,1322,660,140,522
95GG05S2,2009,1018,165,826,54,36,9,9,22,13,5,4,19,9,2,8,125,79,29,17,40,18,6,16,85,33,21,31,111,67,24,20,143,76,30,37,23,11,7,5,81,48,12,21,79,42,11,26,1534,758,92,684
95GG05S3,2106,570,737,799,67,25,30,12,32,9,19,4,38,6,26,6,176,59,94,23,55,12,32,11,138,35,67,36,152,44,86,22,163,51,69,43,39,6,26,7,86,32,44,10,77,17,44,16,1542,396,475,671
95GG06S1,1866,960,617,289,86,54,24,8,35,21,10,4,28,8,14,6,258,150,82,26,48,9,29,10,145,61,60,24,251,138,91,22,229,119,83,27,42,18,19,5,142,91,46,5,123,66,45,12,1204,618,382,204
95GG06S2,1779,1213,259,307,112,89,12,11,33,27,5,1,30,16,11,3,263,185,36,42,47,25,12,10,143,74,29,40,249,177,32,40,200,122,35,43,45,29,8,8,131,95,18,18,126,84,22,20,1086,738,158,190
95GG06S3,1922,1475,251,196,79,60,12,7,24,16,5,3,17,13,4,0,187,145,25,17,38,28,7,3,140,91,28,21,202,152,32,18,171,123,33,15,21,17,3,1,125,98,13,14,98,74,15,9,1300,1020,152,128
95GG07S1,1844,1084,241,519,120,82,18,20,41,32,4,5,39,21,11,7,273,199,39,35,52,21,13,18,164,86,41,37,234,162,34,38,208,123,37,48,36,22,6,8,143,99,23,21,126,76,25,25,1141,647,123,371
95GG07S2,1922,741,676,505,81,39,28,14,28,12,12,4,45,15,23,7,298,127,121,50,75,18,41,16,198,63,92,43,254,114,89,51,248,91,87,70,52,25,22,5,111,47,43,21,138,63,56,19,1204,460,394,350
95GG07S3,1701,1033,422,246,77,47,23,7,30,15,10,5,30,16,9,5,275,146,87,42,40,19,13,8,158,74,54,30,232,124,75,33,192,91,64,37,52,30,15,7,125,78,33,14,121,56,44,21,1097,705,238,154
95GG08S1,1394,1132,133,129,71,57,6,8,26,18,4,4,22,10,8,4,177,142,24,11,24,14,7,3,74,47,21,6,144,108,26,10,139,110,19,10,21,11,6,4,94,77,11,6,83,65,12,6,934,766,72,96
95GG08S2,1730,986,413,331,105,60,30,15,38,25,11,2,45,22,10,13,251,133,88,30,61,22,23,16,155,54,67,34,249,133,91,25,215,105,78,32,49,23,21,5,109,72,24,13,137,68,49,20,1066,626,217,223
95GG08S3,1786,1079,390,317,79,54,19,6,26,19,4,3,30,17,8,5,197,108,73,16,44,24,15,5,115,55,37,23,192,103,70,19,166,90,51,25,33,19,11,3,105,57,35,13,82,47,24,11,1246,761,246,239
95GG09S1,2089,1840,51,198,102,80,9,13,26,20,2,4,17,11,3,3,174,129,18,27,25,18,5,2,60,49,3,8,154,122,14,18,128,102,8,18,25,21,1,3,128,103,8,17,97,81,5,11,1527,1375,14,138
95GG09S2,1856,1448,242,166,110,92,11,7,34,29,3,2,32,19,10,3,221,157,51,13,40,22,14,4,103,54,44,5,209,153,46,10,158,100,40,18,32,23,9,0,168,124,33,11,106,85,17,4,1229,981,124,124
95GG09S3,2110,924,841,345,113,47,54,12,46,19,18,9,41,6,32,3,283,90,157,36,62,16,39,7,169,44,106,19,287,94,160,33,237,85,122,30,33,6,23,4,173,62,89,22,119,54,44,21,1364,644,476,244
95GG10S1,1826,710,448,668,108,49,37,22,35,13,11,11,32,12,12,8,247,102,103,42,46,16,17,13,144,44,56,44,226,97,81,48,225,94,76,55,49,18,20,11,156,59,62,35,109,46,27,36,1191,441,243,507
95GG10S2,2171,616,795,760,95,38,39,18,39,11,20,8,32,10,15,7,268,106,120,42,59,14,24,21,178,52,76,50,238,73,112,53,226,62,117,47,46,17,18,11,145,57,69,19,110,32,53,25,1441,369,482,590
95GG11S1,1895,750,535,610,110,48,44,18,51,19,23,9,30,14,10,6,261,104,107,50,49,11,23,15,158,50,58,50,235,92,96,47,213,85,79,49,48,20,22,6,120,50,52,18,115,45,30,40,1218,491,293,434
95GG11S2,1636,1308,51,277,88,71,6,11,26,22,1,3,17,12,1,4,169,136,10,23,24,17,3,4,88,58,5,25,136,106,4,26,115,83,6,26,28,19,0,9,124,102,6,16,73,58,1,14,1150,908,32,210
95GG11S3,1858,1001,156,701,80,52,11,17,39,23,7,9,19,7,3,9,215,124,36,55,41,15,6,20,163,55,35,73,213,131,32,50,198,115,20,63,46,23,11,12,145,81,26,38,101,56,16,29,1229,656,67,506
95GG12S1,1488,210,125,1153,12,3,1,8,8,2,0,6,8,1,0,7,32,9,9,14,21,2,5,14,49,3,12,34,46,6,13,27,94,8,15,71,17,2,3,12,25,7,3,15,38,7,5,26,1244,175,88,981
95GG12S2,1958,207,181,1570,31,10,2,19,18,10,3,5,20,3,10,7,98,29,27,42,43,6,14,23,96,20,27,49,70,22,16,32,122,22,27,73,26,6,6,14,47,13,14,20,52,15,13,24,1603,134,107,1362
95GG12S3,1477,284,137,1056,31,13,9,9,10,4,4,2,16,5,7,4,58,18,27,13,39,10,16,13,79,16,33,30,56,19,22,15,94,25,21,48,27,5,14,8,40,19,6,15,41,13,9,19,1209,208,74,927
95GG12S4,1626,94,184,1348,30,1,8,21,16,2,5,9,14,0,6,8,65,3,32,30,31,0,12,19,118,3,48,67,69,5,34,30,87,2,25,60,17,0,9,8,40,4,17,19,49,2,16,31,1326,80,96,1150
95GG12S5,2177,491,1052,634,73,15,48,10,32,3,22,7,38,4,27,7,232,61,147,24,60,10,43,7,205,38,124,43,196,53,115,28,223,42,141,40,37,6,25,6,83,22,43,18,118,33,62,23,1529,333,678,518
95GG13S1,1329,625,471,233,82,47,28,7,34,12,14,8,29,8,18,3,193,71,90,32,38,10,23,5,112,30,66,16,169,68,74,27,152,48,77,27,34,11,19,4,109,43,45,21,81,34,36,11,858,429,263,166
95GG13S2,1731,1472,121,138,101,83,12,6,34,31,3,0,24,19,5,0,157,127,26,4,41,35,6,0,79,52,19,8,145,119,19,7,141,112,16,13,35,26,7,2,126,103,11,12,97,72,9,16,1220,1050,73,97
95GG13S3,1637,1027,381,229,136,73,47,16,31,15,12,4,19,6,7,6,263,131,106,26,30,10,11,9,120,49,49,22,239,115,98,26,176,88,59,29,42,20,16,6,133,75,44,14,86,48,27,11,1020,695,178,147
95GG14S1,1617,1496,21,100,94,85,3,6,23,20,0,3,13,10,1,2,152,137,4,11,26,16,4,6,51,44,1,6,143,136,1,6,136,126,2,8,25,22,1,2,99,89,3,7,92,86,0,6,1127,1047,14,66
95GG14S2,1597,1415,71,111,69,63,2,4,15,10,2,3,16,13,1,2,125,105,9,11,25,20,4,1,47,29,13,5,116,98,8,10,93,77,6,10,22,20,0,2,96,85,5,6,68,60,3,5,1194,1071,42,81
95GG14S3,1606,1467,32,107,78,73,3,2,31,28,3,0,27,20,4,3,141,128,8,5,36,26,7,3,66,53,7,6,136,121,8,7,103,96,5,2,8,8,0,0,76,72,0,4,82,68,3,11,1159,1063,15,81
95GG15S1,1805,1607,58,140,117,104,4,9,25,20,2,3,21,20,0,1,158,137,9,12,19,15,3,1,53,35,10,8,128,112,6,10,110,94,8,8,21,20,0,1,122,109,3,10,88,78,3,7,1311,1178,33,100
95GG15S2,2004,1668,69,267,117,98,12,7,28,23,2,3,8,6,1,1,171,140,23,8,21,17,1,3,63,51,5,7,161,135,18,8,138,109,12,17,12,9,3,0,108,89,12,7,97,82,3,12,1452,1206,33,213
95GG15S3,1881,1272,371,238,145,103,31,11,43,27,12,4,21,7,12,2,268,158,89,21,38,16,16,6,113,46,48,19,238,129,77,32,170,90,54,26,55,31,18,6,152,100,42,10,122,71,40,11,1210,858,186,166
95GG16S1,1960,1158,286,516,80,56,13,11,37,22,7,8,23,10,6,7,228,135,46,47,51,20,17,14,174,73,55,46,209,110,46,53,183,96,40,47,35,12,12,11,115,72,25,18,109,52,25,32,1327,805,162,360
95GG16S2,1920,1319,288,313,91,50,27,14,32,13,15,4,39,16,15,8,218,124,62,32,68,26,29,13,137,58,46,33,197,121,42,34,175,96,43,36,38,19,14,5,102,70,17,15,104,64,26,14,1318,959,146,213
95GG16S3,1486,1060,254,172,67,48,13,6,22,12,7,3,28,18,8,2,169,106,43,20,27,14,9,4,90,50,24,16,151,101,32,18,142,89,34,19,32,18,10,4,92,71,15,6,65,41,16,8,1034,764,151,119
95GG17S1,2031,1110,592,329,89,61,18,10,40,25,12,3,43,19,18,6,220,115,67,38,62,18,33,11,185,67,84,34,206,103,70,33,223,111,76,36,38,16,15,7,118,79,24,15,99,53,28,18,1354,753,379,222
95GG17S2,1595,1376,86,133,111,89,18,4,24,18,5,1,12,8,2,2,240,202,25,13,26,20,4,2,85,69,9,7,226,188,26,12,184,145,18,21,22,16,4,2,143,121,17,5,98,78,5,15,1008,888,33,87
95GG17S3,1704,886,542,276,101,54,36,11,30,13,12,5,33,14,11,8,270,131,101,38,42,21,11,10,154,54,74,26,242,109,91,42,241,105,93,43,56,26,18,12,130,54,59,17,83,41,29,13,1050,580,290,180
95GG18S1,2553,1122,959,472,133,61,55,17,60,26,28,6,55,19,27,9,435,193,186,56,88,26,44,18,274,107,118,49,357,152,156,49,362,160,159,43,78,20,46,12,182,91,65,26,172,70,77,25,1575,693,552,330
95GG18S2,2422,931,894,597,128,64,53,11,51,17,28,6,66,24,33,9,392,153,184,55,70,21,40,9,311,96,165,50,338,136,156,46,292,105,138,49,77,21,47,9,184,83,74,27,151,57,68,26,1529,594,486,449
95GG19S1,1961,604,1051,306,200,48,115,37,83,18,48,17,53,11,35,7,504,118,296,90,80,15,54,11,250,49,158,43,429,104,246,79,386,96,231,59,112,23,70,19,253,58,157,38,160,49,80,31,899,338,439,122
95GG19S2,2563,636,1562,365,143,24,102,17,56,7,37,12,100,11,76,13,475,63,350,62,122,15,90,17,327,46,230,51,391,69,279,43,435,77,307,51,99,17,71,11,243,49,163,31,164,23,120,21,1461,449,793,219
95GG20S1,2698,635,1265,798,137,35,81,21,69,17,42,10,59,5,51,3,403,96,261,46,81,9,59,13,267,38,184,45,351,84,219,48,356,82,222,52,96,10,76,10,218,47,132,39,163,36,100,27,1711,415,679,617
95GG20S2,2094,673,1037,384,130,35,73,22,60,10,41,9,41,6,26,9,348,84,219,45,77,14,49,14,181,29,119,33,302,77,190,35,278,85,157,36,66,7,48,11,179,47,104,28,123,43,66,14,1269,442,558,269
95GG21S1,1482,471,877,134,96,32,51,13,55,18,29,8,38,7,28,3,320,82,205,33,44,9,32,3,188,36,133,19,259,72,167,20,257,76,159,22,80,23,45,12,128,41,76,11,140,38,91,11,796,278,450,68
95GG21S2,1699,534,1028,137,81,30,43,8,38,8,22,8,62,16,40,6,294,91,179,24,70,17,45,8,230,57,154,19,285,80,185,20,265,89,157,19,66,16,44,6,111,42,61,8,108,43,61,4,1018,326,605,87
95GG21S3,1898,569,875,454,95,30,52,13,40,11,27,2,56,10,41,5,375,123,212,40,68,14,47,7,250,57,164,29,313,99,179,35,289,91,166,32,84,22,53,9,147,47,82,18,146,44,78,24,1137,333,448,356
95GG22S1,1687,1264,169,254,109,86,19,4,38,24,10,4,33,25,6,2,263,180,48,35,35,23,9,3,106,67,19,20,223,161,36,26,164,113,28,23,42,29,7,6,142,98,25,19,109,79,18,12,1081,835,75,171
95GG22S2,1894,1508,215,171,154,91,46,17,61,40,17,4,43,23,12,8,379,247,108,24,57,35,11,11,151,91,46,14,312,214,81,17,258,172,63,23,56,34,16,6,196,129,55,12,121,100,17,4,1104,953,48,103
95GG22S3,1709,1282,302,125,100,75,23,2,44,27,14,3,35,25,7,3,285,189,84,12,47,33,8,6,137,80,46,11,228,151,65,12,232,154,56,22,44,21,18,5,147,106,32,9,128,96,25,7,1050,822,152,76
95GG23S1,1418,1292,19,107,76,71,0,5,22,21,0,1,8,5,2,1,134,123,4,7,17,13,3,1,53,41,3,9,128,120,2,6,93,80,2,11,12,11,1,0,114,107,0,7,67,62,1,4,1015,924,12,79
95GG23S2,1496,1303,73,120,97,78,10,9,35,25,5,5,12,11,0,1,175,129,28,18,21,16,3,2,53,39,8,6,156,116,26,14,127,97,12,18,32,23,5,4,98,78,14,6,84,66,8,10,1035,932,30,73
95GG23S3,1585,1323,56,206,111,100,4,7,38,31,4,3,17,10,4,3,176,152,12,12,33,20,8,5,58,40,5,13,139,125,7,7,120,107,6,7,25,23,1,1,111,100,4,7,87,75,6,6,1109,913,29,167
95GG24S1,1286,1035,97,154,95,66,24,5,30,21,6,3,19,13,4,2,182,122,46,14,21,14,1,6,54,37,5,12,143,95,33,15,122,83,26,13,25,13,9,3,121,91,24,6,76,55,12,9,839,709,19,111
95GG24S2,1540,1133,64,343,98,83,6,9,30,28,0,2,26,21,1,4,203,172,7,24,28,19,2,7,123,67,11,45,199,155,10,34,176,132,10,34,39,31,0,8,132,111,1,20,93,73,2,18,954,673,37,244
95GG24S3,1538,1177,68,293,71,57,7,7,21,16,3,2,23,16,2,5,135,104,9,22,27,16,5,6,71,37,12,22,129,96,10,23,125,89,12,24,22,16,4,2,94,66,10,18,56,43,6,7,1110,861,31,218
95GG25S1,2112,1458,411,243,135,93,34,8,50,29,19,2,57,22,30,5,387,219,137,31,72,35,28,9,186,102,63,21,333,201,107,25,251,133,98,20,73,39,28,6,174,109,52,13,150,101,38,11,1286,948,169,169
95GG25S2,1839,1476,237,126,116,86,23,7,46,35,8,3,32,26,6,0,315,236,65,14,42,30,10,2,148,96,42,10,267,203,54,10,204,143,43,18,54,32,18,4,149,121,21,7,116,85,23,8,1172,983,109,80
