GeographyCode,DC4103NI0001,DC4103NI0002,DC4103NI0003,DC4103NI0004,DC4103NI0005,DC4103NI0006,DC4103NI0007,DC4103NI0008,DC4103NI0009,DC4103NI0010,DC4103NI0011,DC4103NI0012,DC4103NI0013,DC4103NI0014,DC4103NI0015,DC4103NI0016,DC4103NI0017,DC4103NI0018,DC4103NI0019,DC4103NI0020,DC4103NI0021,DC4103NI0022,DC4103NI0023,DC4103NI0024,DC4103NI0025,DC4103NI0026,DC4103NI0027,DC4103NI0028,DC4103NI0029,DC4103NI0030,DC4103NI0031,DC4103NI0032,DC4103NI0033,DC4103NI0034,DC4103NI0035,DC4103NI0036,DC4103NI0037,DC4103NI0038,DC4103NI0039,DC4103NI0040,DC4103NI0041,DC4103NI0042,DC4103NI0043,DC4103NI0044,DC4103NI0045,DC4103NI0046,DC4103NI0047,DC4103NI0048,DC4103NI0049,DC4103NI0050,DC4103NI0051,DC4103NI0052,DC4103NI0053,DC4103NI0054,DC4103NI0055,DC4103NI0056,DC4103NI0057,DC4103NI0058,DC4103NI0059,DC4103NI0060,DC4103NI0061,DC4103NI0062,DC4103NI0063,DC4103NI0064,DC4103NI0065,DC4103NI0066,DC4103NI0067,DC4103NI0068,DC4103NI0069,DC4103NI0070,DC4103NI0071,DC4103NI0072,DC4103NI0073,DC4103NI0074,DC4103NI0075,DC4103NI0076,DC4103NI0077,DC4103NI0078,DC4103NI0079,DC4103NI0080,DC4103NI0081,DC4103NI0082,DC4103NI0083,DC4103NI0084,DC4103NI0085,DC4103NI0086,DC4103NI0087,DC4103NI0088,DC4103NI0089,DC4103NI0090,DC4103NI0091,DC4103NI0092,DC4103NI0093,DC4103NI0094,DC4103NI0095,DC4103NI0096
95GG15S1,736,53,305,309,55,14,194,36,152,6,0,0,113,28,85,0,0,0,81,8,67,6,0,0,516,15,147,289,53,12,101,6,50,42,2,1,127,1,35,80,10,1,195,3,33,138,18,3,58,1,5,24,21,7,13,0,11,1,1,0,22,4,13,4,1,0,26,2,6,14,2,2,7,1,1,3,1,1,0,0,0,0,0,0,3,0,1,2,0,0,16,1,4,9,1,1
95GG15S2,890,114,426,302,41,7,304,83,211,9,0,1,148,65,81,2,0,0,156,18,130,7,0,1,548,28,202,276,38,4,68,2,40,24,2,0,150,8,55,82,5,0,212,6,49,140,15,2,51,0,16,21,12,2,45,10,31,3,1,0,22,2,11,6,3,0,38,3,13,17,3,2,5,1,2,2,0,0,0,0,0,0,0,0,1,0,1,0,0,0,32,2,10,15,3,2
95GG15S3,918,252,436,205,15,10,391,166,225,0,0,0,194,104,90,0,0,0,197,62,135,0,0,0,477,67,196,189,15,10,82,14,43,25,0,0,119,10,48,58,3,0,138,7,39,81,7,4,46,4,13,18,5,6,53,16,34,3,0,0,39,16,19,4,0,0,50,19,15,16,0,0,14,5,4,5,0,0,0,0,0,0,0,0,6,2,4,0,0,0,30,12,7,11,0,0
95GG16S1,866,361,393,99,11,2,341,199,137,4,1,0,82,56,26,0,0,0,259,143,111,4,1,0,443,132,219,83,7,2,23,8,15,0,0,0,91,21,42,28,0,0,119,10,67,36,6,0,48,10,27,9,1,1,115,63,45,6,0,1,47,20,23,4,0,0,82,30,37,12,3,0,31,8,19,3,1,0,2,2,0,0,0,0,1,1,0,0,0,0,48,19,18,9,2,0
95GG16S2,777,252,342,154,23,6,267,142,120,5,0,0,95,61,32,2,0,0,172,81,88,3,0,0,423,76,195,129,17,6,26,8,11,7,0,0,66,1,35,29,0,1,118,9,46,52,7,4,64,4,24,25,10,1,97,39,51,7,0,0,52,15,28,9,0,0,87,34,27,20,6,0,33,8,10,10,5,0,2,0,1,1,0,0,3,2,1,0,0,0,49,24,15,9,1,0
95GG16S3,587,170,279,115,18,5,168,94,71,3,0,0,71,50,21,0,0,0,97,44,50,3,0,0,373,62,186,103,17,5,39,8,26,4,1,0,63,10,34,19,0,0,117,6,52,52,5,2,56,3,22,19,9,3,63,24,34,4,1,0,35,11,18,5,1,0,46,14,22,9,1,0,18,4,7,6,1,0,0,0,0,0,0,0,3,0,3,0,0,0,25,10,12,3,0,0
95GG17S1,770,376,273,96,18,7,198,129,67,2,0,0,59,41,18,0,0,0,139,88,49,2,0,0,504,218,182,82,15,7,32,15,15,2,0,0,59,17,26,16,0,0,125,20,66,31,7,1,45,3,13,17,6,6,196,136,51,9,0,0,47,27,11,7,2,0,68,29,24,12,3,0,35,13,14,6,2,0,0,0,0,0,0,0,2,2,0,0,0,0,31,14,10,6,1,0
95GG17S2,623,149,317,128,25,4,170,81,83,5,1,0,88,55,33,0,0,0,82,26,50,5,1,0,402,54,210,111,23,4,51,9,36,6,0,0,71,7,38,24,2,0,115,1,58,45,9,2,68,5,26,25,10,2,48,13,30,4,1,0,49,19,22,7,1,0,51,14,24,12,1,0,19,3,11,4,1,0,0,0,0,0,0,0,6,3,2,1,0,0,26,8,11,7,0,0
95GG17S3,744,353,287,89,14,1,268,189,77,1,1,0,108,81,27,0,0,0,160,108,50,1,1,0,427,146,196,72,12,1,31,12,19,0,0,0,62,5,35,20,2,0,114,24,54,31,4,1,37,5,17,9,6,0,133,77,49,7,0,0,50,23,22,5,0,0,49,18,14,16,1,0,19,8,5,6,0,0,0,0,0,0,0,0,4,2,1,1,0,0,26,8,8,9,1,0
95GG18S1,1073,655,375,40,0,3,361,285,74,0,0,2,145,126,17,0,0,2,216,159,57,0,0,0,579,306,243,29,0,1,36,22,14,0,0,0,58,17,36,5,0,0,113,39,62,11,0,1,42,14,23,5,0,0,240,163,74,3,0,0,90,51,34,5,0,0,133,64,58,11,0,0,58,30,24,4,0,0,0,0,0,0,0,0,4,3,1,0,0,0,71,31,33,7,0,0
95GG18S2,1070,649,353,53,8,7,385,285,95,3,0,2,76,69,5,1,0,1,309,216,90,2,0,1,532,286,201,36,6,3,22,11,9,1,0,1,66,29,27,10,0,0,95,35,46,11,3,0,44,14,26,3,1,0,204,138,62,2,1,1,101,59,31,9,1,1,153,78,57,14,2,2,39,20,11,5,2,1,1,1,0,0,0,0,7,3,4,0,0,0,106,54,42,9,0,1
95GG19S1,1061,711,306,35,4,5,525,426,97,1,0,1,272,237,35,0,0,0,253,189,62,1,0,1,475,249,190,30,3,3,69,43,26,0,0,0,76,26,46,3,0,1,62,19,33,9,1,0,47,14,17,13,1,2,152,105,45,2,0,0,69,42,23,3,1,0,61,36,19,4,1,1,14,5,7,2,0,0,0,0,0,0,0,0,6,5,1,0,0,0,41,26,11,2,1,1
95GG19S2,1178,701,406,59,10,2,479,365,110,3,1,0,152,122,30,0,0,0,327,243,80,3,1,0,625,301,263,51,8,2,44,27,17,0,0,0,92,28,49,14,1,0,120,26,69,22,3,0,48,18,18,8,2,2,247,158,84,4,1,0,74,44,26,3,1,0,74,35,33,5,1,0,38,21,12,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,36,14,21,1,0,0
95GG20S1,1393,789,526,74,1,3,616,416,193,7,0,0,172,142,29,1,0,0,444,274,164,6,0,0,572,272,247,51,0,2,43,23,19,1,0,0,151,51,81,19,0,0,104,32,54,17,0,1,39,13,19,6,0,1,177,121,51,5,0,0,58,32,23,3,0,0,205,101,86,16,1,1,38,19,19,0,0,0,6,4,1,1,0,0,8,7,1,0,0,0,153,71,65,15,1,1
95GG20S2,966,532,364,60,9,1,392,283,108,1,0,0,152,119,33,0,0,0,240,164,75,1,0,0,473,198,222,46,7,0,36,16,20,0,0,0,87,23,49,15,0,0,107,28,55,21,3,0,39,8,24,4,3,0,158,95,58,4,1,0,46,28,16,2,0,0,101,51,34,13,2,1,46,21,20,3,2,0,0,0,0,0,0,0,7,5,2,0,0,0,48,25,12,10,0,1
95GG21S1,639,455,159,18,6,1,235,202,32,1,0,0,92,82,10,0,0,0,143,120,22,1,0,0,335,211,108,10,5,1,15,8,7,0,0,0,28,15,12,0,1,0,38,14,20,2,2,0,52,28,17,6,0,1,123,97,24,2,0,0,79,49,28,0,2,0,69,42,19,7,1,0,35,22,10,3,0,0,1,0,1,0,0,0,1,1,0,0,0,0,32,19,8,4,1,0
95GG21S2,675,510,139,21,5,0,187,171,16,0,0,0,56,53,3,0,0,0,131,118,13,0,0,0,383,262,101,17,3,0,9,8,1,0,0,0,37,22,14,1,0,0,42,21,15,6,0,0,39,15,19,3,2,0,179,145,29,4,1,0,77,51,23,3,0,0,105,77,22,4,2,0,50,34,13,2,1,0,5,5,0,0,0,0,2,2,0,0,0,0,48,36,9,2,1,0
95GG21S3,948,647,252,42,4,3,432,348,83,1,0,0,120,106,13,1,0,0,312,242,70,0,0,0,399,234,137,23,2,3,20,9,10,1,0,0,73,42,26,5,0,0,60,31,23,6,0,0,28,15,10,2,0,1,141,99,34,5,2,1,77,38,34,4,0,1,117,65,32,18,2,0,33,19,9,5,0,0,2,0,0,2,0,0,8,5,1,0,2,0,74,41,22,11,0,0
95GG22S1,733,308,322,85,11,7,275,169,102,2,0,2,130,95,31,2,0,2,145,74,71,0,0,0,390,116,195,66,9,4,44,17,26,1,0,0,54,13,30,10,1,0,107,18,53,30,3,3,52,10,21,16,4,1,79,39,37,2,1,0,54,19,28,7,0,0,68,23,25,17,2,1,23,4,9,7,2,1,1,0,1,0,0,0,9,6,1,2,0,0,35,13,14,8,0,0
95GG22S2,814,309,359,117,24,5,317,217,95,4,1,0,179,132,46,1,0,0,138,85,49,3,1,0,426,74,230,99,19,4,52,15,35,2,0,0,66,7,50,8,1,0,121,10,55,48,7,1,78,3,34,29,9,3,66,24,36,5,1,0,43,15,20,7,1,0,71,18,34,14,4,1,34,6,15,10,2,1,0,0,0,0,0,0,8,4,4,0,0,0,29,8,15,4,2,0
95GG22S3,661,220,330,95,13,3,191,100,89,2,0,0,79,47,31,1,0,0,112,53,58,1,0,0,402,100,208,79,12,3,37,8,27,2,0,0,54,11,30,13,0,0,99,7,52,38,1,1,67,13,25,18,10,1,88,42,43,3,0,0,57,19,31,5,1,1,68,20,33,14,1,0,31,6,17,7,1,0,1,0,0,1,0,0,9,6,2,1,0,0,27,8,14,5,0,0
95GG23S1,566,59,280,190,29,8,115,32,79,4,0,0,55,21,34,0,0,0,60,11,45,4,0,0,420,24,190,171,27,8,78,8,55,15,0,0,111,3,55,50,2,1,122,2,35,71,10,4,57,3,11,29,11,3,29,6,21,2,0,0,23,2,13,4,4,0,31,3,11,15,2,0,11,2,4,5,0,0,0,0,0,0,0,0,2,1,0,1,0,0,18,0,7,9,2,0
95GG23S2,579,127,220,176,48,8,178,101,76,1,0,0,101,78,23,0,0,0,77,23,53,1,0,0,382,22,135,172,46,7,52,5,33,14,0,0,60,4,25,27,4,0,140,3,33,87,12,5,87,2,19,37,27,2,31,4,20,4,3,0,12,4,5,3,0,0,19,4,9,3,2,1,7,1,4,0,1,1,1,1,0,0,0,0,3,1,1,1,0,0,8,1,4,2,1,0
95GG23S3,676,103,338,192,30,13,197,62,131,3,0,1,87,35,52,0,0,0,110,27,79,3,0,1,428,31,193,170,24,10,73,8,49,14,0,2,101,6,48,46,1,0,117,1,44,61,7,4,69,2,17,30,16,4,31,8,19,4,0,0,37,6,16,15,0,0,51,10,14,19,6,2,13,1,3,2,5,2,0,0,0,0,0,0,4,3,1,0,0,0,34,6,10,17,1,0
95GG24S1,612,161,308,118,18,7,260,111,146,3,0,0,139,75,64,0,0,0,121,36,82,3,0,0,317,41,150,104,16,6,47,7,30,10,0,0,72,6,45,21,0,0,92,4,28,50,8,2,40,3,16,11,6,4,35,18,15,2,0,0,31,3,16,10,2,0,35,9,12,11,2,1,10,1,3,4,1,1,1,0,0,0,1,0,7,3,4,0,0,0,17,5,5,7,0,0
95GG24S2,712,280,323,89,19,1,259,151,106,2,0,0,88,60,28,0,0,0,171,91,78,2,0,0,409,104,208,79,17,1,64,15,45,4,0,0,100,24,57,18,1,0,89,9,48,29,3,0,57,9,15,19,13,1,72,36,32,4,0,0,27,11,11,5,0,0,44,25,9,8,2,0,17,8,2,5,2,0,1,1,0,0,0,0,6,6,0,0,0,0,20,10,7,3,0,0
95GG24S3,621,148,266,163,41,3,195,83,107,2,1,2,79,34,44,0,0,1,116,49,63,2,1,1,385,59,142,151,32,1,36,5,24,6,1,0,79,14,29,34,2,0,144,11,41,76,16,0,55,5,9,29,11,1,45,20,23,2,0,0,26,4,16,4,2,0,41,6,17,10,8,0,14,5,4,4,1,0,0,0,0,0,0,0,1,1,0,0,0,0,26,0,13,6,7,0
95GG25S1,868,383,345,110,24,6,280,195,83,2,0,0,141,103,37,1,0,0,139,92,46,1,0,0,501,162,224,92,18,5,48,16,31,1,0,0,68,14,46,8,0,0,121,11,55,46,8,1,71,11,32,20,5,3,120,73,35,9,2,1,73,37,25,8,3,0,87,26,38,16,6,1,32,7,13,9,3,0,0,0,0,0,0,0,7,3,2,1,0,1,48,16,23,6,3,0
95GG25S2,716,266,329,101,17,3,224,137,86,1,0,0,91,75,16,0,0,0,133,62,70,1,0,0,416,107,205,88,15,1,30,11,17,2,0,0,44,6,25,12,1,0,123,14,55,46,8,0,54,7,26,14,6,1,89,47,36,6,0,0,76,22,46,8,0,0,76,22,38,12,2,2,36,7,18,9,1,1,0,0,0,0,0,0,3,1,2,0,0,0,37,14,18,3,1,1
95GG25S3,610,272,268,58,9,3,164,109,52,3,0,0,58,49,9,0,0,0,106,60,43,3,0,0,377,133,189,44,8,3,23,9,13,1,0,0,35,7,25,3,0,0,95,20,49,23,2,1,35,6,13,9,5,2,111,54,53,3,1,0,78,37,36,5,0,0,69,30,27,11,1,0,33,11,14,8,0,0,0,0,0,0,0,0,5,3,2,0,0,0,31,16,11,3,1,0
95GG26S1,848,401,369,66,12,0,273,187,86,0,0,0,83,63,20,0,0,0,190,124,66,0,0,0,505,187,251,57,10,0,64,22,41,1,0,0,73,22,43,8,0,0,92,14,58,17,3,0,55,9,20,20,6,0,153,91,57,5,0,0,68,29,32,6,1,0,70,27,32,9,2,0,35,13,18,3,1,0,0,0,0,0,0,0,6,5,1,0,0,0,29,9,13,6,1,0
95GG26S2,806,406,326,65,6,3,290,195,90,3,1,1,128,92,35,1,0,0,162,103,55,2,1,1,474,194,221,54,4,1,60,26,33,1,0,0,80,21,55,4,0,0,78,14,42,20,2,0,60,7,36,14,2,1,129,86,36,7,0,0,67,40,19,8,0,0,42,17,15,8,1,1,21,7,8,4,1,1,0,0,0,0,0,0,3,3,0,0,0,0,18,7,7,4,0,0
95GG27S1,487,88,247,125,24,3,85,38,47,0,0,0,20,12,8,0,0,0,65,26,39,0,0,0,338,37,176,104,18,3,14,0,14,0,0,0,36,4,23,8,1,0,124,5,47,65,5,2,36,3,11,10,11,1,89,18,60,11,0,0,39,7,21,10,1,0,64,13,24,21,6,0,34,6,9,14,5,0,0,0,0,0,0,0,1,1,0,0,0,0,29,6,15,7,1,0
95GG27S2,607,247,265,81,13,1,169,101,67,1,0,0,39,26,13,0,0,0,130,75,54,1,0,0,364,121,166,67,9,1,18,5,13,0,0,0,35,5,17,13,0,0,101,15,44,37,4,1,33,5,23,2,3,0,124,61,52,10,1,0,53,30,17,5,1,0,74,25,32,13,4,0,37,11,19,5,2,0,0,0,0,0,0,0,5,3,1,1,0,0,32,11,12,7,2,0
95GG27S3,727,314,307,95,6,5,241,156,84,1,0,0,47,30,16,1,0,0,194,126,68,0,0,0,397,119,189,78,6,5,42,9,30,3,0,0,46,9,24,13,0,0,75,8,40,22,3,2,68,4,32,27,3,2,105,61,39,4,0,1,61,28,24,9,0,0,89,39,34,16,0,0,37,12,14,11,0,0,0,0,0,0,0,0,1,1,0,0,0,0,51,26,20,5,0,0
95GG27S4,646,315,261,62,6,2,191,125,64,2,0,0,66,46,20,0,0,0,125,79,44,2,0,0,391,163,167,55,4,2,34,11,22,1,0,0,48,17,26,4,0,1,67,15,29,22,1,0,47,10,21,15,0,1,120,70,42,7,1,0,75,40,27,6,2,0,64,27,30,5,2,0,36,12,20,3,1,0,2,0,2,0,0,0,4,3,1,0,0,0,22,12,7,2,1,0
95GG28S1,839,174,414,208,37,6,203,99,102,1,1,0,69,43,26,0,0,0,134,56,76,1,1,0,591,65,291,196,33,6,58,10,44,4,0,0,121,12,72,34,3,0,223,4,91,110,16,2,64,3,18,25,14,4,90,31,42,17,0,0,35,5,24,6,0,0,45,10,21,11,3,0,18,1,8,8,1,0,1,1,0,0,0,0,4,2,2,0,0,0,22,6,11,3,2,0
95GG28S2,712,233,327,129,20,3,195,113,82,0,0,0,105,68,37,0,0,0,90,45,45,0,0,0,467,104,221,123,16,3,58,23,33,2,0,0,95,11,58,24,1,1,129,15,52,58,4,0,68,3,23,30,10,2,78,35,38,5,0,0,39,17,17,4,1,0,50,16,24,6,4,0,15,4,7,1,3,0,1,1,0,0,0,0,5,4,1,0,0,0,29,7,16,5,1,0
95GG28S3,774,410,300,56,6,2,238,170,63,5,0,0,58,49,9,0,0,0,180,121,54,5,0,0,479,211,217,45,4,2,38,19,17,2,0,0,74,17,43,11,1,2,81,27,43,10,1,0,50,5,30,13,2,0,169,108,57,4,0,0,67,35,27,5,0,0,57,29,20,6,2,0,31,16,12,3,0,0,2,1,0,0,1,0,6,4,2,0,0,0,18,8,6,3,1,0
95GG29S1,1083,556,447,73,5,2,438,274,161,3,0,0,137,110,27,0,0,0,301,164,134,3,0,0,552,234,252,61,3,2,38,24,13,1,0,0,130,38,68,23,0,1,129,41,63,24,1,0,32,9,18,4,0,1,166,98,65,3,0,0,57,24,25,6,2,0,93,48,34,9,2,0,22,14,8,0,0,0,1,0,0,1,0,0,5,3,2,0,0,0,65,31,24,8,2,0
95GG29S2,1347,523,640,165,13,6,563,299,259,4,1,0,161,126,33,2,0,0,402,173,226,2,1,0,657,188,332,129,5,3,47,14,33,0,0,0,199,36,104,55,3,1,175,34,88,50,2,1,38,13,16,8,0,1,150,76,65,9,0,0,48,15,26,7,0,0,127,36,49,32,7,3,33,14,13,6,0,0,0,0,0,0,0,0,2,1,1,0,0,0,92,21,35,26,7,3
95GG30S1,763,279,313,149,18,4,291,173,115,3,0,0,126,88,37,1,0,0,165,85,78,2,0,0,433,92,184,136,17,4,69,16,45,8,0,0,102,13,42,40,6,1,120,9,36,68,6,1,29,2,10,10,5,2,62,29,28,5,0,0,51,23,23,5,0,0,39,14,14,10,1,0,11,3,4,3,1,0,1,1,0,0,0,0,5,4,1,0,0,0,22,6,9,7,0,0
95GG30S2,695,94,303,256,33,9,201,68,130,3,0,0,93,47,46,0,0,0,108,21,84,3,0,0,459,24,159,237,32,7,87,9,49,27,1,1,109,3,33,66,7,0,172,4,33,123,10,2,45,2,10,15,14,4,30,3,24,3,0,0,16,3,10,3,0,0,35,2,14,16,1,2,13,0,5,8,0,0,1,1,0,0,0,0,3,1,2,0,0,0,18,0,7,8,1,2
95GG30S3,625,86,336,165,35,3,140,47,91,1,1,0,75,34,40,1,0,0,65,13,51,0,1,0,454,35,229,157,30,3,90,8,73,9,0,0,105,4,61,37,2,1,123,6,43,70,3,1,75,2,18,31,23,1,39,9,24,4,2,0,22,6,10,6,0,0,31,4,16,7,4,0,13,0,7,3,3,0,0,0,0,0,0,0,1,0,1,0,0,0,17,4,8,4,1,0
95GG31S1,793,116,427,207,33,10,152,44,103,4,1,0,51,24,27,0,0,0,101,20,76,4,1,0,575,63,291,185,27,9,70,9,55,6,0,0,86,2,49,32,2,1,187,6,78,92,9,2,93,4,36,33,14,6,98,30,56,12,0,0,41,12,17,10,2,0,66,9,33,18,5,1,37,2,20,14,1,0,2,2,0,0,0,0,0,0,0,0,0,0,27,5,13,4,4,1
95GG31S2,800,256,384,125,29,6,196,108,84,4,0,0,93,60,32,1,0,0,103,48,52,3,0,0,547,134,274,107,27,5,86,19,61,6,0,0,78,14,51,13,0,0,128,15,56,47,9,1,81,8,31,26,13,3,112,50,52,5,4,1,62,28,23,10,1,0,57,14,26,14,2,1,29,5,13,8,2,1,0,0,0,0,0,0,3,1,1,1,0,0,25,8,12,5,0,0
95GG31S3,870,414,359,73,18,6,219,151,67,1,0,0,60,44,15,1,0,0,159,107,52,0,0,0,567,225,258,64,16,4,59,10,48,1,0,0,68,22,38,7,1,0,89,14,45,25,5,0,63,13,23,20,4,3,227,137,78,7,4,1,61,29,26,4,2,0,84,38,34,8,2,2,48,20,20,5,2,1,0,0,0,0,0,0,4,3,1,0,0,0,32,15,13,3,0,1
95GG32S1,1257,470,566,184,32,5,346,224,115,7,0,0,106,85,21,0,0,0,240,139,94,7,0,0,794,205,403,158,23,5,46,11,32,3,0,0,150,16,78,51,1,4,218,24,120,61,13,0,56,4,26,19,7,0,268,132,121,13,1,1,56,18,26,11,1,0,117,41,48,19,9,0,70,24,29,11,6,0,0,0,0,0,0,0,1,1,0,0,0,0,46,16,19,8,3,0
95GG32S2,698,309,286,81,17,5,262,179,77,5,0,1,110,93,16,1,0,0,152,86,61,4,0,1,398,117,190,72,15,4,51,16,34,1,0,0,67,14,31,19,3,0,117,19,67,24,5,2,55,8,21,17,7,2,74,47,23,4,0,0,34,13,14,7,0,0,38,13,19,4,2,0,10,3,4,1,2,0,1,0,1,0,0,0,5,4,1,0,0,0,22,6,13,3,0,0
95GG32S3,694,210,351,105,21,7,230,130,93,7,0,0,117,76,39,2,0,0,113,54,54,5,0,0,417,70,235,92,13,7,49,10,37,2,0,0,82,12,50,20,0,0,113,13,53,37,7,3,67,2,29,27,6,3,67,24,40,3,0,0,39,9,26,3,0,1,47,10,23,6,8,0,15,5,8,1,1,0,0,0,0,0,0,0,4,2,0,2,0,0,28,3,15,3,7,0
95GG33S1,737,52,267,313,82,23,167,29,130,7,0,1,72,16,53,2,0,1,95,13,77,5,0,0,518,15,117,289,75,22,78,0,31,45,1,1,129,7,39,76,7,0,172,2,18,118,24,10,92,0,6,35,41,10,20,2,13,4,1,0,27,4,10,11,1,1,52,8,20,17,7,0,8,1,0,4,3,0,1,1,0,0,0,0,3,0,3,0,0,0,40,6,17,13,4,0
95GG33S2,618,78,223,227,62,28,172,59,103,9,1,0,79,28,47,4,0,0,93,31,56,5,1,0,409,15,106,206,58,24,50,2,25,21,2,0,97,6,27,52,12,0,160,2,25,100,24,9,54,1,9,16,17,11,18,2,9,5,1,1,30,2,11,12,2,3,37,4,14,12,3,4,5,0,2,2,1,0,2,1,0,0,0,1,4,1,3,0,0,0,26,2,9,10,2,3
95GG33S3,840,161,397,222,51,9,302,95,195,9,2,1,108,39,67,2,0,0,194,56,128,7,2,1,446,37,168,195,42,4,48,6,29,12,1,0,131,15,63,45,8,0,166,5,34,109,16,2,46,1,8,19,16,2,35,6,23,5,1,0,20,4,11,5,0,0,92,29,34,18,7,4,6,2,1,1,2,0,3,0,0,2,0,1,3,2,0,1,0,0,80,25,33,14,5,3
95GG34S1,650,264,275,95,13,3,252,161,89,2,0,0,125,98,27,0,0,0,127,63,62,2,0,0,350,87,169,81,12,1,38,17,20,1,0,0,69,10,36,23,0,0,114,18,56,33,6,1,29,4,8,13,4,0,61,23,34,3,1,0,39,15,15,8,1,0,48,16,17,12,1,2,18,5,11,0,0,2,0,0,0,0,0,0,2,0,2,0,0,0,28,11,4,12,1,0
95GG34S2,553,58,273,171,42,9,90,30,56,4,0,0,41,18,22,1,0,0,49,12,34,3,0,0,429,25,203,154,38,9,56,6,39,10,1,0,64,4,38,20,1,1,147,6,51,72,14,4,98,3,34,39,18,4,27,1,22,3,1,0,37,5,19,10,3,0,34,3,14,13,4,0,15,2,6,5,2,0,0,0,0,0,0,0,2,1,1,0,0,0,17,0,7,8,2,0
95GG34S3,796,112,432,213,34,5,253,66,181,6,0,0,87,31,54,2,0,0,166,35,127,4,0,0,473,41,220,181,28,3,41,6,27,8,0,0,133,8,67,55,3,0,164,9,67,76,10,2,60,1,15,32,11,1,49,9,34,5,1,0,26,8,10,5,3,0,70,5,31,26,6,2,9,0,5,3,0,1,0,0,0,0,0,0,5,2,2,1,0,0,56,3,24,22,6,1
95GG35S1,867,588,247,27,5,0,331,258,73,0,0,0,113,89,24,0,0,0,218,169,49,0,0,0,400,248,134,15,3,0,29,18,11,0,0,0,49,21,26,2,0,0,46,15,27,3,1,0,40,15,20,3,2,0,154,124,27,3,0,0,82,55,23,4,0,0,136,82,40,12,2,0,48,25,16,7,0,0,2,1,0,1,0,0,14,11,3,0,0,0,72,45,21,4,2,0
95GG35S2,731,521,183,20,3,4,337,271,64,0,0,2,84,68,15,0,0,1,253,203,49,0,0,1,324,205,100,15,2,2,13,6,7,0,0,0,34,18,16,0,0,0,40,17,16,7,0,0,37,20,12,3,1,1,124,95,28,1,0,0,76,49,21,4,1,1,70,45,19,5,1,0,29,17,10,2,0,0,1,1,0,0,0,0,8,4,3,1,0,0,32,23,6,2,1,0
95GG35S3,646,420,199,25,0,2,229,179,49,1,0,0,50,45,5,0,0,0,179,134,44,1,0,0,350,203,129,17,0,1,19,13,5,1,0,0,34,19,15,0,0,0,59,21,27,11,0,0,26,8,16,2,0,0,147,103,41,2,0,1,65,39,25,1,0,0,67,38,21,7,0,1,35,11,18,6,0,0,0,0,0,0,0,0,3,3,0,0,0,0,29,24,3,1,0,1
95GG36S1,827,203,439,164,17,4,307,126,179,2,0,0,124,81,43,0,0,0,183,45,136,2,0,0,442,55,228,141,14,4,47,7,37,3,0,0,137,16,69,44,7,1,148,10,71,64,2,1,44,2,17,18,5,2,42,13,27,2,0,0,24,7,7,10,0,0,78,22,32,21,3,0,25,6,15,4,0,0,0,0,0,0,0,0,3,3,0,0,0,0,50,13,17,17,3,0
95GG36S2,836,144,394,266,21,11,267,102,157,8,0,0,139,83,55,1,0,0,128,19,102,7,0,0,531,34,223,245,19,10,66,12,41,12,0,1,133,6,60,63,4,0,195,6,54,125,7,3,66,1,21,31,8,5,33,3,26,3,0,1,38,6,21,11,0,0,38,8,14,13,2,1,10,1,4,4,1,0,0,0,0,0,0,0,5,2,2,1,0,0,23,5,8,8,1,1
95GG36S3,818,140,421,212,37,8,266,96,165,5,0,0,127,70,56,1,0,0,139,26,109,4,0,0,515,39,241,192,36,7,67,10,46,11,0,0,113,10,53,46,4,0,170,3,66,84,16,1,88,1,32,35,14,6,53,11,35,7,0,0,24,4,9,9,2,0,37,5,15,15,1,1,10,1,4,4,0,1,0,0,0,0,0,0,4,0,0,3,1,0,23,4,11,8,0,0
95GG37S1,779,104,368,260,35,12,192,54,133,3,2,0,46,16,30,0,0,0,146,38,103,3,2,0,513,30,214,234,26,9,54,5,38,11,0,0,149,10,65,67,5,2,197,5,62,118,10,2,53,1,18,21,8,5,32,7,19,6,0,0,28,2,12,11,3,0,74,20,21,23,7,3,11,3,3,5,0,0,0,0,0,0,0,0,2,1,0,1,0,0,61,16,18,17,7,3
95GG37S2,819,222,395,167,26,9,295,130,163,2,0,0,90,62,28,0,0,0,205,68,135,2,0,0,428,72,195,136,18,7,36,9,20,7,0,0,134,14,70,45,5,0,134,17,53,58,4,2,53,4,17,21,7,4,47,24,22,1,0,0,24,4,13,4,2,1,96,20,37,29,8,2,14,4,6,2,2,0,1,1,0,0,0,0,0,0,0,0,0,0,81,15,31,27,6,2
95GG37S3,1089,247,580,225,34,3,444,136,296,12,0,0,111,74,37,0,0,0,333,62,259,12,0,0,464,73,239,141,11,0,36,6,29,1,0,0,210,28,105,74,3,0,122,16,54,46,6,0,23,2,7,12,2,0,40,13,26,1,0,0,33,8,18,7,0,0,181,38,45,72,23,3,13,6,3,3,1,0,3,1,1,0,0,1,1,1,0,0,0,0,164,30,41,69,22,2
