GeographyCode,DC2415NI0001,DC2415NI0002,DC2415NI0003,DC2415NI0004,DC2415NI0005,DC2415NI0006,DC2415NI0007,DC2415NI0008,DC2415NI0009,DC2415NI0010,DC2415NI0011,DC2415NI0012,DC2415NI0013,DC2415NI0014,DC2415NI0015,DC2415NI0016,DC2415NI0017,DC2415NI0018,DC2415NI0019,DC2415NI0020,DC2415NI0021,DC2415NI0022,DC2415NI0023,DC2415NI0024,DC2415NI0025,DC2415NI0026,DC2415NI0027,DC2415NI0028,DC2415NI0029,DC2415NI0030,DC2415NI0031,DC2415NI0032,DC2415NI0033,DC2415NI0034,DC2415NI0035,DC2415NI0036,DC2415NI0037,DC2415NI0038,DC2415NI0039,DC2415NI0040,DC2415NI0041,DC2415NI0042,DC2415NI0043,DC2415NI0044,DC2415NI0045,DC2415NI0046,DC2415NI0047,DC2415NI0048,DC2415NI0049,DC2415NI0050,DC2415NI0051,DC2415NI0052,DC2415NI0053,DC2415NI0054,DC2415NI0055,DC2415NI0056,DC2415NI0057,DC2415NI0058,DC2415NI0059,DC2415NI0060,DC2415NI0061,DC2415NI0062,DC2415NI0063,DC2415NI0064,DC2415NI0065,DC2415NI0066,DC2415NI0067,DC2415NI0068,DC2415NI0069,DC2415NI0070,DC2415NI0071,DC2415NI0072,DC2415NI0073,DC2415NI0074,DC2415NI0075,DC2415NI0076,DC2415NI0077,DC2415NI0078,DC2415NI0079,DC2415NI0080,DC2415NI0081,DC2415NI0082,DC2415NI0083,DC2415NI0084,DC2415NI0085,DC2415NI0086,DC2415NI0087,DC2415NI0088,DC2415NI0089,DC2415NI0090,DC2415NI0091,DC2415NI0092,DC2415NI0093,DC2415NI0094,DC2415NI0095,DC2415NI0096,DC2415NI0097,DC2415NI0098,DC2415NI0099,DC2415NI0100,DC2415NI0101,DC2415NI0102,DC2415NI0103,DC2415NI0104,DC2415NI0105,DC2415NI0106,DC2415NI0107,DC2415NI0108,DC2415NI0109,DC2415NI0110,DC2415NI0111,DC2415NI0112,DC2415NI0113,DC2415NI0114,DC2415NI0115,DC2415NI0116,DC2415NI0117,DC2415NI0118,DC2415NI0119,DC2415NI0120,DC2415NI0121,DC2415NI0122,DC2415NI0123,DC2415NI0124,DC2415NI0125,DC2415NI0126,DC2415NI0127,DC2415NI0128,DC2415NI0129,DC2415NI0130,DC2415NI0131,DC2415NI0132,DC2415NI0133,DC2415NI0134,DC2415NI0135,DC2415NI0136,DC2415NI0137,DC2415NI0138,DC2415NI0139,DC2415NI0140,DC2415NI0141,DC2415NI0142,DC2415NI0143,DC2415NI0144,DC2415NI0145,DC2415NI0146,DC2415NI0147,DC2415NI0148,DC2415NI0149,DC2415NI0150
95PP,23069,13235,9231,140,463,3702,2351,1249,18,84,9098,5224,3591,69,214,7403,4100,3126,42,135,2866,1560,1265,11,30,16713,9318,7064,87,244,1383,826,537,5,15,6094,3407,2553,36,98,6521,3599,2782,36,104,2715,1486,1192,10,27,69,38,29,1,1,16,12,4,0,0,35,20,14,0,1,13,4,8,1,0,5,2,3,0,0,2170,1478,629,13,50,1132,774,334,2,22,900,606,259,11,24,111,79,29,0,3,27,19,7,0,1,3361,1975,1190,35,161,888,561,274,9,44,1733,999,625,20,89,642,372,238,5,27,98,43,53,1,1,756,426,319,4,7,283,178,100,2,3,336,192,140,2,2,116,46,69,0,1,21,10,10,0,1
95QQ,13297,3191,9467,89,550,2873,841,1878,18,136,5594,1346,3971,40,237,3573,752,2651,24,146,1257,252,967,7,31,9564,2098,7066,55,345,1009,260,714,4,31,4109,919,3005,26,159,3263,683,2436,18,126,1183,236,911,7,29,77,18,51,0,8,8,1,6,0,1,50,16,29,0,5,14,1,11,0,2,5,0,5,0,0,1424,402,960,11,51,906,271,593,7,35,460,118,325,4,13,48,10,36,0,2,10,3,6,0,1,1927,599,1172,21,135,814,270,473,7,64,851,264,524,8,55,213,52,140,6,15,49,13,35,0,1,305,74,218,2,11,136,39,92,0,5,124,29,88,2,5,35,6,28,0,1,10,0,10,0,0
95RR,12098,6878,4949,52,219,2359,1415,865,18,61,5013,2840,2054,20,99,3503,1964,1480,9,50,1223,659,550,5,9,8330,4657,3533,23,117,696,425,261,0,10,3303,1828,1410,10,55,3151,1772,1328,8,43,1180,632,534,5,9,62,32,28,1,1,12,9,2,0,1,30,11,19,0,0,19,11,7,1,0,1,1,0,0,0,1557,886,625,8,38,843,483,332,6,22,629,356,256,2,15,73,39,33,0,1,12,8,4,0,0,1853,1165,613,18,57,674,424,214,10,26,942,595,312,8,27,215,132,79,0,4,22,14,8,0,0,296,138,150,2,6,134,74,56,2,2,109,50,57,0,2,45,10,33,0,2,8,4,4,0,0
95SS,45723,15205,28044,420,2054,8752,3567,4716,75,394,19170,6481,11543,207,939,13646,4131,8821,112,582,4155,1026,2964,26,139,32322,10080,20824,272,1146,2751,1039,1627,21,64,13285,4332,8333,133,487,12325,3730,8028,94,473,3961,979,2836,24,122,364,150,192,1,21,44,18,26,0,0,214,98,100,1,15,95,31,58,0,6,11,3,8,0,0,7699,3221,4078,63,337,4360,1922,2218,36,184,2990,1189,1647,24,130,310,99,188,3,20,39,11,25,0,3,4345,1478,2269,77,521,1130,430,553,15,132,2301,763,1193,47,298,802,254,456,13,79,112,31,67,2,12,993,276,681,7,29,467,158,292,3,14,380,99,270,2,9,114,17,91,2,4,32,2,28,0,2
95TT,15037,9366,5366,87,218,2152,1236,859,16,41,5511,3362,2012,36,101,5055,3264,1707,28,56,2319,1504,788,7,20,11051,7021,3859,66,105,764,445,308,6,5,3662,2259,1336,25,42,4425,2878,1476,28,43,2200,1439,739,7,15,55,32,22,0,1,10,6,4,0,0,26,13,12,0,1,15,11,4,0,0,4,2,2,0,0,1278,688,566,2,22,640,347,282,1,10,533,286,236,1,10,85,43,40,0,2,20,12,8,0,0,2171,1371,698,15,87,530,320,176,8,26,1104,704,348,7,45,459,302,146,0,11,78,45,28,0,5,482,254,221,4,3,208,118,89,1,0,186,100,80,3,3,71,30,41,0,0,17,6,11,0,0
95UU,6608,3761,2677,27,143,1262,692,536,6,28,2832,1618,1130,13,71,1834,1034,755,7,38,680,417,256,1,6,4453,2604,1763,13,73,400,231,161,2,6,1814,1073,705,6,30,1609,915,658,5,31,630,385,239,0,6,24,13,11,0,0,2,1,1,0,0,15,8,7,0,0,5,3,2,0,0,2,1,1,0,0,890,406,461,2,21,455,215,230,0,10,365,164,190,1,10,57,18,37,1,1,13,9,4,0,0,1042,629,355,12,46,322,204,102,4,12,553,321,197,6,29,140,87,47,1,5,27,17,9,1,0,199,109,87,0,3,83,41,42,0,0,85,52,31,0,2,23,11,11,0,1,8,5,3,0,0
95VV,35031,27617,6660,176,578,6466,5260,1025,42,139,14316,11352,2626,77,261,10293,8056,2050,43,144,3956,2949,959,14,34,24436,19191,4909,84,252,2308,1856,428,2,22,9279,7369,1771,39,100,9113,7169,1811,30,103,3736,2797,899,13,27,135,95,34,1,5,33,23,10,0,0,74,52,16,1,5,21,16,5,0,0,7,4,3,0,0,3590,3029,487,16,58,1819,1546,232,8,33,1525,1284,213,6,22,201,167,30,1,3,45,32,12,1,0,5955,4607,1023,70,255,1928,1534,283,28,83,3054,2350,545,30,129,837,627,162,12,36,136,96,33,0,7,915,695,207,5,8,378,301,72,4,1,384,297,81,1,5,121,77,42,0,2,32,20,12,0,0
95WW,33971,6823,24910,382,1856,6933,1063,5349,90,431,14839,3074,10744,170,851,9743,2217,6945,98,483,2456,469,1872,24,91,24954,5277,18289,259,1129,2583,446,2005,40,92,11020,2341,8039,111,529,9012,2043,6462,85,422,2339,447,1783,23,86,298,86,178,7,27,38,13,18,2,5,199,55,118,4,22,52,15,36,1,0,9,3,6,0,0,4481,511,3645,36,289,2703,298,2217,18,170,1613,187,1301,17,108,149,23,116,0,10,16,3,11,1,1,3616,877,2288,68,383,1303,272,853,21,157,1769,467,1095,35,172,471,125,284,12,50,73,13,56,0,4,622,72,510,12,28,306,34,256,9,7,238,24,191,3,20,59,11,47,0,1,19,3,16,0,0
95XX,33255,4308,26033,364,2550,5815,786,4467,55,507,14421,1835,11264,197,1125,10378,1368,8161,86,763,2641,319,2141,26,155,24749,3068,19897,242,1542,2278,294,1862,14,108,10511,1257,8465,128,661,9433,1213,7510,74,636,2527,304,2060,26,137,382,62,274,4,42,58,6,38,0,14,242,42,174,4,22,78,13,60,0,5,4,1,2,0,1,3276,343,2612,36,285,1854,214,1461,16,163,1277,116,1031,20,110,134,13,111,0,10,11,0,9,0,2,4311,784,2809,77,641,1352,243,877,24,208,2199,404,1443,41,311,673,123,429,12,109,87,14,60,0,13,537,51,441,5,40,273,29,229,1,14,192,16,151,4,21,60,6,51,0,3,12,0,10,0,2
95YY,18443,12619,5432,104,288,3149,2286,778,16,69,7190,4930,2087,41,132,5713,3830,1781,35,67,2391,1573,786,12,20,12885,8652,4044,70,119,897,627,259,2,9,4624,3117,1435,29,43,5088,3401,1605,28,54,2276,1507,745,11,13,56,37,18,0,1,10,8,2,0,0,28,21,7,0,0,15,8,7,0,0,3,0,2,0,1,1813,1358,420,6,29,955,733,204,5,13,753,552,185,1,15,82,56,25,0,1,23,17,6,0,0,3116,2202,760,26,128,1020,732,238,9,41,1561,1098,382,10,71,457,327,114,6,10,78,45,26,1,6,573,370,190,2,11,267,186,75,0,6,224,142,78,1,3,71,38,30,1,2,11,4,7,0,0
95ZZ,14817,9496,5154,45,122,3357,2435,892,5,25,6234,4144,2013,20,57,3700,2113,1539,17,31,1526,804,710,3,9,9623,5935,3597,34,57,941,676,261,1,3,3923,2594,1295,13,21,3305,1899,1365,17,24,1454,766,676,3,9,51,35,16,0,0,10,8,2,0,0,26,17,9,0,0,14,10,4,0,0,1,0,1,0,0,2338,1703,613,5,17,1250,932,311,3,4,944,673,256,2,13,117,80,37,0,0,27,18,9,0,0,2285,1527,709,5,44,911,652,241,1,17,1143,755,361,4,23,207,109,94,0,4,24,11,13,0,0,520,296,219,1,4,245,167,77,0,1,198,105,92,1,0,57,15,39,0,3,20,9,11,0,0
