GeographyCode,DC2122NI0001,DC2122NI0002,DC2122NI0003,DC2122NI0004,DC2122NI0005,DC2122NI0006,DC2122NI0007,DC2122NI0008,DC2122NI0009,DC2122NI0010,DC2122NI0011,DC2122NI0012,DC2122NI0013,DC2122NI0014,DC2122NI0015,DC2122NI0016,DC2122NI0017,DC2122NI0018,DC2122NI0019,DC2122NI0020,DC2122NI0021,DC2122NI0022,DC2122NI0023,DC2122NI0024,DC2122NI0025,DC2122NI0026,DC2122NI0027,DC2122NI0028,DC2122NI0029,DC2122NI0030,DC2122NI0031,DC2122NI0032,DC2122NI0033,DC2122NI0034,DC2122NI0035,DC2122NI0036,DC2122NI0037,DC2122NI0038,DC2122NI0039,DC2122NI0040,DC2122NI0041,DC2122NI0042,DC2122NI0043,DC2122NI0044,DC2122NI0045,DC2122NI0046,DC2122NI0047,DC2122NI0048,DC2122NI0049,DC2122NI0050,DC2122NI0051,DC2122NI0052,DC2122NI0053,DC2122NI0054,DC2122NI0055,DC2122NI0056,DC2122NI0057,DC2122NI0058,DC2122NI0059,DC2122NI0060,DC2122NI0061,DC2122NI0062,DC2122NI0063,DC2122NI0064,DC2122NI0065,DC2122NI0066,DC2122NI0067,DC2122NI0068,DC2122NI0069,DC2122NI0070,DC2122NI0071,DC2122NI0072,DC2122NI0073,DC2122NI0074,DC2122NI0075,DC2122NI0076,DC2122NI0077,DC2122NI0078,DC2122NI0079,DC2122NI0080,DC2122NI0081,DC2122NI0082,DC2122NI0083,DC2122NI0084,DC2122NI0085,DC2122NI0086,DC2122NI0087,DC2122NI0088,DC2122NI0089,DC2122NI0090,DC2122NI0091,DC2122NI0092,DC2122NI0093,DC2122NI0094,DC2122NI0095,DC2122NI0096,DC2122NI0097,DC2122NI0098,DC2122NI0099,DC2122NI0100,DC2122NI0101,DC2122NI0102,DC2122NI0103,DC2122NI0104,DC2122NI0105,DC2122NI0106,DC2122NI0107,DC2122NI0108,DC2122NI0109,DC2122NI0110,DC2122NI0111,DC2122NI0112,DC2122NI0113,DC2122NI0114,DC2122NI0115,DC2122NI0116,DC2122NI0117,DC2122NI0118,DC2122NI0119,DC2122NI0120,DC2122NI0121,DC2122NI0122,DC2122NI0123,DC2122NI0124,DC2122NI0125,DC2122NI0126,DC2122NI0127,DC2122NI0128,DC2122NI0129,DC2122NI0130,DC2122NI0131,DC2122NI0132,DC2122NI0133,DC2122NI0134,DC2122NI0135,DC2122NI0136,DC2122NI0137,DC2122NI0138,DC2122NI0139,DC2122NI0140,DC2122NI0141,DC2122NI0142,DC2122NI0143,DC2122NI0144,DC2122NI0145,DC2122NI0146,DC2122NI0147,DC2122NI0148,DC2122NI0149,DC2122NI0150
95MM,82296,60988,19335,608,1365,39724,29084,9480,328,832,42572,31904,9855,280,533,37562,26552,10113,364,533,18781,13092,5164,198,327,18781,13460,4949,166,206,33564,23749,9093,337,385,16783,11718,4643,183,239,16781,12031,4450,154,146,3998,2803,1020,27,148,1998,1374,521,15,88,2000,1429,499,12,60,44734,34436,9222,244,832,20943,15992,4316,130,505,23791,18444,4906,114,327,30926,24257,5879,144,646,16102,12430,3181,93,398,14824,11827,2698,51,248,975,707,207,19,42,508,364,101,10,33,467,343,106,9,9,4107,3393,647,17,50,1456,1165,260,7,24,2651,2228,387,10,26,4147,2929,1105,43,70,1627,1155,421,15,36,2520,1774,684,28,34,4579,3150,1384,21,24,1250,878,353,5,14,3329,2272,1031,16,10
95NN,53737,33268,18214,333,1922,26209,16034,8905,157,1113,27528,17234,9309,176,809,29693,17553,11058,185,897,14828,8560,5643,100,525,14865,8993,5415,85,372,26550,15620,10098,167,665,13272,7616,5173,90,393,13278,8004,4925,77,272,3143,1933,960,18,232,1556,944,470,10,132,1587,989,490,8,100,24044,15715,7156,148,1025,11381,7474,3262,57,588,12663,8241,3894,91,437,16356,11136,4312,78,830,8821,5942,2344,37,498,7535,5194,1968,41,332,564,334,206,1,23,294,168,108,0,18,270,166,98,1,5,1665,1140,449,14,62,665,439,199,5,22,1000,701,250,9,40,2218,1325,791,32,70,842,497,302,10,33,1376,828,489,22,37,3241,1780,1398,23,40,759,428,309,5,17,2482,1352,1089,18,23
95OO,44105,27858,15173,274,800,22056,13997,7458,133,468,22049,13861,7715,141,332,23710,14372,8793,150,395,11855,7130,4425,74,226,11855,7242,4368,76,169,21362,12844,8154,125,239,10681,6365,4118,63,135,10681,6479,4036,62,104,2348,1528,639,25,156,1174,765,307,11,91,1174,763,332,14,65,20395,13486,6380,124,405,10201,6867,3033,59,242,10194,6619,3347,65,163,14418,9830,4197,88,303,8168,5558,2383,44,183,6250,4272,1814,44,120,673,484,155,6,28,387,291,71,4,21,286,193,84,2,7,1220,847,335,8,30,473,316,140,3,14,747,531,195,5,16,1486,919,522,9,36,609,380,204,5,20,877,539,318,4,16,2598,1406,1171,13,8,564,322,235,3,4,2034,1084,936,10,4
95PP,47951,28123,18597,296,935,23916,13984,9250,144,538,24035,14139,9347,152,397,26180,14729,10809,153,489,13077,7239,5472,76,290,13103,7490,5337,77,199,23490,13091,9912,139,348,11744,6427,5028,70,219,11746,6664,4884,69,129,2690,1638,897,14,141,1333,812,444,6,71,1357,826,453,8,70,21771,13394,7788,143,446,10839,6745,3778,68,248,10932,6649,4010,75,198,14985,9577,4995,87,326,8615,5469,2908,49,189,6370,4108,2087,38,137,685,426,234,11,14,363,220,131,4,8,322,206,103,7,6,1295,797,465,11,22,525,327,183,4,11,770,470,282,7,11,1617,867,672,21,57,687,371,279,9,28,930,496,393,12,29,3189,1727,1422,13,27,649,358,277,2,12,2540,1369,1145,11,15
95QQ,25735,6315,18024,158,1238,12483,2971,8722,83,707,13252,3344,9302,75,531,14564,3272,10634,93,565,7263,1551,5340,52,320,7301,1721,5294,41,245,12806,2804,9523,84,395,6405,1335,4798,47,225,6401,1469,4725,37,170,1758,468,1111,9,170,858,216,542,5,95,900,252,569,4,75,11171,3043,7390,65,673,5220,1420,3382,31,387,5951,1623,4008,34,286,7111,2030,4513,33,535,3849,1066,2437,21,325,3262,964,2076,12,210,196,55,126,5,10,94,26,63,2,3,102,29,63,3,7,862,260,562,6,34,344,107,222,1,14,518,153,340,5,20,1247,301,866,14,66,524,129,355,7,33,723,172,511,7,33,1755,397,1323,7,28,409,92,305,0,12,1346,305,1018,7,16
95RR,25607,15015,10024,91,477,12682,7311,5038,52,281,12925,7704,4986,39,196,14066,7929,5843,53,241,7033,3866,2991,28,148,7033,4063,2852,25,93,12508,7077,5221,40,170,6258,3457,2676,19,106,6250,3620,2545,21,64,1558,852,622,13,71,775,409,315,9,42,783,443,307,4,29,11541,7086,4181,38,236,5649,3445,2047,24,133,5892,3641,2134,14,103,8196,5264,2733,23,176,4507,2832,1556,17,102,3689,2432,1177,6,74,223,111,100,1,11,102,55,39,1,7,121,56,61,0,4,736,478,243,5,10,289,178,106,0,5,447,300,137,5,5,989,513,443,8,25,414,208,189,5,12,575,305,254,3,13,1397,720,662,1,14,337,172,157,1,7,1060,548,505,0,7
95SS,91990,31881,54700,808,4601,43997,14713,26236,419,2629,47993,17168,28464,389,1972,52216,16321,33102,510,2283,26099,7870,16610,271,1348,26117,8451,16492,239,935,45976,13873,29979,455,1669,22989,6706,15055,240,988,22987,7167,14924,215,681,6240,2448,3123,55,614,3110,1164,1555,31,360,3130,1284,1568,24,254,39774,15560,21598,298,2318,17898,6843,9626,148,1281,21876,8717,11972,150,1037,26302,11145,13107,163,1887,13621,5495,6966,90,1070,12681,5650,6141,73,817,904,297,539,21,47,471,152,280,12,27,433,145,259,9,20,3199,1597,1446,32,124,1087,452,557,17,61,2112,1145,889,15,63,4079,1306,2539,48,186,1470,439,924,19,88,2609,867,1615,29,98,5290,1215,3967,34,74,1249,305,899,10,35,4041,910,3068,24,39
95TT,34248,22264,11290,175,519,17089,11011,5692,92,294,17159,11253,5598,83,225,19079,12250,6472,100,257,9544,6067,3277,49,151,9535,6183,3195,51,106,17602,11344,5999,93,166,8798,5610,3043,43,102,8804,5734,2956,50,64,1477,906,473,7,91,746,457,234,6,49,731,449,239,1,42,15169,10014,4818,75,262,7545,4944,2415,43,143,7624,5070,2403,32,119,11081,7686,3158,35,202,6133,4168,1829,22,114,4948,3518,1329,13,88,404,260,128,6,10,218,143,68,3,4,186,117,60,3,6,800,469,307,6,18,341,194,135,3,9,459,275,172,3,9,969,515,417,17,20,416,205,191,11,9,553,310,226,6,11,1915,1084,808,11,12,437,234,192,4,7,1478,850,616,7,5
95UU,13465,7938,5155,68,304,6745,3950,2585,36,174,6720,3988,2570,32,130,7086,4080,2830,34,142,3544,2012,1436,15,81,3542,2068,1394,19,61,6472,3758,2576,33,105,3237,1851,1308,15,63,3235,1907,1268,18,42,614,322,254,1,37,307,161,128,0,18,307,161,126,1,19,6379,3858,2325,34,162,3201,1938,1149,21,93,3178,1920,1176,13,69,4281,2712,1427,19,123,2415,1506,822,10,77,1866,1206,605,9,46,191,113,64,6,8,94,51,34,6,3,97,62,30,0,5,424,246,169,0,9,194,108,82,0,4,230,138,87,0,5,573,314,242,6,11,275,158,112,3,2,298,156,130,3,9,910,473,423,3,11,223,115,99,2,7,687,358,324,1,4
95VV,75408,59516,14160,371,1361,37199,29091,7121,210,777,38209,30425,7039,161,584,39684,30743,8160,195,586,19828,15210,4169,106,343,19856,15533,3991,89,243,35956,27947,7429,171,409,17978,13859,3788,88,243,17978,14088,3641,83,166,3728,2796,731,24,177,1850,1351,381,18,100,1878,1445,350,6,77,35724,28773,6000,176,775,17371,13881,2952,104,434,18353,14892,3048,72,341,25129,20369,4040,115,605,13746,11005,2315,76,350,11383,9364,1725,39,255,971,756,149,15,51,512,398,70,13,31,459,358,79,2,20,2277,1954,280,9,34,862,728,123,1,10,1415,1226,157,8,24,2965,2361,521,23,60,1211,951,218,10,32,1754,1410,303,13,28,4382,3333,1010,14,25,1040,799,226,4,11,3342,2534,784,10,14
95WW,65799,14123,46833,721,4122,31221,6531,22004,355,2331,34578,7592,24829,366,1791,37719,8125,27244,431,1919,18833,3838,13636,230,1129,18886,4287,13608,201,790,33144,6894,24531,392,1327,16567,3266,12293,209,799,16577,3628,12238,183,528,4575,1231,2713,39,592,2266,572,1343,21,330,2309,659,1370,18,262,28080,5998,19589,290,2203,12388,2693,8368,125,1202,15692,3305,11221,165,1001,17757,4250,11552,156,1799,9163,2158,5895,77,1033,8594,2092,5657,79,766,622,152,396,23,51,289,80,173,14,22,333,72,223,9,29,2257,559,1527,30,141,810,163,577,11,59,1447,396,950,19,82,3090,492,2405,34,159,1136,164,886,17,69,1954,328,1519,17,90,4354,545,3709,47,53,990,128,837,6,19,3364,417,2872,41,34
95XX,62993,8549,48140,720,5584,29794,3824,22519,365,3086,33199,4725,25621,355,2498,37649,5143,29305,419,2782,18812,2329,14691,216,1576,18837,2814,14614,203,1206,33136,4341,26448,376,1971,16570,1976,13266,192,1136,16566,2365,13182,184,835,4513,802,2857,43,811,2242,353,1425,24,440,2271,449,1432,19,371,25344,3406,18835,301,2802,10982,1495,7828,149,1510,14362,1911,11007,152,1292,15195,2201,10573,165,2256,7837,1093,5365,98,1281,7358,1108,5208,67,975,508,76,369,16,47,238,34,170,7,27,270,42,199,9,20,1795,235,1377,30,153,704,90,531,15,68,1091,145,846,15,85,3560,459,2781,58,262,1310,185,992,23,110,2250,274,1789,35,152,4286,435,3735,32,84,893,93,770,6,24,3393,342,2965,26,60
95YY,39215,27354,11094,195,572,19483,13448,5597,103,335,19732,13906,5497,92,237,21164,14341,6405,115,303,10589,7081,3267,61,180,10575,7260,3138,54,123,19428,13190,5921,109,208,9721,6511,3024,58,128,9707,6679,2897,51,80,1736,1151,484,6,95,868,570,243,3,52,868,581,241,3,43,18051,13013,4689,80,269,8894,6367,2330,42,155,9157,6646,2359,38,114,12891,9526,3123,47,195,7205,5240,1819,28,118,5686,4286,1304,19,77,462,330,109,7,16,255,183,56,5,11,207,147,53,2,5,1091,826,247,4,14,449,325,113,2,9,642,501,134,2,5,1290,831,416,12,31,518,323,177,6,12,772,508,239,6,19,2317,1500,794,10,13,467,296,165,1,5,1850,1204,629,9,8
95ZZ,30773,19714,10707,92,260,15204,9503,5515,43,143,15569,10211,5192,49,117,15584,9535,5874,57,118,7766,4662,3009,27,68,7818,4873,2865,30,50,14264,8705,5410,56,93,7133,4273,2774,27,59,7131,4432,2636,29,34,1320,830,464,1,25,633,389,235,0,9,687,441,229,1,16,15189,10179,4833,35,142,7438,4841,2506,16,75,7751,5338,2327,19,67,10536,7147,3259,16,114,5818,3796,1953,10,59,4718,3351,1306,6,55,369,246,114,4,5,188,127,54,2,5,181,119,60,2,0,1074,799,266,5,4,428,307,115,3,3,646,492,151,2,1,1276,801,456,6,13,550,330,214,1,5,726,471,242,5,8,1934,1186,738,4,6,454,281,170,0,3,1480,905,568,4,3
