GeographyCode,DC2126NI0001,DC2126NI0002,DC2126NI0003,DC2126NI0004,DC2126NI0005,DC2126NI0006,DC2126NI0007,DC2126NI0008,DC2126NI0009,DC2126NI0010,DC2126NI0011,DC2126NI0012,DC2126NI0013,DC2126NI0014,DC2126NI0015,DC2126NI0016,DC2126NI0017,DC2126NI0018,DC2126NI0019,DC2126NI0020,DC2126NI0021,DC2126NI0022,DC2126NI0023,DC2126NI0024,DC2126NI0025,DC2126NI0026,DC2126NI0027,DC2126NI0028,DC2126NI0029,DC2126NI0030,DC2126NI0031,DC2126NI0032,DC2126NI0033,DC2126NI0034,DC2126NI0035,DC2126NI0036,DC2126NI0037,DC2126NI0038,DC2126NI0039,DC2126NI0040,DC2126NI0041,DC2126NI0042,DC2126NI0043,DC2126NI0044,DC2126NI0045,DC2126NI0046,DC2126NI0047,DC2126NI0048,DC2126NI0049,DC2126NI0050,DC2126NI0051,DC2126NI0052,DC2126NI0053,DC2126NI0054,DC2126NI0055,DC2126NI0056,DC2126NI0057,DC2126NI0058,DC2126NI0059,DC2126NI0060,DC2126NI0061,DC2126NI0062,DC2126NI0063,DC2126NI0064,DC2126NI0065,DC2126NI0066,DC2126NI0067,DC2126NI0068,DC2126NI0069,DC2126NI0070,DC2126NI0071,DC2126NI0072,DC2126NI0073,DC2126NI0074,DC2126NI0075,DC2126NI0076,DC2126NI0077,DC2126NI0078,DC2126NI0079,DC2126NI0080,DC2126NI0081,DC2126NI0082,DC2126NI0083,DC2126NI0084,DC2126NI0085,DC2126NI0086,DC2126NI0087,DC2126NI0088,DC2126NI0089,DC2126NI0090,DC2126NI0091,DC2126NI0092,DC2126NI0093,DC2126NI0094,DC2126NI0095,DC2126NI0096,DC2126NI0097,DC2126NI0098,DC2126NI0099,DC2126NI0100,DC2126NI0101,DC2126NI0102,DC2126NI0103,DC2126NI0104,DC2126NI0105,DC2126NI0106,DC2126NI0107,DC2126NI0108,DC2126NI0109,DC2126NI0110,DC2126NI0111,DC2126NI0112,DC2126NI0113,DC2126NI0114,DC2126NI0115,DC2126NI0116,DC2126NI0117,DC2126NI0118,DC2126NI0119,DC2126NI0120,DC2126NI0121,DC2126NI0122,DC2126NI0123,DC2126NI0124,DC2126NI0125,DC2126NI0126,DC2126NI0127,DC2126NI0128,DC2126NI0129,DC2126NI0130,DC2126NI0131,DC2126NI0132,DC2126NI0133,DC2126NI0134,DC2126NI0135,DC2126NI0136,DC2126NI0137,DC2126NI0138,DC2126NI0139,DC2126NI0140,DC2126NI0141,DC2126NI0142,DC2126NI0143,DC2126NI0144,DC2126NI0145,DC2126NI0146,DC2126NI0147,DC2126NI0148,DC2126NI0149,DC2126NI0150
95MM,107877,80729,24105,823,2220,24214,18880,4356,181,797,14706,11358,2903,74,371,14848,11239,3050,186,373,15285,11474,3345,167,299,14859,11115,3447,101,196,11113,7974,2960,64,115,7598,5304,2216,36,42,4049,2678,1335,11,25,1205,707,493,3,2,52648,39061,11877,435,1275,12370,9624,2257,79,410,7285,5601,1435,45,204,7187,5367,1491,104,225,7382,5443,1662,90,187,7161,5274,1706,59,122,5505,3849,1548,31,77,3658,2519,1088,20,31,1738,1186,528,6,18,362,198,162,1,1,55229,41668,12228,388,945,11844,9256,2099,102,387,7421,5757,1468,29,167,7661,5872,1559,82,148,7903,6031,1683,77,112,7698,5841,1741,42,74,5608,4125,1412,33,38,3940,2785,1128,16,11,2311,1492,807,5,7,843,509,331,2,1
95NN,69731,43591,22372,409,3359,14985,9952,3616,66,1351,8694,5706,2287,35,666,8554,5967,2179,51,357,9478,5948,3061,78,391,9721,5955,3425,72,269,7883,4663,2965,58,197,5808,3123,2566,32,87,3311,1686,1576,14,35,1297,591,697,3,6,34385,21302,11003,198,1882,7654,5096,1832,34,692,4495,2897,1181,16,401,4201,2894,1076,30,201,4615,2815,1531,40,229,4833,2898,1746,32,157,3925,2253,1519,28,125,2810,1505,1238,13,54,1422,743,653,5,21,430,201,227,0,2,35346,22289,11369,211,1477,7331,4856,1784,32,659,4199,2809,1106,19,265,4353,3073,1103,21,156,4863,3133,1530,38,162,4888,3057,1679,40,112,3958,2410,1446,30,72,2998,1618,1328,19,33,1889,943,923,9,14,867,390,470,3,4
95OO,57852,37087,19111,324,1330,13385,9056,3773,46,510,7353,4992,2107,48,206,8678,6040,2347,61,230,8353,5394,2739,44,176,7366,4583,2617,50,116,5545,3257,2191,35,62,4020,2196,1778,22,24,2316,1171,1126,15,4,836,398,433,3,2,28969,18626,9457,155,731,6806,4586,1951,19,250,3761,2600,1028,25,108,4381,3046,1180,24,131,4267,2748,1383,28,108,3780,2310,1368,27,75,2783,1622,1109,15,37,1972,1120,823,9,20,963,479,475,7,2,256,115,140,1,0,28883,18461,9654,169,599,6579,4470,1822,27,260,3592,2392,1079,23,98,4297,2994,1167,37,99,4086,2646,1356,16,68,3586,2273,1249,23,41,2762,1635,1082,20,25,2048,1076,955,13,4,1353,692,651,8,2,580,283,293,2,2
95PP,61805,36563,23350,353,1539,13141,8069,4426,51,595,7063,4374,2475,32,182,7942,5076,2578,57,231,8611,5131,3203,71,206,8569,4961,3389,50,169,7255,4171,2968,36,80,5025,2618,2310,38,59,3028,1560,1439,13,16,1171,603,562,5,1,30977,18251,11694,173,859,6789,4129,2318,25,317,3768,2347,1311,18,92,3965,2519,1306,21,119,4309,2551,1596,37,125,4348,2457,1767,22,102,3635,2082,1477,21,55,2483,1285,1139,22,37,1313,695,601,6,11,367,186,179,1,1,30828,18312,11656,180,680,6352,3940,2108,26,278,3295,2027,1164,14,90,3977,2557,1272,36,112,4302,2580,1607,34,81,4221,2504,1622,28,67,3620,2089,1491,15,25,2542,1333,1171,16,22,1715,865,838,7,5,804,417,383,4,0
95QQ,32180,8003,21934,184,2059,6181,1632,3708,24,817,3586,951,2274,21,340,3548,951,2305,20,272,4433,1167,2985,27,254,4963,1253,3484,35,191,3985,894,2946,35,110,3050,667,2316,12,55,1791,374,1395,9,13,643,114,521,1,7,15660,3776,10648,93,1143,3099,788,1869,9,433,1824,489,1143,9,183,1683,423,1093,14,153,2125,549,1411,14,151,2534,615,1789,17,113,1974,418,1468,20,68,1475,301,1136,7,31,755,158,587,3,7,191,35,152,0,4,16520,4227,11286,91,916,3082,844,1839,15,384,1762,462,1131,12,157,1865,528,1212,6,119,2308,618,1574,13,103,2429,638,1695,18,78,2011,476,1478,15,42,1575,366,1180,5,24,1036,216,808,6,6,452,79,369,1,3
95RR,33536,20014,12625,103,794,7243,4683,2262,9,289,4293,2765,1394,7,127,4480,2907,1451,17,105,5158,3075,1930,29,124,4501,2483,1919,23,76,3626,1992,1594,4,36,2552,1325,1192,12,23,1227,583,633,2,9,456,201,250,0,5,16927,9961,6454,57,455,3705,2382,1174,3,146,2261,1414,772,3,72,2261,1474,715,10,62,2586,1494,998,20,74,2345,1265,1017,11,52,1844,993,824,3,24,1261,631,607,6,17,538,253,278,1,6,126,55,69,0,2,16609,10053,6171,46,339,3538,2301,1088,6,143,2032,1351,622,4,55,2219,1433,736,7,43,2572,1581,932,9,50,2156,1218,902,12,24,1782,999,770,1,12,1291,694,585,6,6,689,330,355,1,3,330,146,181,0,3
95SS,120165,43815,67197,1009,8144,26540,11509,11438,193,3400,14602,6043,7061,69,1429,15919,6954,7567,164,1234,16922,6391,9468,178,885,16834,5816,10187,156,675,12689,3751,8511,109,318,9405,2065,7120,80,140,5399,1001,4301,49,48,1855,285,1544,11,15,58658,20918,32650,538,4552,13686,5934,5840,114,1798,7565,3075,3652,36,802,7722,3179,3757,93,693,8049,2833,4606,89,521,8179,2641,5041,92,405,6223,1782,4184,50,207,4439,981,3335,32,91,2246,412,1775,29,30,549,81,460,3,5,61507,22897,34547,471,3592,12854,5575,5598,79,1602,7037,2968,3409,33,627,8197,3775,3810,71,541,8873,3558,4862,89,364,8655,3175,5146,64,270,6466,1969,4327,59,111,4966,1084,3785,48,49,3153,589,2526,20,18,1306,204,1084,8,10
95TT,45038,29728,14179,212,919,10577,7359,2781,37,400,5844,4051,1637,18,138,6304,4438,1710,25,131,6510,4380,1992,32,106,5773,3632,2046,24,71,4401,2689,1628,40,44,3127,1798,1286,22,21,1847,1038,794,11,4,655,343,305,3,4,22598,14835,7140,108,515,5426,3783,1406,16,221,2998,2051,865,11,71,3195,2222,881,17,75,3308,2204,1020,18,66,2918,1822,1047,11,38,2231,1332,852,19,28,1488,855,612,8,13,815,462,345,6,2,219,104,112,2,1,22440,14893,7039,104,404,5151,3576,1375,21,179,2846,2000,772,7,67,3109,2216,829,8,56,3202,2176,972,14,40,2855,1810,999,13,33,2170,1357,776,21,16,1639,943,674,14,8,1032,576,449,5,2,436,239,193,1,3
95UU,17050,10155,6310,78,507,3447,2136,1102,9,200,1982,1275,617,11,79,1879,1153,651,15,60,2332,1399,854,12,67,2397,1392,958,11,36,2092,1246,811,8,27,1693,884,777,7,25,887,497,374,5,11,341,173,166,0,2,8560,5080,3165,41,274,1762,1096,563,5,98,1038,661,325,5,47,944,573,332,9,30,1180,702,435,6,37,1201,691,484,6,20,1088,631,433,5,19,813,423,372,2,16,421,242,170,3,6,113,61,51,0,1,8490,5075,3145,37,233,1685,1040,539,4,102,944,614,292,6,32,935,580,319,6,30,1152,697,419,6,30,1196,701,474,5,16,1004,615,378,3,8,880,461,405,5,9,466,255,204,2,5,228,112,115,0,1
95VV,99480,78953,17901,452,2174,23518,19030,3605,77,806,12435,9920,2172,31,312,13982,11217,2276,96,393,14240,11351,2492,74,323,13135,10498,2384,80,173,9914,7814,1950,46,104,6854,5199,1588,27,40,4058,2993,1033,15,17,1344,931,401,6,6,49481,38963,9068,243,1207,12094,9732,1906,33,423,6390,5081,1131,18,160,6839,5417,1144,57,221,7108,5585,1282,42,199,6672,5264,1259,46,103,4971,3882,1007,24,58,3308,2489,777,14,28,1690,1242,428,8,12,409,271,134,1,3,49999,39990,8833,209,967,11424,9298,1699,44,383,6045,4839,1041,13,152,7143,5800,1132,39,172,7132,5766,1210,32,124,6463,5234,1125,34,70,4943,3932,943,22,46,3546,2710,811,13,12,2368,1751,605,7,5,935,660,267,5,3
95WW,85139,19204,57688,1006,7241,17347,4384,9836,204,2923,10579,2766,6376,82,1355,11093,3039,6746,234,1074,12047,3077,7930,160,880,11751,2697,8374,124,556,9207,1612,7220,94,281,7114,962,5969,62,121,4489,535,3882,34,38,1512,132,1355,12,13,41048,9102,27484,503,3959,8935,2263,5054,97,1521,5403,1378,3230,39,756,5146,1344,3124,123,555,5761,1419,3745,91,506,5694,1251,4041,63,339,4468,751,3498,44,175,3351,436,2803,31,81,1831,220,1578,12,21,459,40,411,3,5,44091,10102,30204,503,3282,8412,2121,4782,107,1402,5176,1388,3146,43,599,5947,1695,3622,111,519,6286,1658,4185,69,374,6057,1446,4333,61,217,4739,861,3722,50,106,3763,526,3166,31,40,2658,315,2304,22,17,1053,92,944,9,8
95XX,78937,10681,57809,914,9533,14515,1967,8647,170,3731,8180,1117,5384,90,1589,9495,1535,6359,141,1460,10831,1780,7689,158,1204,11217,1700,8595,142,780,10227,1302,8378,96,451,7898,766,6839,74,219,4577,374,4100,32,71,1997,140,1818,11,28,37994,4945,27335,473,5241,7476,1036,4372,89,1979,4270,568,2756,57,889,4547,669,3018,69,791,5189,782,3640,74,693,5347,767,4052,71,457,4961,591,4068,54,248,3767,354,3239,40,134,1865,144,1668,18,35,572,34,522,1,15,40943,5736,30474,441,4292,7039,931,4275,81,1752,3910,549,2628,33,700,4948,866,3341,72,669,5642,998,4049,84,511,5870,933,4543,71,323,5266,711,4310,42,203,4131,412,3600,34,85,2712,230,2432,14,36,1425,106,1296,10,13
95YY,51356,36122,14080,244,910,11667,8529,2768,43,327,6301,4573,1590,16,122,6906,5217,1524,26,139,7114,4935,2004,35,140,7095,4898,2072,41,84,5558,3811,1645,32,70,3749,2368,1333,34,14,2170,1316,837,11,6,796,475,307,6,8,25672,17943,7101,125,503,5981,4374,1423,22,162,3245,2318,846,11,70,3396,2547,762,9,78,3575,2456,1016,18,85,3598,2445,1078,23,52,2865,1949,858,16,42,1800,1143,629,18,10,942,559,374,7,2,270,152,115,1,2,25684,18179,6979,119,407,5686,4155,1345,21,165,3056,2255,744,5,52,3510,2670,762,17,61,3539,2479,988,17,55,3497,2453,994,18,32,2693,1862,787,16,28,1949,1225,704,16,4,1228,757,463,4,4,526,323,192,5,6
95ZZ,39843,25871,13422,117,433,8823,6011,2615,25,172,4865,3299,1501,3,62,5078,3389,1617,16,56,5905,3788,2029,25,63,5348,3464,1832,20,32,4237,2668,1530,13,26,3177,1900,1252,7,18,1827,1015,800,8,4,583,337,246,0,0,19827,12580,6963,57,227,4521,3013,1410,14,84,2493,1678,790,3,22,2476,1586,852,9,29,2891,1824,1025,7,35,2773,1716,1021,12,24,2130,1294,812,4,20,1542,916,611,5,10,820,455,359,3,3,181,98,83,0,0,20016,13291,6459,60,206,4302,2998,1205,11,88,2372,1621,711,0,40,2602,1803,765,7,27,3014,1964,1004,18,28,2575,1748,811,8,8,2107,1374,718,9,6,1635,984,641,2,8,1007,560,441,5,1,402,239,163,0,0
